순번_정류장ID,1-2802621,2-2802809,3-2802635,4-2802617,5-2802728,6-2802094,7-2801850,8-2802046,9-2802008,10-2802066,11-2807524,12-2807531,13-2807534,14-2807543,15-2807510,16-2807277,17-2807554,18-2807558,19-2807561,20-2807500,21-2807499,22-2807509,23-2800107,24-2803386,25-2803399,26-2803395,27-2803392
1-2802621,0,1.462401,3.497752,4.528754,5.986571,6.64812,7.378845999999999,8.37557,9.834230999999999,12.388819999999999,16.480063,19.906333,22.058038,25.063603999999998,26.973329,29.032698,38.00296,41.523558,43.288450000000005,45.88890000000001,47.89625100000001,49.73967100000001,54.738780000000006,55.574647000000006,56.164480000000005,57.527089000000004,58.114651
2-2802809,,0,2.035351,3.066353,4.52417,5.185719,5.9164449999999995,6.913169,8.37183,10.926419,15.017662,18.443932,20.595637,23.601202999999998,25.510928,27.570297,36.540559,40.061157,41.826049000000005,44.42649900000001,46.43385000000001,48.27727000000001,53.276379000000006,54.112246000000006,54.702079000000005,56.064688000000004,56.65225
3-2802635,,,0,1.031002,2.488819,3.150368,3.881094,4.8778179999999995,6.336479,8.891068,12.982311000000001,16.408581,18.560286,21.565852,23.475577,25.534946,34.505208,38.025806,39.790698000000006,42.39114800000001,44.39849900000001,46.24191900000001,51.24102800000001,52.07689500000001,52.666728000000006,54.029337000000005,54.616899000000004
4-2802617,,,,0,1.457817,2.119366,2.850092,3.846816,5.305477,7.860066,11.951309,15.377579,17.529284,20.53485,22.444575,24.503944,33.474206,36.994804,38.759696000000005,41.36014600000001,43.36749700000001,45.21091700000001,50.210026000000006,51.04589300000001,51.635726000000005,52.998335000000004,53.585897
5-2802728,,,,,0,0.6615489999999999,1.392275,2.388999,3.8476600000000003,6.402249,10.493492,13.919761999999999,16.071467,19.077033,20.986758000000002,23.046127000000002,32.016389000000004,35.536987,37.30187900000001,39.90232900000001,41.90968000000001,43.75310000000001,48.75220900000001,49.58807600000001,50.17790900000001,51.540518000000006,52.128080000000004
6-2802094,,,,,,0,0.730726,1.72745,3.186111,5.7407,9.831943,13.258213000000001,15.409918000000001,18.415484,20.325209,22.384578,31.354840000000003,34.875438,36.640330000000006,39.24078000000001,41.24813100000001,43.09155100000001,48.09066000000001,48.92652700000001,49.516360000000006,50.878969000000005,51.466531
7-2801850,,,,,,,0,0.9967239999999999,2.4553849999999997,5.009974,9.101217,12.527487,14.679192,17.684758000000002,19.594483000000004,21.653852000000004,30.624114000000006,34.144712000000006,35.90960400000001,38.51005400000001,40.51740500000001,42.36082500000001,47.35993400000001,48.19580100000001,48.78563400000001,50.14824300000001,50.735805000000006
8-2802046,,,,,,,,0,1.458661,4.01325,8.104493000000002,11.530763,13.682468,16.688034000000002,18.597759000000003,20.657128000000004,29.627390000000005,33.147988000000005,34.91288000000001,37.51333000000001,39.52068100000001,41.36410100000001,46.36321000000001,47.19907700000001,47.78891000000001,49.15151900000001,49.739081000000006
9-2802008,,,,,,,,,0,2.554589,6.645832,10.072102000000001,12.223807,15.229373,17.139098,19.198467,28.168729,31.689327,33.454219,36.054669000000004,38.062020000000004,39.905440000000006,44.904549,45.740416,46.330249,47.692858,48.28042
10-2802066,,,,,,,,,,0,4.091243,7.517513,9.669218,12.674784,14.584509,16.643878,25.61414,29.134738,30.89963,33.50008,35.507431,37.350851,42.349959999999996,43.185826999999996,43.775659999999995,45.138268999999994,45.72583099999999
11-2807524,,,,,,,,,,,0,3.4262699999999997,5.5779749999999995,8.583541,10.493266,12.552635,21.522897,25.043495,26.808387,29.408837,31.416188,33.259608,38.258717,39.094584,39.684416999999996,41.047025999999995,41.634587999999994
12-2807531,,,,,,,,,,,,0,2.1517049999999998,5.157271,7.066996,9.126365,18.096626999999998,21.617224999999998,23.382116999999997,25.982566999999996,27.989917999999996,29.833337999999998,34.832446999999995,35.668313999999995,36.258146999999994,37.62075599999999,38.20831799999999
13-2807534,,,,,,,,,,,,,0,3.005566,4.915291,6.97466,15.944922,19.46552,21.230412,23.830862,25.838213,27.681632999999998,32.680741999999995,33.516608999999995,34.106441999999994,35.46905099999999,36.05661299999999
14-2807543,,,,,,,,,,,,,,0,1.909725,3.9690939999999997,12.939356,16.459954,18.224846,20.825295999999998,22.832646999999998,24.676066999999996,29.675175999999997,30.511042999999997,31.100875999999996,32.463485,33.051047
15-2807510,,,,,,,,,,,,,,,0,2.059369,11.029631,14.550229,16.315121,18.915571,20.922922,22.766342,27.765451000000002,28.601318000000003,29.191151,30.55376,31.141322
16-2807277,,,,,,,,,,,,,,,,0,8.970262,12.49086,14.255752,16.856202,18.863553,20.706972999999998,25.706082,26.541949,27.131781999999998,28.494390999999997,29.081952999999995
17-2807554,,,,,,,,,,,,,,,,,0,3.520598,5.28549,7.88594,9.893291,11.736711,16.73582,17.571687,18.16152,19.524129,20.111690999999997
18-2807558,,,,,,,,,,,,,,,,,,0,1.764892,4.365342,6.372693,8.216113,13.215222,14.051089000000001,14.640922000000002,16.003531000000002,16.591093
19-2807561,,,,,,,,,,,,,,,,,,,0,2.60045,4.607801,6.451221,11.450330000000001,12.286197000000001,12.876030000000002,14.238639000000003,14.826201000000003
20-2807500,,,,,,,,,,,,,,,,,,,,0,2.007351,3.850771,8.849879999999999,9.685747,10.27558,11.638189,12.225751
21-2807499,,,,,,,,,,,,,,,,,,,,,0,1.84342,6.842529,7.678396,8.268229,9.630838,10.2184
22-2807509,,,,,,,,,,,,,,,,,,,,,,0,4.999109,5.834976,6.424809,7.787418,8.374979999999999
23-2800107,,,,,,,,,,,,,,,,,,,,,,,0,0.835867,1.4257,2.788309,3.375871
24-2803386,,,,,,,,,,,,,,,,,,,,,,,,0,0.5898329999999999,1.952442,2.540004
25-2803399,,,,,,,,,,,,,,,,,,,,,,,,,0,1.362609,1.950171
26-2803395,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.587562
27-2803392,,,,,,,,,,,,,,,,,,,,,,,,,,,0
