순번_정류장ID,1-2805045,2-2802388,3-2806726,4-2807445,5-2803579,6-2802358,7-2804867,8-2804908,9-2803767,10-2806764,11-2806762,12-2806760,13-2806767,14-2807087,15-2807324,16-2806640,17-2806641,18-2805878,19-2805586,20-2805058,21-2805396,22-2805681,23-2805013,24-2805789,25-2804864,26-2805204,27-2802589,28-2802362,29-2802595,30-2802598,31-2803664,32-2806670,33-2806089,34-2805031,35-2806722,36-2806724,37-2807229,38-2805772,39-2807108,40-2806431,41-2806498,42-2806496,43-2805035
1-2805045,0,0.365356,1.0742850000000002,1.5842390000000002,2.036049,2.5475330000000005,2.8962410000000007,3.6706840000000005,4.027662,4.1976070000000005,4.427592000000001,4.825847,5.063887,5.733568,6.332055,6.568001000000001,6.924803000000001,7.829854000000001,8.041146000000001,8.265991000000001,8.466688000000001,8.680999000000002,8.914281000000003,9.156186000000002,9.437353000000002,9.824633000000002,10.178271000000002,10.464064000000002,10.700928000000003,11.133956000000003,12.052011000000004,12.365287000000004,12.736943000000004,13.523212000000004,13.999710000000004,14.352294000000004,14.715045000000003,15.248028000000003,15.766036000000003,18.063595000000003,18.840917000000005,20.083936000000005,21.362905000000005
2-2802388,,0,0.708929,1.218883,1.670693,2.1821770000000003,2.5308850000000005,3.3053280000000003,3.662306,3.8322510000000003,4.062236,4.460491,4.698531,5.368212,5.966699,6.202645,6.5594470000000005,7.464498000000001,7.675790000000001,7.900635000000001,8.101332000000001,8.315643000000001,8.548925000000002,8.790830000000001,9.071997000000001,9.459277000000002,9.812915000000002,10.098708000000002,10.335572000000003,10.768600000000003,11.686655000000004,11.999931000000004,12.371587000000003,13.157856000000004,13.634354000000004,13.986938000000004,14.349689000000003,14.882672000000003,15.400680000000003,17.698239000000004,18.475561000000006,19.718580000000006,20.997549000000006
3-2806726,,,0,0.509954,0.9617640000000001,1.4732480000000001,1.8219560000000001,2.596399,2.9533769999999997,3.123322,3.353307,3.751562,3.9896019999999996,4.659282999999999,5.257769999999999,5.493715999999999,5.850517999999999,6.7555689999999995,6.966861,7.191706,7.392403,7.606714,7.839996,8.081901,8.363068,8.750348,9.103986,9.389779,9.626643000000001,10.059671000000002,10.977726000000002,11.291002000000002,11.662658000000002,12.448927000000003,12.925425000000002,13.278009000000003,13.640760000000002,14.173743000000002,14.691751000000002,16.989310000000003,17.766632000000005,19.009651000000005,20.288620000000005
4-2807445,,,,0,0.45181000000000004,0.9632940000000001,1.3120020000000001,2.0864450000000003,2.443423,2.6133680000000004,2.8433530000000005,3.2416080000000003,3.479648,4.149329,4.747816,4.9837620000000005,5.3405640000000005,6.245615000000001,6.456907000000001,6.681752000000001,6.882449000000001,7.0967600000000015,7.3300420000000015,7.5719470000000015,7.8531140000000015,8.240394000000002,8.594032000000002,8.879825000000002,9.116689000000003,9.549717000000003,10.467772000000004,10.781048000000004,11.152704000000004,11.938973000000004,12.415471000000004,12.768055000000004,13.130806000000003,13.663789000000003,14.181797000000003,16.479356000000003,17.256678000000004,18.499697000000005,19.778666000000005
5-2803579,,,,,0,0.511484,0.8601920000000001,1.634635,1.991613,2.1615580000000003,2.3915430000000004,2.7897980000000002,3.027838,3.6975190000000002,4.296006,4.531952,4.8887540000000005,5.793805000000001,6.005097000000001,6.229942000000001,6.430639000000001,6.6449500000000015,6.8782320000000015,7.1201370000000015,7.401304000000001,7.788584000000001,8.142222,8.428015,8.664879,9.097907000000001,10.015962000000002,10.329238000000002,10.700894000000002,11.487163000000002,11.963661000000002,12.316245000000002,12.678996000000001,13.211979000000001,13.729987000000001,16.027546,16.804868000000003,18.047887000000003,19.326856000000003
6-2802358,,,,,,0,0.348708,1.123151,1.480129,1.650074,1.8800590000000001,2.278314,2.5163539999999998,3.186035,3.784522,4.020468,4.37727,5.2823210000000005,5.493613000000001,5.718458000000001,5.919155000000001,6.133466000000001,6.366748000000001,6.608653000000001,6.889820000000001,7.277100000000001,7.630738000000001,7.916531000000001,8.153395000000002,8.586423000000002,9.504478000000002,9.817754000000003,10.189410000000002,10.975679000000003,11.452177000000002,11.804761000000003,12.167512000000002,12.700495000000002,13.218503000000002,15.516062000000002,16.293384000000003,17.536403000000004,18.815372000000004
7-2804867,,,,,,,0,0.774443,1.131421,1.301366,1.531351,1.929606,2.167646,2.837327,3.435814,3.6717600000000004,4.028562,4.933613,5.1449050000000005,5.369750000000001,5.570447000000001,5.784758000000001,6.018040000000001,6.259945000000001,6.541112000000001,6.9283920000000006,7.282030000000001,7.567823000000001,7.804687,8.237715,9.15577,9.469046,9.840702,10.626971000000001,11.103469,11.456053,11.818804,12.351787,12.869795,15.167354,15.944676,17.187694999999998,18.466663999999998
8-2804908,,,,,,,,0,0.356978,0.526923,0.756908,1.155163,1.393203,2.062884,2.661371,2.897317,3.254119,4.1591700000000005,4.370462000000001,4.595307000000001,4.796004000000001,5.010315000000001,5.243597000000001,5.485502000000001,5.766669000000001,6.153949000000001,6.507587000000001,6.793380000000001,7.030244000000001,7.463272000000001,8.381327,8.694603,9.066259,9.852528000000001,10.329026,10.681610000000001,11.044361,11.577344,12.095352,14.392911,15.170233,16.413252,17.692221
9-2803767,,,,,,,,,0,0.169945,0.39993,0.798185,1.036225,1.7059060000000001,2.304393,2.5403390000000003,2.8971410000000004,3.8021920000000007,4.013484000000001,4.238329000000001,4.439026000000001,4.653337000000001,4.886619000000001,5.128524000000001,5.409691000000001,5.796971000000001,6.150609000000001,6.436402000000001,6.673266000000001,7.106294000000001,8.024349,8.337625000000001,8.709281,9.495550000000001,9.972048000000001,10.324632000000001,10.687383,11.220366,11.738374,14.035933,14.813255,16.056274,17.335243
10-2806764,,,,,,,,,,0,0.229985,0.62824,0.86628,1.5359610000000001,2.134448,2.370394,2.727196,3.6322470000000004,3.8435390000000003,4.068384,4.269081,4.483392,4.716674,4.958579,5.239746,5.627026,5.980664,6.266457,6.503321,6.936349,7.854404,8.167679999999999,8.539335999999999,9.325605,9.802102999999999,10.154687,10.517437999999999,11.050420999999998,11.568428999999998,13.865987999999998,14.643309999999998,15.886328999999998,17.165298
11-2806762,,,,,,,,,,,0,0.398255,0.636295,1.3059760000000002,1.9044630000000002,2.1404090000000005,2.4972110000000005,3.4022620000000003,3.613554,3.8383990000000003,4.039096000000001,4.253407000000001,4.486689000000001,4.728594000000001,5.009761000000001,5.397041000000001,5.750679000000001,6.036472000000001,6.2733360000000005,6.706364000000001,7.6244190000000005,7.937695000000001,8.309351000000001,9.095620000000002,9.572118000000001,9.924702000000002,10.287453000000001,10.820436,11.338444,13.636003,14.413325,15.656344,16.935313
