순번_정류장ID,1-2805726,2-2805739,3-2800372,4-2800317,5-2805949,6-2800371,7-2803055,8-2802647,9-2802648,10-2802649,11-2803050,12-2800814,13-2800793,14-2800785,15-2800766,16-2800748,17-2800721,18-2800697,19-2801603,20-2801583,21-2801565,22-2801546,23-2801527,24-2801514,25-2801509,26-2801497,27-2801482,28-2801492,29-2801524,30-2801602,31-2806837,32-2801647,33-2801634,34-2801686,35-2801182,36-2805798,37-2805799,38-2805800,39-2805801,40-2807214,41-2804429,42-2804431,43-2800165,44-2803661,45-2801697,46-2801724,47-2801915,48-2801923,49-2801926,50-2801922,51-2805271,52-2805273,53-2805275,54-2805278,55-2801967,56-2801973,57-2801984,58-2802009,59-2802047,60-2802054,61-2802098,62-2802129,63-2802158,64-2802168,65-2802175,66-2801848,67-2802825,68-2802870,69-2802906
1-2805726,0,0.30035500000000004,0.75234,2.055465,2.3566659999999997,2.670317,3.3723099999999997,3.8271699999999997,4.136081,4.609107,4.9281109999999995,5.6308229999999995,5.822532,6.285386,6.53722,6.9557899999999995,7.273194999999999,8.251785,8.577154,8.845958,9.137295,9.561894,9.810459,9.989473,10.288974,10.713096,11.026266,11.326839999999999,11.800337999999998,12.044953999999999,12.425581,12.711711999999999,13.507084999999998,13.705825999999998,14.147838999999998,14.393184999999997,14.537778999999997,14.702393999999996,15.012680999999997,15.159453999999997,15.418790999999997,16.639086,17.217654,17.842245,18.384366999999997,19.713310999999997,20.482829999999996,20.606181999999997,20.985894,21.409812,21.666323,21.854927999999997,22.136698999999997,22.305924999999995,22.631817999999996,22.953893999999995,23.161643999999995,23.532554999999995,23.931329999999996,24.601968999999997,24.974005999999996,25.488918999999996,25.813855999999994,26.166576999999993,26.431853999999994,26.783657999999996,27.093554999999995,27.749270999999993,28.288936999999994
2-2805739,,0,0.451985,1.7551100000000002,2.056311,2.369962,3.071955,3.526815,3.835726,4.308752,4.627756,5.330468,5.522177,5.985031,6.236865,6.655435,6.97284,7.951429999999999,8.276798999999999,8.545602999999998,8.836939999999998,9.261538999999999,9.510103999999998,9.689117999999999,9.988618999999998,10.412740999999999,10.725910999999998,11.026484999999997,11.499982999999997,11.744598999999997,12.125225999999998,12.411356999999997,13.206729999999997,13.405470999999997,13.847483999999996,14.092829999999996,14.237423999999995,14.402038999999995,14.712325999999996,14.859098999999995,15.118435999999996,16.338730999999996,16.917298999999996,17.541889999999995,18.084011999999994,19.412955999999994,20.182474999999993,20.305826999999994,20.685538999999995,21.109456999999995,21.365967999999995,21.554572999999994,21.836343999999993,22.00556999999999,22.331462999999992,22.65353899999999,22.861288999999992,23.23219999999999,23.630974999999992,24.301613999999994,24.673650999999992,25.188563999999992,25.51350099999999,25.86622199999999,26.13149899999999,26.483302999999992,26.79319999999999,27.44891599999999,27.98858199999999
3-2800372,,,0,1.303125,1.6043260000000001,1.917977,2.61997,3.07483,3.383741,3.856767,4.175771,4.878483,5.0701920000000005,5.533046000000001,5.78488,6.20345,6.520855,7.499445,7.824814,8.093618,8.384955,8.809554,9.058119,9.237133,9.536634,9.960756,10.273926,10.574499999999999,11.047997999999998,11.292613999999999,11.673240999999999,11.959371999999998,12.754744999999998,12.953485999999998,13.395498999999997,13.640844999999997,13.785438999999997,13.950053999999996,14.260340999999997,14.407113999999996,14.666450999999997,15.886745999999997,16.465313999999996,17.089904999999995,17.632026999999994,18.960970999999994,19.730489999999993,19.853841999999993,20.233553999999994,20.657471999999995,20.913982999999995,21.102587999999994,21.384358999999993,21.55358499999999,21.87947799999999,22.20155399999999,22.40930399999999,22.78021499999999,23.17898999999999,23.849628999999993,24.221665999999992,24.736578999999992,25.06151599999999,25.41423699999999,25.67951399999999,26.03131799999999,26.34121499999999,26.99693099999999,27.53659699999999
4-2800317,,,,0,0.301201,0.614852,1.3168449999999998,1.7717049999999999,2.080616,2.553642,2.872646,3.575358,3.767067,4.229921,4.481755,4.900325,5.2177299999999995,6.196319999999999,6.521688999999999,6.790493,7.08183,7.506429,7.754994,7.934008,8.233509,8.657631,8.970801,9.271374999999999,9.744872999999998,9.989488999999999,10.370116,10.656246999999999,11.451619999999998,11.650360999999998,12.092373999999998,12.337719999999997,12.482313999999997,12.646928999999997,12.957215999999997,13.103988999999997,13.363325999999997,14.583620999999997,15.162188999999998,15.786779999999998,16.328902,17.657846,18.427364999999998,18.550717,18.930429,19.354347,19.610858,19.799463,20.081234,20.250459999999997,20.576352999999997,20.898428999999997,21.106178999999997,21.477089999999997,21.875864999999997,22.546504,22.918540999999998,23.433453999999998,23.758390999999996,24.111111999999995,24.376388999999996,24.728192999999997,25.038089999999997,25.693805999999995,26.233471999999995
5-2805949,,,,,0,0.313651,1.015644,1.470504,1.779415,2.252441,2.571445,3.274157,3.465866,3.92872,4.180554,4.599124,4.916529,5.895118999999999,6.220488,6.489292,6.780629,7.205228,7.453793,7.632807,7.932308,8.35643,8.669599999999999,8.970173999999998,9.443671999999998,9.688287999999998,10.068914999999999,10.355045999999998,11.150418999999998,11.349159999999998,11.791172999999997,12.036518999999997,12.181112999999996,12.345727999999996,12.656014999999996,12.802787999999996,13.062124999999996,14.282419999999997,14.860987999999997,15.485578999999998,16.027700999999997,17.356644999999997,18.126163999999996,18.249515999999996,18.629227999999998,19.053145999999998,19.309656999999998,19.498261999999997,19.780032999999996,19.949258999999994,20.275151999999995,20.597227999999994,20.804977999999995,21.175888999999994,21.574663999999995,22.245302999999996,22.617339999999995,23.132252999999995,23.457189999999994,23.809910999999992,24.075187999999994,24.426991999999995,24.736888999999994,25.392604999999996,25.932270999999997
6-2800371,,,,,,0,0.701993,1.156853,1.4657639999999998,1.9387899999999998,2.2577939999999996,2.9605059999999996,3.1522149999999995,3.6150689999999996,3.8669029999999998,4.285473,4.602878,5.581467999999999,5.9068369999999994,6.175641,6.466978,6.891577,7.140142,7.3191559999999996,7.618657,8.042779,8.355948999999999,8.656522999999998,9.130020999999997,9.374636999999998,9.755263999999999,10.041394999999998,10.836767999999998,11.035508999999998,11.477521999999997,11.722867999999997,11.867461999999996,12.032076999999996,12.342363999999996,12.489136999999996,12.748473999999996,13.968768999999996,14.547336999999997,15.171927999999998,15.714049999999997,17.042993999999997,17.812512999999996,17.935864999999996,18.315576999999998,18.739494999999998,18.996005999999998,19.184610999999997,19.466381999999996,19.635607999999994,19.961500999999995,20.283576999999994,20.491326999999995,20.862237999999994,21.261012999999995,21.931651999999996,22.303688999999995,22.818601999999995,23.143538999999993,23.496259999999992,23.761536999999993,24.113340999999995,24.423237999999994,25.078953999999996,25.618619999999996
7-2803055,,,,,,,0,0.45486000000000004,0.763771,1.236797,1.555801,2.2585129999999998,2.4502219999999997,2.9130759999999998,3.16491,3.5834799999999998,3.9008849999999997,4.879474999999999,5.204844,5.473648,5.764985,6.189584,6.438149,6.617163,6.916664,7.340786,7.653956,7.95453,8.428028,8.672644,9.053271,9.339402,10.134775,10.333516,10.775528999999999,11.020874999999998,11.165468999999998,11.330083999999998,11.640370999999998,11.787143999999998,12.046480999999998,13.266775999999998,13.845343999999999,14.469935,15.012056999999999,16.341001,17.110519999999998,17.233871999999998,17.613584,18.037502,18.294013,18.482618,18.764388999999998,18.933614999999996,19.259507999999997,19.581583999999996,19.789333999999997,20.160244999999996,20.559019999999997,21.229658999999998,21.601695999999997,22.116608999999997,22.441545999999995,22.794266999999994,23.059543999999995,23.411347999999997,23.721244999999996,24.376960999999994,24.916626999999995
8-2802647,,,,,,,,0,0.308911,0.781937,1.100941,1.803653,1.9953619999999999,2.4582159999999997,2.71005,3.1286199999999997,3.4460249999999997,4.424614999999999,4.7499839999999995,5.018788,5.310125,5.734724,5.983289,6.162303,6.461804,6.8859259999999995,7.199096,7.49967,7.973168,8.217784,8.598411,8.884542,9.679915,9.878656,10.320668999999999,10.566014999999998,10.710608999999998,10.875223999999998,11.185510999999998,11.332283999999998,11.591620999999998,12.811915999999998,13.390483999999999,14.015075,14.557196999999999,15.886140999999999,16.655659999999997,16.779011999999998,17.158724,17.582642,17.839153,18.027758,18.309528999999998,18.478754999999996,18.804647999999997,19.126723999999996,19.334473999999997,19.705384999999996,20.104159999999997,20.774798999999998,21.146835999999997,21.661748999999997,21.986685999999995,22.339406999999994,22.604683999999995,22.956487999999997,23.266384999999996,23.922100999999998,24.461767
9-2802648,,,,,,,,,0,0.473026,0.79203,1.494742,1.686451,2.149305,2.401139,2.819709,3.137114,4.115704,4.441073,4.7098770000000005,5.001214000000001,5.425813000000001,5.674378000000001,5.853392000000001,6.1528930000000015,6.577015000000001,6.890185000000002,7.190759000000002,7.664257000000002,7.908873000000002,8.289500000000002,8.575631000000001,9.371004000000001,9.569745000000001,10.011758,10.257104,10.401698,10.566313,10.8766,11.023373,11.28271,12.503005,13.081573,13.706164000000001,14.248286,15.57723,16.346749,16.470101,16.849813,17.273731,17.530242,17.718847,18.000618,18.169843999999998,18.495737,18.817812999999997,19.025563,19.396473999999998,19.795249,20.465888,20.837925,21.352838,21.677774999999997,22.030495999999996,22.295772999999997,22.647577,22.957473999999998,23.613189999999996,24.152855999999996
10-2802649,,,,,,,,,,0,0.319004,1.021716,1.213425,1.676279,1.9281130000000002,2.346683,2.664088,3.642678,3.9680470000000003,4.236851000000001,4.528188000000001,4.952787000000001,5.201352000000001,5.380366,5.679867000000001,6.103989,6.417159000000001,6.717733000000001,7.191231000000001,7.435847000000001,7.816474,8.102605,8.897978,9.096719,9.538732,9.784078,9.928671999999999,10.093286999999998,10.403573999999999,10.550346999999999,10.809683999999999,12.029978999999999,12.608547,13.233138,13.77526,15.104204,15.873723,15.997075,16.376787,16.800705,17.057216,17.245821,17.527592,17.696817999999997,18.022710999999997,18.344786999999997,18.552536999999997,18.923447999999997,19.322222999999997,19.992862,20.364898999999998,20.879811999999998,21.204748999999996,21.557469999999995,21.822746999999996,22.174550999999997,22.484447999999997,23.140164,23.67983
