순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2803599,11-2804712,12-2800276,13-2800277,14-2807391,15-2803925,16-2807392,17-2804772,18-2803923,19-2806339,20-2804765,21-2803921,22-2806337,23-2806394,24-2803919,25-2804592,26-2804044,27-2804590,28-2804042,29-2804040,30-2804038,31-2804036,32-2804033,33-2800268,34-2800264,35-2807245,36-2800262,37-2807367,38-2800265,39-2800266,40-2807368,41-2804602,42-2803580,43-2800263,44-2807388,45-2804528,46-2804527,1-2803703,2-2804580,3-2804213,4-2804211,5-2804209,6-2804207,7-2804205,8-2804204,9-2806290,10-2804202,11-2806292,12-2804578,13-2803609,14-2806232,15-2803608,16-2803607,17-2803606,18-2806297,19-2803616,20-2803853,21-2803850,22-2803617,23-2806299,24-2803618,25-2806300,26-2803600,27-2800273,28-2803601,29-2804331,30-2803581,31-2800271,32-2804749,33-2805489,34-2807150,35-2804581,36-2804582,37-2807389,38-2800267,39-2804032,2-2804581,3-2804582,4-2800267,5-2804034,6-2804035,7-2804037,8-2804039,9-2804041,10-2804589,11-2804043,12-2804591,13-2804045,14-2804048,15-2804593,16-2804049,17-2804595,18-2804052,19-2804053,20-2804597,21-2804603,22-2804054,23-2804600,24-2804057,25-2800292,26-2804599,27-2804063,28-2804061
1-2800269,29.236699999999995,0.356205,0.924562,1.311193,1.551218,1.715384,1.9771450000000002,2.3670080000000002,2.9146650000000003,3.1204870000000002,3.393638,3.667208,3.893887,4.141891,4.483412,4.82031,5.035848,5.3774869999999995,5.683272,5.924224,6.146565,6.725655,6.9786,7.350383,8.432271,8.719796,9.096117000000001,9.420515000000002,9.782969000000001,10.004332000000002,10.756068,11.340598,11.611892,11.924209,12.063457999999999,12.314139999999998,12.603964999999999,12.789537,13.090684,13.317121,13.466289,13.6863,14.111199999999998,14.245969999999998,14.503261999999998,14.829284999999997,15.015877999999997,15.520672999999997,15.884791999999997,16.375702999999998,16.7642,17.482868999999997,17.718776,18.066419999999997,18.487539999999996,18.739844999999995,19.103538999999994,19.237138999999996,19.613390999999996,19.934237999999997,20.446161999999998,20.739444,21.282413,21.607152,21.806043,22.207932,22.795922,23.326111,23.596649,23.914018,24.61478,25.057709,25.260317999999998,25.441933999999996,25.696253999999996,26.177585999999994,26.237634999999994,26.684515999999995,27.048764999999996,27.389699999999998,27.690952999999997,27.832633999999995,28.051140999999994,28.689865999999995,28.885963999999994,29.537952999999995,29.898140999999995,30.661689999999997,31.275306999999998,31.543435999999996,31.898302999999995,32.227779,32.623625,32.909783,33.990285,35.142744,35.65116,36.103068,38.224981,39.142013,40.022293999999995,41.741662,42.213333999999996,43.21884299999999,43.65446399999999,44.94822799999999,45.745256999999995,46.043727,46.560449,47.227698,47.663785,48.66023
2-2805488,28.880495,0,0.568357,0.954988,1.1950129999999999,1.359179,1.62094,2.010803,2.55846,2.764282,3.037433,3.311003,3.5376819999999998,3.7856859999999997,4.127206999999999,4.464104999999999,4.679642999999999,5.0212819999999985,5.327066999999999,5.568018999999999,5.790359999999999,6.369449999999999,6.622394999999999,6.994177999999999,8.076065999999999,8.363591,8.739912,9.06431,9.426764,9.648127,10.399863,10.984393,11.255687,11.568004,11.707253,11.957934999999999,12.24776,12.433332,12.734479,12.960916000000001,13.110084,13.330095,13.754995,13.889764999999999,14.147056999999998,14.473079999999998,14.659672999999998,15.164467999999998,15.528586999999998,16.019498,16.407995,17.126663999999998,17.362571,17.710214999999998,18.131334999999996,18.383639999999996,18.747333999999995,18.880933999999996,19.257185999999997,19.578032999999998,20.089957,20.383239,20.926208,21.250947,21.449838,21.851727,22.439717,22.969906,23.240444,23.557813,24.258575,24.701504,24.904113,25.085729,25.340049,25.821381,25.881429999999998,26.328311,26.69256,27.033495000000002,27.334748,27.476429,27.694936,28.333661,28.529759,29.181748,29.541936,30.305485,30.919102000000002,31.187231,31.542098,31.871574,32.26742,32.553578,33.634080000000004,34.786539000000005,35.294955,35.746863000000005,37.868776000000004,38.785808,39.666089,41.385457,41.857129,42.862638000000004,43.298259,44.592023000000005,45.38905200000001,45.68752200000001,46.20424400000001,46.87149300000001,47.30758000000001,48.30402500000001
3-2807373,28.312137999999994,,0,0.386631,0.626656,0.790822,1.052583,1.4424460000000001,1.990103,2.195925,2.469076,2.7426459999999997,2.9693249999999995,3.2173289999999994,3.5588499999999996,3.8957479999999998,4.111286,4.452925,4.75871,4.999662,5.222003,5.801093,6.054038,6.425821,7.507709,7.795234,8.171555,8.495953,8.858407,9.07977,9.831506,10.416035999999998,10.687329999999998,10.999646999999998,11.138895999999997,11.389577999999997,11.679402999999997,11.864974999999998,12.166121999999998,12.392558999999999,12.541726999999998,12.761737999999998,13.186637999999997,13.321407999999996,13.578699999999996,13.904722999999995,14.091315999999996,14.596110999999995,14.960229999999996,15.451140999999996,15.839637999999995,16.558306999999996,16.794213999999997,17.141857999999996,17.562977999999994,17.815282999999994,18.178976999999993,18.312576999999994,18.688828999999995,19.009675999999995,19.521599999999996,19.814881999999997,20.357850999999997,20.682589999999998,20.881480999999997,21.283369999999998,21.87136,22.401549,22.672086999999998,22.989455999999997,23.690217999999998,24.133146999999997,24.335755999999996,24.517371999999995,24.771691999999994,25.253023999999993,25.313072999999992,25.759953999999993,26.124202999999994,26.465137999999996,26.766390999999995,26.908071999999994,27.126578999999992,27.765303999999993,27.961401999999993,28.613390999999993,28.973578999999994,29.737127999999995,30.350744999999996,30.618873999999995,30.973740999999993,31.303216999999993,31.69906299999999,31.985220999999992,33.06572299999999,34.21818199999999,34.72659799999999,35.17850599999999,37.30041899999999,38.21745099999999,39.097731999999986,40.81709999999999,41.28877199999999,42.294280999999984,42.72990199999998,44.023665999999984,44.820694999999986,45.11916499999999,45.63588699999999,46.30313599999999,46.73922299999999,47.73566799999999
4-2800272,27.925507,,,0,0.240025,0.40419099999999997,0.665952,1.055815,1.603472,1.809294,2.082445,2.3560149999999997,2.5826939999999996,2.8306979999999995,3.1722189999999997,3.509117,3.724655,4.066294,4.372079,4.613031,4.8353720000000004,5.414462,5.667407000000001,6.0391900000000005,7.121078000000001,7.408603,7.784924,8.109322,8.471776,8.693139,9.444875,10.029405,10.300699,10.613016,10.752265,11.002946999999999,11.292772,11.478344,11.779491,12.005928,12.155096,12.375107,12.800006999999999,12.934776999999999,13.192068999999998,13.518091999999998,13.704684999999998,14.209479999999997,14.573598999999998,15.064509999999999,15.453006999999998,16.171675999999998,16.407583,16.755226999999998,17.176346999999996,17.428651999999996,17.792345999999995,17.925945999999996,18.302197999999997,18.623044999999998,19.134968999999998,19.428251,19.97122,20.295959,20.49485,20.896739,21.484729,22.014918,22.285456,22.602825,23.303587,23.746516,23.949125,24.130741,24.385061,24.866393,24.926441999999998,25.373323,25.737572,26.078507000000002,26.37976,26.521441,26.739948,27.378673,27.574771,28.22676,28.586948,29.350497,29.964114000000002,30.232243,30.58711,30.916586,31.312431999999998,31.598589999999998,32.679092,33.831551,34.339966999999994,34.791875,36.913788,37.830819999999996,38.71110099999999,40.430468999999995,40.90214099999999,41.90764999999999,42.34327099999999,43.63703499999999,44.43406399999999,44.732533999999994,45.249255999999995,45.916504999999994,46.352591999999994,47.349036999999996
5-2803582,27.685481999999997,,,,0,0.164166,0.42592700000000006,0.81579,1.3634469999999999,1.5692689999999998,1.8424199999999997,2.1159899999999996,2.3426689999999994,2.5906729999999993,2.9321939999999995,3.2690919999999997,3.4846299999999997,3.8262689999999995,4.132053999999999,4.373005999999999,4.595346999999999,5.174436999999999,5.427382,5.7991649999999995,6.881053,7.168577999999999,7.544898999999999,7.8692969999999995,8.231751,8.453114,9.204849999999999,9.789379999999998,10.060673999999997,10.372990999999997,10.512239999999997,10.762921999999996,11.052746999999997,11.238318999999997,11.539465999999997,11.765902999999998,11.915070999999998,12.135081999999997,12.559981999999996,12.694751999999996,12.952043999999995,13.278066999999995,13.464659999999995,13.969454999999995,14.333573999999995,14.824484999999996,15.212981999999995,15.931650999999995,16.167557999999996,16.515201999999995,16.936321999999993,17.188626999999993,17.552320999999992,17.685920999999993,18.062172999999994,18.383019999999995,18.894943999999995,19.188225999999997,19.731194999999996,20.055933999999997,20.254824999999997,20.656713999999997,21.244704,21.774893,22.045430999999997,22.362799999999996,23.063561999999997,23.506490999999997,23.709099999999996,23.890715999999998,24.145035999999998,24.626367999999996,24.686416999999995,25.133297999999996,25.497546999999997,25.838482,26.139734999999998,26.281415999999997,26.499922999999995,27.138647999999996,27.334745999999996,27.986734999999996,28.346922999999997,29.110471999999998,29.724089,29.992217999999998,30.347084999999996,30.676560999999996,31.072406999999995,31.358564999999995,32.439066999999994,33.591525999999995,34.09994199999999,34.551849999999995,36.673762999999994,37.59079499999999,38.47107599999999,40.19044399999999,40.66211599999999,41.66762499999999,42.103245999999984,43.39700999999999,44.19403899999999,44.49250899999999,45.00923099999999,45.67647999999999,46.11256699999999,47.10901199999999
6-2803603,27.521315999999995,,,,,0,0.261761,0.651624,1.199281,1.405103,1.678254,1.9518239999999998,2.1785029999999996,2.4265069999999995,2.7680279999999997,3.104926,3.320464,3.6621029999999997,3.9678879999999994,4.2088399999999995,4.431181,5.0102709999999995,5.263216,5.634999,6.716887,7.004411999999999,7.380732999999999,7.705131,8.067585,8.288948,9.040683999999999,9.625214,9.896507999999999,10.208825,10.348073999999999,10.598755999999998,10.888580999999999,11.074152999999999,11.3753,11.601737,11.750905,11.970915999999999,12.395815999999998,12.530585999999998,12.787877999999997,13.113900999999997,13.300493999999997,13.805288999999997,14.169407999999997,14.660318999999998,15.048815999999997,15.767484999999997,16.003391999999998,16.351035999999997,16.772155999999995,17.024460999999995,17.388154999999994,17.521754999999995,17.898006999999996,18.218853999999997,18.730777999999997,19.02406,19.567028999999998,19.891768,20.090659,20.492548,21.080538,21.610727,21.881265,22.198634,22.899396,23.342325,23.544933999999998,23.726549999999996,23.980869999999996,24.462201999999994,24.522250999999994,24.969131999999995,25.333380999999996,25.674315999999997,25.975568999999997,26.117249999999995,26.335756999999994,26.974481999999995,27.170579999999994,27.822568999999994,28.182756999999995,28.946305999999996,29.559922999999998,29.828051999999996,30.182918999999995,30.512394999999994,30.908240999999993,31.194398999999994,32.27490099999999,33.42735999999999,33.93577599999999,34.38768399999999,36.50959699999999,37.42662899999999,38.30690999999999,40.02627799999999,40.49794999999999,41.50345899999999,41.93907999999999,43.23284399999999,44.029872999999995,44.328343,44.845065,45.512313999999996,45.948401,46.944846
7-2803602,27.259554999999995,,,,,,0,0.389863,0.9375199999999999,1.1433419999999999,1.416493,1.6900629999999999,1.916742,2.164746,2.5062670000000002,2.8431650000000004,3.0587030000000004,3.400342,3.7061270000000004,3.9470790000000004,4.169420000000001,4.7485100000000005,5.001455,5.373238,6.455126,6.7426509999999995,7.118971999999999,7.44337,7.805823999999999,8.027187,8.778922999999999,9.363453,9.634746999999999,9.947064,10.086312999999999,10.336994999999998,10.626819999999999,10.812392,11.113539,11.339976,11.489144,11.709154999999999,12.134054999999998,12.268824999999998,12.526116999999998,12.852139999999997,13.038732999999997,13.543527999999997,13.907646999999997,14.398557999999998,14.787054999999997,15.505723999999997,15.741630999999996,16.089274999999997,16.510394999999995,16.762699999999995,17.126393999999994,17.259993999999995,17.636245999999996,17.957092999999997,18.469016999999997,18.762299,19.305267999999998,19.630007,19.828898,20.230787,20.818777,21.348966,21.619504,21.936873,22.637635,23.080564,23.283172999999998,23.464788999999996,23.719108999999996,24.200440999999994,24.260489999999994,24.707370999999995,25.071619999999996,25.412554999999998,25.713807999999997,25.855488999999995,26.073995999999994,26.712720999999995,26.908818999999994,27.560807999999994,27.920995999999995,28.684544999999996,29.298161999999998,29.566290999999996,29.921157999999995,30.250633999999994,30.646479999999993,30.932637999999994,32.01313999999999,33.16559899999999,33.67401499999999,34.12592299999999,36.24783599999999,37.16486799999999,38.04514899999999,39.76451699999999,40.23618899999999,41.241697999999985,41.67731899999998,42.971082999999986,43.76811199999999,44.06658199999999,44.58330399999999,45.25055299999999,45.68663999999999,46.68308499999999
8-2800274,26.869691999999997,,,,,,,0,0.547657,0.7534789999999999,1.02663,1.3001999999999998,1.5268789999999999,1.774883,2.116404,2.4533020000000003,2.6688400000000003,3.010479,3.3162640000000003,3.5572160000000004,3.7795570000000005,4.358647,4.611592,4.983375,6.065263,6.352787999999999,6.729108999999999,7.053507,7.415960999999999,7.637324,8.389059999999999,8.973589999999998,9.244883999999997,9.557200999999997,9.696449999999997,9.947131999999996,10.236956999999997,10.422528999999997,10.723675999999998,10.950112999999998,11.099280999999998,11.319291999999997,11.744191999999996,11.878961999999996,12.136253999999996,12.462276999999995,12.648869999999995,13.153664999999995,13.517783999999995,14.008694999999996,14.397191999999995,15.115860999999995,15.351767999999995,15.699411999999995,16.120531999999994,16.372836999999993,16.736530999999992,16.870130999999994,17.246382999999994,17.567229999999995,18.079153999999996,18.372435999999997,18.915404999999996,19.240143999999997,19.439034999999997,19.840923999999998,20.428914,20.959103,21.229640999999997,21.547009999999997,22.247771999999998,22.690700999999997,22.893309999999996,23.074925999999998,23.329245999999998,23.810577999999996,23.870626999999995,24.317507999999997,24.681756999999998,25.022692,25.323945,25.465625999999997,25.684132999999996,26.322857999999997,26.518955999999996,27.170944999999996,27.531132999999997,28.294681999999998,28.908299,29.176427999999998,29.531294999999997,29.860770999999996,30.256616999999995,30.542774999999995,31.623276999999995,32.775735999999995,33.28415199999999,33.736059999999995,35.857972999999994,36.77500499999999,37.65528599999999,39.37465399999999,39.84632599999999,40.851834999999994,41.28745599999999,42.581219999999995,43.378249,43.676719,44.193441,44.86069,45.296777,46.293222
9-2803847,26.322034999999996,,,,,,,,0,0.20582199999999998,0.478973,0.752543,0.9792219999999999,1.227226,1.568747,1.9056449999999998,2.121183,2.4628219999999996,2.7686069999999994,3.0095589999999994,3.2318999999999996,3.8109899999999994,4.063934999999999,4.435717999999999,5.517605999999999,5.8051309999999985,6.181451999999998,6.505849999999999,6.868303999999998,7.089666999999999,7.841402999999999,8.425932999999999,8.697226999999998,9.009543999999998,9.148792999999998,9.399474999999997,9.689299999999998,9.874871999999998,10.176018999999998,10.402455999999999,10.551623999999999,10.771634999999998,11.196534999999997,11.331304999999997,11.588596999999996,11.914619999999996,12.101212999999996,12.606007999999996,12.970126999999996,13.461037999999997,13.849534999999996,14.568203999999996,14.804110999999995,15.151754999999996,15.572874999999996,15.825179999999996,16.188873999999995,16.322473999999996,16.698725999999997,17.019572999999998,17.531496999999998,17.824779,18.367748,18.692487,18.891378,19.293267,19.881257,20.411446,20.681984,20.999353,21.700115,22.143044,22.345653,22.527268999999997,22.781588999999997,23.262920999999995,23.322969999999994,23.769850999999996,24.134099999999997,24.475035,24.776287999999997,24.917968999999996,25.136475999999995,25.775200999999996,25.971298999999995,26.623287999999995,26.983475999999996,27.747024999999997,28.360642,28.628770999999997,28.983637999999996,29.313113999999995,29.708959999999994,29.995117999999994,31.075619999999994,32.228078999999994,32.73649499999999,33.188402999999994,35.31031599999999,36.22734799999999,37.10762899999999,38.82699699999999,39.29866899999999,40.30417799999999,40.73979899999999,42.033562999999994,42.830591999999996,43.129062,43.645784,44.313033,44.74912,45.745565
10-2803599,26.116213,,,,,,,,,0,0.27315100000000003,0.546721,0.7734,1.021404,1.362925,1.6998229999999999,1.9153609999999999,2.2569999999999997,2.562785,2.803737,3.026078,3.605168,3.858113,4.229896,5.311784,5.599309,5.97563,6.300028,6.662482,6.883845,7.635581,8.220111,8.491404999999999,8.803721999999999,8.942970999999998,9.193652999999998,9.483477999999998,9.669049999999999,9.970196999999999,10.196634,10.345801999999999,10.565812999999999,10.990712999999998,11.125482999999997,11.382774999999997,11.708797999999996,11.895390999999996,12.400185999999996,12.764304999999997,13.255215999999997,13.643712999999996,14.362381999999997,14.598288999999996,14.945932999999997,15.367052999999997,15.619357999999997,15.983051999999997,16.116652,16.492904,16.813751,17.325675,17.618957,18.161926,18.486665000000002,18.685556000000002,19.087445000000002,19.675435000000004,20.205624000000004,20.476162000000002,20.793531,21.494293000000003,21.937222000000002,22.139831,22.321447,22.575767,23.057098999999997,23.117147999999997,23.564028999999998,23.928278,24.269213,24.570466,24.712146999999998,24.930653999999997,25.569378999999998,25.765476999999997,26.417465999999997,26.777654,27.541203,28.15482,28.422949,28.777815999999998,29.107291999999998,29.503137999999996,29.789295999999997,30.869797999999996,32.022256999999996,32.53067299999999,32.982580999999996,35.104493999999995,36.021525999999994,36.90180699999999,38.621174999999994,39.09284699999999,40.098355999999995,40.53397699999999,41.827740999999996,42.62477,42.92324,43.439962,44.107211,44.543298,45.539743
