순번_정류장ID,70-2802918,71-2802864,72-2802824,73-2802618,74-2802176,75-2802169,76-2802154,77-2801846,78-2802103,79-2802067,80-2802056,81-2802031,82-2802010,83-2801983,84-2801975,85-2805277,86-2805276,87-2805274,88-2805272,89-2801921,90-2801927,91-2801924,92-2801916,93-2801925,94-2801908,95-2801715,96-2801690,97-2803662,98-2800165,99-2803661,100-2807012,101-2807213,102-2805602,103-2805807,104-2805603,105-2805808,106-2801183,107-2801685,108-2801666,109-2801633,110-2801192,111-2801636,112-2801604,113-2801564,114-2801520,115-2801180,116-2801495,117-2801506,118-2801512,119-2801529,120-2801544,121-2801187,122-2801581,123-2801606,124-2800694,125-2800726,126-2800751,127-2800765,128-2800782,129-2800797,130-2800813,131-2803049,132-2803063,133-2803062,134-2803061,135-2803060,136-2800370,137-2800369
80-2802056,,,,,,,,,,,0,0.169689,0.383164,0.7197990000000001,1.1708180000000001,1.4683380000000001,1.5973960000000003,1.8431910000000002,2.3099430000000005,2.6492200000000006,2.7893400000000006,3.5196000000000005,4.005142,4.9947740000000005,5.886228000000001,6.412959000000001,6.992689,7.609513000000001,8.188081,8.763208,8.934995,9.169821,9.408764000000001,9.550868000000001,9.778,10.191074,10.44457,10.808608000000001,11.254065,11.505619000000001,11.871558,12.124085000000001,12.390550000000001,12.657757000000002,13.228042000000002,13.666680000000001,13.902762000000001,14.109855000000001,14.483325,14.833788,15.114259,15.321924000000001,15.738805000000001,16.681936,17.055916,17.463295,17.681441,18.113124,18.391244999999998,19.020097999999997,19.374824999999998,19.897775,20.113673,20.603747,20.955900999999997,21.617399,22.885021,23.329879
81-2802031,,,,,,,,,,,,0,0.213475,0.55011,1.001129,1.298649,1.4277069999999998,1.6735019999999998,2.1402539999999997,2.4795309999999997,2.6196509999999997,3.3499109999999996,3.835453,4.825085,5.716539,6.24327,6.8229999999999995,7.439824,8.018392,8.593519,8.765306,9.000132,9.239075000000001,9.381179000000001,9.608311,10.021385,10.274881,10.638919000000001,11.084376,11.335930000000001,11.701869000000002,11.954396000000003,12.220861000000003,12.488068000000004,13.058353000000004,13.496991000000003,13.733073000000003,13.940166000000003,14.313636000000002,14.664099000000002,14.944570000000002,15.152235000000003,15.569116000000003,16.512247000000002,16.886227,17.293606,17.511752,17.943435,18.221556,18.850409,19.205136,19.728086,19.943984,20.434058,20.786212,21.44771,22.715332,23.16019
82-2802010,,,,,,,,,,,,,0,0.336635,0.787654,1.0851739999999999,1.214232,1.460027,1.926779,2.266056,2.406176,3.136436,3.621978,4.61161,5.503064,6.029795,6.609525,7.226349,7.804917,8.380044,8.551831,8.786657,9.0256,9.167704,9.394836,9.80791,10.061406,10.425444,10.870901,11.122455,11.488394,11.740921,12.007386,12.274593000000001,12.844878000000001,13.283516,13.519598,13.726691,14.100161,14.450624,14.731095,14.93876,15.355641,16.298772,16.672752,17.080130999999998,17.298277,17.72996,18.008080999999997,18.636933999999997,18.991660999999997,19.514611,19.730508999999998,20.220582999999998,20.572736999999996,21.234234999999998,22.501856999999998,22.946714999999998
83-2801983,,,,,,,,,,,,,,0,0.45101899999999995,0.748539,0.877597,1.123392,1.590144,1.929421,2.069541,2.799801,3.285343,4.274975,5.166429000000001,5.693160000000001,6.27289,6.889714000000001,7.468282,8.043409,8.215196,8.450022,8.688965000000001,8.831069000000001,9.058201,9.471275,9.724771,10.088809000000001,10.534266,10.785820000000001,11.151759000000002,11.404286000000003,11.670751000000003,11.937958000000004,12.508243000000004,12.946881000000003,13.182963000000003,13.390056000000003,13.763526000000002,14.113989000000002,14.394460000000002,14.602125000000003,15.019006000000003,15.962137000000002,16.336117,16.743496,16.961642,17.393325,17.671446,18.300299,18.655026,19.177976,19.393874,19.883948,20.236102,20.897599999999997,22.165221999999996,22.610079999999996
84-2801975,,,,,,,,,,,,,,,0,0.29752,0.426578,0.672373,1.139125,1.478402,1.618522,2.348782,2.834324,3.823956,4.71541,5.242141,5.821871,6.438695,7.017263,7.59239,7.764177,7.999003,8.237946,8.38005,8.607182,9.020256,9.273752,9.63779,10.083247,10.334801,10.70074,10.953267,11.219732,11.486939000000001,12.057224000000001,12.495862,12.731944,12.939037,13.312507,13.66297,13.943441,14.151106,14.567987,15.511118,15.885098,16.292476999999998,16.510623,16.942306,17.220426999999997,17.849279999999997,18.204006999999997,18.726957,18.942854999999998,19.432928999999998,19.785082999999997,20.446580999999995,21.714202999999994,22.159060999999994
85-2805277,,,,,,,,,,,,,,,,0,0.129058,0.374853,0.841605,1.180882,1.321002,2.051262,2.536804,3.526436,4.41789,4.944621,5.524350999999999,6.141175,6.719742999999999,7.2948699999999995,7.466657,7.701483,7.9404259999999995,8.08253,8.309662,8.722736,8.976232,9.34027,9.785727,10.037281,10.403220000000001,10.655747000000002,10.922212000000002,11.189419000000003,11.759704000000003,12.198342000000002,12.434424000000002,12.641517000000002,13.014987000000001,13.365450000000001,13.645921000000001,13.853586000000002,14.270467000000002,15.213598000000001,15.587578,15.994957000000001,16.213103,16.644786,16.922907,17.551759999999998,17.906487,18.429437,18.645335,19.135409,19.487562999999998,20.149060999999996,21.416682999999995,21.861540999999995
86-2805276,,,,,,,,,,,,,,,,,0,0.24579499999999999,0.712547,1.051824,1.1919440000000001,1.9222040000000002,2.4077460000000004,3.3973780000000002,4.288832,4.815563,5.395293,6.012117,6.590685,7.165812,7.337599,7.572425,7.811368,7.953472,8.180603999999999,8.593677999999999,8.847173999999999,9.211212,9.656668999999999,9.908223,10.274162,10.526689000000001,10.793154000000001,11.060361000000002,11.630646000000002,12.069284000000001,12.305366000000001,12.512459000000002,12.885929,13.236392,13.516863,13.724528000000001,14.141409000000001,15.08454,15.45852,15.865899,16.084045,16.515728,16.793848999999998,17.422701999999997,17.777428999999998,18.300379,18.516277,19.006351,19.358504999999997,20.020002999999996,21.287624999999995,21.732482999999995
87-2805274,,,,,,,,,,,,,,,,,,0,0.46675200000000006,0.8060290000000001,0.9461490000000001,1.676409,2.161951,3.151583,4.043037,4.569768,5.1494979999999995,5.766322,6.3448899999999995,6.920017,7.091804,7.32663,7.565573,7.7076769999999994,7.934809,8.347883,8.601379,8.965417,9.410874,9.662428,10.028367,10.280894,10.547359,10.814566000000001,11.384851000000001,11.823489,12.059571,12.266664,12.640134,12.990597,13.271068,13.478733,13.895614,14.838745,15.212724999999999,15.620104,15.83825,16.269933,16.548054,17.176907,17.531634,18.054584000000002,18.270482,18.760556,19.11271,19.774208,21.04183,21.486688
88-2805272,,,,,,,,,,,,,,,,,,,0,0.339277,0.47939699999999996,1.209657,1.6951990000000001,2.684831,3.576285,4.103016,4.682746,5.29957,5.878138,6.453265,6.625052,6.859878,7.098821,7.240925,7.468057,7.881131,8.134627,8.498665,8.944122,9.195676,9.561615,9.814142,10.080607,10.347814000000001,10.918099000000002,11.356737,11.592819,11.799912,12.173382,12.523845,12.804316,13.011981,13.428862,14.371993,14.745973,15.153352,15.371498,15.803181,16.081302,16.710155,17.064882,17.587832000000002,17.80373,18.293804,18.645958,19.307456000000002,20.575078,21.019936
89-2801921,,,,,,,,,,,,,,,,,,,,0,0.14012,0.87038,1.355922,2.345554,3.237008,3.763739,4.343469,4.960293,5.538861,6.113988,6.285775,6.520601,6.759544,6.901648,7.12878,7.541854,7.79535,8.159388,8.604845,8.856399,9.222338,9.474865000000001,9.741330000000001,10.008537000000002,10.578822000000002,11.017460000000002,11.253542000000001,11.460635000000002,11.834105000000001,12.184568,12.465039,12.672704000000001,13.089585000000001,14.032716,14.406696,14.814075,15.032221000000002,15.463904000000001,15.742025000000002,16.370878,16.725605,17.248555000000003,17.464453000000002,17.954527000000002,18.306681,18.968179,20.235801,20.680659
90-2801927,,,,,,,,,,,,,,,,,,,,,0,0.73026,1.215802,2.205434,3.096888,3.6236189999999997,4.203348999999999,4.820173,5.398740999999999,5.9738679999999995,6.145655,6.380481,6.6194239999999995,6.761527999999999,6.988659999999999,7.401733999999999,7.6552299999999995,8.019268,8.464725,8.716279,9.082218000000001,9.334745000000002,9.601210000000002,9.868417000000003,10.438702000000003,10.877340000000002,11.113422000000002,11.320515000000002,11.693985000000001,12.044448000000001,12.324919000000001,12.532584000000002,12.949465000000002,13.892596000000001,14.266576,14.673955000000001,14.892101000000002,15.323784000000002,15.601905000000002,16.230758,16.585485000000002,17.108435000000004,17.324333000000003,17.814407000000003,18.166561,18.828059000000003,20.095681000000003,20.540539000000003
91-2801924,,,,,,,,,,,,,,,,,,,,,,0,0.48554200000000003,1.475174,2.366628,2.8933590000000002,3.4730890000000003,4.089913,4.668481,5.243608,5.415395,5.650221,5.889164,6.031268,6.2584,6.671474,6.92497,7.289008,7.734465,7.986019,8.351958,8.604485,8.87095,9.138157000000001,9.708442000000002,10.14708,10.383162,10.590255,10.963725,11.314188,11.594659,11.802324,12.219205,13.162336,13.536316,13.943695,14.161841,14.593524,14.871645000000001,15.500498,15.855225,16.378175000000002,16.594073,17.084147,17.436301,18.097799000000002,19.365421,19.810279
92-2801916,,,,,,,,,,,,,,,,,,,,,,,0,0.989632,1.881086,2.407817,2.987547,3.604371,4.182939,4.758066,4.9298530000000005,5.1646790000000005,5.403622,5.545726,5.772858,6.185932,6.439428,6.803466,7.2489230000000004,7.500477,7.866416,8.118943,8.385408,8.652615,9.222900000000001,9.661538,9.89762,10.104713,10.478183,10.828645999999999,11.109117,11.316782,11.733663,12.676794,13.050773999999999,13.458153,13.676299,14.107982,14.386103,15.014956,15.369683,15.892633,16.108531,16.598605,16.950758999999998,17.612257,18.879879,19.324737
93-2801925,,,,,,,,,,,,,,,,,,,,,,,,0,0.8914540000000001,1.4181850000000003,1.9979150000000003,2.614739,3.1933070000000003,3.7684340000000005,3.9402210000000006,4.175047000000001,4.413990000000001,4.556094000000001,4.783226000000001,5.196300000000001,5.449796000000001,5.813834000000001,6.259291000000001,6.510845000000001,6.876784000000001,7.129311,7.395776000000001,7.6629830000000005,8.233268,8.671906,8.907988,9.115081,9.488551,9.839013999999999,10.119485,10.32715,10.744031,11.687161999999999,12.061141999999998,12.468520999999999,12.686667,13.11835,13.396471,14.025324,14.380051,14.903001,15.118898999999999,15.608972999999999,15.961127,16.622625,17.890247,18.335105
94-2801908,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5267310000000001,1.106461,1.7232849999999997,2.301853,2.87698,3.0487670000000002,3.283593,3.522536,3.6646400000000003,3.8917720000000005,4.304846,4.558342000000001,4.92238,5.367837000000001,5.619391,5.98533,6.237857,6.504322,6.771529,7.341814,7.780452,8.016534,8.223627,8.597097,8.94756,9.228031,9.435696,9.852577,10.795708,11.169687999999999,11.577067,11.795213,12.226896,12.505017,13.13387,13.488597,14.011547,14.227445,14.717519,15.069673,15.731171,16.998793,17.443651
95-2801715,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.57973,1.196554,1.775122,2.3502490000000003,2.5220360000000004,2.7568620000000004,2.9958050000000003,3.1379090000000005,3.3650410000000006,3.7781150000000006,4.031611000000001,4.395649000000001,4.841106000000001,5.09266,5.458599,5.711126,5.977591,6.244798,6.8150830000000004,7.2537210000000005,7.489803,7.696896000000001,8.070366,8.420829,8.7013,8.908965,9.325846,10.268977,10.642957,11.050336,11.268482,11.700165,11.978286,12.607139,12.961866,13.484816,13.700714,14.190788,14.542942,15.20444,16.472062,16.91692
96-2801690,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.6168239999999999,1.195392,1.7705190000000002,1.942306,2.1771320000000003,2.416075,2.558179,2.785311,3.198385,3.451881,3.815919,4.261376,4.51293,4.878869,5.131396,5.397861,5.665068,6.235353,6.673991,6.910073,7.117165999999999,7.490635999999999,7.841099,8.12157,8.329235,8.746116,9.689247,10.063227,10.470606,10.688752000000001,11.120435,11.398556000000001,12.027409,12.382136000000001,12.905086,13.120984,13.611058,13.963212,14.62471,15.892332,16.33719
97-2803662,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5785680000000001,1.1536950000000001,1.325482,1.560308,1.799251,1.941355,2.168487,2.5815609999999998,2.835057,3.199095,3.644552,3.896106,4.2620450000000005,4.514572,4.781037,5.048244,5.6185290000000006,6.057167000000001,6.293249,6.500342,6.873812,7.2242750000000004,7.504746000000001,7.712411000000001,8.129292000000001,9.072423,9.446403,9.853782,10.071928000000002,10.503611000000001,10.781732000000002,11.410585000000001,11.765312000000002,12.288262000000001,12.50416,12.994234,13.346388000000001,14.007886000000001,15.275508,15.720366
98-2800165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.575127,0.7469140000000001,0.9817400000000001,1.220683,1.362787,1.589919,2.002993,2.256489,2.620527,3.0659840000000003,3.3175380000000003,3.6834770000000003,3.9360040000000005,4.202469000000001,4.469676000000001,5.039961000000001,5.478599000000001,5.714681000000001,5.921774000000001,6.295244000000001,6.645707000000002,6.926178000000002,7.133843000000002,7.550724000000002,8.493855000000002,8.867835000000001,9.275214000000002,9.493360000000003,9.925043000000002,10.203164000000003,10.832017000000002,11.186744000000003,11.709694000000002,11.925592000000002,12.415666000000002,12.767820000000002,13.429318000000002,14.696940000000001,15.141798000000001
99-2803661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.171787,0.406613,0.645556,0.78766,1.0147920000000001,1.427866,1.681362,2.0454,2.490857,2.742411,3.10835,3.3608770000000003,3.6273420000000005,3.8945490000000005,4.464834000000001,4.903472000000001,5.139554,5.346647000000001,5.720117000000001,6.070580000000001,6.351051000000002,6.558716000000002,6.975597000000002,7.918728000000002,8.292708000000003,8.700087000000003,8.918233000000004,9.349916000000004,9.628037000000004,10.256890000000004,10.611617000000004,11.134567000000004,11.350465000000003,11.840539000000003,12.192693000000004,12.854191000000004,14.121813000000003,14.566671000000003
100-2807012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.23482600000000003,0.473769,0.615873,0.843005,1.256079,1.509575,1.873613,2.31907,2.570624,2.936563,3.18909,3.4555550000000004,3.7227620000000003,4.2930470000000005,4.731685000000001,4.967767,5.174860000000001,5.548330000000001,5.898793000000001,6.179264000000002,6.386929000000002,6.803810000000002,7.746941000000002,8.120921000000003,8.528300000000003,8.746446000000004,9.178129000000004,9.456250000000004,10.085103000000004,10.439830000000004,10.962780000000004,11.178678000000003,11.668752000000003,12.020906000000004,12.682404000000004,13.950026000000003,14.394884000000003
101-2807213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.238943,0.381047,0.608179,1.021253,1.274749,1.638787,2.084244,2.335798,2.701737,2.9542640000000002,3.2207290000000004,3.4879360000000004,4.0582210000000005,4.496859000000001,4.732941,4.940034000000001,5.313504000000001,5.663967000000001,5.944438000000002,6.152103000000002,6.568984000000002,7.512115000000002,7.886095000000003,8.293474000000003,8.511620000000004,8.943303000000004,9.221424000000004,9.850277000000004,10.205004000000004,10.727954000000004,10.943852000000003,11.433926000000003,11.786080000000004,12.447578000000004,13.715200000000003,14.160058000000003
102-2805602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.142104,0.369236,0.7823100000000001,1.035806,1.399844,1.845301,2.096855,2.462794,2.7153210000000003,2.9817860000000005,3.2489930000000005,3.8192780000000006,4.257916000000001,4.493998,4.701091,5.074561,5.4250240000000005,5.705495000000001,5.913160000000001,6.330041000000001,7.2731720000000015,7.647152000000002,8.054531000000003,8.272677000000003,8.704360000000003,8.982481000000003,9.611334000000003,9.966061000000003,10.489011000000003,10.704909000000002,11.194983000000002,11.547137000000003,12.208635000000003,13.476257000000002,13.921115000000002
103-2805807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.22713200000000003,0.640206,0.893702,1.25774,1.703197,1.9547510000000001,2.32069,2.573217,2.8396820000000003,3.1068890000000002,3.6771740000000004,4.115812,4.351894,4.558987,4.932457,5.282920000000001,5.563391000000001,5.7710560000000015,6.187937000000002,7.131068000000002,7.505048000000002,7.912427000000002,8.130573000000002,8.562256000000001,8.840377000000002,9.469230000000001,9.823957000000002,10.346907000000002,10.562805,11.052879,11.405033000000001,12.066531000000001,13.334153,13.779011
104-2805603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.413074,0.66657,1.030608,1.476065,1.727619,2.093558,2.346085,2.61255,2.879757,3.4500420000000003,3.8886800000000004,4.1247620000000005,4.331855000000001,4.705325000000001,5.0557880000000015,5.336259000000002,5.543924000000002,5.960805000000002,6.9039360000000025,7.277916000000003,7.685295000000003,7.903441000000003,8.335124000000002,8.613245000000003,9.242098000000002,9.596825000000003,10.119775000000002,10.335673000000002,10.825747000000002,11.177901000000002,11.839399000000002,13.107021000000001,13.551879000000001
105-2805808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.253496,0.617534,1.062991,1.314545,1.680484,1.933011,2.199476,2.466683,3.0369680000000003,3.4756060000000004,3.7116880000000005,3.9187810000000005,4.292251,4.642714000000001,4.923185000000001,5.1308500000000015,5.5477310000000015,6.490862000000002,6.864842000000002,7.272221000000002,7.490367000000002,7.922050000000001,8.200171000000001,8.829024,9.183751,9.706701,9.922599,10.412673,10.764827,11.426325,12.693947,13.138805
106-2801183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.36403800000000003,0.8094950000000001,1.0610490000000001,1.4269880000000001,1.679515,1.94598,2.213187,2.783472,3.2221100000000003,3.4581920000000004,3.6652850000000003,4.038755,4.3892180000000005,4.669689000000001,4.877354000000001,5.294235000000001,6.2373660000000015,6.611346000000002,7.018725000000002,7.236871000000002,7.668554000000001,7.946675000000001,8.575528,8.930255,9.453205,9.669103,10.159177,10.511331,11.172829,12.440451,12.885309
107-2801685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.445457,0.697011,1.06295,1.315477,1.581942,1.849149,2.419434,2.858072,3.094154,3.301247,3.6747170000000002,4.025180000000001,4.305651000000001,4.513316000000001,4.9301970000000015,5.873328000000002,6.247308000000002,6.654687000000002,6.872833000000002,7.304516000000001,7.582637000000001,8.211490000000001,8.566217000000002,9.089167000000002,9.305065,9.795139,10.147293000000001,10.808791000000001,12.076413,12.521271
