순번_정류장ID,1-2806011,2-2805329,3-2806741,4-2805758,5-2805334,6-2805736,7-2805671,8-2805672,9-2806191,10-2806160,11-2805528,12-2806420,13-2806679,14-2806681,15-2806904,16-2805575,17-2805499,18-2805843,19-2805249,20-2805412,21-2804897,22-2806519,23-2805052,24-2804893,25-2805038,26-2804895,27-2805744,28-2806214,29-2806242,30-2806244,31-2801157,32-2806001,33-2805994,34-2805963,35-2800850,36-2800852,37-2800845,38-2800854,39-2800833,40-2801055,41-2801043,42-2801024,43-2801003,44-2800979
1-2806011,0,0.136345,0.389502,0.675384,1.070142,2.338027,3.137631,4.507528,4.779057,6.547354,7.663867,9.551766,9.787416,10.095951,10.379254,10.791281999999999,11.107662999999999,11.38158,11.829438999999999,12.208395999999999,12.732209,12.959071999999999,13.458222999999998,13.763224999999998,14.153400999999999,14.436554999999998,15.025057999999998,16.338148999999998,16.937972,17.24759,18.043215,18.454585,18.649388000000002,19.009725000000003,19.397395000000003,19.888906000000002,20.060566,20.416242,20.765898,21.660587,22.191522,22.580415,22.942774999999997,23.309765
2-2805329,,0,0.253157,0.539039,0.933797,2.201682,3.001286,4.371183,4.642712,6.411009,7.527521999999999,9.415421,9.651071,9.959606,10.242909000000001,10.654937,10.971318,11.245235000000001,11.693094,12.072051,12.595864,12.822727,13.321878,13.62688,14.017056,14.30021,14.888713,16.201804,16.801627,17.111245,17.90687,18.318240000000003,18.513043000000003,18.873380000000004,19.261050000000004,19.752561000000004,19.924221000000003,20.279897000000002,20.629553,21.524242,22.055177,22.44407,22.80643,23.17342
3-2806741,,,0,0.285882,0.68064,1.948525,2.748129,4.118026,4.3895550000000005,6.157852,7.2743649999999995,9.162264,9.397914,9.706449,9.989752,10.401779999999999,10.718160999999998,10.992078,11.439936999999999,11.818893999999998,12.342706999999999,12.569569999999999,13.068720999999998,13.373722999999998,13.763898999999999,14.047052999999998,14.635555999999998,15.948646999999998,16.54847,16.858088,17.653713,18.065083,18.259886,18.620223000000003,19.007893000000003,19.499404000000002,19.671064,20.02674,20.376396,21.271085,21.80202,22.190913,22.553272999999997,22.920263
4-2805758,,,,0,0.394758,1.6626429999999999,2.4622469999999996,3.8321439999999996,4.103673,5.871969999999999,6.988482999999999,8.876382,9.112032,9.420566999999998,9.703869999999998,10.115897999999998,10.432278999999998,10.706195999999998,11.154054999999998,11.533011999999998,12.056824999999998,12.283687999999998,12.782838999999997,13.087840999999997,13.478016999999998,13.761170999999997,14.349673999999997,15.662764999999997,16.262587999999997,16.572205999999998,17.367831,17.779201,17.974004,18.334341000000002,18.722011000000002,19.213522,19.385182,19.740858,20.090514,20.985203,21.516137999999998,21.905030999999997,22.267390999999996,22.634380999999998
5-2805334,,,,,0,1.267885,2.067489,3.437386,3.708915,5.477212,6.593724999999999,8.481624,8.717274,9.025808999999999,9.309111999999999,9.721139999999998,10.037520999999998,10.311437999999999,10.759296999999998,11.138253999999998,11.662066999999999,11.888929999999998,12.388080999999998,12.693082999999998,13.083258999999998,13.366412999999998,13.954915999999997,15.268006999999997,15.867829999999998,16.177448,16.973073,17.384443,17.579246,17.939583000000002,18.327253000000002,18.818764,18.990424,19.3461,19.695756,20.590445,21.12138,21.510272999999998,21.872632999999997,22.239622999999998
6-2805736,,,,,,0,0.799604,2.169501,2.44103,4.209327,5.3258399999999995,7.2137389999999995,7.449388999999999,7.757923999999999,8.041227,8.453254999999999,8.769635999999998,9.043553,9.491411999999999,9.870368999999998,10.394181999999999,10.621044999999999,11.120195999999998,11.425197999999998,11.815373999999998,12.098527999999998,12.687030999999998,14.000121999999998,14.599944999999998,14.909562999999999,15.705187999999998,16.116557999999998,16.311360999999998,16.671698,17.059368,17.550879,17.722538999999998,18.078214999999997,18.427870999999996,19.322559999999996,19.853494999999995,20.242387999999995,20.604747999999994,20.971737999999995
7-2805671,,,,,,,0,1.369897,1.641426,3.409723,4.526236,6.414135,6.649785,6.95832,7.241623,7.653651,7.970032,8.243949,8.691808,9.070765,9.594578,9.821441,10.320592,10.625594,11.01577,11.298924,11.887426999999999,13.200517999999999,13.800341,14.109959,14.905584,15.316953999999999,15.511757,15.872093999999999,16.259763999999997,16.751274999999996,16.922934999999995,17.278610999999994,17.628266999999994,18.522955999999994,19.053890999999993,19.442783999999993,19.80514399999999,20.172133999999993
8-2805672,,,,,,,,0,0.271529,2.039826,3.156339,5.044238,5.279888,5.588423,5.871726,6.283754,6.600135,6.874052,7.321911,7.700868,8.224681,8.451544,8.950695,9.255697,9.645873,9.929027,10.517529999999999,11.830620999999999,12.430444,12.740062,13.535687,13.947057,14.14186,14.502196999999999,14.889866999999999,15.381377999999998,15.553037999999997,15.908713999999998,16.25837,17.153059,17.683994,18.072886999999998,18.435246999999997,18.802236999999998
9-2806191,,,,,,,,,0,1.768297,2.88481,4.772709,5.008359,5.316894,5.600197,6.012225,6.328606,6.602523,7.050382,7.429339,7.953151999999999,8.180015,8.679165999999999,8.984167999999999,9.374343999999999,9.657497999999999,10.246000999999998,11.559091999999998,12.158914999999999,12.468532999999999,13.264157999999998,13.675527999999998,13.870330999999998,14.230667999999998,14.618337999999998,15.109848999999997,15.281508999999996,15.637184999999997,15.986840999999997,16.881529999999998,17.412464999999997,17.801357999999997,18.163717999999996,18.530707999999997
10-2806160,,,,,,,,,,0,1.1165129999999999,3.0044120000000003,3.2400620000000004,3.5485970000000004,3.8319000000000005,4.243928,4.560309,4.834226,5.282085,5.661042,6.184855,6.411718,6.910869,7.215871,7.606047,7.889201,8.477704,9.790795,10.390618,10.700236,11.495861,11.907231,12.102034,12.462371,12.850041,13.341551999999998,13.513211999999998,13.868887999999998,14.218543999999998,15.113232999999997,15.644167999999997,16.033060999999996,16.395420999999995,16.762410999999997
