순번_정류장ID,1-2804979,2-2800710,3-2800705,4-2800713,5-2800363,6-2800740,7-2800749,8-2800753,9-2800768,10-2807335,11-2800777,12-2800783,13-2800792,14-2800794,15-2800800,16-2801771,17-2801773,18-2801774,19-2801173
1-2804979,0,0.46090699999999996,0.537299,0.940117,1.288795,1.4802719999999998,1.5973559999999998,1.7595069999999997,2.126765,2.333275,2.574203,2.713771,2.902781,3.059047,3.415911,3.723654,4.151676,4.327482,4.996183
2-2800710,,0,0.076392,0.47921,0.8278880000000001,1.019365,1.136449,1.2986,1.665858,1.872368,2.113296,2.252864,2.4418740000000003,2.5981400000000003,2.955004,3.262747,3.690769,3.866575,4.535276
3-2800705,,,0,0.402818,0.751496,0.9429730000000001,1.060057,1.222208,1.5894659999999998,1.7959759999999998,2.036904,2.176472,2.365482,2.521748,2.878612,3.186355,3.6143769999999997,3.790183,4.458883999999999
4-2800713,,,,0,0.34867800000000004,0.540155,0.657239,0.8193900000000001,1.186648,1.393158,1.634086,1.7736539999999998,1.9626639999999997,2.1189299999999998,2.4757939999999996,2.7835369999999995,3.2115589999999994,3.3873649999999995,4.0560659999999995
5-2800363,,,,,0,0.191477,0.308561,0.47071199999999996,0.8379699999999999,1.0444799999999999,1.2854079999999999,1.4249759999999998,1.6139859999999997,1.7702519999999997,2.1271159999999996,2.4348589999999994,2.8628809999999993,3.0386869999999995,3.7073879999999995
6-2800740,,,,,,0,0.117084,0.279235,0.646493,0.853003,1.093931,1.233499,1.4225089999999998,1.5787749999999998,1.9356389999999999,2.243382,2.671404,2.84721,3.515911
7-2800749,,,,,,,0,0.162151,0.529409,0.735919,0.976847,1.116415,1.3054249999999998,1.4616909999999999,1.818555,2.126298,2.5543199999999997,2.730126,3.398827
8-2800753,,,,,,,,0,0.367258,0.573768,0.814696,0.954264,1.143274,1.29954,1.656404,1.964147,2.392169,2.567975,3.236676
9-2800768,,,,,,,,,0,0.20651,0.447438,0.587006,0.776016,0.932282,1.2891460000000001,1.596889,2.024911,2.200717,2.869418
10-2807335,,,,,,,,,,0,0.24092800000000003,0.38049600000000006,0.5695060000000001,0.7257720000000001,1.0826360000000002,1.3903790000000003,1.8184010000000002,1.994207,2.662908
11-2800777,,,,,,,,,,,0,0.139568,0.328578,0.484844,0.841708,1.149451,1.577473,1.7532789999999998,2.4219799999999996
12-2800783,,,,,,,,,,,,0,0.18900999999999998,0.345276,0.70214,1.0098829999999999,1.4379049999999998,1.6137109999999997,2.282412
13-2800792,,,,,,,,,,,,,0,0.15626600000000002,0.5131300000000001,0.8208730000000001,1.248895,1.424701,2.093402
14-2800794,,,,,,,,,,,,,,0,0.356864,0.664607,1.092629,1.268435,1.937136
15-2800800,,,,,,,,,,,,,,,0,0.307743,0.735765,0.911571,1.580272
16-2801771,,,,,,,,,,,,,,,,0,0.428022,0.603828,1.272529
17-2801773,,,,,,,,,,,,,,,,,0,0.175806,0.844507
18-2801774,,,,,,,,,,,,,,,,,,0,0.668701
19-2801173,,,,,,,,,,,,,,,,,,,0
