순번_정류장ID,46-2802061,47-2802077,48-2802085,49-2802096,50-2802111,51-2801845,52-2802117,53-2802074,54-2802031,55-2802010,56-2801983,57-2801975,58-2805277,59-2805276,60-2805274,61-2805272,62-2801921,63-2801927,64-2801924,65-2801916,66-2801925,67-2801908,68-2801715,69-2801690,70-2807642,71-2806780,72-2800225,73-2800217,74-2800210,75-2800174,76-2800200,77-2800195,78-2800198,79-2800203,80-2800208,81-2800205,82-2801327,83-2801308,84-2801284,85-2801271,86-2801262,87-2801252,88-2801250
46-2802061,0,0.3003,0.484524,0.71194,1.229346,1.593844,1.9107560000000001,2.259484,2.651904,2.821593,3.035068,3.371703,3.822722,4.120242,4.2493,4.495095,4.961847000000001,5.301124000000001,5.441244,6.1715040000000005,6.657046,7.6466780000000005,8.538132000000001,9.064863,10.813121,11.41388,12.092585000000001,12.37423,12.947985000000001,13.436983000000001,13.751869000000001,14.09368,14.633834,14.939322,15.631284,15.974306,16.199535,16.450719,16.917026,17.31461,17.505468999999998,17.733317,17.860553
47-2802077,,0,0.184224,0.41164,0.929046,1.293544,1.610456,1.959184,2.351604,2.521293,2.734768,3.071403,3.522422,3.819942,3.9490000000000003,4.194795,4.6615470000000006,5.000824000000001,5.140944,5.8712040000000005,6.356746,7.3463780000000005,8.237832000000001,8.764563,10.512821,11.11358,11.792285000000001,12.07393,12.647685000000001,13.136683000000001,13.451569000000001,13.79338,14.333534,14.639022,15.330984,15.674006,15.899235000000001,16.150419,16.616726,17.01431,17.205168999999998,17.433017,17.560253
48-2802085,,,0,0.22741599999999998,0.744822,1.1093199999999999,1.4262319999999997,1.7749599999999996,2.1673799999999996,2.3370689999999996,2.5505439999999995,2.8871789999999997,3.3381979999999998,3.635718,3.764776,4.010571,4.477323,4.8166,4.95672,5.68698,6.172522,7.162154,8.053608,8.580339,10.328597,10.929356,11.608061000000001,11.889706,12.463461,12.952459000000001,13.267345,13.609156,14.14931,14.454798,15.14676,15.489782,15.715011,15.966195,16.432502,16.830085999999998,17.020944999999998,17.248793,17.376029
49-2802096,,,,0,0.517406,0.881904,1.1988159999999999,1.5475439999999998,1.9399639999999998,2.109653,2.3231279999999996,2.659763,3.110782,3.408302,3.53736,3.783155,4.249907,4.589184,4.729304,5.459564,5.945106,6.934738,7.826192000000001,8.352923,10.101181,10.70194,11.380645000000001,11.66229,12.236045,12.725043000000001,13.039929,13.38174,13.921894,14.227382,14.919344,15.262366,15.487595,15.738779000000001,16.205086,16.60267,16.793529,17.021377,17.148613
50-2802111,,,,,0,0.364498,0.68141,1.030138,1.422558,1.592247,1.805722,2.142357,2.593376,2.890896,3.0199540000000002,3.2657490000000005,3.7325010000000005,4.071778,4.211898,4.942158,5.4277,6.417332,7.3087860000000004,7.835517,9.583775000000001,10.184534000000001,10.863239000000002,11.144884000000001,11.718639000000001,12.207637000000002,12.522523000000001,12.864334000000001,13.404488,13.709976000000001,14.401938000000001,14.74496,14.970189000000001,15.221373000000002,15.687680000000002,16.085264000000002,16.276123000000002,16.503971000000003,16.631207000000003
51-2801845,,,,,,0,0.31691199999999997,0.66564,1.05806,1.227749,1.441224,1.777859,2.228878,2.526398,2.655456,2.9012510000000002,3.3680030000000003,3.7072800000000004,3.8474000000000004,4.577660000000001,5.063202,6.052834000000001,6.944288000000001,7.471019000000001,9.219277000000002,9.820036000000002,10.498741000000003,10.780386000000002,11.354141000000002,11.843139000000003,12.158025000000002,12.499836000000002,13.039990000000001,13.345478000000002,14.037440000000002,14.380462000000001,14.605691000000002,14.856875000000002,15.323182000000003,15.720766000000003,15.911625000000003,16.139473000000002,16.266709000000002
52-2802117,,,,,,,0,0.34872800000000004,0.741148,0.910837,1.124312,1.460947,1.911966,2.209486,2.338544,2.584339,3.051091,3.390368,3.530488,4.260748,4.74629,5.735922,6.627376000000001,7.154107000000001,8.902365000000001,9.503124000000001,10.181829000000002,10.463474000000001,11.037229000000002,11.526227000000002,11.841113000000002,12.182924000000002,12.723078000000001,13.028566000000001,13.720528000000002,14.063550000000001,14.288779000000002,14.539963000000002,15.006270000000002,15.403854000000003,15.594713000000002,15.822561000000002,15.949797000000002
53-2802074,,,,,,,,0,0.39242,0.562109,0.7755839999999999,1.112219,1.5632380000000001,1.8607580000000001,1.9898160000000003,2.2356110000000005,2.7023630000000005,3.0416400000000006,3.1817600000000006,3.9120200000000005,4.397562000000001,5.387194000000001,6.278648000000001,6.805379000000001,8.553637000000002,9.154396000000002,9.833101000000003,10.114746000000002,10.688501000000002,11.177499000000003,11.492385000000002,11.834196000000002,12.374350000000002,12.679838000000002,13.371800000000002,13.714822000000002,13.940051000000002,14.191235000000002,14.657542000000003,15.055126000000003,15.245985000000003,15.473833000000003,15.601069000000003
54-2802031,,,,,,,,,0,0.169689,0.383164,0.7197990000000001,1.1708180000000001,1.4683380000000001,1.5973960000000003,1.8431910000000002,2.3099430000000005,2.6492200000000006,2.7893400000000006,3.5196000000000005,4.005142,4.9947740000000005,5.886228000000001,6.412959000000001,8.161217,8.761976,9.440681000000001,9.722326,10.296081000000001,10.785079000000001,11.099965000000001,11.441776,11.98193,12.287418,12.97938,13.322402,13.547631,13.798815000000001,14.265122000000002,14.662706000000002,14.853565000000001,15.081413000000001,15.208649000000001
55-2802010,,,,,,,,,,0,0.213475,0.55011,1.001129,1.298649,1.4277069999999998,1.6735019999999998,2.1402539999999997,2.4795309999999997,2.6196509999999997,3.3499109999999996,3.835453,4.825085,5.716539,6.24327,7.991528,8.592286999999999,9.270992,9.552636999999999,10.126392,10.61539,10.930276,11.272086999999999,11.812240999999998,12.117728999999999,12.809690999999999,13.152712999999999,13.377942,13.629126,14.095433,14.493017,14.683876,14.911724,15.03896
