순번_정류장ID,29-2802708,30-2802731,31-2802755,32-2802776,33-2802813,34-2802854,35-2802865,36-2802876,37-2802888,38-2802912,39-2802949,40-2802978,41-2803006,42-2803002,43-2804818,44-2802956,45-2802984,46-2803578,47-2802646,48-2803032,49-2803031,50-2803025,51-2803023,52-2803016,53-2802995,54-2802957,55-2802933,56-2802911,57-2802916
29-2802708,0,0.36809000000000003,0.623445,1.026415,1.493011,1.887127,2.182685,2.597954,2.8426080000000002,3.101764,3.3866560000000003,3.5864930000000004,4.095492,4.38113,4.793304,5.08083,5.579026,5.973777999999999,6.369606999999999,6.664251999999999,6.929192,7.103876,7.19766,7.422766,7.652236,7.922439000000001,8.107398,8.276886,8.691942
30-2802731,,0,0.255355,0.658325,1.124921,1.519037,1.814595,2.229864,2.474518,2.733674,3.0185660000000003,3.2184030000000003,3.7274020000000005,4.01304,4.425214,4.71274,5.210936,5.605688000000001,6.001517000000001,6.296162000000001,6.561102000000001,6.735786000000001,6.829570000000001,7.0546760000000015,7.284146000000002,7.554349000000002,7.739308000000002,7.908796000000002,8.323852000000002
31-2802755,,,0,0.40297,0.8695660000000001,1.263682,1.55924,1.9745089999999998,2.219163,2.478319,2.763211,2.963048,3.472047,3.757685,4.169859,4.4573849999999995,4.955581,5.350332999999999,5.746161999999999,6.040806999999999,6.305746999999999,6.480430999999999,6.574215,6.799321,7.028791,7.298994,7.4839530000000005,7.653441000000001,8.068497
32-2802776,,,,0,0.466596,0.8607119999999999,1.15627,1.5715389999999998,1.8161929999999997,2.0753489999999997,2.360241,2.560078,3.069077,3.354715,3.766889,4.054415,4.552611,4.947362999999999,5.343191999999999,5.637836999999999,5.9027769999999995,6.077461,6.171245,6.396351,6.625821,6.896024000000001,7.080983000000001,7.250471000000001,7.665527000000001
33-2802813,,,,,0,0.39411599999999997,0.6896739999999999,1.1049429999999998,1.3495969999999997,1.6087529999999997,1.8936449999999998,2.093482,2.602481,2.888119,3.300293,3.587819,4.086015,4.480767,4.876596,5.171241,5.436181,5.610865,5.704649000000001,5.929755000000001,6.159225000000001,6.4294280000000015,6.614387000000002,6.783875000000002,7.198931000000002
34-2802854,,,,,,0,0.295558,0.7108269999999999,0.9554809999999998,1.2146369999999997,1.499529,1.699366,2.2083649999999997,2.4940029999999997,2.9061769999999996,3.1937029999999997,3.691899,4.086651,4.48248,4.777125,5.042065,5.216749,5.310533,5.535639000000001,5.765109000000001,6.035312000000001,6.220271000000001,6.3897590000000015,6.804815000000001
35-2802865,,,,,,,0,0.41526899999999994,0.6599229999999999,0.919079,1.2039710000000001,1.4038080000000002,1.9128070000000001,2.198445,2.610619,2.898145,3.396341,3.791093,4.186922,4.481567,4.746507,4.921191,5.014975000000001,5.240081000000001,5.469551000000001,5.739754000000001,5.9247130000000015,6.094201000000002,6.509257000000002
36-2802876,,,,,,,,0,0.24465399999999998,0.50381,0.788702,0.9885390000000001,1.497538,1.783176,2.19535,2.482876,2.981072,3.375824,3.771653,4.066298,4.331238,4.505922,4.599706,4.8248120000000005,5.054282000000001,5.324485000000001,5.509444000000001,5.678932000000001,6.093988000000001
37-2802888,,,,,,,,,0,0.259156,0.5440480000000001,0.7438850000000001,1.252884,1.5385220000000002,1.9506960000000002,2.2382220000000004,2.7364180000000005,3.1311700000000005,3.5269990000000004,3.8216440000000005,4.086584,4.261268,4.355052000000001,4.580158000000001,4.809628000000001,5.079831000000001,5.264790000000001,5.434278000000002,5.849334000000002
38-2802912,,,,,,,,,,0,0.28489200000000003,0.484729,0.993728,1.279366,1.69154,1.979066,2.477262,2.872014,3.267843,3.562488,3.8274280000000003,4.002112,4.095896000000001,4.321002000000001,4.550472000000001,4.820675000000001,5.0056340000000015,5.175122000000002,5.590178000000002
39-2802949,,,,,,,,,,,0,0.199837,0.708836,0.9944740000000001,1.4066480000000001,1.694174,2.19237,2.587122,2.982951,3.277596,3.542536,3.71722,3.811004,4.03611,4.26558,4.535783,4.720742,4.890230000000001,5.305286000000001
40-2802978,,,,,,,,,,,,0,0.508999,0.794637,1.206811,1.494337,1.992533,2.3872850000000003,2.7831140000000003,3.0777590000000004,3.3426990000000005,3.5173830000000006,3.6111670000000005,3.8362730000000003,4.065743,4.335946000000001,4.520905000000001,4.690393000000001,5.105449000000001
41-2803006,,,,,,,,,,,,,0,0.285638,0.697812,0.985338,1.4835340000000001,1.8782860000000001,2.274115,2.56876,2.8337000000000003,3.0083840000000004,3.1021680000000003,3.327274,3.556744,3.826947,4.011906,4.181394,4.59645
42-2803002,,,,,,,,,,,,,,0,0.412174,0.6997,1.197896,1.592648,1.988477,2.283122,2.5480620000000003,2.7227460000000003,2.81653,3.041636,3.271106,3.541309,3.726268,3.895756,4.310812
43-2804818,,,,,,,,,,,,,,,0,0.287526,0.785722,1.180474,1.576303,1.870948,2.135888,2.310572,2.404356,2.6294619999999997,2.858932,3.1291349999999998,3.314094,3.4835819999999997,3.8986379999999996
44-2802956,,,,,,,,,,,,,,,,0,0.498196,0.8929480000000001,1.288777,1.583422,1.848362,2.023046,2.1168299999999998,2.3419359999999996,2.5714059999999996,2.8416089999999996,3.0265679999999997,3.1960559999999996,3.6111119999999994
45-2802984,,,,,,,,,,,,,,,,,0,0.394752,0.790581,1.085226,1.350166,1.52485,1.6186340000000001,1.8437400000000002,2.07321,2.343413,2.528372,2.69786,3.112916
46-2803578,,,,,,,,,,,,,,,,,,0,0.395829,0.690474,0.955414,1.130098,1.2238820000000001,1.4489880000000002,1.6784580000000002,1.9486610000000002,2.13362,2.303108,2.718164
47-2802646,,,,,,,,,,,,,,,,,,,0,0.294645,0.559585,0.734269,0.8280529999999999,1.053159,1.282629,1.552832,1.737791,1.9072790000000002,2.3223350000000003
48-2803032,,,,,,,,,,,,,,,,,,,,0,0.26494,0.439624,0.533408,0.758514,0.987984,1.258187,1.443146,1.6126340000000001,2.02769
49-2803031,,,,,,,,,,,,,,,,,,,,,0,0.17468399999999998,0.268468,0.49357399999999996,0.7230439999999999,0.993247,1.1782059999999999,1.347694,1.76275
50-2803025,,,,,,,,,,,,,,,,,,,,,,0,0.093784,0.31889,0.54836,0.8185629999999999,1.0035219999999998,1.1730099999999999,1.588066
51-2803023,,,,,,,,,,,,,,,,,,,,,,,0,0.225106,0.454576,0.7247790000000001,0.909738,1.079226,1.494282
52-2803016,,,,,,,,,,,,,,,,,,,,,,,,0,0.22946999999999998,0.49967300000000003,0.684632,0.85412,1.269176
53-2802995,,,,,,,,,,,,,,,,,,,,,,,,,0,0.270203,0.455162,0.62465,1.039706
54-2802957,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.18495899999999998,0.35444699999999996,0.769503
55-2802933,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.169488,0.5845440000000001
56-2802911,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.41505600000000004
57-2802916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
