순번_정류장ID,1-2800886,2-2800879,3-2800880,4-2800882,5-2800885,6-2801092,7-2801109,8-2801123,9-2801133,10-2801306,11-2801320,12-2801328,13-2801163,14-2801394,15-2801431,16-2801178,17-2801179,18-2801439,19-2801500,20-2801584,21-2806837,22-2801647
1-2800886,0,0.21446300000000001,0.365958,0.573686,0.865275,1.124398,1.421641,1.621418,2.215421,2.611384,2.764119,3.270028,3.407459,3.705104,4.249931,4.8317630000000005,5.1210580000000006,5.750859,6.259527,6.657848,7.038475,7.7042090000000005
2-2800879,,0,0.151495,0.359223,0.650812,0.9099349999999999,1.2071779999999999,1.406955,2.000958,2.396921,2.5496559999999997,3.0555649999999996,3.1929959999999995,3.4906409999999997,4.035468,4.6173,4.906595,5.536396,6.045064,6.443385,6.824012,7.489746
3-2800880,,,0,0.20772800000000002,0.499317,0.75844,1.055683,1.25546,1.849463,2.245426,2.398161,2.90407,3.041501,3.339146,3.883973,4.4658050000000005,4.7551000000000005,5.384901000000001,5.893569000000001,6.291890000000001,6.672517000000001,7.338251000000001
4-2800882,,,,0,0.291589,0.550712,0.847955,1.047732,1.6417350000000002,2.0376980000000002,2.190433,2.696342,2.833773,3.131418,3.676245,4.258077,4.547372,5.177173,5.685841,6.084162,6.464789,7.130523
5-2800885,,,,,0,0.259123,0.5563659999999999,0.7561429999999999,1.3501459999999998,1.746109,1.898844,2.404753,2.5421839999999998,2.839829,3.384656,3.966488,4.255783,4.885584,5.394252,5.792573,6.1732,6.838934
6-2801092,,,,,,0,0.297243,0.49702,1.0910229999999999,1.486986,1.639721,2.14563,2.283061,2.580706,3.1255330000000003,3.7073650000000002,3.9966600000000003,4.626461000000001,5.135129000000001,5.533450000000001,5.914077000000001,6.579811000000001
7-2801109,,,,,,,0,0.199777,0.7937799999999999,1.189743,1.342478,1.8483870000000002,1.9858180000000003,2.2834630000000002,2.8282900000000004,3.4101220000000003,3.6994170000000004,4.329218000000001,4.837886000000001,5.236207000000001,5.616834000000001,6.282568000000001
8-2801123,,,,,,,,0,0.594003,0.9899659999999999,1.142701,1.6486100000000001,1.7860410000000002,2.083686,2.6285130000000003,3.2103450000000002,3.4996400000000003,4.129441,4.638109,5.03643,5.417057,6.082791
9-2801133,,,,,,,,,0,0.395963,0.548698,1.054607,1.1920380000000002,1.489683,2.03451,2.616342,2.905637,3.535438,4.044106,4.442427,4.823054,5.488788
10-2801306,,,,,,,,,,0,0.15273499999999998,0.658644,0.796075,1.09372,1.638547,2.220379,2.509674,3.139475,3.648143,4.046464,4.427091,5.0928249999999995
11-2801320,,,,,,,,,,,0,0.505909,0.64334,0.940985,1.4858120000000001,2.067644,2.356939,2.98674,3.4954080000000003,3.8937290000000004,4.274356,4.94009
12-2801328,,,,,,,,,,,,0,0.137431,0.435076,0.9799030000000001,1.561735,1.8510300000000002,2.4808310000000002,2.9894990000000004,3.3878200000000005,3.7684470000000005,4.434181000000001
13-2801163,,,,,,,,,,,,,0,0.297645,0.8424720000000001,1.4243040000000002,1.7135990000000003,2.3434000000000004,2.8520680000000005,3.2503890000000006,3.6310160000000007,4.296750000000001
14-2801394,,,,,,,,,,,,,,0,0.5448270000000001,1.126659,1.4159540000000002,2.045755,2.5544230000000003,2.9527440000000005,3.3333710000000005,3.9991050000000006
15-2801431,,,,,,,,,,,,,,,0,0.581832,0.871127,1.500928,2.009596,2.4079170000000003,2.7885440000000004,3.4542780000000004
16-2801178,,,,,,,,,,,,,,,,0,0.28929499999999997,0.919096,1.427764,1.826085,2.206712,2.872446
17-2801179,,,,,,,,,,,,,,,,,0,0.629801,1.1384690000000002,1.53679,1.9174170000000001,2.583151
18-2801439,,,,,,,,,,,,,,,,,,0,0.508668,0.906989,1.287616,1.9533500000000001
19-2801500,,,,,,,,,,,,,,,,,,,0,0.398321,0.778948,1.444682
20-2801584,,,,,,,,,,,,,,,,,,,,0,0.380627,1.046361
21-2806837,,,,,,,,,,,,,,,,,,,,,0,0.665734
22-2801647,,,,,,,,,,,,,,,,,,,,,,0
