순번_정류장ID,1-2807632,2-2800680,3-2806689,4-2800722,5-2800307,6-2800758,7-2803491,8-2806937,9-2804966,10-2800663,11-2800655,12-2800654,13-2800340,14-2800624,15-2807077,16-2807079,17-2806633,18-2805743,19-2804896,20-2805037,21-2805221,22-2805232,23-2805872,24-2805230,25-2805333,26-2805228,27-2805226,28-2805575,29-2805499,30-2805843,31-2805408,32-2804947,33-2805317,34-2805874,35-2805024,36-2806658,37-2806743,38-2806902,39-2800582,40-2800571,41-2800554,42-2800544,43-2804975,44-2800560,45-2803766,46-2800351,47-2800549,48-2800543,49-2800385,50-2800536,51-2807212,52-2803764,53-2800530,54-2800523,55-2800519,56-2800517,57-2800515,58-2800508,59-2800506
1-2807632,0,0.324361,0.807527,1.742808,2.1333159999999998,2.8767229999999997,3.3489899999999997,4.1815109999999995,4.569469,4.823652,5.076608,5.398078,5.943327,6.834748,7.1935150000000005,7.7899910000000006,8.200093,8.453571,8.760268,9.001573,9.343048,9.534707,9.761574999999999,9.980016999999998,10.181448999999999,10.640369,10.859491,11.175872,11.449789,11.658685,11.944222,12.105359,12.371071,12.572631000000001,12.794596000000002,14.196043000000001,14.542520000000001,14.704101000000001,15.168993000000002,15.642908000000002,16.191488000000003,16.487805,17.819159000000003,18.075251,18.447607,18.689677,18.876462,19.229096,19.879687999999998,20.3569,20.711043,20.802401,21.087288,21.331506,21.490546000000002,21.670193,22.236629,22.530502000000002,23.084123
2-2800680,,0,0.483166,1.418447,1.808955,2.552362,3.024629,3.85715,4.245108,4.499291,4.7522470000000006,5.073717,5.618966,6.510387000000001,6.869154000000001,7.465630000000001,7.875732000000001,8.12921,8.435907,8.677212,9.018687,9.210346,9.437213999999999,9.655655999999999,9.857088,10.316008,10.53513,10.851511,11.125428000000001,11.334324,11.619861,11.780998,12.046710000000001,12.248270000000002,12.470235000000002,13.871682000000002,14.218159000000002,14.379740000000002,14.844632000000002,15.318547000000002,15.867127000000002,16.163444000000002,17.494798000000003,17.750890000000002,18.123246,18.365316,18.552101,18.904735,19.555327,20.032539,20.386682,20.47804,20.762927,21.007145,21.166185000000002,21.345832,21.912268,22.206141000000002,22.759762000000002
3-2806689,,,0,0.9352809999999999,1.3257889999999999,2.069196,2.541463,3.3739839999999997,3.7619419999999995,4.016125,4.269081,4.590551,5.1358,6.027221,6.385988,6.982464,7.392566,7.646044000000001,7.9527410000000005,8.194046,8.535521,8.727179999999999,8.954047999999998,9.172489999999998,9.373921999999999,9.832842,10.051964,10.368345,10.642262,10.851158,11.136695,11.297832,11.563544,11.765104000000001,11.987069000000002,13.388516000000001,13.734993000000001,13.896574000000001,14.361466000000002,14.835381000000002,15.383961000000001,15.680278000000001,17.011632000000002,17.267724,17.64008,17.88215,18.068935,18.421568999999998,19.072160999999998,19.549373,19.903516,19.994874,20.279761,20.523979,20.683019,20.862666,21.429102,21.722975,22.276596
4-2800722,,,,0,0.39050799999999997,1.133915,1.606182,2.438703,2.8266609999999996,3.0808439999999995,3.3337999999999997,3.65527,4.200519,5.09194,5.450707,6.047183,6.457285000000001,6.710763000000001,7.017460000000001,7.258765,7.60024,7.791899,8.018767,8.237209,8.438641,8.897561,9.116683,9.433064,9.706981,9.915877,10.201414,10.362551,10.628263,10.829823000000001,11.051788000000002,12.453235000000001,12.799712000000001,12.961293000000001,13.426185000000002,13.900100000000002,14.448680000000001,14.744997000000001,16.076351000000003,16.332443,16.704799,16.946869,17.133654,17.486288,18.136879999999998,18.614092,18.968235,19.059593,19.34448,19.588698,19.747738000000002,19.927385,20.493821,20.787694000000002,21.341315
5-2800307,,,,,0,0.7434069999999999,1.215674,2.0481949999999998,2.4361529999999996,2.6903359999999994,2.9432919999999996,3.2647619999999997,3.810011,4.701432,5.060199,5.656675,6.066777,6.320255,6.626952,6.868257,7.209732,7.401390999999999,7.628258999999999,7.846700999999999,8.048132999999998,8.507052999999999,8.726175,9.042556,9.316473,9.525369,9.810906,9.972043,10.237755,10.439315,10.661280000000001,12.062727,12.409204,12.570785,13.035677000000002,13.509592000000001,14.058172,14.354489000000001,15.685843000000002,15.941935000000003,16.314291000000004,16.556361000000003,16.743146000000003,17.09578,17.746372,18.223584000000002,18.577727000000003,18.669085000000003,18.953972000000004,19.198190000000004,19.357230000000005,19.536877000000004,20.103313000000004,20.397186000000005,20.950807000000005
6-2800758,,,,,,0,0.472267,1.3047879999999998,1.6927459999999999,1.946929,2.199885,2.5213550000000002,3.0666040000000003,3.958025,4.316792,4.913268,5.323370000000001,5.576848000000001,5.883545000000001,6.12485,6.466325,6.657984,6.8848519999999995,7.103293999999999,7.304725999999999,7.763645999999999,7.982767999999998,8.299148999999998,8.573065999999999,8.781961999999998,9.067498999999998,9.228635999999998,9.494347999999999,9.695908,9.917873,11.31932,11.665797,11.827378,12.29227,12.766185,13.314765,13.611082,14.942436,15.198528000000001,15.570884000000001,15.812954000000001,15.999739000000002,16.352373,17.002965,17.480177,17.83432,17.925678,18.210565000000003,18.454783000000003,18.613823000000004,18.793470000000003,19.359906000000002,19.653779000000004,20.207400000000003
7-2803491,,,,,,,0,0.832521,1.2204789999999999,1.474662,1.7276179999999999,2.049088,2.594337,3.4857579999999997,3.8445249999999995,4.441001,4.851103,5.1045810000000005,5.411278,5.652583,5.994058,6.1857169999999995,6.412584999999999,6.631026999999999,6.832458999999998,7.291378999999998,7.510500999999998,7.826881999999998,8.100798999999999,8.309694999999998,8.595231999999998,8.756368999999998,9.022080999999998,9.223640999999999,9.445606,10.847052999999999,11.193529999999999,11.355110999999999,11.820003,12.293918,12.842497999999999,13.138815,14.470168999999999,14.726261,15.098616999999999,15.340686999999999,15.527472,15.880106,16.530698,17.007910000000003,17.362053000000003,17.453411000000003,17.738298000000004,17.982516000000004,18.141556000000005,18.321203000000004,18.887639000000004,19.181512000000005,19.735133000000005
8-2806937,,,,,,,,0,0.38795799999999997,0.642141,0.895097,1.216567,1.761816,2.653237,3.0120039999999997,3.6084799999999997,4.018581999999999,4.27206,4.5787569999999995,4.820061999999999,5.161536999999999,5.353195999999999,5.580063999999998,5.798505999999998,5.9999379999999976,6.4588579999999975,6.677979999999997,6.994360999999997,7.268277999999997,7.477173999999997,7.762710999999997,7.923847999999997,8.189559999999997,8.391119999999997,8.613084999999998,10.014531999999997,10.361008999999997,10.522589999999997,10.987481999999998,11.461396999999998,12.009976999999997,12.306293999999998,13.637647999999999,13.89374,14.266096,14.508166,14.694951,15.047585,15.698177,16.175389,16.529532,16.62089,16.905777,17.149995,17.309035,17.488682,18.055118,18.348991,18.902612
9-2804966,,,,,,,,,0,0.254183,0.507139,0.8286089999999999,1.3738579999999998,2.2652789999999996,2.6240459999999994,3.2205219999999994,3.6306239999999996,3.8841019999999995,4.190798999999999,4.432103999999999,4.773578999999999,4.9652379999999985,5.192105999999998,5.410547999999998,5.611979999999997,6.070899999999997,6.290021999999997,6.606402999999997,6.880319999999997,7.089215999999997,7.374752999999997,7.535889999999997,7.801601999999996,8.003161999999996,8.225126999999997,9.626573999999996,9.973050999999996,10.134631999999996,10.599523999999997,11.073438999999997,11.622018999999996,11.918335999999996,13.249689999999998,13.505781999999998,13.878137999999998,14.120207999999998,14.306992999999999,14.659626999999999,15.310218999999998,15.787430999999998,16.141574,16.232931999999998,16.517819,16.762037,16.921077,17.100724,17.66716,17.961033,18.514654
10-2800663,,,,,,,,,,0,0.252956,0.574426,1.119675,2.0110959999999998,2.3698629999999996,2.9663389999999996,3.376441,3.6299189999999997,3.936616,4.1779209999999996,4.5193959999999995,4.711054999999999,4.937922999999999,5.156364999999998,5.357796999999998,5.816716999999998,6.0358389999999975,6.352219999999997,6.626136999999997,6.8350329999999975,7.120569999999997,7.281706999999997,7.547418999999997,7.748978999999997,7.970943999999997,9.372390999999997,9.718867999999997,9.880448999999997,10.345340999999998,10.819255999999998,11.367835999999997,11.664152999999997,12.995506999999996,13.251598999999997,13.623954999999997,13.866024999999997,14.052809999999997,14.405443999999997,15.056035999999997,15.533247999999997,15.887390999999997,15.978748999999997,16.263635999999998,16.507854,16.666894,16.846541,17.412976999999998,17.70685,18.260471
