순번_정류장ID,22-2802828,23-2802892,24-2802866,25-2802839,26-2802845,27-2802861,28-2802872,29-2802881,30-2802919,31-2802927,32-2802938,33-2802960,34-2802987,35-2802998,36-2802627,37-2802626,38-2803015,39-2802640,40-2803033,41-2805834,42-2805835,43-2805836,44-2803035,45-2803034,46-2803027
22-2802828,0,0.447258,0.8268059999999999,0.9527939999999999,1.2201,1.455069,1.63455,2.031063,2.166569,2.27595,2.525461,2.9541649999999997,3.2610089999999996,3.3437339999999995,3.6273529999999994,3.8050049999999995,4.014437999999999,4.332606999999999,4.506975,4.680765999999999,4.975858,5.150732,5.338305,5.642015,5.901984
23-2802892,,0,0.379548,0.505536,0.772842,1.007811,1.187292,1.583805,1.7193109999999998,1.8286919999999998,2.078203,2.506907,2.813751,2.896476,3.1800949999999997,3.357747,3.5671799999999996,3.8853489999999997,4.059717,4.233508,4.5286,4.703474,4.891047,5.194757,5.454726
24-2802866,,,0,0.12598800000000002,0.39329400000000003,0.628263,0.807744,1.2042570000000001,1.339763,1.449144,1.698655,2.127359,2.434203,2.516928,2.800547,2.978199,3.187632,3.505801,3.680169,3.85396,4.149052,4.323926,4.511499000000001,4.815209,5.075178
25-2802839,,,,0,0.267306,0.502275,0.681756,1.0782690000000001,1.213775,1.323156,1.572667,2.001371,2.3082149999999997,2.3909399999999996,2.6745589999999995,2.8522109999999996,3.0616439999999994,3.3798129999999995,3.5541809999999994,3.7279719999999994,4.023064,4.197938,4.385510999999999,4.689220999999999,4.949189999999999
26-2802845,,,,,0,0.234969,0.41445,0.810963,0.946469,1.05585,1.305361,1.734065,2.040909,2.123634,2.407253,2.584905,2.7943379999999998,3.112507,3.2868749999999998,3.460666,3.7557579999999997,3.9306319999999997,4.118205,4.421914999999999,4.681883999999999
27-2802861,,,,,,0,0.179481,0.575994,0.7115,0.820881,1.070392,1.499096,1.80594,1.888665,2.172284,2.349936,2.5593690000000002,2.8775380000000004,3.0519060000000002,3.2256970000000003,3.520789,3.695663,3.883236,4.186946,4.446915
28-2802872,,,,,,,0,0.396513,0.532019,0.6414,0.890911,1.319615,1.626459,1.709184,1.992803,2.170455,2.3798880000000002,2.6980570000000004,2.8724250000000002,3.0462160000000003,3.341308,3.516182,3.703755,4.007465,4.267434
29-2802881,,,,,,,,0,0.135506,0.24488699999999997,0.494398,0.923102,1.229946,1.312671,1.59629,1.773942,1.9833749999999999,2.301544,2.4759119999999997,2.6497029999999997,2.9447949999999996,3.1196689999999996,3.3072419999999996,3.6109519999999997,3.8709209999999996
30-2802919,,,,,,,,,0,0.10938099999999999,0.358892,0.787596,1.09444,1.177165,1.460784,1.638436,1.847869,2.166038,2.3404059999999998,2.514197,2.8092889999999997,2.9841629999999997,3.1717359999999997,3.475446,3.7354149999999997
31-2802927,,,,,,,,,,0,0.249511,0.678215,0.985059,1.067784,1.3514030000000001,1.529055,1.738488,2.056657,2.231025,2.404816,2.6999079999999998,2.8747819999999997,3.0623549999999997,3.366065,3.6260339999999998
32-2802938,,,,,,,,,,,0,0.428704,0.735548,0.818273,1.101892,1.279544,1.488977,1.807146,1.981514,2.155305,2.4503969999999997,2.6252709999999997,2.8128439999999997,3.116554,3.3765229999999997
33-2802960,,,,,,,,,,,,0,0.306844,0.389569,0.673188,0.85084,1.060273,1.378442,1.55281,1.726601,2.021693,2.196567,2.38414,2.68785,2.947819
34-2802987,,,,,,,,,,,,,0,0.082725,0.366344,0.543996,0.753429,1.071598,1.2459660000000001,1.4197570000000002,1.714849,1.889723,2.077296,2.381006,2.640975
35-2802998,,,,,,,,,,,,,,0,0.283619,0.461271,0.670704,0.9888729999999999,1.163241,1.337032,1.6321240000000001,1.806998,1.994571,2.2982810000000002,2.55825
36-2802627,,,,,,,,,,,,,,,0,0.177652,0.387085,0.705254,0.879622,1.053413,1.3485049999999998,1.5233789999999998,1.7109519999999998,2.014662,2.274631
37-2802626,,,,,,,,,,,,,,,,0,0.20943299999999998,0.5276019999999999,0.7019699999999999,0.8757609999999999,1.170853,1.345727,1.5332999999999999,1.8370099999999998,2.0969789999999997
38-2803015,,,,,,,,,,,,,,,,,0,0.318169,0.492537,0.666328,0.96142,1.1362940000000001,1.3238670000000001,1.627577,1.887546
39-2802640,,,,,,,,,,,,,,,,,,0,0.174368,0.348159,0.643251,0.818125,1.005698,1.309408,1.5693769999999998
40-2803033,,,,,,,,,,,,,,,,,,,0,0.173791,0.46888300000000005,0.643757,0.83133,1.13504,1.395009
41-2805834,,,,,,,,,,,,,,,,,,,,0,0.295092,0.469966,0.657539,0.961249,1.221218
42-2805835,,,,,,,,,,,,,,,,,,,,,0,0.174874,0.36244699999999996,0.6661569999999999,0.9261259999999999
43-2805836,,,,,,,,,,,,,,,,,,,,,,0,0.187573,0.49128299999999997,0.751252
44-2803035,,,,,,,,,,,,,,,,,,,,,,,0,0.30371,0.563679
45-2803034,,,,,,,,,,,,,,,,,,,,,,,,0,0.259969
46-2803027,,,,,,,,,,,,,,,,,,,,,,,,,0
