순번_정류장ID,1-2801796,2-2803544,3-2803541,4-2801806,5-2801954,6-2801957,7-2801963,8-2801970,9-2801956,10-2801945,11-2801686,12-2801182,13-2801662,14-2801649,15-2801642,16-2800166,17-2803661,18-2801697,19-2801925,20-2802020,21-2801907,22-2802033,23-2802057,24-2802105,25-2802127,26-2802131,27-2802148,28-2806098,29-2802187,30-2802189,31-2801857,32-2803775,33-2801832,34-2801830,35-2801824,36-2802232,37-2802240,38-2802256,39-2802268,40-2802276,41-2801814,42-2801811,43-2805668,44-2802295,45-2802296,46-2801865,47-2802291,48-2802549,49-2802365,50-2802570,51-2802563,52-2802566,53-2802366,54-2802349,55-2802577,56-2802581,57-2804851,58-2802597,59-2802594,60-2802591,61-2802590,62-2805039,63-2805309,64-2805206,65-2805004,66-2806095,67-2806096,68-2805879,69-2806638,70-2806639,71-2807451,72-2807453,73-2807457,74-2806050,75-2806582,76-2807454,77-2807455
21-2801907,,,,,,,,,,,,,,,,,,,,,0,0.14291600000000002,0.517684,1.293666,1.640904,2.019006,2.859727,3.309034,3.964706,4.507933,5.567603,6.257252,6.449307,6.6995320000000005,6.872514000000001,7.2154050000000005,7.573298,8.078762000000001,8.413232,8.839243000000002,9.035588,9.405509,10.055504,10.417306000000002,10.903518000000002,11.506666000000001,11.919914,12.618231,12.903402999999999,13.347451,13.85694,14.166195,14.461865,14.678777,14.845807,15.504363000000001,17.113598000000003,17.350508000000005,17.547753000000004,17.748954000000005,18.163439000000004,18.478710000000003,18.861994000000003,19.025342000000002,19.280794,19.478296,20.262954,20.646142,20.858151,21.528639,22.549985,23.097483999999998,24.274738,24.737192,25.759142,26.257616000000002,26.810990000000004
22-2802033,,,,,,,,,,,,,,,,,,,,,,0,0.374768,1.15075,1.4979879999999999,1.8760899999999998,2.716811,3.166118,3.82179,4.365017,5.4246870000000005,6.114336000000001,6.3063910000000005,6.556616000000001,6.729598000000001,7.072489000000001,7.430382000000001,7.935846000000001,8.270316000000001,8.696327000000002,8.892672000000001,9.262593,9.912588000000001,10.274390000000002,10.760602000000002,11.363750000000001,11.776998,12.475315,12.760487,13.204535,13.714024,14.023279,14.318949,14.535861,14.702891000000001,15.361447000000002,16.970682000000004,17.207592000000005,17.404837000000004,17.606038000000005,18.020523000000004,18.335794000000003,18.719078000000003,18.882426000000002,19.137878,19.33538,20.120038,20.503226,20.715235,21.385723,22.407069,22.954568,24.131822,24.594276,25.616226,26.114700000000003,26.668074000000004
23-2802057,,,,,,,,,,,,,,,,,,,,,,,0,0.775982,1.1232199999999999,1.5013219999999998,2.342043,2.79135,3.447022,3.990249,5.049919,5.739568,5.931623,6.1818480000000005,6.354830000000001,6.6977210000000005,7.055614,7.561078,7.895548,8.321559,8.517904000000001,8.887825000000001,9.537820000000002,9.899622000000003,10.385834000000003,10.988982000000002,11.402230000000001,12.100547,12.385719,12.829767,13.339256,13.648511000000001,13.944181,14.161093000000001,14.328123000000001,14.986679000000002,16.595914,16.832824000000002,17.030069,17.231270000000002,17.645755,17.961026,18.34431,18.507658,18.763109999999998,18.960611999999998,19.745269999999998,20.128458,20.340466999999997,21.010954999999996,22.032300999999997,22.579799999999995,23.757053999999997,24.219507999999998,25.241457999999998,25.739932,26.293306
24-2802105,,,,,,,,,,,,,,,,,,,,,,,,0,0.347238,0.72534,1.566061,2.015368,2.67104,3.214267,4.273937,4.963586,5.155641,5.4058660000000005,5.578848000000001,5.9217390000000005,6.279632,6.785096,7.119566,7.545577,7.741922,8.111843,8.761838000000001,9.123640000000002,9.609852000000002,10.213000000000001,10.626248,11.324565,11.609736999999999,12.053785,12.563274,12.872529,13.168199,13.385111,13.552141,14.210697000000001,15.819932000000001,16.056842000000003,16.254087000000002,16.455288000000003,16.869773000000002,17.185044,17.568328,17.731676,17.987128,18.18463,18.969288,19.352476,19.564484999999998,20.234972999999997,21.256318999999998,21.803817999999996,22.981071999999998,23.443526,24.465476,24.96395,25.517324000000002
25-2802127,,,,,,,,,,,,,,,,,,,,,,,,,0,0.378102,1.218823,1.66813,2.3238019999999997,2.8670289999999996,3.9266989999999997,4.6163479999999995,4.808402999999999,5.058628,5.23161,5.574501,5.9323939999999995,6.437857999999999,6.772327999999999,7.198338999999999,7.394683999999999,7.764604999999999,8.414599999999998,8.776402,9.262614,9.865761999999998,10.279009999999998,10.977326999999997,11.262498999999996,11.706546999999997,12.216035999999997,12.525290999999998,12.820960999999997,13.037872999999998,13.204902999999998,13.863458999999999,15.472693999999999,15.709603999999999,15.906849,16.10805,16.522534999999998,16.837805999999997,17.221089999999997,17.384437999999996,17.639889999999994,17.837391999999994,18.622049999999994,19.005237999999995,19.217246999999993,19.887734999999992,20.909080999999993,21.45657999999999,22.633833999999993,23.096287999999994,24.118237999999995,24.616711999999996,25.170085999999998
26-2802131,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.8407209999999999,1.290028,1.9457,2.488927,3.548597,4.238246,4.430301,4.680526,4.853508000000001,5.196399,5.554292,6.059756,6.394226,6.820237,7.016582,7.386502999999999,8.036498,8.3983,8.884512,9.48766,9.900908,10.599224999999999,10.884396999999998,11.328444999999999,11.837933999999999,12.147189,12.442858999999999,12.659771,12.826801,13.485357,15.094592,15.331502,15.528747000000001,15.729948,16.144433,16.459704,16.842988,17.006335999999997,17.261787999999996,17.459289999999996,18.243947999999996,18.627135999999997,18.839144999999995,19.509632999999994,20.530978999999995,21.078477999999993,22.255731999999995,22.718185999999996,23.740135999999996,24.238609999999998,24.791984
27-2802148,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.44930699999999996,1.104979,1.648206,2.707876,3.397525,3.5895799999999998,3.8398049999999997,4.012786999999999,4.355677999999999,4.713570999999999,5.219034999999999,5.553504999999999,5.9795159999999985,6.1758609999999985,6.545781999999998,7.195776999999998,7.557578999999998,8.043790999999997,8.646938999999996,9.060186999999996,9.758503999999995,10.043675999999994,10.487723999999995,10.997212999999995,11.306467999999995,11.602137999999995,11.819049999999995,11.986079999999996,12.644635999999997,14.253870999999997,14.490780999999997,14.688025999999997,14.889226999999996,15.303711999999997,15.618982999999997,16.002266999999996,16.165614999999995,16.421066999999994,16.618568999999994,17.403226999999994,17.786414999999995,17.998423999999993,18.66891199999999,19.690257999999993,20.23775699999999,21.415010999999993,21.877464999999994,22.899414999999994,23.397888999999996,23.951262999999997
28-2806098,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.655672,1.198899,2.258569,2.948218,3.1402729999999996,3.3904979999999996,3.5634799999999998,3.9063709999999996,4.264264,4.769728,5.104197999999999,5.530208999999999,5.726553999999999,6.096474999999999,6.746469999999999,7.108271999999999,7.594483999999999,8.197631999999999,8.610879999999998,9.309196999999998,9.594368999999997,10.038416999999997,10.547905999999998,10.857160999999998,11.152830999999997,11.369742999999998,11.536772999999998,12.195329,13.804564,14.041474,14.238719,14.439919999999999,14.854405,15.169675999999999,15.552959999999999,15.716307999999998,15.971759999999998,16.169261999999996,16.953919999999997,17.337107999999997,17.549116999999995,18.219604999999994,19.240950999999995,19.788449999999994,20.965703999999995,21.428157999999996,22.450107999999997,22.948582,23.501956
29-2802187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.543227,1.602897,2.2925459999999998,2.4846009999999996,2.7348259999999995,2.9078079999999997,3.2506989999999996,3.6085919999999994,4.114056,4.448525999999999,4.874536999999999,5.070881999999999,5.440802999999999,6.090797999999999,6.452599999999999,6.938811999999999,7.541959999999999,7.955207999999999,8.653524999999998,8.938696999999998,9.382744999999998,9.892233999999998,10.201488999999999,10.497158999999998,10.714070999999999,10.881101,11.539657,13.148892,13.385802,13.583047,13.784248,14.198733,14.514004,14.897288,15.060635999999999,15.316087999999999,15.513589999999999,16.298247999999997,16.681435999999998,16.893444999999996,17.563932999999995,18.585278999999996,19.132777999999995,20.310031999999996,20.772485999999997,21.794435999999997,22.29291,22.846284
30-2802189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0596700000000001,1.749319,1.9413740000000002,2.191599,2.3645810000000003,2.707472,3.065365,3.570829,3.905299,4.33131,4.527655,4.897576,5.547571,5.9093729999999995,6.395585,6.998733,7.411981,8.110298,8.39547,8.839518,9.349007,9.658262,9.953932,10.170844,10.337874000000001,10.996430000000002,12.605665000000002,12.842575000000002,13.039820000000002,13.241021000000002,13.655506000000003,13.970777000000002,14.354061000000002,14.517409,14.772861,14.970363,15.755021000000001,16.138209,16.350217999999998,17.020705999999997,18.042051999999998,18.589550999999997,19.766804999999998,20.229259,21.251209,21.749683,22.303057000000003
