순번_정류장ID,1-2806577,2-2804581,3-2804582,4-2800264,5-2807245,6-2800262,7-2807367,8-2804337
1-2806577,0,0.570645,0.871898,1.335655,1.647972,1.787221,2.037903,2.396102
2-2804581,,0,0.301253,0.76501,1.077327,1.2165759999999999,1.467258,1.8254569999999999
3-2804582,,,0,0.463757,0.7760739999999999,0.9153229999999999,1.166005,1.524204
4-2800264,,,,0,0.312317,0.451566,0.702248,1.060447
5-2807245,,,,,0,0.139249,0.389931,0.74813
6-2800262,,,,,,0,0.250682,0.608881
7-2807367,,,,,,,0,0.358199
8-2804337,,,,,,,,0
