순번_정류장ID,69-2806759,70-2806767,71-2807087,72-2806757,73-2803768,74-2803666,75-2804907,76-2803796,77-2802358,78-2804867,79-2802347,80-2803527,81-2806216,82-2806694,83-2805397,84-2805059,85-2805587,86-2804865,87-2806094,88-2805553,89-2805205,90-2805308,91-2804420,92-2806239,93-2802371,94-2802441,95-2802955,96-2802945,97-2802936,98-2802918,99-2802864,100-2802824,101-2802618,102-2802176,103-2802169,104-2802154,105-2801846,106-2802103,107-2802052,108-2801847,109-2801990,110-2801996,111-2802015,112-2802035,113-2802609,114-2802689,115-2802699,116-2802710,117-2802716,118-2802722,119-2802707,120-2802715,121-2802729,122-2805440,123-2802632,124-2803129,125-2803120,126-2805594,127-2803099,128-2803071,129-2803082,130-2803079,131-2803068,132-2803630,133-2805651,134-2800372,135-2807637,136-2805746,137-2805747,138-2806935,139-2806814
69-2806759,0,0.42621000000000003,0.66425,1.4128129999999999,2.039474,2.597654,3.316763,3.506733,3.961412,4.472896,4.790271000000001,5.544692,5.946759,6.171681,6.473978000000001,6.680121000000001,6.902561,7.140547000000001,7.526327,7.703043,7.8921790000000005,8.307491,8.809579000000001,9.933093000000001,12.047377000000001,12.497178000000002,14.618139000000001,14.741835000000002,14.872511000000001,15.218256,16.038138,16.28906,16.641021,16.887321999999998,17.259503999999996,17.660221999999997,18.083038999999996,18.384449999999998,18.856267999999996,19.130727999999998,19.426595,20.264467999999997,20.513671999999996,20.835289999999997,21.198662999999996,21.893730999999995,22.285598999999994,22.889562999999995,23.149131999999994,23.548300999999995,24.243160999999994,24.472516999999993,24.971297999999994,25.169731999999993,25.427398999999994,25.728382999999994,26.014642999999992,26.207319999999992,26.50826499999999,26.96127599999999,27.26304199999999,27.52387999999999,27.73509099999999,28.04236699999999,28.378130999999993,29.267673999999992,30.064888999999994,30.380165999999992,30.833809999999993,31.227007999999994,31.903205999999994
70-2806767,,0,0.23804,0.986603,1.613264,2.171444,2.890553,3.0805230000000003,3.5352020000000004,4.046686,4.364061,5.118482,5.520549,5.745471,6.0477680000000005,6.253911,6.476351,6.714337,7.100117000000001,7.276833000000001,7.465969000000001,7.881281000000001,8.383369000000002,9.506883000000002,11.621167000000002,12.070968000000002,14.191929000000002,14.315625000000002,14.446301000000002,14.792046000000003,15.611928000000002,15.862850000000002,16.214811,16.461112,16.833294,17.234012,17.656829,17.95824,18.430058,18.704518,19.000385,19.838258,20.087462,20.40908,20.772453,21.467520999999998,21.859388999999997,22.463352999999998,22.722921999999997,23.122090999999998,23.816950999999996,24.046306999999995,24.545087999999996,24.743521999999995,25.001188999999997,25.302172999999996,25.588432999999995,25.781109999999995,26.082054999999993,26.535065999999993,26.836831999999994,27.097669999999994,27.308880999999992,27.616156999999994,27.951920999999995,28.841463999999995,29.638678999999996,29.953955999999994,30.407599999999995,30.800797999999997,31.476995999999996
71-2807087,,,0,0.748563,1.3752239999999998,1.933404,2.652513,2.842483,3.297162,3.8086460000000004,4.126021000000001,4.880442,5.282509,5.507431,5.809728000000001,6.015871000000001,6.238311,6.476297000000001,6.862077000000001,7.038793000000001,7.227929000000001,7.6432410000000015,8.145329000000002,9.268843000000002,11.383127000000002,11.832928000000003,13.953889000000002,14.077585000000003,14.208261000000002,14.554006000000001,15.373888,15.62481,15.976771,16.223072,16.595253999999997,16.995972,17.418788999999997,17.7202,18.192017999999997,18.466478,18.762345,19.600217999999998,19.849421999999997,20.171039999999998,20.534412999999997,21.229480999999996,21.621348999999995,22.225312999999996,22.484881999999995,22.884050999999996,23.578910999999994,23.808266999999994,24.307047999999995,24.505481999999994,24.763148999999995,25.064132999999995,25.350392999999993,25.543069999999993,25.84401499999999,26.297025999999992,26.598791999999992,26.859629999999992,27.07084099999999,27.378116999999992,27.713880999999994,28.603423999999993,29.400638999999995,29.715915999999993,30.169559999999993,30.562757999999995,31.238955999999995
72-2806757,,,,0,0.6266609999999999,1.184841,1.90395,2.0939200000000002,2.5485990000000003,3.0600830000000006,3.3774580000000007,4.1318790000000005,4.533946,4.7588680000000005,5.061165000000001,5.267308000000001,5.4897480000000005,5.727734000000001,6.113514,6.29023,6.479366000000001,6.894678000000001,7.396766,8.52028,10.634564,11.084365,13.205326,13.329022,13.459698,13.805443,14.625325,14.876247,15.228207999999999,15.474509,15.846691,16.247409,16.670226,16.971637,17.443455,17.717915,18.013782000000003,18.851655,19.100859,19.422477,19.78585,20.480918,20.872785999999998,21.47675,21.736318999999998,22.135488,22.830347999999997,23.059703999999996,23.558484999999997,23.756918999999996,24.014585999999998,24.315569999999997,24.601829999999996,24.794506999999996,25.095451999999995,25.548462999999995,25.850228999999995,26.111066999999995,26.322277999999994,26.629553999999995,26.965317999999996,27.854860999999996,28.652075999999997,28.967352999999996,29.420996999999996,29.814194999999998,30.490392999999997
73-2803768,,,,,0,0.55818,1.2772890000000001,1.467259,1.9219380000000001,2.433422,2.7507970000000004,3.505218,3.9072850000000003,4.132207,4.4345040000000004,4.640647,4.863087,5.101073,5.486853,5.663569,5.852705,6.268017,6.770105,7.893619,10.007903,10.457704000000001,12.578665,12.702361000000002,12.833037000000001,13.178782000000002,13.998664000000002,14.249586,14.601547,14.847848,15.220030000000001,15.620748,16.043565,16.344976000000003,16.816794,17.091254000000003,17.387121000000004,18.224994000000002,18.474198,18.795816000000002,19.159189,19.854257,20.246125,20.850089,21.109658,21.508827,22.203687,22.433042999999998,22.931824,23.130257999999998,23.387925,23.688909,23.975168999999998,24.167845999999997,24.468790999999996,24.921801999999996,25.223567999999997,25.484405999999996,25.695616999999995,26.002892999999997,26.338656999999998,27.228199999999998,28.025415,28.340691999999997,28.794335999999998,29.187534,29.863732
74-2803666,,,,,,0,0.719109,0.909079,1.363758,1.875242,2.1926170000000003,2.947038,3.349105,3.574027,3.876324,4.082467,4.304907,4.542893,4.928673,5.105389,5.294525,5.709837,6.211925,7.335439,9.449723,9.899524000000001,12.020485,12.144181000000001,12.274857,12.620602000000002,13.440484000000001,13.691406,14.043367,14.289668,14.661850000000001,15.062568,15.485385,15.786796,16.258614,16.533074000000003,16.828941000000004,17.666814000000002,17.916018,18.237636000000002,18.601009,19.296077,19.687945,20.291909,20.551478,20.950647,21.645507,21.874862999999998,22.373644,22.572077999999998,22.829745,23.130729,23.416988999999997,23.609665999999997,23.910610999999996,24.363621999999996,24.665387999999997,24.926225999999996,25.137436999999995,25.444712999999997,25.780476999999998,26.670019999999997,27.467235,27.782511999999997,28.236155999999998,28.629354,29.305552
75-2804907,,,,,,,0,0.18997,0.644649,1.156133,1.473508,2.227929,2.6299960000000002,2.854918,3.157215,3.363358,3.585798,3.823784,4.209564,4.38628,4.575416000000001,4.990728000000001,5.492816,6.6163300000000005,8.730614000000001,9.180415000000002,11.301376000000001,11.425072000000002,11.555748000000001,11.901493000000002,12.721375000000002,12.972297000000001,13.324258,13.570559000000001,13.942741000000002,14.343459000000001,14.766276000000001,15.067687000000001,15.539505000000002,15.813965000000001,16.109832,16.947705,17.196908999999998,17.518527,17.881899999999998,18.576967999999997,18.968835999999996,19.572799999999997,19.832368999999996,20.231537999999997,20.926397999999995,21.155753999999995,21.654534999999996,21.852968999999995,22.110635999999996,22.411619999999996,22.697879999999994,22.890556999999994,23.191501999999993,23.644512999999993,23.946278999999993,24.207116999999993,24.418327999999992,24.725603999999993,25.061367999999995,25.950910999999994,26.748125999999996,27.063402999999994,27.517046999999994,27.910244999999996,28.586442999999996
76-2803796,,,,,,,,0,0.454679,0.9661630000000001,1.283538,2.037959,2.440026,2.664948,2.9672449999999997,3.1733879999999997,3.395828,3.6338139999999997,4.019594,4.1963099999999995,4.385446,4.800758,5.302846,6.42636,8.540644,8.990445000000001,11.111406,11.235102000000001,11.365778,11.711523,12.531405,12.782326999999999,13.134287999999998,13.380588999999999,13.752771,14.153488999999999,14.576305999999999,14.877716999999999,15.349535,15.623994999999999,15.919861999999998,16.757734999999997,17.006938999999996,17.328556999999996,17.691929999999996,18.386997999999995,18.778865999999994,19.382829999999995,19.642398999999994,20.041567999999994,20.736427999999993,20.965783999999992,21.464564999999993,21.662998999999992,21.920665999999994,22.221649999999993,22.507909999999992,22.70058699999999,23.00153199999999,23.45454299999999,23.75630899999999,24.01714699999999,24.22835799999999,24.53563399999999,24.871397999999992,25.760940999999992,26.558155999999993,26.87343299999999,27.327076999999992,27.720274999999994,28.396472999999993
77-2802358,,,,,,,,,0,0.511484,0.828859,1.58328,1.985347,2.210269,2.5125659999999996,2.7187089999999996,2.941149,3.1791349999999996,3.5649149999999996,3.7416309999999995,3.9307669999999995,4.346079,4.848166999999999,5.971680999999999,8.085965,8.535766,10.656727,10.780423,10.911099,11.256844000000001,12.076726,12.327648,12.679609,12.92591,13.298092,13.69881,14.121627,14.423038,14.894856,15.169316,15.465183,16.303055999999998,16.552259999999997,16.873877999999998,17.237250999999997,17.932318999999996,18.324186999999995,18.928150999999996,19.187719999999995,19.586888999999996,20.281748999999994,20.511104999999993,21.009885999999995,21.208319999999993,21.465986999999995,21.766970999999995,22.053230999999993,22.245907999999993,22.54685299999999,22.99986399999999,23.301629999999992,23.562467999999992,23.77367899999999,24.080954999999992,24.416718999999993,25.306261999999993,26.103476999999994,26.418753999999993,26.872397999999993,27.265595999999995,27.941793999999994
78-2804867,,,,,,,,,,0,0.317375,1.071796,1.473863,1.698785,2.001082,2.2072249999999998,2.429665,2.6676509999999998,3.053431,3.2301469999999997,3.4192829999999996,3.8345949999999998,4.336683,5.460197,7.5744810000000005,8.024282000000001,10.145243,10.268939000000001,10.399615,10.745360000000002,11.565242000000001,11.816164,12.168125,12.414426,12.786608000000001,13.187326,13.610143,13.911554,14.383372000000001,14.657832,14.953699,15.791572,16.040776,16.362394000000002,16.725767,17.420835,17.812703,18.416667,18.676236,19.075405,19.770265,19.999620999999998,20.498402,20.696835999999998,20.954503,21.255487,21.541746999999997,21.734423999999997,22.035368999999996,22.488379999999996,22.790145999999996,23.050983999999996,23.262194999999995,23.569470999999997,23.905234999999998,24.794777999999997,25.591993,25.907269999999997,26.360913999999998,26.754112,27.43031
