순번_정류장ID,1-2800563,2-2807520,3-2807504,4-2803359,5-2803214,1-2801795,2-2801793,3-2801779,4-2801766,5-2801756,6-2801749,7-2801743,8-2801185,9-2801687,10-2801184,11-2801665,12-2801604,13-2801520,14-2801485,15-2801450,16-2804871,17-2801387,18-2801368,19-2801353,20-2801350,21-2801330,22-2801287,23-2801270,24-2801057,25-2801035,26-2801027,27-2800998,28-2800971,29-2800841,30-2800840,31-2800839,32-2800981,33-2800992,34-2800526,35-2800528,36-2800532,37-2800535,38-2800544,39-2804975,40-2800560,41-2800569,42-2807222,43-2800563,44-2806626,45-2807223,1-2800840,2-2800839,3-2800981,4-2800992,5-2800526,6-2800528,7-2800532,8-2800535,9-2800544,10-2804975,11-2800560,12-2800569,13-2807222,14-2800563,15-2807520,16-2807504,17-2803359,18-2803214,19-2805065
1-2800563,0,9.8412,22.00687,22.184547,22.469599,22.880661999999997,23.114554999999996,23.481874999999995,23.853145999999995,24.257603999999994,24.588192999999993,25.132884999999995,25.524764999999995,25.996128999999996,26.263812999999995,26.908762999999997,27.442434999999996,27.753442999999997,28.072667999999997,28.411266999999995,28.705667999999996,29.043349999999997,29.452964999999995,29.616995999999997,29.912737999999997,30.344210999999998,30.738573,31.753484,32.117582,32.284966,32.715855999999995,33.07629299999999,33.65737299999999,34.15779499999999,34.46032399999999,34.78463399999999,35.13959799999999,37.10285799999999,37.43133799999999,37.81671199999999,38.23572199999999,39.05758499999999,39.35390199999999,40.68525599999999,41.41579999999999,41.74732299999999,42.10228399999999,42.67316899999999,43.36167799999999,43.83265999999999,44.13518899999999,44.45949899999999,44.81446299999999,46.77772299999999,47.10620299999999,47.491576999999985,47.910586999999985,48.732449999999986,49.02876699999999,50.360120999999985,51.09066499999999,51.422187999999984,51.77714899999999,54.10693099999999,63.94813099999999,76.113801,76.291478,76.57652999999999,80.760999
2-2807520,,0,12.16567,12.343347,12.628399,13.039462,13.273355,13.640675,14.011946,14.416404,14.746993,15.291685,15.683565,16.154929,16.422613,17.067563,17.601235,17.912243,18.231468,18.570066999999998,18.864468,19.20215,19.611765,19.775796,20.071538,20.503011,20.897373,21.912284000000003,22.276382,22.443766,22.874656,23.235093000000003,23.816173000000003,24.316595000000003,24.619124000000003,24.943434000000003,25.298398000000002,27.261658,27.590138,27.975512,28.394522,29.216385,29.512701999999997,30.844056,31.574599999999997,31.906122999999997,32.261084,32.831968999999994,33.520478,33.99146,34.293988999999996,34.61829899999999,34.973262999999996,36.936522999999994,37.26500299999999,37.65037699999999,38.06938699999999,38.89124999999999,39.187566999999994,40.51892099999999,41.249464999999994,41.58098799999999,41.935948999999994,44.265730999999995,54.106930999999996,66.272601,66.450278,66.73532999999999,70.91979899999998
3-2807504,,,0,0.177677,0.46272899999999995,0.8737919999999999,1.1076849999999998,1.475005,1.846276,2.250734,2.581323,3.1260149999999998,3.5178949999999998,3.9892589999999997,4.256943,4.901892999999999,5.4355649999999995,5.746573,6.065798,6.404397,6.698798,7.03648,7.446095,7.610125999999999,7.905867999999999,8.337340999999999,8.731702999999998,9.746613999999997,10.110711999999998,10.278095999999998,10.708985999999998,11.069422999999997,11.650502999999997,12.150924999999997,12.453453999999997,12.777763999999998,13.132727999999998,15.095987999999998,15.424468,15.809842,16.228852,17.050715,17.347032,18.678386,19.408929999999998,19.740453,20.095413999999998,20.666299,21.354808,21.825789999999998,22.128318999999998,22.452628999999998,22.807592999999997,24.770852999999995,25.099332999999994,25.484706999999993,25.903716999999993,26.725579999999994,27.021896999999992,28.353250999999993,29.08379499999999,29.415317999999992,29.77027899999999,32.10006099999999,41.94126099999999,54.10693099999999,54.28460799999999,54.56965999999999,58.75412899999999
4-2803359,,,,0,0.28505199999999997,0.696115,0.9300080000000001,1.297328,1.668599,2.073057,2.4036459999999997,2.9483379999999997,3.3402179999999997,3.8115819999999996,4.079266,4.724215999999999,5.2578879999999995,5.568896,5.888121,6.22672,6.521121,6.858803,7.268418,7.432448999999999,7.728190999999999,8.159664,8.554025999999999,9.568936999999998,9.933034999999999,10.100418999999999,10.531308999999998,10.891745999999998,11.472825999999998,11.973247999999998,12.275776999999998,12.600086999999998,12.955051,14.918311,15.246791,15.632165,16.051175,16.873038,17.169355,18.500709,19.231253,19.562776,19.917737,20.488622,21.177131,21.648113,21.950642,22.274952,22.629915999999998,24.593175999999996,24.921655999999995,25.307029999999994,25.726039999999994,26.547902999999994,26.844219999999993,28.175573999999994,28.906117999999992,29.237640999999993,29.592601999999992,31.922383999999994,41.763583999999994,53.92925399999999,54.106930999999996,54.391982999999996,58.576451999999996
5-2803214,,,,,0,0.411063,0.644956,1.012276,1.383547,1.788005,2.118594,2.663286,3.055166,3.5265299999999997,3.7942139999999998,4.439164,4.972836,5.283844,5.6030690000000005,5.941668000000001,6.2360690000000005,6.573751000000001,6.983366,7.147397,7.4431389999999995,7.874611999999999,8.268973999999998,9.283884999999998,9.647982999999998,9.815366999999998,10.246256999999998,10.606693999999997,11.187773999999997,11.688195999999998,11.990724999999998,12.315034999999998,12.669998999999999,14.633258999999999,14.961739,15.347113,15.766123,16.587986,16.884303,18.215657,18.946201,19.277724,19.632685,20.20357,20.892079,21.363061,21.665589999999998,21.9899,22.344863999999998,24.308123999999996,24.636603999999995,25.021977999999994,25.440987999999994,26.262850999999994,26.559167999999993,27.890521999999994,28.621065999999992,28.952588999999993,29.307549999999992,31.637331999999994,41.478531999999994,53.64420199999999,53.821878999999996,54.106930999999996,58.291399999999996
1-2801795,,,,,,0.0,0.233893,0.601213,0.972484,1.376942,1.7075310000000001,2.252223,2.644103,3.1154669999999998,3.383151,4.0281009999999995,4.561773,4.872781,5.192006,5.530605,5.825006,6.162688,6.572303,6.736333999999999,7.032075999999999,7.463548999999999,7.857910999999999,8.872822,9.23692,9.404304,9.835194,10.195630999999999,10.776710999999999,11.277133,11.579661999999999,11.903972,12.258936,14.222196,14.550676000000001,14.936050000000002,15.355060000000002,16.176923000000002,16.47324,17.804594,18.535138,18.866661,19.221622,19.792507,20.481016,20.951998,21.254527,21.578837,21.933801,23.897060999999997,24.225540999999996,24.610914999999995,25.029924999999995,25.851787999999996,26.148104999999994,27.479458999999995,28.210002999999993,28.541525999999994,28.896486999999993,31.226268999999995,41.067468999999996,53.233138999999994,53.410816,53.695868,57.880337
2-2801793,,,,,,,0.0,0.36732,0.738591,1.143049,1.473638,2.0183299999999997,2.4102099999999997,2.8815739999999996,3.1492579999999997,3.794208,4.3278799999999995,4.638888,4.958113,5.296712,5.591113,5.928795,6.33841,6.502440999999999,6.798182999999999,7.2296559999999985,7.624017999999999,8.638929,9.003027,9.170411,9.601301,9.961737999999999,10.542817999999999,11.043239999999999,11.345768999999999,11.670079,12.025043,13.988303,14.316783000000001,14.702157000000001,15.121167000000002,15.943030000000002,16.239347000000002,17.570701000000003,18.301245,18.632768000000002,18.987729,19.558614000000002,20.247123000000002,20.718105,21.020634,21.344944,21.699908,23.663168,23.991647999999998,24.377021999999997,24.796031999999997,25.617894999999997,25.914211999999996,27.245565999999997,27.976109999999995,28.307632999999996,28.662593999999995,30.992375999999993,40.833575999999994,52.99924599999999,53.176922999999995,53.461974999999995,57.646443999999995
3-2801779,,,,,,,,0.0,0.371271,0.775729,1.106318,1.6510099999999999,2.04289,2.5142539999999998,2.781938,3.426888,3.96056,4.271568,4.590793000000001,4.929392000000001,5.223793000000001,5.561475000000001,5.97109,6.135121,6.4308629999999996,6.862335999999999,7.256697999999999,8.271609,8.635707,8.803091,9.233981,9.594418,10.175498,10.67592,10.978449,11.302759,11.657723,13.620983,13.949463000000002,14.334837000000002,14.753847000000002,15.575710000000003,15.872027000000003,17.203381000000004,17.933925000000002,18.265448000000003,18.620409000000002,19.191294000000003,19.879803000000003,20.350785000000002,20.653314,20.977624000000002,21.332588,23.295848,23.624328,24.009701999999997,24.428711999999997,25.250574999999998,25.546891999999996,26.878245999999997,27.608789999999996,27.940312999999996,28.295273999999996,30.625055999999994,40.466255999999994,52.63192599999999,52.809602999999996,53.094654999999996,57.279123999999996
4-2801766,,,,,,,,,0.0,0.404458,0.735047,1.279739,1.671619,2.142983,2.410667,3.0556170000000002,3.5892890000000004,3.9002970000000006,4.219522,4.558121000000001,4.8525220000000004,5.1902040000000005,5.599819,5.76385,6.059591999999999,6.491064999999999,6.885426999999999,7.900338,8.264436,8.43182,8.86271,9.223146999999999,9.804227,10.304649,10.607178,10.931488,11.286452,13.249712,13.578192000000001,13.963566000000002,14.382576000000002,15.204439000000002,15.500756000000003,16.832110000000004,17.562654000000002,17.894177000000003,18.249138000000002,18.820023000000003,19.508532000000002,19.979514,20.282043,20.606353000000002,20.961317,22.924577,23.253057,23.638430999999997,24.057440999999997,24.879303999999998,25.175620999999996,26.506974999999997,27.237518999999995,27.569041999999996,27.924002999999995,30.253784999999993,40.094984999999994,52.26065499999999,52.438331999999996,52.723383999999996,56.907852999999996
5-2801756,,,,,,,,,,0.0,0.33058899999999997,0.875281,1.267161,1.738525,2.006209,2.6511590000000003,3.1848310000000004,3.4958390000000006,3.8150640000000005,4.153663000000001,4.4480640000000005,4.7857460000000005,5.195361,5.359392,5.655133999999999,6.086606999999999,6.480968999999999,7.49588,7.859978,8.027362,8.458252,8.818689,9.399769,9.900191,10.20272,10.52703,10.881994,12.845254,13.173734000000001,13.559108000000002,13.978118000000002,14.799981000000002,15.096298000000003,16.427652000000002,17.158196,17.489719,17.84468,18.415565,19.104074,19.575056,19.877585,20.201895,20.556859,22.520118999999998,22.848598999999997,23.233972999999995,23.652982999999995,24.474845999999996,24.771162999999994,26.102516999999995,26.833060999999994,27.164583999999994,27.519544999999994,29.849326999999995,39.690526999999996,51.856196999999995,52.033874,52.318926,56.503395
