순번_정류장ID,1-2804935,2-2803261,3-2806613,4-2803246,5-2803245,6-2804860,7-2803247,8-2803235,9-2803238,10-2803228,11-2803224,12-2803220,13-2803218,14-2803232,15-2803181,16-2803260,17-2803270,18-2803269,19-2803267,20-2806495,21-2802802,22-2802790,23-2802606,24-2802764,25-2802635,26-2802730,27-2802727,28-2802734,29-2802752,30-2802748,31-2802738,32-2802714,33-2802696,34-2802012,35-2806038,36-2801801,37-2801793,38-2801779,39-2801766,40-2801756,41-2801749,42-2801743,43-2801185,44-2801687,45-2801184,46-2801659,47-2801612,48-2801582,49-2801516,50-2801498,51-2801460,52-2801419,53-2801407,54-2801410,55-2801427,56-2801443,57-2801471,58-2801473,59-2801486,60-2801519,61-2801571,62-2801610
1-2804935,0,0.179229,0.40510199999999996,0.591245,0.893841,1.093256,1.6798190000000002,2.2556990000000003,2.6135590000000004,2.7825930000000003,3.058158,3.3737730000000004,4.1012010000000005,4.506401,4.754688000000001,5.204813000000001,5.431261000000001,5.893195000000001,6.210719000000001,6.497816000000001,6.862711000000001,7.216062000000001,7.439296000000001,8.059069000000001,8.557968,9.012983,9.432745,9.931785000000001,10.234321000000001,10.621770000000001,11.347409,11.690931,12.289647,12.490899,12.852574,13.103481,13.337374,13.704694,14.075965,14.480423,14.811012,15.355704,15.747584,16.218948,16.593876,17.069216,17.324087000000002,17.677505000000004,17.926447000000003,18.516111000000002,18.866824,19.086323,19.318274,19.459839,19.656969,19.880878,20.014021,20.345861,20.628096,20.790057,21.141279,21.520634
2-2803261,,0,0.225873,0.412016,0.714612,0.914027,1.50059,2.07647,2.43433,2.603364,2.878929,3.194544,3.9219720000000002,4.327172,4.575459,5.025584,5.252032000000001,5.713966000000001,6.031490000000001,6.318587000000001,6.683482000000001,7.036833000000001,7.260067,7.87984,8.378739,8.833753999999999,9.253516,9.752556,10.055092,10.442541,11.16818,11.511702,12.110418,12.31167,12.673345,12.924252,13.158145,13.525464999999999,13.896735999999999,14.301193999999999,14.631782999999999,15.176474999999998,15.568354999999999,16.039718999999998,16.414647,16.889986999999998,17.144858,17.498276,17.747218,18.336882,18.687594999999998,18.907093999999997,19.139044999999996,19.280609999999996,19.477739999999997,19.701648999999996,19.834791999999997,20.166631999999996,20.448866999999996,20.610827999999998,20.962049999999998,21.341404999999998
3-2806613,,,0,0.186143,0.488739,0.6881539999999999,1.2747169999999999,1.850597,2.208457,2.377491,2.653056,2.968671,3.6960990000000002,4.101299,4.349586,4.799711,5.026159000000001,5.488093000000001,5.805617000000001,6.092714000000001,6.457609000000001,6.810960000000001,7.034194,7.653967,8.152866,8.607880999999999,9.027643,9.526683,9.829219,10.216668,10.942307,11.285829,11.884545,12.085797,12.447472,12.698379,12.932272,13.299591999999999,13.670862999999999,14.075320999999999,14.405909999999999,14.950601999999998,15.342481999999999,15.813845999999998,16.188774,16.664113999999998,16.918985,17.272403,17.521345,18.111009,18.461721999999998,18.681220999999997,18.913171999999996,19.054736999999996,19.251866999999997,19.475775999999996,19.608918999999997,19.940758999999996,20.222993999999996,20.384954999999998,20.736176999999998,21.115531999999998
4-2803246,,,,0,0.302596,0.502011,1.088574,1.664454,2.022314,2.191348,2.466913,2.782528,3.509956,3.9151559999999996,4.163443,4.613568,4.840016,5.301950000000001,5.619474,5.9065710000000005,6.271466,6.624817,6.848051,7.467824,7.966723,8.421738,8.8415,9.34054,9.643076,10.030525,10.756164,11.099686,11.698402,11.899654,12.261329,12.512236,12.746129,13.113449,13.48472,13.889178,14.219767,14.764458999999999,15.156339,15.627702999999999,16.002630999999997,16.477970999999997,16.732841999999998,17.08626,17.335202,17.924865999999998,18.275578999999997,18.495077999999996,18.727028999999995,18.868593999999995,19.065723999999996,19.289632999999995,19.422775999999995,19.754615999999995,20.036850999999995,20.198811999999997,20.550033999999997,20.929388999999997
5-2803245,,,,,0,0.199415,0.7859780000000001,1.3618580000000002,1.7197180000000003,1.8887520000000002,2.164317,2.4799320000000002,3.2073600000000004,3.61256,3.860847,4.3109720000000005,4.537420000000001,4.999354000000001,5.316878000000001,5.603975000000001,5.968870000000001,6.322221000000001,6.5454550000000005,7.165228000000001,7.664127000000001,8.119142,8.538904,9.037944000000001,9.340480000000001,9.727929000000001,10.453568,10.79709,11.395806,11.597058,11.958733,12.20964,12.443533,12.810853,13.182124,13.586582,13.917171,14.461863,14.853743,15.325107,15.700035,16.175375,16.430246,16.783664,17.032606,17.62227,17.972983,18.192482,18.424432999999997,18.565997999999997,18.763128,18.987036999999997,19.120179999999998,19.452019999999997,19.734254999999997,19.896216,20.247438,20.626793
6-2804860,,,,,,0,0.5865630000000001,1.1624430000000001,1.5203030000000002,1.689337,1.9649020000000001,2.280517,3.0079450000000003,3.413145,3.661432,4.111557,4.338005000000001,4.799939000000001,5.117463000000001,5.404560000000001,5.769455000000001,6.122806000000001,6.34604,6.965813000000001,7.4647120000000005,7.919727,8.339489,8.838529000000001,9.141065000000001,9.528514000000001,10.254153,10.597675,11.196391,11.397643,11.759318,12.010225,12.244118,12.611438,12.982709,13.387167,13.717756,14.262448,14.654328,15.125691999999999,15.50062,15.975959999999999,16.230831,16.584249,16.833191,17.422855,17.773567999999997,17.993066999999996,18.225017999999995,18.366582999999995,18.563712999999996,18.787621999999995,18.920764999999996,19.252604999999996,19.534839999999996,19.696800999999997,20.048022999999997,20.427377999999997
7-2803247,,,,,,,0,0.5758800000000001,0.93374,1.102774,1.378339,1.693954,2.421382,2.826582,3.074869,3.524994,3.751442,4.213376,4.5309,4.817997,5.182892,5.536243,5.7594769999999995,6.379249999999999,6.878148999999999,7.333163999999998,7.752925999999999,8.251966,8.554502,8.941951,9.667589999999999,10.011111999999999,10.609827999999998,10.811079999999999,11.172754999999999,11.423661999999998,11.657554999999999,12.024874999999998,12.396145999999998,12.800603999999998,13.131192999999998,13.675884999999997,14.067764999999998,14.539128999999997,14.914056999999998,15.389396999999997,15.644267999999997,15.997685999999996,16.246627999999998,16.836291999999997,17.187004999999996,17.406503999999995,17.638454999999993,17.780019999999993,17.977149999999995,18.201058999999994,18.334201999999994,18.666041999999994,18.948276999999994,19.110237999999995,19.461459999999995,19.840814999999996
8-2803235,,,,,,,,0,0.35786,0.526894,0.802459,1.118074,1.845502,2.250702,2.498989,2.949114,3.1755619999999998,3.6374959999999996,3.9550199999999998,4.2421169999999995,4.607011999999999,4.960362999999999,5.183596999999999,5.803369999999999,6.302268999999999,6.7572839999999985,7.177045999999999,7.676085999999999,7.978621999999999,8.366070999999998,9.091709999999997,9.435231999999997,10.033947999999997,10.235199999999997,10.596874999999997,10.847781999999997,11.081674999999997,11.448994999999996,11.820265999999997,12.224723999999997,12.555312999999996,13.100004999999996,13.491884999999996,13.963248999999996,14.338176999999996,14.813516999999996,15.068387999999995,15.421805999999995,15.670747999999994,16.260411999999995,16.611124999999994,16.830623999999993,17.062574999999992,17.20413999999999,17.401269999999993,17.625178999999992,17.758321999999993,18.090161999999992,18.372396999999992,18.534357999999994,18.885579999999994,19.264934999999994
9-2803238,,,,,,,,,0,0.169034,0.44459899999999997,0.760214,1.487642,1.892842,2.141129,2.5912539999999997,2.8177019999999997,3.2796359999999996,3.5971599999999997,3.884257,4.249152,4.602503,4.825736999999999,5.445509999999999,5.9444089999999985,6.399423999999998,6.819185999999998,7.318225999999998,7.620761999999998,8.008210999999998,8.733849999999997,9.077371999999997,9.676087999999996,9.877339999999997,10.239014999999997,10.489921999999996,10.723814999999997,11.091134999999996,11.462405999999996,11.866863999999996,12.197452999999996,12.742144999999995,13.134024999999996,13.605388999999995,13.980316999999996,14.455656999999995,14.710527999999995,15.063945999999994,15.312887999999994,15.902551999999995,16.253264999999995,16.472763999999994,16.704714999999993,16.846279999999993,17.043409999999994,17.267318999999993,17.400461999999994,17.732301999999994,18.014536999999994,18.176497999999995,18.527719999999995,18.907074999999995
10-2803228,,,,,,,,,,0,0.275565,0.59118,1.318608,1.723808,1.972095,2.42222,2.648668,3.1106019999999996,3.428126,3.715223,4.080118,4.433469,4.656702999999999,5.276475999999999,5.775374999999999,6.230389999999998,6.6501519999999985,7.149191999999998,7.451727999999998,7.8391769999999985,8.564815999999999,8.908337999999999,9.507053999999998,9.708305999999999,10.069980999999999,10.320887999999998,10.554780999999998,10.922100999999998,11.293371999999998,11.697829999999998,12.028418999999998,12.573110999999997,12.964990999999998,13.436354999999997,13.811282999999998,14.286622999999997,14.541493999999997,14.894911999999996,15.143853999999996,15.733517999999997,16.084230999999996,16.303729999999995,16.535680999999993,16.677245999999993,16.874375999999994,17.098284999999994,17.231427999999994,17.563267999999994,17.845502999999994,18.007463999999995,18.358685999999995,18.738040999999996
