순번_정류장ID,1-2801795,2-2801793,3-2801779,4-2801766,5-2801756,6-2801749,7-2801743,8-2801185,9-2801687,10-2801184,11-2801659,12-2801647,13-2806781,14-2801568,15-2801498,16-2801479,17-2801473,18-2801486,19-2801519,20-2801571,21-2801610,22-2807616,23-2807617,24-2806090,25-2800225,26-2800217,27-2800210,28-2800187,29-2800177,30-2800143,31-2803592,32-2801030,33-2801024,34-2801003,35-2800959,36-2800841,37-2800840,38-2800839,39-2800981,40-2800535,41-2800544,42-2804975,43-2800560,44-2800569,45-2807222,46-2800563,47-2807520,48-2807504,49-2803359,50-2803214,51-2805065
1-2801795,0,0.411063,0.644956,1.012276,1.383547,1.788005,2.118594,2.663286,3.055166,3.5265299999999997,3.901458,4.231085,4.779537,5.0326200000000005,5.583029000000001,6.088783000000001,6.295604000000001,6.627444000000001,6.909679000000001,7.07164,7.422862,7.910913000000001,8.146203,8.825195,9.290762,9.572407,10.146162,10.942071,11.666185,12.151732,13.948347000000002,15.326024000000002,15.920124000000001,16.282484,16.948125,17.589776,18.090198,18.392727,18.717037,22.168125,22.989988,23.286305,24.617659,25.348202999999998,25.679726,26.034686999999998,28.364469,38.205669,50.371339,50.549016,50.834068
2-2801793,,0,0.233893,0.601213,0.972484,1.376942,1.7075310000000001,2.252223,2.644103,3.1154669999999998,3.490395,3.820022,4.368474,4.621557,5.171966,5.677720000000001,5.8845410000000005,6.216381,6.498616,6.660577,7.011799,7.49985,7.73514,8.414132,8.879699,9.161344,9.735099,10.531008,11.255122,11.740669,13.537284,14.914961,15.509060999999999,15.871421,16.537062,17.178713,17.679135,17.981664,18.305974,21.757061999999998,22.578924999999998,22.875241999999997,24.206595999999998,24.937139999999996,25.268662999999997,25.623623999999996,27.953405999999994,37.794605999999995,49.96027599999999,50.137952999999996,50.423004999999996
3-2801779,,,0,0.36732,0.738591,1.143049,1.473638,2.0183299999999997,2.4102099999999997,2.8815739999999996,3.256502,3.5861289999999997,4.134581,4.387664,4.938073,5.443827000000001,5.650648,5.982488,6.264723,6.426684,6.777906,7.265957,7.501247,8.180239,8.645806,8.927451,9.501206,10.297115,11.021229,11.506776,13.303391000000001,14.681068000000002,15.275168,15.637528000000001,16.303169,16.94482,17.445242,17.747771,18.072081,21.523169,22.345032,22.641348999999998,23.972703,24.703246999999998,25.034769999999998,25.389730999999998,27.719513,37.560713,49.726383,49.90406,50.189112
4-2801766,,,,0,0.371271,0.775729,1.106318,1.6510099999999999,2.04289,2.5142539999999998,2.889182,3.218809,3.767261,4.020344,4.570753,5.076506999999999,5.283327999999999,5.615167999999999,5.897402999999999,6.059363999999999,6.410585999999999,6.898636999999999,7.133926999999999,7.812918999999999,8.278486,8.560130999999998,9.133885999999999,9.929794999999999,10.653908999999999,11.139456,12.936070999999998,14.313747999999999,14.907847999999998,15.270207999999998,15.935849,16.5775,17.077922,17.380451,17.704761,21.155849,21.977712,22.274029,23.605383,24.335926999999998,24.66745,25.022410999999998,27.352193,37.193393,49.359063,49.53674,49.821792
5-2801756,,,,,0,0.404458,0.735047,1.279739,1.671619,2.142983,2.5179110000000002,2.847538,3.3959900000000003,3.6490730000000005,4.199482000000001,4.705236000000001,4.912057000000001,5.2438970000000005,5.5261320000000005,5.688093,6.039315,6.527366000000001,6.762656000000001,7.441648000000001,7.907215000000001,8.18886,8.762615,9.558524,10.282638,10.768185,12.564800000000002,13.942477000000002,14.536577000000001,14.898937000000002,15.564578000000003,16.206229000000004,16.706651000000004,17.009180000000004,17.333490000000005,20.784578000000003,21.606441000000004,21.902758000000002,23.234112000000003,23.964656,24.296179000000002,24.65114,26.980922,36.822122,48.987792,49.165469,49.450521
6-2801749,,,,,,0,0.33058899999999997,0.875281,1.267161,1.738525,2.1134530000000002,2.44308,2.9915320000000003,3.2446150000000005,3.7950240000000006,4.300778000000001,4.507599000000001,4.8394390000000005,5.1216740000000005,5.283635,5.634857,6.122908000000001,6.358198000000001,7.037190000000001,7.502757000000001,7.784402000000001,8.358157,9.154066,9.87818,10.363727,12.160342,13.538019,14.132119,14.494479,15.160120000000001,15.801771,16.302193,16.604722,16.929032,20.380119999999998,21.201983,21.498299999999997,22.829653999999998,23.560197999999996,23.891720999999997,24.246681999999996,26.576463999999994,36.417663999999995,48.583333999999994,48.761010999999996,49.046063
7-2801743,,,,,,,0,0.544692,0.936572,1.4079359999999999,1.782864,2.112491,2.660943,2.9140260000000002,3.4644350000000004,3.9701890000000004,4.17701,4.50885,4.791085,4.953046,5.3042679999999995,5.792318999999999,6.027608999999999,6.706600999999999,7.172167999999999,7.453812999999999,8.027567999999999,8.823476999999999,9.547590999999999,10.033138,11.829753,13.20743,13.80153,14.16389,14.829531000000001,15.471182,15.971604000000001,16.274133000000003,16.598443000000003,20.049531,20.871394000000002,21.167711,22.499065,23.229609,23.561132,23.916093,26.245874999999998,36.087075,48.252745,48.430422,48.715474
8-2801185,,,,,,,,0,0.39188,0.863244,1.238172,1.567799,2.116251,2.3693340000000003,2.9197430000000004,3.4254970000000005,3.6323180000000006,3.9641580000000007,4.246393000000001,4.408354000000001,4.759576000000001,5.247627000000001,5.482917000000001,6.161909000000001,6.6274760000000015,6.909121000000002,7.482876000000002,8.278785000000003,9.002899000000003,9.488446000000003,11.285061000000002,12.662738000000003,13.256838000000002,13.619198000000003,14.284839000000003,14.926490000000003,15.426912000000003,15.729441000000003,16.053751000000002,19.504839,20.326702,20.623019,21.954373,22.684917,23.01644,23.371401,25.701183,35.542383,47.708053,47.88573,48.170782
9-2801687,,,,,,,,,0,0.471364,0.846292,1.175919,1.724371,1.977454,2.527863,3.033617,3.240438,3.5722780000000003,3.8545130000000003,4.0164740000000005,4.3676960000000005,4.855747000000001,5.091037000000001,5.770029000000001,6.235596000000001,6.517241000000001,7.090996000000001,7.886905000000001,8.611019,9.096566000000001,10.893181000000002,12.270858000000002,12.864958000000001,13.227318000000002,13.892959000000003,14.534610000000002,15.035032000000003,15.337561000000003,15.661871000000003,19.112959000000004,19.934822000000004,20.231139000000002,21.562493000000003,22.293037,22.624560000000002,22.979521000000002,25.309303,35.150503,47.316173,47.49385,47.778902
10-2801184,,,,,,,,,,0,0.37492800000000004,0.704555,1.2530070000000002,1.5060900000000002,2.056499,2.562253,2.7690740000000003,3.1009140000000004,3.3831490000000004,3.54511,3.896332,4.384383,4.619673,5.298665,5.764232,6.045877,6.619632,7.415541,8.139655,8.625202,10.421817,11.799494000000001,12.393594,12.755954000000001,13.421595000000002,14.063246000000001,14.563668000000002,14.866197000000001,15.190507000000002,18.641595000000002,19.463458000000003,19.759775,21.091129000000002,21.821673,22.153196,22.508157,24.837939,34.679139,46.844809,47.022486,47.307538
