순번_정류장ID,54-2803256,55-2803249,56-2803226,57-2803127,58-2803132,59-2803135,60-2803124,61-2805595,62-2803123,63-2803131,64-2803137,65-2805441,66-2802629,67-2807346,68-2807310,69-2807083,70-2802678,71-2802656,72-2803050,73-2800814,74-2800787,75-2800773,76-2800760,77-2800741,78-2800725,79-2800691,80-2800684,81-2800676,82-2800667,83-2800657,84-2800653,85-2800656,86-2800661,87-2800630,88-2806418,89-2806633,90-2805743,91-2804896,92-2805037,93-2805221,94-2805232,95-2805872,96-2805230,97-2805333,98-2805329,99-2805818,100-2805840,101-2805330,102-2807307,103-2807305,104-2805838,105-2805334,106-2807304
54-2803256,0,0.640012,0.848911,1.3947509999999999,1.830871,2.170454,2.550334,2.748023,3.0532719999999998,3.283158,3.5145589999999998,3.9246359999999996,4.315066999999999,5.121172999999999,5.493117999999999,5.824011999999999,6.223151999999999,6.545324999999999,6.864328999999999,7.982445999999999,8.484482999999999,8.758911,9.047312,9.332915999999999,9.723469999999999,9.963672999999998,10.276556999999999,10.616608,10.789138999999999,11.084420999999999,11.443541,11.654186,12.576099,13.069858,13.528202,13.938304,14.191782,14.498479,14.739784,15.081259,15.272917999999999,15.499785999999999,15.718227999999998,17.021766,17.235209,17.557101,17.693877,18.056074,18.666069,19.055011,19.383563,20.528631999999998,20.852463999999998
55-2803249,,0,0.20889899999999997,0.7547389999999999,1.190859,1.5304419999999999,1.9103219999999999,2.108011,2.4132599999999997,2.6431459999999998,2.8745469999999997,3.284624,3.675055,4.481161,4.853106,5.184,5.58314,5.9053130000000005,6.224317,7.342434,7.8444709999999995,8.118898999999999,8.4073,8.692903999999999,9.083457999999998,9.323660999999998,9.636544999999998,9.976595999999999,10.149126999999998,10.444408999999998,10.803529,11.014173999999999,11.936086999999999,12.429846,12.88819,13.298292,13.55177,13.858467,14.099772,14.441247,14.632906,14.859774,15.078216,16.381754,16.595197000000002,16.917089,17.053865000000002,17.416062,18.026057,18.414999,18.743551,19.88862,20.212452
56-2803226,,,0,0.54584,0.9819599999999999,1.321543,1.701423,1.899112,2.204361,2.434247,2.665648,3.0757250000000003,3.4661560000000002,4.2722620000000004,4.644207000000001,4.975101,5.3742410000000005,5.696414000000001,6.015418,7.133535,7.635572,7.91,8.198401,8.484005,8.874559,9.114761999999999,9.427646,9.767697,9.940228,10.23551,10.59463,10.805275,11.727188,12.220947,12.679291000000001,13.089393000000001,13.342871,13.649568,13.890873000000001,14.232348000000002,14.424007000000001,14.650875000000001,14.869317,16.172855000000002,16.386298000000004,16.708190000000002,16.844966000000003,17.207163,17.817158000000003,18.206100000000003,18.534652,19.679721,20.003553
57-2803127,,,,0,0.43612,0.775703,1.155583,1.353272,1.658521,1.888407,2.119808,2.529885,2.920316,3.7264220000000003,4.0983670000000005,4.429261,4.828401,5.150574000000001,5.469578,6.587695,7.089732,7.36416,7.652561,7.938165000000001,8.328719000000001,8.568922,8.881806000000001,9.221857000000002,9.394388000000001,9.689670000000001,10.048790000000002,10.259435000000002,11.181348000000002,11.675107000000002,12.133451000000003,12.543553000000003,12.797031000000002,13.103728000000002,13.345033000000003,13.686508000000003,13.878167000000003,14.105035000000003,14.323477000000002,15.627015000000002,15.840458000000002,16.16235,16.299126,16.661323,17.271318,17.66026,17.988812,19.133881,19.457713
58-2803132,,,,,0,0.33958299999999997,0.719463,0.917152,1.222401,1.452287,1.683688,2.0937650000000003,2.4841960000000003,3.2903020000000005,3.6622470000000007,3.9931410000000005,4.3922810000000005,4.714454000000001,5.033458,6.151575,6.653612,6.92804,7.2164410000000005,7.502045000000001,7.892599000000001,8.132802,8.445686,8.785737000000001,8.958268,9.25355,9.612670000000001,9.823315000000001,10.745228000000001,11.238987000000002,11.697331000000002,12.107433000000002,12.360911000000002,12.667608000000001,12.908913000000002,13.250388000000001,13.442047,13.668915,13.887357,15.190895,15.404338,15.72623,15.863005999999999,16.225202999999997,16.835198,17.22414,17.552691999999997,18.697760999999996,19.021592999999996
59-2803135,,,,,,0,0.37988,0.577569,0.882818,1.112704,1.3441049999999999,1.754182,2.1446129999999997,2.9507189999999994,3.3226639999999996,3.6535579999999994,4.0526979999999995,4.374871,4.693874999999999,5.811991999999999,6.314028999999999,6.588456999999999,6.8768579999999995,7.162462,7.5530159999999995,7.793219,8.106103,8.446154,8.618685,8.913967,9.273087,9.483732,10.405645,10.899404,11.357748,11.767850000000001,12.021328,12.328025,12.56933,12.910805,13.102464,13.329331999999999,13.547773999999999,14.851311999999998,15.064754999999998,15.386646999999998,15.523422999999998,15.885619999999998,16.495614999999997,16.884556999999997,17.213108999999996,18.358177999999995,18.682009999999995
60-2803124,,,,,,,0,0.197689,0.502938,0.732824,0.9642250000000001,1.3743020000000001,1.764733,2.5708390000000003,2.9427840000000005,3.2736780000000003,3.6728180000000004,3.994991,4.313995,5.432112,5.934149,6.208577,6.496978,6.7825820000000006,7.173136,7.413339000000001,7.726223000000001,8.066274000000002,8.238805000000001,8.534087000000001,8.893207000000002,9.103852000000002,10.025765000000002,10.519524000000002,10.977868000000003,11.387970000000003,11.641448000000002,11.948145000000002,12.189450000000003,12.530925000000003,12.722584000000003,12.949452000000003,13.167894000000002,14.471432000000002,14.684875000000002,15.006767000000002,15.143543000000001,15.505740000000001,16.115735,16.504677,16.833229,17.978298,18.30213
61-2805595,,,,,,,,0,0.305249,0.535135,0.7665360000000001,1.1766130000000001,1.567044,2.37315,2.745095,3.075989,3.475129,3.7973019999999997,4.116306,5.234423,5.736459999999999,6.010888,6.299289,6.584893,6.975447,7.21565,7.5285340000000005,7.868585,8.041116,8.336398,8.695518000000002,8.906163000000001,9.828076000000001,10.321835000000002,10.780179000000002,11.190281000000002,11.443759000000002,11.750456000000002,11.991761000000002,12.333236000000003,12.524895000000003,12.751763000000002,12.970205000000002,14.273743000000001,14.487186000000001,14.809078000000001,14.945854,15.308051,15.918046,16.306988,16.63554,17.780609,18.104440999999998
62-2803123,,,,,,,,,0,0.229886,0.461287,0.871364,1.261795,2.067901,2.439846,2.77074,3.16988,3.492053,3.811057,4.929174,5.431210999999999,5.705639,5.99404,6.279644,6.670198,6.910401,7.223285000000001,7.5633360000000005,7.735867000000001,8.031149000000001,8.390269000000002,8.600914000000001,9.522827000000001,10.016586000000002,10.474930000000002,10.885032000000002,11.138510000000002,11.445207000000002,11.686512000000002,12.027987000000003,12.219646000000003,12.446514000000002,12.664956000000002,13.968494000000002,14.181937000000001,14.503829000000001,14.640605,15.002802,15.612797,16.001739,16.330291,17.47536,17.799191999999998
63-2803131,,,,,,,,,,0,0.23140100000000002,0.641478,1.031909,1.838015,2.2099599999999997,2.5408539999999995,2.9399939999999996,3.2621669999999994,3.5811709999999994,4.699287999999999,5.201324999999999,5.475752999999999,5.7641539999999996,6.049758,6.440312,6.680515,6.993399,7.33345,7.505981,7.8012630000000005,8.160383000000001,8.371028,9.292941,9.786700000000002,10.245044000000002,10.655146000000002,10.908624000000001,11.215321000000001,11.456626000000002,11.798101000000003,11.989760000000002,12.216628000000002,12.435070000000001,13.738608000000001,13.952051,14.273943000000001,14.410719,14.772916,15.382911,15.771853,16.100405,17.245473999999998,17.569305999999997
