순번_정류장ID,48-2801317,49-2801280,50-2801115,51-2800857,52-2800855,53-2800853,54-2800851,55-2805991,56-2805932,57-2806000,58-2801156,59-2806243,60-2806241,61-2806215,62-2807267,63-2807077,64-2807079,65-2806418,66-2806633,67-2806604,68-2806745,69-2806743,70-2805680,71-2800575,72-2800562,73-2800555,74-2800541,75-2800530,76-2800523,77-2800519,78-2800517,79-2800515,80-2804977,81-2800507,82-2800503,83-2805796
48-2801317,0,0.50333,1.066326,1.709864,2.026126,2.48349,2.999505,3.482443,3.650204,3.921104,4.343173,5.133009,5.49082,6.100547000000001,6.682339000000001,6.912161000000001,7.270928000000001,7.409061000000001,7.8674050000000015,8.743009,8.954815,10.024457,10.352212,10.659513,10.877935,11.21617,11.635677,12.115817,12.400704,12.644922,12.803961999999999,12.983608999999998,13.408909999999997,13.642679999999997,13.876654999999996,14.006096999999995
49-2801280,,0,0.562996,1.206534,1.522796,1.9801600000000001,2.496175,2.979113,3.146874,3.417774,3.839843,4.629679,4.98749,5.5972170000000006,6.179009000000001,6.408831000000001,6.767598000000001,6.905731000000001,7.3640750000000015,8.239679000000002,8.451485000000002,9.521127000000002,9.848882000000001,10.156183000000002,10.374605000000003,10.712840000000002,11.132347000000001,11.612487000000002,11.897374000000001,12.141592000000001,12.300632,12.480279,12.905579999999999,13.139349999999999,13.373324999999998,13.502766999999997
50-2801115,,,0,0.643538,0.9598,1.417164,1.933179,2.416117,2.583878,2.854778,3.276847,4.066683,4.424494,5.0342210000000005,5.616013000000001,5.845835000000001,6.204602000000001,6.342735000000001,6.801079000000001,7.6766830000000015,7.888489000000002,8.958131000000002,9.285886000000001,9.593187000000002,9.811609000000002,10.149844000000002,10.569351000000001,11.049491000000002,11.334378000000001,11.578596000000001,11.737636,11.917283,12.342583999999999,12.576353999999998,12.810328999999998,12.939770999999997
51-2800857,,,,0,0.316262,0.773626,1.289641,1.7725790000000001,1.9403400000000002,2.21124,2.633309,3.423145,3.7809559999999998,4.390683,4.972475,5.202297,5.561064,5.699197,6.157541,7.033145,7.244951,8.314593,8.642348,8.949649,9.168071000000001,9.506306,9.925813,10.405953,10.69084,10.935058,11.094097999999999,11.273744999999998,11.699045999999997,11.932815999999997,12.166790999999996,12.296232999999996
52-2800855,,,,,0,0.45736400000000005,0.973379,1.456317,1.6240780000000001,1.894978,2.317047,3.106883,3.4646939999999997,4.074421,4.656213,4.886035,5.244802,5.382935,5.841279,6.716883,6.928689,7.998331,8.326086,8.633387,8.851809000000001,9.190044,9.609551,10.089691,10.374578,10.618796,10.777835999999999,10.957482999999998,11.382783999999997,11.616553999999997,11.850528999999996,11.979970999999995
53-2800853,,,,,,0,0.516015,0.998953,1.166714,1.437614,1.859683,2.6495189999999997,3.0073299999999996,3.6170569999999995,4.198848999999999,4.428671,4.787438,4.925571,5.383915,6.259519,6.471325,7.540967,7.868722,8.176023,8.394445000000001,8.73268,9.152187,9.632327,9.917214,10.161432,10.320471999999999,10.500118999999998,10.925419999999997,11.159189999999997,11.393164999999996,11.522606999999995
54-2800851,,,,,,,0,0.48293800000000003,0.650699,0.9215990000000001,1.343668,2.1335040000000003,2.491315,3.101042,3.682834,3.912656,4.271423,4.409556,4.867900000000001,5.743504000000001,5.955310000000001,7.024952000000001,7.3527070000000005,7.660008,7.878430000000001,8.216665,8.636172,9.116312,9.401199,9.645417,9.804457,9.984103999999999,10.409404999999998,10.643174999999998,10.877149999999997,11.006591999999996
55-2805991,,,,,,,,0,0.167761,0.43866099999999997,0.86073,1.650566,2.008377,2.6181039999999998,3.199896,3.429718,3.7884849999999997,3.9266179999999995,4.384962,5.260566,5.472372,6.542014,6.869769,7.17707,7.395492,7.733727,8.153234,8.633374,8.918261,9.162479,9.321518999999999,9.501165999999998,9.926466999999997,10.160236999999997,10.394211999999996,10.523653999999995
56-2805932,,,,,,,,,0,0.2709,0.692969,1.482805,1.8406159999999998,2.4503429999999997,3.032135,3.2619569999999998,3.6207239999999996,3.7588569999999994,4.217200999999999,5.092804999999999,5.3046109999999995,6.3742529999999995,6.702007999999999,7.009308999999999,7.2277309999999995,7.5659659999999995,7.985473,8.465613,8.750499999999999,8.994717999999999,9.153757999999998,9.333404999999997,9.758705999999997,9.992475999999996,10.226450999999996,10.355892999999995
57-2806000,,,,,,,,,,0,0.42206899999999997,1.211905,1.5697160000000001,2.179443,2.761235,2.991057,3.349824,3.4879569999999998,3.9463009999999996,4.821904999999999,5.033710999999999,6.103352999999999,6.431107999999999,6.738408999999999,6.956830999999999,7.295065999999999,7.714573,8.194713,8.4796,8.723818,8.882857999999999,9.062504999999998,9.487805999999997,9.721575999999997,9.955550999999996,10.084992999999995
