순번_정류장ID,95-2806160,96-2807302,97-2806166,98-2807180,99-2807421,100-2806420,101-2806159,102-2805410,103-2805992,104-2805536,105-2805577,106-2805412,107-2805315,108-2804947,109-2805317,110-2805874,111-2805024,112-2806658,113-2805856,114-2806604,115-2806174,116-2806730,117-2807462,118-2806214,119-2800614,120-2800620,121-2800625,122-2800644,123-2800658,124-2800670,125-2800345,126-2803643,127-2803791,128-2801474,129-2801464,130-2801178,131-2801179,132-2801439,133-2801492,134-2801524,135-2801602,136-2806837,137-2801647,138-2801634,139-2803646,140-2801949,141-2801960,142-2801984,143-2802009,144-2802046,145-2802029,146-2802013,147-2802003,148-2802033,149-2802057,150-2802085,151-2802096,152-2802111,153-2802134,154-2802166,155-2806621,156-2806503,157-2806507,158-2802175,159-2801848,160-2802825,161-2802870,162-2802906,163-2802937,164-2802951,165-2802613,166-2802987,167-2802627,168-2802626,169-2803006,170-2803002,171-2804818,172-2802956,173-2802984,174-2803032,175-2803031,176-2803025,177-2803023,178-2803016,179-2803009,180-2803000,181-2803300,182-2803308,183-2807102,184-2806071,185-2805983,186-2807033
95-2806160,0,0.677351,1.067672,1.823402,2.40441,2.778984,3.0256559999999997,3.501225,3.70316,3.967888,4.604039,4.870774,5.212656,5.373793,5.639505,5.8410649999999995,6.0630299999999995,7.217739,7.554029,7.836536,8.351571999999999,8.567628,9.205791,9.721926,9.8616,10.169286,10.794647999999999,11.177791999999998,11.439826999999998,11.846363999999998,12.414767999999997,14.346181999999997,14.704367999999997,14.944258999999997,15.364477999999997,15.946309999999997,16.235604999999996,16.753706999999995,17.054280999999996,17.527778999999995,17.772394999999996,18.153021999999996,18.439152999999997,19.071747,21.737505,21.957169999999998,22.181335999999998,22.389086,22.780033,23.169159,23.63392,23.998013,24.528992,24.671908,24.913634,25.14105,25.658456,26.314164,26.811716,27.014237,27.34038,27.735871,28.082021,28.347298000000002,28.699102000000003,29.008999000000003,29.664715,30.242614,30.591478,31.338402,31.502022,31.891591000000002,32.17521,32.582825,32.868463,33.280637,33.568163,34.066359,35.151585,35.416525,35.591209,35.684993,35.910098999999995,36.072033999999995,36.231263999999996,36.632577,37.118372,37.761697,38.330217,38.869693999999996,39.143485999999996,39.83537
96-2807302,,0,0.39032100000000003,1.146051,1.727059,2.1016329999999996,2.3483049999999994,2.8238739999999996,3.0258089999999997,3.2905369999999996,3.9266879999999995,4.193422999999999,4.535304999999999,4.696441999999999,4.962153999999999,5.163713999999999,5.385678999999999,6.540387999999998,6.876677999999998,7.159184999999998,7.674220999999998,7.890276999999998,8.528439999999998,9.044574999999998,9.184248999999998,9.491934999999998,10.117296999999997,10.500440999999997,10.762475999999996,11.169012999999996,11.737416999999995,13.668830999999996,14.027016999999995,14.266907999999995,14.687126999999995,15.268958999999995,15.558253999999994,16.076355999999993,16.376929999999994,16.850427999999994,17.095043999999994,17.475670999999995,17.761801999999996,18.394395999999997,21.060153999999997,21.279818999999996,21.503984999999997,21.711734999999997,22.102681999999998,22.491808,22.956569,23.320662,23.851640999999997,23.994556999999997,24.236282999999997,24.463699,24.981105,25.636813,26.134365,26.336886,26.663028999999998,27.058519999999998,27.40467,27.669947,28.021751000000002,28.331648,28.987364,29.565262999999998,29.914126999999997,30.661050999999997,30.824671,31.21424,31.497859000000002,31.905474,32.191112000000004,32.603286000000004,32.890812000000004,33.389008000000004,34.474234,34.739174000000006,34.913858000000005,35.007642000000004,35.232748,35.394683,35.553913,35.955226,36.441021000000006,37.084346000000004,37.652866,38.192343,38.466135,39.158019
97-2806166,,,0,0.75573,1.336738,1.711312,1.957984,2.433553,2.635488,2.900216,3.536367,3.803102,4.144984,4.306121,4.571833,4.7733929999999996,4.9953579999999995,6.150067,6.486357,6.768864,7.2839,7.499956,8.138119,8.654254,8.793928,9.101614,9.726976,10.11012,10.372155,10.778692,11.347095999999999,13.278509999999999,13.636695999999999,13.876586999999999,14.296805999999998,14.878637999999999,15.167932999999998,15.686034999999999,15.986608999999998,16.460106999999997,16.704722999999998,17.08535,17.371481,18.004075,20.669833,20.889498,21.113664,21.321414,21.712361,22.101487000000002,22.566248,22.930341000000002,23.46132,23.604236,23.845962,24.073378,24.590784000000003,25.246492000000003,25.744044000000002,25.946565000000003,26.272708,26.668199,27.014349000000003,27.279626000000004,27.631430000000005,27.941327000000005,28.597043000000006,29.174942000000005,29.523806000000004,30.270730000000004,30.434350000000006,30.823919000000007,31.10753800000001,31.51515300000001,31.800791000000007,32.212965000000004,32.500491000000004,32.998687000000004,34.083913,34.348853000000005,34.523537000000005,34.617321000000004,34.842427,35.004362,35.163592,35.564905,36.050700000000006,36.694025,37.262545,37.802022,38.075814,38.767698
98-2807180,,,,0,0.581008,0.9555819999999999,1.202254,1.6778229999999998,1.8797579999999998,2.1444859999999997,2.7806369999999996,3.0473719999999997,3.3892539999999998,3.550391,3.816103,4.017663,4.239628,5.394337,5.730627,6.013134,6.52817,6.744226,7.382389,7.898524,8.038198,8.345884,8.971246,9.35439,9.616425,10.022962,10.591365999999999,12.52278,12.880965999999999,13.120856999999999,13.541075999999999,14.122907999999999,14.412202999999998,14.930304999999999,15.230878999999998,15.704376999999997,15.948992999999998,16.32962,16.615751,17.248345,19.914103,20.133768,20.357934,20.565684,20.956631,21.345757000000003,21.810518000000002,22.174611000000002,22.70559,22.848506,23.090232,23.317648000000002,23.835054000000003,24.490762000000004,24.988314000000003,25.190835000000003,25.516978,25.912469,26.258619000000003,26.523896000000004,26.875700000000005,27.185597000000005,27.841313000000007,28.419212000000005,28.768076000000004,29.515000000000004,29.678620000000006,30.068189000000007,30.35180800000001,30.75942300000001,31.045061000000008,31.457235000000008,31.744761000000008,32.242957000000004,33.328183,33.593123000000006,33.767807000000005,33.861591000000004,34.086697,34.248632,34.407862,34.809175,35.294970000000006,35.938295000000004,36.506815,37.046292,37.320084,38.011968
99-2807421,,,,,0,0.37457399999999996,0.621246,1.0968149999999999,1.2987499999999998,1.563478,2.199629,2.466364,2.808246,2.969383,3.2350950000000003,3.4366550000000005,3.6586200000000004,4.813329,5.149619,5.432126,5.9471620000000005,6.1632180000000005,6.801381000000001,7.317516000000001,7.4571900000000015,7.764876000000002,8.390238000000002,8.773382000000002,9.035417000000002,9.441954000000003,10.010358000000002,11.941772000000002,12.299958000000002,12.539849000000002,12.960068000000001,13.541900000000002,13.831195000000001,14.349297000000002,14.649871000000001,15.123369,15.367985000000001,15.748612000000001,16.034743000000002,16.667337000000003,19.333095000000004,19.552760000000003,19.776926000000003,19.984676000000004,20.375623000000004,20.764749000000005,21.229510000000005,21.593603000000005,22.124582000000004,22.267498000000003,22.509224000000003,22.736640000000005,23.254046000000006,23.909754000000007,24.407306000000005,24.609827000000006,24.935970000000005,25.331461000000004,25.677611000000006,25.942888000000007,26.29469200000001,26.604589000000008,27.26030500000001,27.838204000000008,28.187068000000007,28.933992000000007,29.09761200000001,29.48718100000001,29.770800000000012,30.17841500000001,30.46405300000001,30.87622700000001,31.16375300000001,31.66194900000001,32.74717500000001,33.012115000000016,33.186799000000015,33.280583000000014,33.50568900000001,33.66762400000001,33.82685400000001,34.22816700000001,34.713962000000016,35.357287000000014,35.92580700000001,36.46528400000001,36.73907600000001,37.43096000000001
100-2806420,,,,,,0,0.24667199999999997,0.7222409999999999,0.9241759999999999,1.188904,1.8250549999999999,2.09179,2.433672,2.594809,2.8605210000000003,3.0620810000000005,3.2840460000000005,4.4387550000000005,4.775045,5.057552,5.5725880000000005,5.788644000000001,6.426807,6.942942,7.082616000000001,7.390302000000001,8.015664000000001,8.398808,8.660843,9.06738,9.635784,11.567198,11.925384,12.165275,12.585493999999999,13.167326,13.456620999999998,13.974723,14.275296999999998,14.748794999999998,14.993410999999998,15.374037999999999,15.660168999999998,16.292762999999997,18.958520999999998,19.178185999999997,19.402351999999997,19.610101999999998,20.001049,20.390175,20.854936,21.219029,21.750007999999998,21.892923999999997,22.134649999999997,22.362066,22.879472,23.53518,24.032732,24.235253,24.561396,24.956887,25.303037,25.568314,25.920118000000002,26.230015,26.885731,27.46363,27.812493999999997,28.559417999999997,28.723038,29.112607,29.396226000000002,29.803841000000002,30.089479,30.501653,30.789179,31.287375,32.372601,32.637541000000006,32.812225000000005,32.906009000000005,33.131115,33.29305,33.45228,33.853593000000004,34.33938800000001,34.982713000000004,35.551233,36.09071,36.364502,37.056386
101-2806159,,,,,,,0,0.47556899999999996,0.677504,0.942232,1.578383,1.845118,2.1870000000000003,2.3481370000000004,2.6138490000000005,2.8154090000000007,3.0373740000000007,4.192083,4.528373,4.81088,5.325916,5.541972,6.180135,6.69627,6.8359440000000005,7.143630000000001,7.768992000000001,8.152136,8.414171,8.820708,9.389111999999999,11.320526,11.678711999999999,11.918603,12.338821999999999,12.920653999999999,13.209948999999998,13.728050999999999,14.028624999999998,14.502122999999997,14.746738999999998,15.127365999999999,15.413496999999998,16.046090999999997,18.711848999999997,18.931513999999996,19.155679999999997,19.363429999999997,19.754376999999998,20.143503,20.608264,20.972357,21.503335999999997,21.646251999999997,21.887977999999997,22.115394,22.6328,23.288508,23.78606,23.988581,24.314724,24.710214999999998,25.056365,25.321642,25.673446000000002,25.983343,26.639059000000003,27.216958,27.565822,28.312746,28.476366000000002,28.865935000000004,29.149554000000006,29.557169000000005,29.842807000000004,30.254981000000004,30.542507000000004,31.040703000000004,32.125929000000006,32.39086900000001,32.56555300000001,32.65933700000001,32.884443000000005,33.046378000000004,33.205608000000005,33.60692100000001,34.09271600000001,34.73604100000001,35.30456100000001,35.844038000000005,36.117830000000005,36.80971400000001
102-2805410,,,,,,,,0,0.201935,0.46666300000000005,1.102814,1.369549,1.711431,1.872568,2.13828,2.33984,2.561805,3.716514,4.052804,4.335311,4.850347,5.066403,5.704566,6.220701,6.360375,6.668061000000001,7.293423000000001,7.676567,7.938602,8.345139,8.913542999999999,10.844956999999999,11.203142999999999,11.443033999999999,11.863252999999998,12.445084999999999,12.734379999999998,13.252481999999999,13.553055999999998,14.026553999999997,14.271169999999998,14.651796999999998,14.937927999999998,15.570521999999997,18.236279999999997,18.455944999999996,18.680110999999997,18.887860999999997,19.278807999999998,19.667934,20.132695,20.496788,21.027766999999997,21.170682999999997,21.412408999999997,21.639825,22.157231,22.812939,23.310491,23.513012,23.839154999999998,24.234645999999998,24.580796,24.846073,25.197877000000002,25.507774,26.163490000000003,26.741389,27.090253,27.837177,28.000797000000002,28.390366000000004,28.673985000000005,29.081600000000005,29.367238000000004,29.779412000000004,30.066938000000004,30.565134000000004,31.650360000000003,31.915300000000002,32.089984,32.183768,32.408874,32.570809,32.730039,33.131352,33.617147,34.260472,34.828992,35.368469,35.642261,36.334145
103-2805992,,,,,,,,,0,0.264728,0.900879,1.167614,1.509496,1.670633,1.936345,2.137905,2.35987,3.514579,3.850869,4.133376,4.648412,4.8644680000000005,5.502631000000001,6.018766000000001,6.1584400000000015,6.466126000000002,7.091488000000002,7.4746320000000015,7.7366670000000015,8.143204,8.711608,10.643022,11.001208,11.241099,11.661318,12.24315,12.532445,13.050547,13.351121,13.824618999999998,14.069234999999999,14.449862,14.735992999999999,15.368586999999998,18.034345,18.254009999999997,18.478175999999998,18.685926,19.076873,19.465999,19.93076,20.294853,20.825832,20.968747999999998,21.210473999999998,21.43789,21.955296,22.611004,23.108556,23.311077,23.63722,24.032711,24.378861,24.644138,24.995942000000003,25.305839000000002,25.961555000000004,26.539454000000003,26.888318,27.635242,27.798862000000003,28.188431000000005,28.472050000000007,28.879665000000006,29.165303000000005,29.577477000000005,29.865003000000005,30.363199000000005,31.448425000000004,31.713365000000003,31.888049000000002,31.981833,32.206939,32.368874,32.528104,32.929417,33.415212000000004,34.058537,34.627057,35.166534,35.440326,36.13221
104-2805536,,,,,,,,,,0,0.636151,0.9028860000000001,1.244768,1.4059050000000002,1.6716170000000001,1.873177,2.095142,3.249851,3.586141,3.868648,4.383684,4.59974,5.237902999999999,5.7540379999999995,5.893712,6.201398,6.82676,7.209904,7.471939,7.878476,8.44688,10.378294,10.73648,10.976371,11.39659,11.978422,12.267717,12.785819,13.086393,13.559890999999999,13.804507,14.185134,14.471264999999999,15.103858999999998,17.769616999999997,17.989281999999996,18.213447999999996,18.421197999999997,18.812144999999997,19.201271,19.666031999999998,20.030124999999998,20.561103999999997,20.704019999999996,20.945745999999996,21.173161999999998,21.690568,22.346276,22.843828,23.046349,23.372491999999998,23.767982999999997,24.114133,24.37941,24.731214,25.041111,25.696827,26.274725999999998,26.623589999999997,27.370513999999996,27.534133999999998,27.923703,28.207322,28.614937,28.900575,29.312749,29.600275,30.098471,31.183697,31.448636999999998,31.623320999999997,31.717104999999997,31.942210999999997,32.104146,32.263376,32.664689,33.150484000000006,33.793809,34.362329,34.901806,35.175598,35.867482
