순번_정류장ID,66-2801276,67-2801240,68-2801161,69-2801158,70-2801159,71-2801409,72-2801449,73-2801493,74-2801515,75-2801589,76-2801619,77-2801658,78-2801672,79-2801684,80-2801718,81-2801741,82-2801750,83-2801755,84-2801765,85-2801773,86-2801774,87-2801787,88-2801992,89-2802022,90-2802038,91-2802672,92-2802683,93-2802685,94-2802695,95-2802702,96-2802707,97-2802715,98-2802729,99-2805440,100-2802632,101-2803129,102-2803120,103-2805594,104-2803115,105-2803134,106-2803231,107-2803226,108-2803217,109-2803219,110-2803223,111-2803227,112-2803239,113-2803240,114-2803236,115-2803248,116-2804859,117-2803205,118-2806612
66-2801276,0,0.481537,0.7997259999999999,1.22059,1.518472,1.766428,2.1419170000000003,2.496442,2.713037,3.092475,3.3550999999999997,3.814597,4.1767330000000005,4.616228,5.098610000000001,5.533184,5.932593000000001,6.315189000000001,6.687947000000001,7.173496000000001,7.349302000000001,7.853931000000001,8.521707000000001,8.929265000000001,9.391517,9.825173,10.334932,10.554326,10.958143999999999,11.288592,11.704899,11.934254999999999,12.433035999999998,12.631469999999998,12.889136999999998,13.190120999999998,13.476380999999998,13.669057999999998,13.964835999999998,14.414834999999998,14.823560999999998,15.223849999999999,15.749813,16.035568,16.358843,16.511198,16.885012,17.257948,17.410987,18.153741999999998,18.255204,18.554081999999998,18.895083999999997
67-2801240,,0,0.318189,0.739053,1.036935,1.284891,1.66038,2.0149049999999997,2.2314999999999996,2.6109379999999995,2.8735629999999994,3.3330599999999997,3.6951959999999997,4.134691,4.617073,5.051647,5.451056,5.833652000000001,6.206410000000001,6.691959000000001,6.867765,7.372394,8.04017,8.447728,8.90998,9.343636,9.853395,10.072789,10.476607,10.807055,11.223362,11.452717999999999,11.951498999999998,12.149932999999999,12.407599999999999,12.708583999999998,12.994843999999999,13.187520999999998,13.483298999999999,13.933297999999999,14.342023999999999,14.742313,15.268276,15.554031,15.877306,16.029661,16.403475,16.776411,16.92945,17.672204999999998,17.773667,18.072544999999998,18.413546999999998
68-2801161,,,0,0.420864,0.7187460000000001,0.9667020000000001,1.3421910000000001,1.6967160000000001,1.9133110000000002,2.292749,2.555374,3.0148710000000003,3.3770070000000003,3.8165020000000003,4.298884,4.733458,5.132867,5.5154630000000004,5.888221000000001,6.37377,6.549576,7.054205,7.7219809999999995,8.129539,8.591790999999999,9.025447,9.535206,9.7546,10.158418,10.488866,10.905173,11.134528999999999,11.633309999999998,11.831743999999999,12.089410999999998,12.390394999999998,12.676654999999998,12.869331999999998,13.165109999999999,13.615108999999999,14.023834999999998,14.424123999999999,14.950087,15.235842,15.559117,15.711472,16.085286,16.458222,16.611261,17.354015999999998,17.455478,17.754355999999998,18.095357999999997
69-2801158,,,,0,0.29788200000000004,0.545838,0.921327,1.275852,1.4924469999999999,1.8718849999999998,2.1345099999999997,2.5940069999999995,2.9561429999999995,3.3956379999999995,3.8780199999999994,4.312593999999999,4.712002999999999,5.094599,5.467357,5.952906,6.128711999999999,6.633341,7.301117,7.7086749999999995,8.170926999999999,8.604582999999998,9.114341999999999,9.333735999999998,9.737553999999998,10.068001999999998,10.484308999999998,10.713664999999997,11.212445999999996,11.410879999999997,11.668546999999997,11.969530999999996,12.255790999999997,12.448467999999997,12.744245999999997,13.194244999999997,13.602970999999997,14.003259999999997,14.529222999999998,14.814977999999998,15.138252999999999,15.290607999999999,15.664421999999998,16.037357999999998,16.190396999999997,16.933151999999996,17.034613999999998,17.333491999999996,17.674493999999996
70-2801159,,,,,0,0.24795599999999998,0.6234449999999999,0.9779699999999999,1.1945649999999999,1.5740029999999998,1.8366279999999997,2.296125,2.658261,3.097756,3.580138,4.014711999999999,4.414121,4.796717,5.169475,5.655024,5.83083,6.335459,7.003235,7.410793,7.873045,8.306701,8.816460000000001,9.035854,9.439672,9.77012,10.186427,10.415783,10.914563999999999,11.112998,11.370664999999999,11.671648999999999,11.957908999999999,12.150585999999999,12.446363999999999,12.896363,13.305088999999999,13.705378,14.231341,14.517096,14.840371000000001,14.992726000000001,15.36654,15.739476,15.892515,16.63527,16.736732,17.03561,17.376611999999998
71-2801409,,,,,,0,0.37548899999999996,0.7300139999999999,0.9466089999999999,1.326047,1.5886719999999999,2.0481689999999997,2.4103049999999997,2.8497999999999997,3.3321819999999995,3.7667559999999995,4.1661649999999995,4.548761,4.921519,5.407068,5.5828739999999994,6.087503,6.755279,7.162837,7.625089,8.058745,8.568504,8.787898,9.191716,9.522164,9.938471,10.167826999999999,10.666607999999998,10.865041999999999,11.122708999999999,11.423692999999998,11.709952999999999,11.902629999999998,12.198407999999999,12.648406999999999,13.057132999999999,13.457422,13.983384999999998,14.269139999999998,14.592414999999999,14.744769999999999,15.118583999999998,15.491519999999998,15.644558999999997,16.387313999999996,16.488775999999998,16.787653999999996,17.128655999999996
72-2801449,,,,,,,0,0.354525,0.57112,0.950558,1.213183,1.67268,2.034816,2.474311,2.956693,3.391267,3.790676,4.173272,4.54603,5.031579,5.2073849999999995,5.712014,6.37979,6.787348,7.2496,7.683256,8.193015,8.412409,8.816227,9.146675,9.562982,9.792337999999999,10.291118999999998,10.489552999999999,10.747219999999999,11.048203999999998,11.334463999999999,11.527140999999999,11.822918999999999,12.272917999999999,12.681643999999999,13.081933,13.607896,13.893651,14.216926,14.369281,14.743095,15.116031,15.26907,16.011824999999998,16.113287,16.412164999999998,16.753166999999998
73-2801493,,,,,,,,0,0.21659499999999998,0.596033,0.858658,1.318155,1.680291,2.119786,2.602168,3.036742,3.4361509999999997,3.8187469999999997,4.191504999999999,4.677053999999999,4.852859999999999,5.357488999999999,6.025264999999999,6.432822999999999,6.895074999999999,7.328730999999999,7.838489999999999,8.057884,8.461701999999999,8.79215,9.208457,9.437812999999998,9.936593999999998,10.135027999999998,10.392694999999998,10.693678999999998,10.979938999999998,11.172615999999998,11.468393999999998,11.918392999999998,12.327118999999998,12.727407999999999,13.253370999999998,13.539125999999998,13.862400999999998,14.014755999999998,14.388569999999998,14.761505999999997,14.914544999999997,15.657299999999998,15.758761999999997,16.057639999999996,16.398641999999995
74-2801515,,,,,,,,,0,0.379438,0.642063,1.10156,1.463696,1.903191,2.385573,2.820147,3.219556,3.602152,3.97491,4.460459,4.636265,5.140893999999999,5.808669999999999,6.216227999999999,6.6784799999999995,7.112136,7.621894999999999,7.841289,8.245106999999999,8.575555,8.991862,9.221217999999999,9.719998999999998,9.918432999999999,10.176099999999998,10.477083999999998,10.763343999999998,10.956020999999998,11.251798999999998,11.701797999999998,12.110523999999998,12.510812999999999,13.036776,13.322531,13.645806,13.798161,14.171975,14.544910999999999,14.697949999999999,15.440705,15.542167,15.841045,16.182047
75-2801589,,,,,,,,,,0,0.262625,0.722122,1.0842580000000002,1.5237530000000001,2.006135,2.440709,2.840118,3.222714,3.595472,4.081021,4.2568269999999995,4.761455999999999,5.429231999999999,5.836789999999999,6.299041999999999,6.732697999999999,7.242456999999999,7.461850999999999,7.865669,8.196117,8.612423999999999,8.841779999999998,9.340560999999997,9.538994999999998,9.796661999999998,10.097645999999997,10.383905999999998,10.576582999999998,10.872360999999998,11.322359999999998,11.731085999999998,12.131374999999998,12.657338,12.943093,13.266368,13.418723,13.792537,14.165472999999999,14.318511999999998,15.061266999999999,15.162728999999999,15.461606999999999,15.802608999999999
