순번_정류장ID,39-2801030,40-2801037,41-2801024,42-2801015,43-2801008,44-2801000,45-2800986,46-2800980,47-2800988,48-2800971,49-2800841,50-2800964,51-2800978,52-2801005,53-2801022,54-2801038,55-2801048,56-2801103,57-2801110,58-2801125,59-2801126,60-2801124,61-2801111,62-2801090,63-2801088,64-2801093,65-2801108,66-2800887,67-2801130,68-2801134,69-2801143,70-2801152,71-2805018,72-2805405
49-2800841,,,,,,,,,,,0,0.197347,0.634459,0.901275,1.2004860000000002,1.4728310000000002,1.6625260000000002,2.550697,2.684526,3.137578,3.337757,3.542399,3.830625,4.119829,4.385034,4.520568,4.8469169999999995,5.1748899999999995,5.498805,5.766161,6.18267,6.546155,7.211856,7.519704
50-2800964,,,,,,,,,,,,0,0.437112,0.703928,1.003139,1.275484,1.465179,2.35335,2.487179,2.940231,3.1404099999999997,3.345052,3.633278,3.9224819999999996,4.1876869999999995,4.323220999999999,4.649569999999999,4.977542999999999,5.301457999999999,5.568814,5.985322999999999,6.348807999999999,7.014508999999999,7.322356999999999
51-2800978,,,,,,,,,,,,,0,0.266816,0.5660270000000001,0.8383720000000001,1.028067,1.9162379999999999,2.050067,2.503119,2.7032979999999998,2.90794,3.196166,3.4853699999999996,3.7505749999999995,3.8861089999999994,4.212458,4.540431,4.864346,5.131702000000001,5.548211,5.911696,6.577397,6.885245
52-2801005,,,,,,,,,,,,,,0,0.299211,0.571556,0.7612509999999999,1.649422,1.783251,2.236303,2.436482,2.641124,2.92935,3.218554,3.483759,3.619293,3.945642,4.2736149999999995,4.59753,4.864886,5.281395,5.64488,6.310581,6.618429
53-2801022,,,,,,,,,,,,,,,0,0.272345,0.46204,1.3502109999999998,1.4840399999999998,1.9370919999999998,2.1372709999999997,2.341913,2.630139,2.9193429999999996,3.1845479999999995,3.3200819999999993,3.6464309999999993,3.9744039999999994,4.298318999999999,4.565675,4.982184,5.345669,6.01137,6.319218
54-2801038,,,,,,,,,,,,,,,,0,0.189695,1.077866,1.211695,1.664747,1.864926,2.0695680000000003,2.357794,2.646998,2.912203,3.0477369999999997,3.3740859999999997,3.7020589999999998,4.025974,4.29333,4.7098390000000006,5.073324,5.739025000000001,6.046873000000001
55-2801048,,,,,,,,,,,,,,,,,0,0.8881709999999999,1.022,1.475052,1.6752310000000001,1.8798730000000001,2.168099,2.4573030000000005,2.7225080000000004,2.858042,3.184391,3.5123640000000003,3.836279,4.103635000000001,4.520144,4.883629,5.54933,5.857178
56-2801103,,,,,,,,,,,,,,,,,,0,0.133829,0.5868810000000001,0.7870600000000001,0.9917020000000001,1.2799280000000002,1.5691320000000002,1.834337,1.9698710000000001,2.29622,2.624193,2.948108,3.215464,3.631973,3.9954579999999997,4.661159,4.9690069999999995
57-2801110,,,,,,,,,,,,,,,,,,,0,0.45305200000000007,0.6532310000000001,0.8578730000000001,1.1460990000000002,1.4353030000000002,1.7005080000000001,1.8360420000000002,2.1623910000000004,2.4903640000000005,2.8142790000000004,3.0816350000000003,3.4981440000000004,3.861629,4.52733,4.835178
58-2801125,,,,,,,,,,,,,,,,,,,,0,0.200179,0.404821,0.693047,0.982251,1.2474560000000001,1.3829900000000002,1.7093390000000002,2.037312,2.361227,2.628583,3.045092,3.4085769999999997,4.074278,4.3821259999999995
59-2801126,,,,,,,,,,,,,,,,,,,,,0,0.20464200000000002,0.4928680000000001,0.7820720000000001,1.0472770000000002,1.1828110000000003,1.5091600000000003,1.8371330000000003,2.1610480000000005,2.4284040000000005,2.8449130000000005,3.2083980000000003,3.874099,4.181947
60-2801124,,,,,,,,,,,,,,,,,,,,,,0,0.28822600000000004,0.5774300000000001,0.8426350000000001,0.9781690000000001,1.304518,1.6324910000000001,1.956406,2.2237620000000002,2.6402710000000003,3.003756,3.669457,3.977305
61-2801111,,,,,,,,,,,,,,,,,,,,,,,0,0.289204,0.554409,0.689943,1.016292,1.344265,1.66818,1.935536,2.352045,2.7155299999999998,3.3812309999999997,3.6890789999999996
62-2801090,,,,,,,,,,,,,,,,,,,,,,,,0,0.265205,0.400739,0.727088,1.055061,1.378976,1.646332,2.0628409999999997,2.4263259999999995,3.0920269999999994,3.3998749999999993
63-2801088,,,,,,,,,,,,,,,,,,,,,,,,,0,0.135534,0.461883,0.789856,1.113771,1.381127,1.797636,2.161121,2.826822,3.13467
64-2801093,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.326349,0.6543220000000001,0.978237,1.245593,1.662102,2.025587,2.6912879999999997,2.9991359999999996
65-2801108,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.327973,0.651888,0.919244,1.335753,1.699238,2.364939,2.672787
66-2800887,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.323915,0.591271,1.00778,1.371265,2.036966,2.344814
67-2801130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.267356,0.683865,1.04735,1.713051,2.020899
68-2801134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.416509,0.7799940000000001,1.4456950000000002,1.753543
69-2801143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.363485,1.029186,1.337034
70-2801152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.665701,0.973549
71-2805018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.307848
72-2805405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
