순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2803599,11-2804712,12-2800276,13-2800277,14-2803597,15-2806642,16-2804030,17-2800279,18-2804029,19-2800282,20-2800284,21-2800285,22-2803933,23-2800287,24-2800288,25-2804793,26-2800291,27-2807413,28-2800297,29-2803996,30-2803994,31-2803951,32-2803953,33-2803955,34-2803957,35-2803959,36-2803961,37-2803963,38-2803965,39-2803967,40-2803969,41-2803972,42-2803867,43-2806359,44-2804721,45-2803870,46-2800254,47-2803874
1-2800269,0,0.356205,0.924562,1.311193,1.551218,1.715384,1.9771450000000002,2.3670080000000002,2.9146650000000003,3.1204870000000002,3.393638,3.667208,4.354881,5.258456,5.418951,5.969111,6.671404,7.112706,7.947917,8.38669,9.284075,10.598697999999999,11.034025,11.454683,11.964886,12.358938,13.160909,13.309149,13.613282,14.440681,14.968301,15.509622,16.061394,16.457107,17.211536000000002,17.535664000000004,17.975396000000003,18.561944000000004,18.905672000000003,19.543485000000004,19.881795000000004,20.256803000000005,21.639461000000004,21.991413000000005,22.168180000000007,22.484813000000006,22.561974000000006
2-2805488,,0,0.568357,0.954988,1.1950129999999999,1.359179,1.62094,2.010803,2.55846,2.764282,3.037433,3.311003,3.9986759999999997,4.902251,5.062746,5.612906,6.315199,6.756501,7.591712,8.030485,8.92787,10.242493,10.67782,11.098478,11.608681,12.002733000000001,12.804704000000001,12.952944,13.257077,14.084476,14.612096000000001,15.153417000000001,15.705189,16.100902,16.855331,17.179459,17.619191,18.205739,18.549467,19.18728,19.52559,19.900598000000002,21.283256,21.635208000000002,21.811975000000004,22.128608000000003,22.205769000000004
3-2807373,,,0,0.386631,0.626656,0.790822,1.052583,1.4424460000000001,1.990103,2.195925,2.469076,2.7426459999999997,3.430319,4.333894,4.494389,5.044549,5.746842,6.188144,7.0233550000000005,7.462128000000001,8.359513000000002,9.674136,10.109463000000002,10.530121000000001,11.040324000000002,11.434376000000002,12.236347000000002,12.384587000000002,12.688720000000002,13.516119000000002,14.043739000000002,14.585060000000002,15.136832000000002,15.532545000000002,16.286974,16.611102000000002,17.050834000000002,17.637382000000002,17.98111,18.618923000000002,18.957233000000002,19.332241000000003,20.714899000000003,21.066851000000003,21.243618000000005,21.560251000000004,21.637412000000005
4-2800272,,,,0,0.240025,0.40419099999999997,0.665952,1.055815,1.603472,1.809294,2.082445,2.3560149999999997,3.0436879999999995,3.9472629999999995,4.107758,4.657918,5.360211,5.801513,6.636724,7.075497,7.972882,9.287505,9.722832,10.14349,10.653693,11.047745,11.849716,11.997956,12.302089,13.129488,13.657108000000001,14.198429,14.750201,15.145914000000001,15.900343000000001,16.224471,16.664203,17.250751,17.594479,18.232292,18.570602,18.945610000000002,20.328268,20.680220000000002,20.856987000000004,21.173620000000003,21.250781000000003
5-2803582,,,,,0,0.164166,0.42592700000000006,0.81579,1.3634469999999999,1.5692689999999998,1.8424199999999997,2.1159899999999996,2.8036629999999994,3.7072379999999994,3.8677329999999994,4.417892999999999,5.1201859999999995,5.561488,6.396699,6.835472,7.732857,9.04748,9.482807000000001,9.903465,10.413668000000001,10.807720000000002,11.609691000000002,11.757931000000001,12.062064000000001,12.889463000000001,13.417083000000002,13.958404000000002,14.510176000000001,14.905889000000002,15.660318000000002,15.984446000000002,16.424178,17.010726000000002,17.354454,17.992267000000002,18.330577,18.705585000000003,20.088243000000002,20.440195000000003,20.616962000000004,20.933595000000004,21.010756000000004
6-2803603,,,,,,0,0.261761,0.651624,1.199281,1.405103,1.678254,1.9518239999999998,2.6394969999999995,3.5430719999999996,3.7035669999999996,4.253727,4.95602,5.397322,6.232533,6.671306,7.568691,8.883314,9.318641,9.739298999999999,10.249502,10.643554,11.445525,11.593765,11.897898,12.725297,13.252917,13.794238,14.34601,14.741723,15.496152,15.82028,16.260012,16.84656,17.190288,17.828101,18.166411,18.541419,19.924077,20.276029,20.452796000000003,20.769429000000002,20.846590000000003
7-2803602,,,,,,,0,0.389863,0.9375199999999999,1.1433419999999999,1.416493,1.6900629999999999,2.3777359999999996,3.2813109999999996,3.4418059999999997,3.9919659999999997,4.694259,5.135561,5.970772,6.4095450000000005,7.30693,8.621553,9.05688,9.477538,9.987741,10.381793,11.183764,11.332004,11.636137,12.463536,12.991156,13.532477,14.084249,14.479962,15.234391,15.558519,15.998251,16.584799,16.928527,17.56634,17.90465,18.279658,19.662316,20.014268,20.191035000000003,20.507668000000002,20.584829000000003
8-2800274,,,,,,,,0,0.547657,0.7534789999999999,1.02663,1.3001999999999998,1.9878729999999998,2.8914479999999996,3.0519429999999996,3.6021029999999996,4.304396,4.745698,5.580909,6.019682,6.917067,8.23169,8.667017000000001,9.087675,9.597878000000001,9.991930000000002,10.793901000000002,10.942141000000001,11.246274000000001,12.073673000000001,12.601293000000002,13.142614000000002,13.694386000000002,14.090099000000002,14.844528000000002,15.168656000000002,15.608388000000001,16.194936000000002,16.538664,17.176477000000002,17.514787000000002,17.889795000000003,19.272453000000002,19.624405000000003,19.801172000000005,20.117805000000004,20.194966000000004
9-2803847,,,,,,,,,0,0.20582199999999998,0.478973,0.752543,1.440216,2.343791,2.504286,3.054446,3.756739,4.198041,5.033252,5.472025,6.36941,7.684033,8.11936,8.540018,9.050221,9.444273,10.246244,10.394484,10.698617,11.526016,12.053636000000001,12.594957,13.146729,13.542442000000001,14.296871000000001,14.620999000000001,15.060731,15.647279000000001,15.991007000000002,16.62882,16.96713,17.342138000000002,18.724796,19.076748000000002,19.253515000000004,19.570148000000003,19.647309000000003
10-2803599,,,,,,,,,,0,0.27315100000000003,0.546721,1.234394,2.137969,2.298464,2.848624,3.550917,3.992219,4.82743,5.266203,6.163588,7.478211,7.913538,8.334196,8.844399000000001,9.238451000000001,10.040422000000001,10.188662,10.492795000000001,11.320194,11.847814000000001,12.389135000000001,12.940907000000001,13.336620000000002,14.091049000000002,14.415177000000002,14.854909000000001,15.441457000000002,15.785185000000002,16.422998000000003,16.761308000000003,17.136316000000004,18.518974000000004,18.870926000000004,19.047693000000006,19.364326000000005,19.441487000000006
11-2804712,,,,,,,,,,,0,0.27357,0.961243,1.864818,2.025313,2.575473,3.277766,3.719068,4.554279,4.9930520000000005,5.890437,7.2050600000000005,7.6403870000000005,8.061045,8.571248,8.965300000000001,9.767271000000001,9.915511,10.219644,11.047043,11.574663000000001,12.115984000000001,12.667756,13.063469000000001,13.817898000000001,14.142026000000001,14.581758,15.168306000000001,15.512034000000002,16.149847,16.488157,16.863165000000002,18.245823,18.597775000000002,18.774542000000004,19.091175000000003,19.168336000000004
12-2800276,,,,,,,,,,,,0,0.687673,1.591248,1.751743,2.3019030000000003,3.0041960000000003,3.445498,4.280709,4.719482,5.616867,6.93149,7.366817,7.787475000000001,8.297678000000001,8.691730000000002,9.493701000000001,9.641941000000001,9.946074000000001,10.773473000000001,11.301093000000002,11.842414000000002,12.394186000000001,12.789899000000002,13.544328000000002,13.868456000000002,14.308188000000001,14.894736000000002,15.238464000000002,15.876277000000002,16.214587,16.589595000000003,17.972253000000002,18.324205000000003,18.500972000000004,18.817605000000004,18.894766000000004
13-2800277,,,,,,,,,,,,,0,0.903575,1.06407,1.61423,2.316523,2.757825,3.593036,4.031809,4.929194,6.243817,6.679144,7.099802,7.610005,8.004057,8.806028,8.954267999999999,9.258401,10.085799999999999,10.61342,11.154741,11.706513,12.102226,12.856655,13.180783,13.620515,14.207063,14.550791,15.188604,15.526914,15.901921999999999,17.28458,17.636532,17.813299,18.129932,18.207093
14-2803597,,,,,,,,,,,,,,0,0.160495,0.710655,1.412948,1.8542500000000002,2.689461,3.128234,4.025619,5.340242,5.775569,6.196227,6.70643,7.100482,7.902453,8.050693,8.354826000000001,9.182225,9.709845000000001,10.251166000000001,10.802938000000001,11.198651000000002,11.953080000000002,12.277208000000002,12.716940000000001,13.303488000000002,13.647216000000002,14.285029000000002,14.623339000000001,14.998347,16.381005000000002,16.732957000000003,16.909724000000004,17.226357000000004,17.303518000000004
15-2806642,,,,,,,,,,,,,,,0,0.55016,1.252453,1.6937550000000001,2.528966,2.967739,3.865124,5.179747,5.615074,6.035731999999999,6.545934999999999,6.9399869999999995,7.7419579999999995,7.890198,8.194331,9.02173,9.54935,10.090671,10.642443,11.038156,11.792585,12.116713,12.556445,13.142993,13.486721000000001,14.124534,14.462844,14.837852,16.22051,16.572462,16.749229000000003,17.065862000000003,17.143023000000003
16-2804030,,,,,,,,,,,,,,,,0,0.7022930000000001,1.1435950000000001,1.978806,2.417579,3.314964,4.629587,5.064914,5.4855719999999994,5.995774999999999,6.3898269999999995,7.1917979999999995,7.340038,7.644171,8.47157,8.99919,9.540511,10.092283,10.487996,11.242425,11.566553,12.006285,12.592833,12.936561000000001,13.574374,13.912684,14.287692,15.67035,16.022302,16.199069,16.515702,16.592863
17-2800279,,,,,,,,,,,,,,,,,0,0.441302,1.276513,1.7152859999999999,2.6126709999999997,3.927294,4.362621,4.783279,5.293482,5.687534,6.489505,6.637745000000001,6.941878000000001,7.769277000000001,8.296897000000001,8.838218000000001,9.389990000000001,9.785703000000002,10.540132000000002,10.864260000000002,11.303992000000001,11.890540000000001,12.234268000000002,12.872081000000001,13.210391000000001,13.585399,14.968057,15.320009,15.496776,15.813409,15.89057
18-2804029,,,,,,,,,,,,,,,,,,0,0.835211,1.273984,2.171369,3.4859919999999995,3.9213189999999996,4.341977,4.85218,5.246232,6.048203,6.196443,6.500576000000001,7.327975,7.855595,8.396916000000001,8.948688,9.344401000000001,10.098830000000001,10.422958000000001,10.86269,11.449238000000001,11.792966000000002,12.430779000000001,12.769089000000001,13.144097,14.526755,14.878707,15.055474,15.372107,15.449268
19-2800282,,,,,,,,,,,,,,,,,,,0,0.43877299999999997,1.336158,2.650781,3.086108,3.506766,4.016969,4.411021,5.212992,5.361232,5.665365,6.492764,7.020384,7.561705,8.113477,8.50919,9.263619,9.587747,10.027479,10.614027,10.957755,11.595568,11.933878,12.308886,13.691543999999999,14.043496,14.220263,14.536895999999999,14.614056999999999
20-2800284,,,,,,,,,,,,,,,,,,,,0,0.897385,2.212008,2.647335,3.067993,3.578196,3.972248,4.774219,4.922459000000001,5.226592000000001,6.053991000000001,6.5816110000000005,7.1229320000000005,7.674704,8.070417,8.824846,9.148974,9.588706,10.175254,10.518982000000001,11.156795,11.495105,11.870113,13.252771,13.604723,13.78149,14.098123,14.175284
21-2800285,,,,,,,,,,,,,,,,,,,,,0,1.3146229999999999,1.74995,2.1706079999999996,2.6808109999999994,3.0748629999999992,3.8768339999999992,4.025073999999999,4.329206999999999,5.156605999999999,5.684225999999999,6.225546999999999,6.7773189999999985,7.173031999999998,7.927460999999998,8.251589,8.691320999999999,9.277868999999999,9.621597,10.259409999999999,10.597719999999999,10.972727999999998,12.355385999999998,12.707337999999998,12.884104999999998,13.200737999999998,13.277898999999998
22-2803933,,,,,,,,,,,,,,,,,,,,,,0,0.435327,0.855985,1.366188,1.76024,2.562211,2.710451,3.014584,3.841983,4.369603,4.910924,5.462695999999999,5.858408999999999,6.612837999999999,6.936965999999999,7.376697999999999,7.963245999999999,8.306973999999999,8.944786999999998,9.283096999999998,9.658104999999997,11.040762999999997,11.392714999999997,11.569481999999997,11.886114999999997,11.963275999999997
23-2800287,,,,,,,,,,,,,,,,,,,,,,,0,0.420658,0.9308609999999999,1.324913,2.126884,2.275124,2.579257,3.406656,3.9342759999999997,4.475597,5.027368999999999,5.423081999999999,6.177510999999999,6.501638999999999,6.941370999999999,7.527918999999999,7.871646999999999,8.509459999999999,8.847769999999999,9.222777999999998,10.605435999999997,10.957387999999998,11.134154999999998,11.450787999999998,11.527948999999998
24-2800288,,,,,,,,,,,,,,,,,,,,,,,,0,0.510203,0.904255,1.706226,1.854466,2.1585989999999997,2.9859979999999995,3.5136179999999992,4.054938999999999,4.606710999999999,5.002423999999999,5.756852999999999,6.080980999999999,6.520712999999999,7.1072609999999985,7.450988999999998,8.088801999999998,8.427111999999997,8.802119999999997,10.184777999999996,10.536729999999997,10.713496999999997,11.030129999999996,11.107290999999996
25-2804793,,,,,,,,,,,,,,,,,,,,,,,,,0,0.394052,1.196023,1.344263,1.648396,2.4757949999999997,3.0034149999999995,3.5447359999999994,4.096507999999999,4.492220999999999,5.246649999999999,5.570777999999999,6.010509999999999,6.597057999999999,6.940785999999999,7.578598999999999,7.916908999999999,8.291916999999998,9.674574999999997,10.026526999999998,10.203293999999998,10.519926999999997,10.597087999999998
26-2800291,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.801971,0.950211,1.2543440000000001,2.0817430000000003,2.609363,3.150684,3.702456,4.098169,4.852598,5.176726,5.616458000000001,6.203006,6.546734000000001,7.184547,7.522857,7.897865,9.280523,9.632475000000001,9.809242000000001,10.125875,10.203036
