순번_정류장ID,43-2804633,44-2803707,45-2803709,46-2806218,47-2803710,48-2803712,49-2803713,50-2803717,51-2803722,52-2803724,53-2804275,54-2806287,55-2806285,56-2804281,57-2806283,58-2804272,59-2804271,60-2804269,61-2804267,62-2804265,63-2806281,64-2804263,65-2804777,66-2803744,67-2804666,68-2803745,69-2803746,70-2803747,71-2803748,72-2807370,73-2803604,74-2800266,75-2804602,76-2803580,77-2800263,78-2800267,79-2804032
43-2804633,0,0.5430189999999999,0.804371,1.1639849999999998,1.297151,1.49714,2.186166,2.967226,3.3035140000000003,3.738999,4.444199,4.891878,5.3053740000000005,5.595249000000001,5.824193000000001,6.359686000000001,6.688612000000001,7.308277,7.595115000000001,8.319827,8.894505,9.398889,9.945762,10.49274,10.796961999999999,11.450216,11.926832999999998,12.658647999999998,13.064705999999997,13.632973999999997,13.946721999999998,14.621108999999997,15.148692999999998,15.297860999999997,15.517871999999997,15.769894999999996,16.408619999999996
44-2803707,,0,0.261352,0.6209659999999999,0.7541319999999999,0.9541209999999999,1.643147,2.424207,2.760495,3.19598,3.90118,4.348859,4.762355,5.052230000000001,5.281174000000001,5.816667000000001,6.145593000000001,6.765258000000001,7.0520960000000015,7.776808000000002,8.351486000000001,8.855870000000001,9.402743000000001,9.949721,10.253943,10.907197,11.383814,12.115628999999998,12.521686999999998,13.089954999999998,13.403702999999998,14.078089999999998,14.605673999999997,14.754841999999996,14.974852999999996,15.226875999999995,15.865600999999995
45-2803709,,,0,0.359614,0.49278,0.692769,1.3817949999999999,2.162855,2.499143,2.934628,3.639828,4.0875070000000004,4.501003000000001,4.790878000000001,5.019822000000001,5.555315000000001,5.884241000000001,6.503906000000001,6.790744000000001,7.515456000000001,8.090134,8.594518,9.141391,9.688369,9.992591,10.645845,11.122461999999999,11.854276999999998,12.260334999999998,12.828602999999998,13.142350999999998,13.816737999999997,14.344321999999998,14.493489999999998,14.713500999999997,14.965523999999997,15.604248999999996
46-2806218,,,,0,0.133166,0.333155,1.022181,1.803241,2.139529,2.575014,3.280214,3.727893,4.141389,4.4312640000000005,4.660208000000001,5.195701000000001,5.524627000000001,6.144292,6.4311300000000005,7.155842000000001,7.73052,8.234904,8.781777,9.328755,9.632976999999999,10.286230999999999,10.762847999999998,11.494662999999997,11.900720999999997,12.468988999999997,12.782736999999997,13.457123999999997,13.984707999999998,14.133875999999997,14.353886999999997,14.605909999999996,15.244634999999995
47-2803710,,,,,0,0.199989,0.889015,1.6700750000000002,2.0063630000000003,2.4418480000000002,3.1470480000000003,3.5947270000000002,4.008223,4.298098,4.527042000000001,5.0625350000000005,5.3914610000000005,6.011126000000001,6.297964000000001,7.0226760000000015,7.597354000000001,8.101738000000001,8.648611,9.195589,9.499811,10.153065,10.629681999999999,11.361496999999998,11.767554999999998,12.335822999999998,12.649570999999998,13.323957999999998,13.851541999999998,14.000709999999998,14.220720999999998,14.472743999999997,15.111468999999996
48-2803712,,,,,,0,0.689026,1.4700860000000002,1.8063740000000004,2.2418590000000003,2.9470590000000003,3.3947380000000003,3.808234,4.098109,4.327053,4.862546,5.191472,5.811137,6.097975000000001,6.822687000000001,7.397365000000001,7.901749000000001,8.448622,8.9956,9.299821999999999,9.953076,10.429692999999999,11.161507999999998,11.567565999999998,12.135833999999997,12.449581999999998,13.123968999999997,13.651552999999996,13.800720999999996,14.020731999999995,14.272754999999995,14.911479999999994
49-2803713,,,,,,,0,0.7810600000000001,1.1173480000000002,1.5528330000000001,2.258033,2.705712,3.119208,3.409083,3.6380269999999997,4.17352,4.502446,5.122111,5.408949000000001,6.133661000000001,6.7083390000000005,7.212723,7.759596,8.306574,8.610795999999999,9.26405,9.740666999999998,10.472481999999998,10.878539999999997,11.446807999999997,11.760555999999998,12.434942999999997,12.962526999999998,13.111694999999997,13.331705999999997,13.583728999999996,14.222453999999995
50-2803717,,,,,,,,0,0.33628800000000003,0.771773,1.476973,1.924652,2.338148,2.6280229999999998,2.8569669999999996,3.39246,3.721386,4.341051,4.627889000000001,5.352601000000001,5.927279,6.431663,6.978536,7.525514,7.8297360000000005,8.482990000000001,8.959607,9.691422,10.09748,10.665747999999999,10.979496,11.653882999999999,12.181466999999998,12.330634999999997,12.550645999999997,12.802668999999996,13.441393999999995
51-2803722,,,,,,,,,0,0.435485,1.140685,1.5883639999999999,2.0018599999999998,2.2917349999999996,2.5206789999999994,3.0561719999999992,3.3850979999999993,4.004762999999999,4.291600999999999,5.016312999999999,5.590990999999999,6.095374999999999,6.642247999999999,7.189225999999999,7.493447999999999,8.146702,8.623318999999999,9.355133999999998,9.761191999999998,10.329459999999997,10.643207999999998,11.317594999999997,11.845178999999998,11.994346999999998,12.214357999999997,12.466380999999997,13.105105999999996
52-2803724,,,,,,,,,,0,0.7052,1.152879,1.566375,1.8562500000000002,2.085194,2.620687,2.9496130000000003,3.569278,3.856116,4.580828,5.155506000000001,5.659890000000001,6.2067630000000005,6.753741000000001,7.057963000000001,7.711217000000001,8.187834,8.919649,9.325707,9.893975,10.207723,10.882109999999999,11.409693999999998,11.558861999999998,11.778872999999997,12.030895999999997,12.669620999999996
