순번_정류장ID,1-2800365,2-2800454,3-2800461,4-2800463,5-2805581,6-2800353,7-2803672,8-2800309,9-2800480,10-2800491,11-2800494,12-2800496,13-2800499,14-2805303,15-2800512,16-2800521,17-2800524,18-2800544,19-2804975,20-2800560,21-2800569,22-2807222,23-2800563,24-2807232,25-2807362,26-2803211,27-2803359,28-2805065
1-2800365,0,0.190134,0.757084,0.954179,1.496491,1.835903,1.971923,2.377186,2.59075,2.839176,3.196409,3.628257,3.9145190000000003,4.9366140000000005,5.416723,5.865028000000001,6.128259000000001,6.963411000000001,7.259728000000001,8.591082,9.321626,9.653149,10.00811,35.335921,35.715085,50.194725000000005,53.34876200000001,53.81149100000001
2-2800454,,0,0.56695,0.764045,1.306357,1.645769,1.781789,2.187052,2.400616,2.6490419999999997,3.0062749999999996,3.4381229999999996,3.724385,4.74648,5.226589,5.674894,5.938125,6.773277,7.069594,8.400948,9.131492,9.463015,9.817976,35.145787,35.524951,50.004591000000005,53.15862800000001,53.62135700000001
3-2800461,,,0,0.197095,0.739407,1.078819,1.214839,1.620102,1.833666,2.0820920000000003,2.439325,2.871173,3.1574350000000004,4.179530000000001,4.659639,5.107944000000001,5.371175000000001,6.206327000000001,6.502644000000001,7.833998000000001,8.564542000000001,8.896065000000002,9.251026000000001,34.578837,34.958001,49.437641,52.591678,53.054407000000005
4-2800463,,,,0,0.542312,0.881724,1.017744,1.423007,1.636571,1.884997,2.24223,2.674078,2.9603400000000004,3.9824350000000006,4.462544,4.910849000000001,5.174080000000001,6.009232000000001,6.305549000000001,7.636903000000001,8.367447,8.698970000000001,9.053931,34.381741999999996,34.760906,49.240545999999995,52.394583,52.857312
5-2805581,,,,,0,0.339412,0.47543199999999997,0.880695,1.094259,1.3426850000000001,1.699918,2.131766,2.4180279999999996,3.440123,3.920232,4.368537,4.631768,5.46692,5.763237,7.094591,7.825135,8.156658,8.511619,33.83942999999999,34.218593999999996,48.698234,51.852271,52.315000000000005
6-2800353,,,,,,0,0.13602,0.541283,0.7548469999999999,1.003273,1.360506,1.792354,2.0786160000000002,3.1007110000000004,3.5808200000000006,4.0291250000000005,4.292356000000001,5.127508000000001,5.423825000000001,6.755179000000001,7.485723000000001,7.817246000000001,8.172207,33.500018,33.879182,48.358822,51.512859000000006,51.97558800000001
7-2803672,,,,,,,0,0.405263,0.618827,0.867253,1.224486,1.656334,1.942596,2.964691,3.4448000000000003,3.8931050000000003,4.1563360000000005,4.991488,5.2878050000000005,6.619159000000001,7.349703000000001,7.6812260000000006,8.036187,33.363997999999995,33.743162,48.222802,51.376839000000004,51.83956800000001
8-2800309,,,,,,,,0,0.21356399999999998,0.46199,0.819223,1.251071,1.537333,2.559428,3.039537,3.487842,3.751073,4.586225,4.882542,6.213896,6.94444,7.275963,7.630924,32.958735,33.337899,47.817539,50.971576,51.434305
9-2800480,,,,,,,,,0,0.24842600000000004,0.605659,1.037507,1.323769,2.3458639999999997,2.825973,3.274278,3.537509,4.372661,4.668978,6.000332,6.730876,7.062399,7.41736,32.745171,33.124335,47.603975000000005,50.75801200000001,51.22074100000001
10-2800491,,,,,,,,,,0,0.35723299999999997,0.7890809999999999,1.075343,2.097438,2.577547,3.025852,3.2890829999999998,4.124235,4.420552,5.751906,6.48245,6.813973,7.168934,32.496745,32.875909,47.355548999999996,50.509586,50.972315
11-2800494,,,,,,,,,,,0,0.43184799999999995,0.71811,1.740205,2.220314,2.668619,2.93185,3.7670019999999997,4.063319,5.394673,6.125217,6.45674,6.811701,32.139511999999996,32.518676,46.998316,50.152353000000005,50.61508200000001
12-2800496,,,,,,,,,,,,0,0.286262,1.308357,1.7884660000000001,2.236771,2.5000020000000003,3.335154,3.6314710000000003,4.9628250000000005,5.693369000000001,6.024892,6.379853000000001,31.707663999999998,32.086828,46.566468,49.720505,50.183234000000006
13-2800499,,,,,,,,,,,,,0,1.022095,1.5022039999999999,1.9505089999999998,2.2137399999999996,3.0488919999999995,3.3452089999999997,4.676563,5.407107,5.73863,6.093591,31.421401999999997,31.800565999999996,46.28020599999999,49.434242999999995,49.896972
14-2805303,,,,,,,,,,,,,,0,0.480109,0.9284140000000001,1.191645,2.026797,2.3231140000000003,3.6544680000000005,4.385012000000001,4.716535,5.071496000000001,30.399306999999997,30.778470999999996,45.258111,48.412148,48.874877000000005
15-2800512,,,,,,,,,,,,,,,0,0.448305,0.711536,1.546688,1.843005,3.174359,3.904903,4.236426,4.591387,29.919197999999998,30.298361999999997,44.778002,47.932039,48.394768000000006
16-2800521,,,,,,,,,,,,,,,,0,0.263231,1.098383,1.3947,2.7260540000000004,3.4565980000000005,3.7881210000000003,4.143082000000001,29.470892999999997,29.850056999999996,44.329696999999996,47.483734,47.946463
17-2800524,,,,,,,,,,,,,,,,,0,0.835152,1.131469,2.462823,3.1933670000000003,3.52489,3.879851,29.207661999999996,29.586825999999995,44.06646599999999,47.220502999999994,47.683232
18-2800544,,,,,,,,,,,,,,,,,,0,0.296317,1.627671,2.358215,2.689738,3.044699,28.37251,28.751673999999998,43.231314,46.385351,46.84808
19-2804975,,,,,,,,,,,,,,,,,,,0,1.3313540000000001,2.0618980000000002,2.393421,2.748382,28.076192999999996,28.455356999999996,42.934996999999996,46.089034,46.551763
20-2800560,,,,,,,,,,,,,,,,,,,,0,0.730544,1.0620669999999999,1.417028,26.744838999999995,27.124002999999995,41.60364299999999,44.75767999999999,45.220409
21-2800569,,,,,,,,,,,,,,,,,,,,,0,0.331523,0.6864840000000001,26.014294999999997,26.393458999999996,40.873098999999996,44.027136,44.489865
22-2807222,,,,,,,,,,,,,,,,,,,,,,0,0.354961,25.682771999999996,26.061935999999996,40.54157599999999,43.695612999999994,44.158342
23-2800563,,,,,,,,,,,,,,,,,,,,,,,0,25.327810999999997,25.706974999999996,40.186614999999996,43.340652,43.803381
24-2807232,,,,,,,,,,,,,,,,,,,,,,,,0,0.379164,14.858804,18.012840999999998,18.475569999999998
25-2807362,,,,,,,,,,,,,,,,,,,,,,,,,0,14.47964,17.633677,18.096405999999998
26-2803211,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.1540369999999998,3.6167659999999997
27-2803359,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.462729
28-2805065,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
