순번_정류장ID,1-2807210,2-2800306,3-2800305,4-2800402,5-2805665,6-2804856,7-2800418,8-2800405,9-2800400,10-2800398,11-2800396,12-2800394,13-2804826,14-2804827,15-2804828,16-2800322,17-2800422,18-2800428,19-2806632,20-2800444,21-2800324,22-2800485,23-2800906,24-2800903,25-2806630,26-2805444,27-2805288,28-2800898,29-2805292,30-2805297,31-2800888,32-2806787,33-2806786,34-2806919,35-2806785,36-2805868,37-2805870,38-2805864,39-2800847,40-2800877,41-2800822,42-2805940,43-2800875,44-2800924,45-2800926,46-2800933,47-2800939,48-2800948,49-2800841,50-2800964,51-2800840,52-2805652,53-2800985,54-2800838,55-2801042,56-2801072,57-2800857
1-2807210,0,0.168048,0.391942,0.52901,0.742559,1.008516,1.253507,1.789558,3.211683,3.449029,3.708332,3.939849,4.290004,4.716187,5.4369119999999995,6.430069,6.887745,6.993754,7.5588560000000005,7.987847,8.710114,9.541189000000001,10.197326,10.927854,11.431192,11.947218,12.268497,12.672617,13.151411000000001,14.121629000000002,14.729791000000002,15.699186000000003,16.156657000000003,16.304380000000002,16.524534000000003,17.312791000000004,17.530293000000004,17.752020000000005,17.984546000000005,18.194043000000004,18.524298000000005,18.846796000000005,19.051800000000004,19.329726000000004,19.941677000000006,20.313536000000006,20.540052000000006,20.730558000000006,21.184882000000005,21.382229000000006,21.685304000000006,21.883165000000005,22.244189000000006,22.729469000000005,23.123411000000004,23.482984000000005,23.748054000000007
2-2800306,,0,0.223894,0.360962,0.574511,0.840468,1.085459,1.62151,3.043635,3.280981,3.540284,3.7718010000000004,4.121956000000001,4.548139000000001,5.268864000000001,6.262021000000001,6.719697000000001,6.825706000000001,7.390808000000002,7.8197990000000015,8.542066000000002,9.373141000000002,10.029278000000001,10.759806000000001,11.263144,11.77917,12.100449000000001,12.504569000000002,12.983363000000002,13.953581000000003,14.561743000000003,15.531138000000004,15.988609000000004,16.136332000000003,16.356486000000004,17.144743000000005,17.362245000000005,17.583972000000006,17.816498000000006,18.025995000000005,18.356250000000006,18.678748000000006,18.883752000000005,19.161678000000006,19.773629000000007,20.145488000000007,20.372004000000008,20.562510000000007,21.016834000000006,21.214181000000007,21.517256000000007,21.715117000000006,22.076141000000007,22.561421000000006,22.955363000000006,23.314936000000007,23.580006000000008
3-2800305,,,0,0.137068,0.35061699999999996,0.616574,0.8615649999999999,1.397616,2.819741,3.057087,3.31639,3.5479070000000004,3.8980620000000004,4.324245,5.04497,6.038127,6.495803,6.601812000000001,7.166914,7.595905,8.318172,9.149247,9.805384,10.535912,11.03925,11.555276,11.876555,12.280675,12.759469000000001,13.729687000000002,14.337849000000002,15.307244000000003,15.764715000000002,15.912438000000002,16.132592000000002,16.920849000000004,17.138351000000004,17.360078000000005,17.592604000000005,17.802101000000004,18.132356000000005,18.454854000000005,18.659858000000003,18.937784000000004,19.549735000000005,19.921594000000006,20.148110000000006,20.338616000000005,20.792940000000005,20.990287000000006,21.293362000000005,21.491223000000005,21.852247000000006,22.337527000000005,22.731469000000004,23.091042000000005,23.356112000000007
4-2800402,,,,0,0.213549,0.479506,0.724497,1.260548,2.6826730000000003,2.9200190000000004,3.1793220000000004,3.4108390000000006,3.7609940000000006,4.187177,4.907902,5.901059,6.358735,6.4647440000000005,7.029846000000001,7.458837000000001,8.181104000000001,9.012179000000001,9.668316,10.398844,10.902182,11.418208,11.739487,12.143607000000001,12.622401000000002,13.592619000000003,14.200781000000003,15.170176000000003,15.627647000000003,15.775370000000002,15.995524000000003,16.783781000000005,17.001283000000004,17.223010000000006,17.455536000000006,17.665033000000005,17.995288000000006,18.317786000000005,18.522790000000004,18.800716000000005,19.412667000000006,19.784526000000007,20.011042000000007,20.201548000000006,20.655872000000006,20.853219000000006,21.156294000000006,21.354155000000006,21.715179000000006,22.200459000000006,22.594401000000005,22.953974000000006,23.219044000000007
5-2805665,,,,,0,0.265957,0.510948,1.046999,2.469124,2.70647,2.965773,3.19729,3.547445,3.973628,4.694353,5.6875100000000005,6.145186000000001,6.251195000000001,6.8162970000000005,7.245288,7.967555000000001,8.798630000000001,9.454767,10.185295,10.688633,11.204659,11.525938,11.930058,12.408852000000001,13.379070000000002,13.987232000000002,14.956627000000003,15.414098000000003,15.561821000000002,15.781975000000003,16.570232000000004,16.787734000000004,17.009461000000005,17.241987000000005,17.451484000000004,17.781739000000005,18.104237000000005,18.309241000000004,18.587167000000004,19.199118000000006,19.570977000000006,19.797493000000006,19.987999000000006,20.442323000000005,20.639670000000006,20.942745000000006,21.140606000000005,21.501630000000006,21.986910000000005,22.380852000000004,22.740425000000005,23.005495000000007
6-2804856,,,,,,0,0.244991,0.781042,2.203167,2.440513,2.699816,2.9313330000000004,3.2814880000000004,3.7076710000000004,4.428396,5.421553,5.8792290000000005,5.985238000000001,6.55034,6.979331,7.701598000000001,8.532673,9.18881,9.919338,10.422676,10.938702,11.259981,11.664101,12.142895000000001,13.113113000000002,13.721275000000002,14.690670000000003,15.148141000000003,15.295864000000002,15.516018000000003,16.304275000000004,16.521777000000004,16.743504000000005,16.976030000000005,17.185527000000004,17.515782000000005,17.838280000000005,18.043284000000003,18.321210000000004,18.933161000000005,19.305020000000006,19.531536000000006,19.722042000000005,20.176366000000005,20.373713000000006,20.676788000000005,20.874649000000005,21.235673000000006,21.720953000000005,22.114895000000004,22.474468000000005,22.739538000000007
7-2800418,,,,,,,0,0.536051,1.9581760000000001,2.195522,2.454825,2.6863420000000002,3.0364970000000002,3.46268,4.1834050000000005,5.1765620000000006,5.634238000000001,5.740247000000001,6.305349000000001,6.734340000000001,7.456607000000002,8.287682000000002,8.943819000000001,9.674347000000001,10.177685,10.693711,11.014990000000001,11.419110000000002,11.897904000000002,12.868122000000003,13.476284000000003,14.445679000000004,14.903150000000004,15.050873000000003,15.271027000000004,16.059284000000005,16.276786000000005,16.498513000000006,16.731039000000006,16.940536000000005,17.270791000000006,17.593289000000006,17.798293000000005,18.076219000000005,18.688170000000007,19.060029000000007,19.286545000000007,19.477051000000007,19.931375000000006,20.128722000000007,20.431797000000007,20.629658000000006,20.990682000000007,21.475962000000006,21.869904000000005,22.229477000000006,22.494547000000008
8-2800405,,,,,,,,0,1.422125,1.6594710000000001,1.9187740000000002,2.150291,2.500446,2.926629,3.647354,4.640511,5.098187,5.2041960000000005,5.769298000000001,6.198289000000001,6.920556000000001,7.7516310000000015,8.407768,9.138296,9.641634,10.15766,10.478939,10.883059000000001,11.361853000000002,12.332071000000003,12.940233000000003,13.909628000000003,14.367099000000003,14.514822000000002,14.734976000000003,15.523233000000003,15.740735000000003,15.962462000000002,16.194988000000002,16.404485,16.734740000000002,17.057238,17.262242,17.540168,18.152119000000003,18.523978000000003,18.750494000000003,18.941000000000003,19.395324000000002,19.592671000000003,19.895746000000003,20.093607000000002,20.454631000000003,20.939911000000002,21.333853,21.693426000000002,21.958496000000004
9-2800400,,,,,,,,,0,0.237346,0.496649,0.728166,1.0783209999999999,1.5045039999999998,2.2252289999999997,3.2183859999999997,3.676062,3.7820709999999997,4.347173,4.776164,5.498431,6.329506,6.9856430000000005,7.716171,8.219509,8.735535,9.056814000000001,9.460934000000002,9.939728000000002,10.909946000000001,11.518108000000002,12.487503000000002,12.944974000000002,13.092697000000001,13.312851000000002,14.101108000000002,14.318610000000001,14.540337000000001,14.772863000000001,14.982360000000002,15.312615000000001,15.635113,15.840117000000001,16.118043,16.729994,17.101853000000002,17.328369000000002,17.518875,17.973199,18.170546,18.473621,18.671482,19.032506,19.517786,19.911728,20.271301,20.536371000000003
10-2800398,,,,,,,,,,0,0.259303,0.49082000000000003,0.840975,1.267158,1.987883,2.98104,3.4387160000000003,3.544725,4.109827,4.538818,5.261085,6.09216,6.748297,7.478825,7.982163,8.498189,8.819468,9.223588000000001,9.702382000000002,10.672600000000003,11.280762000000003,12.250157000000003,12.707628000000003,12.855351000000002,13.075505000000003,13.863762000000003,14.081264000000003,14.302991000000002,14.535517000000002,14.745014000000003,15.075269000000002,15.397767000000002,15.602771000000002,15.880697000000003,16.492648000000003,16.864507000000003,17.091023000000003,17.281529000000003,17.735853000000002,17.933200000000003,18.236275000000003,18.434136000000002,18.795160000000003,19.280440000000002,19.674382,20.033955000000002,20.299025000000004
