순번_정류장ID,1-2802647,2-2806710,3-2806712,4-2806714,5-2806717,6-2802663,7-2802664,8-2802675,9-2802681,10-2802676,11-2802670,12-2802692,13-2805075,14-2802721,15-2802123,16-2802116,17-2802112,18-2802094,19-2802098,20-2802129,21-2802158,22-2802168,23-2802175,24-2801848,25-2802172,26-2802162,27-2802153
1-2802647,0,0.614943,0.9932799999999999,1.452697,1.8487049999999998,2.419311,2.6743930000000002,2.9017130000000004,3.0681500000000006,3.3576860000000006,3.8451000000000004,4.333144000000001,4.6630400000000005,5.109240000000001,5.355238000000001,5.530966000000001,5.689045000000001,6.224008000000001,6.748662000000001,7.120699000000001,7.635612000000001,7.960549000000001,8.313270000000001,8.578547,9.022879,9.330301,9.643505000000001
2-2806710,,0,0.378337,0.837754,1.233762,1.8043680000000002,2.05945,2.28677,2.4532070000000004,2.7427430000000004,3.230157,3.718201,4.048097,4.494297,4.740295000000001,4.916023000000001,5.074102000000001,5.609065000000001,6.133719000000001,6.505756000000001,7.020669000000001,7.345606000000001,7.698327000000001,7.963604000000001,8.407936000000001,8.715358000000002,9.028562000000003
3-2806712,,,0,0.459417,0.855425,1.426031,1.681113,1.908433,2.07487,2.3644060000000002,2.85182,3.339864,3.66976,4.11596,4.3619580000000004,4.537686000000001,4.695765000000001,5.230728000000001,5.755382000000001,6.127419000000001,6.642332000000001,6.967269000000001,7.319990000000001,7.585267000000001,8.029599000000001,8.337021000000002,8.650225000000002
4-2806714,,,,0,0.39600799999999997,0.9666140000000001,1.2216960000000001,1.449016,1.615453,1.904989,2.392403,2.8804469999999998,3.210343,3.656543,3.9025410000000003,4.078269000000001,4.2363480000000004,4.771311000000001,5.295965000000001,5.668002,6.182915,6.507852000000001,6.8605730000000005,7.125850000000001,7.570182000000001,7.877604000000001,8.190808
5-2806717,,,,,0,0.5706060000000001,0.8256880000000001,1.0530080000000002,1.2194450000000001,1.5089810000000001,1.9963950000000001,2.484439,2.8143350000000003,3.2605350000000004,3.5065330000000006,3.6822610000000005,3.8403400000000003,4.375303000000001,4.899957000000001,5.271994,5.786907,6.1118440000000005,6.464565,6.7298420000000005,7.174174000000001,7.481596000000001,7.7948
6-2802663,,,,,,0,0.25508200000000003,0.482402,0.6488389999999999,0.938375,1.425789,1.913833,2.243729,2.6899290000000002,2.9359270000000004,3.1116550000000003,3.269734,3.804697,4.329351,4.701388,5.216301,5.541238,5.893959,6.159236,6.603568,6.91099,7.224194
7-2802664,,,,,,,0,0.22732,0.393757,0.683293,1.1707070000000002,1.658751,1.988647,2.434847,2.680845,2.856573,3.014652,3.5496149999999997,4.074268999999999,4.446305999999999,4.961218999999999,5.286155999999999,5.638876999999999,5.904153999999999,6.348485999999999,6.655907999999999,6.969111999999999
8-2802675,,,,,,,,0,0.166437,0.455973,0.943387,1.431431,1.7613269999999999,2.207527,2.453525,2.629253,2.7873319999999997,3.3222949999999996,3.8469489999999995,4.218985999999999,4.733898999999999,5.0588359999999994,5.411556999999999,5.6768339999999995,6.121166,6.4285879999999995,6.741791999999999
9-2802681,,,,,,,,,0,0.289536,0.77695,1.264994,1.59489,2.04109,2.2870880000000002,2.462816,2.620895,3.155858,3.680512,4.052549,4.567462,4.892399,5.24512,5.510397,5.954729,6.262151,6.575355
10-2802676,,,,,,,,,,0,0.487414,0.9754579999999999,1.305354,1.7515539999999998,1.9975519999999998,2.1732799999999997,2.3313589999999995,2.8663219999999994,3.3909759999999993,3.7630129999999995,4.277926,4.602863,4.955584,5.220861,5.665193,5.972615,6.285819
11-2802670,,,,,,,,,,,0,0.488044,0.81794,1.26414,1.510138,1.6858659999999999,1.843945,2.378908,2.903562,3.275599,3.790512,4.115449,4.46817,4.733447,5.177779,5.485201,5.798405
12-2802692,,,,,,,,,,,,0,0.329896,0.776096,1.022094,1.197822,1.355901,1.890864,2.415518,2.7875550000000002,3.302468,3.627405,3.980126,4.245403,4.689735,4.997157,5.310360999999999
13-2805075,,,,,,,,,,,,,0,0.4462,0.692198,0.867926,1.026005,1.560968,2.085622,2.457659,2.972572,3.297509,3.6502299999999996,3.915507,4.359839,4.667261,4.980465
14-2802721,,,,,,,,,,,,,,0,0.245998,0.421726,0.579805,1.114768,1.639422,2.011459,2.526372,2.8513089999999996,3.2040299999999995,3.4693069999999997,3.913639,4.221061,4.5342649999999995
15-2802123,,,,,,,,,,,,,,,0,0.175728,0.33380699999999996,0.8687699999999999,1.393424,1.765461,2.280374,2.605311,2.9580319999999998,3.2233089999999995,3.6676409999999997,3.9750629999999996,4.288266999999999
16-2802116,,,,,,,,,,,,,,,,0,0.158079,0.6930419999999999,1.217696,1.5897329999999998,2.104646,2.4295829999999996,2.7823039999999994,3.047580999999999,3.4919129999999994,3.7993349999999992,4.112538999999999
17-2802112,,,,,,,,,,,,,,,,,0,0.534963,1.0596169999999998,1.4316539999999998,1.946567,2.2715039999999997,2.6242249999999996,2.8895019999999993,3.3338339999999995,3.6412559999999994,3.954459999999999
18-2802094,,,,,,,,,,,,,,,,,,0,0.524654,0.8966909999999999,1.411604,1.7365410000000001,2.089262,2.354539,2.798871,3.106293,3.419497
19-2802098,,,,,,,,,,,,,,,,,,,0,0.372037,0.8869500000000001,1.2118870000000002,1.5646080000000002,1.8298850000000002,2.274217,2.581639,2.894843
20-2802129,,,,,,,,,,,,,,,,,,,,0,0.5149130000000001,0.83985,1.192571,1.457848,1.90218,2.209602,2.5228059999999997
21-2802158,,,,,,,,,,,,,,,,,,,,,0,0.324937,0.677658,0.942935,1.387267,1.694689,2.0078929999999997
22-2802168,,,,,,,,,,,,,,,,,,,,,,0,0.352721,0.617998,1.06233,1.369752,1.6829560000000001
23-2802175,,,,,,,,,,,,,,,,,,,,,,,0,0.265277,0.7096089999999999,1.0170309999999998,1.3302349999999998
24-2801848,,,,,,,,,,,,,,,,,,,,,,,,0,0.44433199999999995,0.7517539999999999,1.0649579999999998
25-2802172,,,,,,,,,,,,,,,,,,,,,,,,,0,0.307422,0.6206259999999999
26-2802162,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.313204
27-2802153,,,,,,,,,,,,,,,,,,,,,,,,,,,0
