순번_정류장ID,43-2804576,44-2804078,45-2806308,46-2804557,47-2804080,48-2804082,49-2806234,50-2804565,51-2804563,52-2804561,53-2804560,54-2806311,55-2804084,56-2804612,57-2804067,58-2804571,59-2804538,60-2804536,61-2804065,62-2800297,63-2800261,64-2803997,65-2804792,66-2800289,67-2803934,68-2806662,69-2800286,70-2803932,71-2803596,72-2800283,73-2800281,74-2800280,75-2800278,76-2806663,77-2804031,78-2800260,79-2800275,80-2804713,81-2803598,82-2803600,83-2800273,84-2803601,85-2804331,86-2803581,87-2800271,88-2805489,89-2807150,90-2804581,91-2804582,92-2800267,93-2804032
43-2804576,0,1.4890290000000002,1.6974320000000003,2.5348370000000005,2.9820340000000005,3.2175030000000007,3.5453110000000008,3.8668390000000006,4.324055,4.730768,5.2199610000000005,5.577165000000001,6.047629000000001,6.521897000000001,7.312611000000001,8.149592000000002,8.535524000000002,9.044890000000002,9.261824000000002,9.842672000000002,10.061940000000002,10.652473000000002,11.156145000000002,11.558192000000002,12.014997000000001,12.377006000000002,13.321982000000002,14.208144000000003,14.494404000000003,15.485871000000003,15.930300000000003,16.639740000000003,17.211959000000004,17.348893000000004,18.289719000000005,18.931036000000006,19.163764000000008,19.48944300000001,19.667587000000008,20.17872300000001,20.621652000000008,20.824261000000007,21.005877000000005,21.260197000000005,21.741529000000003,22.248459000000004,22.612708000000005,22.953643000000007,23.254896000000006,23.615084000000007,24.253809000000008
44-2804078,,0,0.20840300000000003,1.045808,1.4930050000000001,1.728474,2.056282,2.37781,2.835026,3.241739,3.730932,4.088136,4.5586,5.032868000000001,5.823582000000001,6.660563000000001,7.046495000000001,7.555861000000001,7.772795000000001,8.353643000000002,8.572911000000001,9.163444000000002,9.667116000000002,10.069163000000001,10.525968,10.887977000000001,11.832953000000002,12.719115000000002,13.005375000000003,13.996842000000003,14.441271000000002,15.150711000000003,15.722930000000003,15.859864000000004,16.800690000000003,17.442007000000004,17.674735000000005,18.000414000000006,18.178558000000006,18.689694000000006,19.132623000000006,19.335232000000005,19.516848000000003,19.771168000000003,20.2525,20.759430000000002,21.123679000000003,21.464614000000005,21.765867000000004,22.126055000000004,22.764780000000005
45-2806308,,,0,0.837405,1.284602,1.520071,1.8478789999999998,2.1694069999999996,2.6266229999999995,3.0333359999999994,3.5225289999999996,3.8797329999999994,4.350197,4.824465,5.615179,6.45216,6.8380920000000005,7.3474580000000005,7.564392000000001,8.145240000000001,8.364508,8.955041000000001,9.458713000000001,9.86076,10.317565,10.679574,11.624550000000001,12.510712000000002,12.796972000000002,13.788439000000002,14.232868000000002,14.942308000000002,15.514527000000003,15.651461000000003,16.592287000000002,17.233604000000003,17.466332000000005,17.792011000000006,17.970155000000005,18.481291000000006,18.924220000000005,19.126829000000004,19.308445000000006,19.562765000000006,20.044097000000004,20.551027000000005,20.915276000000006,21.256211000000008,21.557464000000007,21.917652000000007,22.55637700000001
46-2804557,,,,0,0.447197,0.682666,1.0104739999999999,1.332002,1.789218,2.195931,2.685124,3.042328,3.512792,3.98706,4.777774,5.614755,6.000687,6.510053,6.726987,7.307835,7.527102999999999,8.117636,8.621307999999999,9.023354999999999,9.480159999999998,9.842168999999998,10.787144999999999,11.673307,11.959567,12.951034,13.395463,14.104903,14.677122,14.814056,15.754882,16.396199,16.628927,16.954606000000002,17.13275,17.643886000000002,18.086815,18.289424,18.471040000000002,18.725360000000002,19.206692,19.713622,20.077871000000002,20.418806000000004,20.720059000000003,21.080247000000004,21.718972000000004
47-2804080,,,,,0,0.235469,0.563277,0.8848050000000001,1.3420210000000001,1.7487340000000002,2.2379270000000004,2.5951310000000003,3.0655950000000005,3.5398630000000004,4.330577000000001,5.1675580000000005,5.553490000000001,6.062856000000001,6.279790000000001,6.860638000000001,7.079906,7.670439,8.174111,8.576158,9.032962999999999,9.394972,10.339948,11.22611,11.51237,12.503837,12.948266,13.657706000000001,14.229925000000001,14.366859000000002,15.307685000000001,15.949002000000002,16.18173,16.507409000000003,16.685553000000002,17.196689000000003,17.639618000000002,17.842227,18.023843,18.278163,18.759494999999998,19.266424999999998,19.630674,19.971609,20.272862,20.63305,21.271775
48-2804082,,,,,,0,0.327808,0.649336,1.106552,1.513265,2.0024580000000003,2.359662,2.8301260000000004,3.3043940000000003,4.095108000000001,4.932089,5.318021000000001,5.827387000000001,6.044321000000001,6.6251690000000005,6.844437,7.43497,7.938642,8.340689,8.797493999999999,9.159502999999999,10.104479,10.990641,11.276901,12.268368,12.712797,13.422237,13.994456000000001,14.131390000000001,15.072216000000001,15.713533000000002,15.946261000000002,16.27194,16.450084,16.96122,17.404149,17.606758,17.788373999999997,18.042693999999997,18.524025999999996,19.030955999999996,19.395204999999997,19.73614,20.037392999999998,20.397581,21.036306
49-2806234,,,,,,,0,0.32152800000000004,0.7787440000000001,1.185457,1.67465,2.031854,2.5023180000000003,2.976586,3.7673,4.604281,4.990213000000001,5.499579000000001,5.716513000000001,6.297361,6.516629,7.107162,7.610834,8.012881,8.469686,8.831695,9.776671,10.662833000000001,10.949093000000001,11.940560000000001,12.384989000000001,13.094429000000002,13.666648000000002,13.803582000000002,14.744408000000002,15.385725000000003,15.618453000000002,15.944132000000002,16.122276000000003,16.633412000000003,17.076341000000003,17.278950000000002,17.460566,17.714886,18.196218,18.703148,19.067397,19.408332,19.709585,20.069773,20.708498000000002
50-2804565,,,,,,,,0,0.457216,0.863929,1.353122,1.710326,2.18079,2.655058,3.445772,4.282753,4.668685,5.178051,5.394985,5.975833,6.195100999999999,6.785633999999999,7.289305999999999,7.6913529999999986,8.148157999999999,8.510167,9.455143,10.341305,10.627565,11.619032,12.063461,12.772901000000001,13.345120000000001,13.482054000000002,14.422880000000001,15.064197000000002,15.296925000000002,15.622604,15.800748,16.311884,16.754813,16.957421999999998,17.139038,17.393358,17.874689999999998,18.381619999999998,18.745869,19.086804,19.388057,19.748245,20.38697
51-2804563,,,,,,,,,0,0.406713,0.8959060000000001,1.2531100000000002,1.7235740000000002,2.197842,2.988556,3.8255369999999997,4.211469,4.720835,4.937769,5.518617,5.7378849999999995,6.328417999999999,6.832089999999999,7.234136999999999,7.690941999999999,8.052950999999998,8.997926999999999,9.884089,10.170349,11.161816,11.606245,12.315685,12.887904,13.024838,13.965664,14.606981000000001,14.839709000000001,15.165388,15.343532,15.854668,16.297597,16.500206,16.681821999999997,16.936141999999997,17.417473999999995,17.924403999999996,18.288652999999996,18.629588,18.930840999999997,19.291028999999998,19.929754
52-2804561,,,,,,,,,,0,0.48919300000000004,0.8463970000000001,1.316861,1.7911290000000002,2.581843,3.418824,3.804756,4.314121999999999,4.5310559999999995,5.111903999999999,5.331171999999999,5.921704999999998,6.425376999999998,6.827423999999998,7.284228999999998,7.6462379999999985,8.591213999999999,9.477376,9.763636,10.755103,11.199532,11.908972,12.481191,12.618125000000001,13.558951,14.200268000000001,14.432996000000001,14.758675,14.936819,15.447955,15.890884,16.093493,16.275109,16.529429,17.010761,17.517691,17.88194,18.222875000000002,18.524128,18.884316000000002,19.523041000000003
