순번_정류장ID,65-2804580,66-2804213,67-2804211,68-2804209,69-2804207,70-2804205,71-2804204,72-2806290,73-2804202,74-2806292,75-2804578,76-2803610,77-2803612,78-2806226,79-2803613,80-2803860,81-2803861,82-2800256,83-2806225,84-2803862,85-2803865,86-2806899,87-2803971,88-2803970,89-2803968,90-2803966,91-2803964,92-2803962,93-2803960,94-2803958,95-2803956,96-2803954,97-2803952,98-2803993,99-2803995,100-2800298,101-2803997,102-2800290,103-2800289,104-2803934,105-2806662,106-2800286,107-2803932,108-2803596,109-2800283,110-2800281,111-2800280,112-2800278,113-2806663,114-2804031,115-2800260,116-2800275,117-2804713,118-2803598,119-2803600,120-2800273,121-2803601,122-2804331,123-2803581,124-2800271,125-2805489,126-2807150,127-2804581,128-2804582,129-2800267,130-2804032
65-2804580,0,0.364119,0.85503,1.2435269999999998,1.9621959999999998,2.1981029999999997,2.5457469999999995,2.9668669999999997,3.2191719999999995,3.5828659999999997,4.736655,5.087028999999999,5.810436999999999,6.036824999999999,6.3325309999999995,7.379524,7.898601,8.022027,8.232071,8.765381999999999,9.023081999999999,9.345775999999999,10.015875,10.330463,10.936791,11.362243999999999,11.685113,12.415808,12.831156,13.382888,13.926183,14.47741,15.272312000000001,15.586111,15.724210000000001,16.940857,17.480385000000002,17.846576000000002,18.303381,18.665390000000002,19.610366000000003,20.496528,20.782788,21.774255,22.218684,22.928124,23.500343,23.637277,24.578103000000002,25.30842,25.541148000000003,25.866827000000004,26.044971000000004,26.556107000000004,26.999036000000004,27.201645000000003,27.383261000000005,27.637581000000004,28.118913000000003,28.625843000000003,28.990092000000004,29.331027000000006,29.632280000000005,29.992468000000006,30.631193000000007,30.827291000000006
66-2804213,,0,0.490911,0.879408,1.598077,1.833984,2.181628,2.602748,2.855053,3.218747,4.372536,4.722910000000001,5.446318000000001,5.672706000000001,5.968412000000001,7.015405000000001,7.5344820000000015,7.657908000000002,7.867952000000002,8.401263000000002,8.658963000000002,8.981657000000002,9.651756000000002,9.966344000000003,10.572672000000003,10.998125000000002,11.320994000000002,12.051689000000003,12.467037000000003,13.018769000000002,13.562064000000003,14.113291000000004,14.908193000000004,15.221992000000004,15.360091000000004,16.576738000000006,17.116266000000007,17.482457000000007,17.939262000000006,18.301271000000007,19.246247000000007,20.132409000000006,20.418669000000005,21.410136000000005,21.854565000000004,22.564005000000005,23.136224000000006,23.273158000000006,24.213984000000007,24.944301000000006,25.177029000000008,25.50270800000001,25.68085200000001,26.19198800000001,26.63491700000001,26.837526000000008,27.01914200000001,27.27346200000001,27.754794000000008,28.261724000000008,28.62597300000001,28.96690800000001,29.26816100000001,29.62834900000001,30.26707400000001,30.46317200000001
67-2804211,,,0,0.388497,1.1071659999999999,1.343073,1.690717,2.111837,2.364142,2.7278360000000004,3.8816250000000005,4.231999,4.955407,5.181795,5.477501,6.524494000000001,7.043571000000001,7.166997000000001,7.377041000000001,7.910352000000001,8.168052000000001,8.490746000000001,9.160845000000002,9.475433000000002,10.081761000000002,10.507214000000001,10.830083000000002,11.560778000000003,11.976126000000002,12.527858000000002,13.071153000000002,13.622380000000003,14.417282000000004,14.731081000000003,14.869180000000004,16.085827000000002,16.625355000000003,16.991546000000003,17.448351000000002,17.810360000000003,18.755336000000003,19.641498000000002,19.927758,20.919225,21.363654,22.073094,22.645313,22.782247,23.723073000000003,24.453390000000002,24.686118000000004,25.011797000000005,25.189941000000005,25.701077000000005,26.144006000000005,26.346615000000003,26.528231000000005,26.782551000000005,27.263883000000003,27.770813000000004,28.135062000000005,28.475997000000007,28.777250000000006,29.137438000000007,29.776163000000007,29.972261000000007
68-2804209,,,,0,0.718669,0.954576,1.30222,1.7233399999999999,1.9756449999999999,2.339339,3.4931279999999996,3.8435019999999995,4.566909999999999,4.793297999999999,5.089003999999999,6.135997,6.655074,6.7785,6.988544,7.521855,7.779555,8.102249,8.772348000000001,9.086936000000001,9.693264000000001,10.118717,10.441586000000001,11.172281000000002,11.587629000000002,12.139361000000001,12.682656000000001,13.233883000000002,14.028785000000003,14.342584000000002,14.480683000000003,15.697330000000003,16.236858,16.603049000000002,17.059854,17.421863000000002,18.366839000000002,19.253001,19.539261,20.530728,20.975157,21.684597,22.256816,22.39375,23.334576000000002,24.064893,24.297621000000003,24.623300000000004,24.801444000000004,25.312580000000004,25.755509000000004,25.958118000000002,26.139734000000004,26.394054000000004,26.875386000000002,27.382316000000003,27.746565000000004,28.087500000000006,28.388753000000005,28.748941000000006,29.387666000000007,29.583764000000006
69-2804207,,,,,0,0.235907,0.583551,1.004671,1.256976,1.62067,2.7744590000000002,3.124833,3.8482410000000002,4.074629,4.370335,5.4173279999999995,5.936405,6.059831,6.269875,6.803186,7.060886,7.38358,8.053679,8.368267000000001,8.974595,9.400048,9.722917,10.453612000000001,10.868960000000001,11.420692,11.963987000000001,12.515214000000002,13.310116000000003,13.623915000000002,13.762014000000002,14.978661000000002,15.518189000000003,15.884380000000004,16.341185000000003,16.703194000000003,17.648170000000004,18.534332000000003,18.820592,19.812059,20.256488,20.965928,21.538147000000002,21.675081000000002,22.615907000000004,23.346224000000003,23.578952000000005,23.904631000000006,24.082775000000005,24.593911000000006,25.036840000000005,25.239449000000004,25.421065000000006,25.675385000000006,26.156717000000004,26.663647000000005,27.027896000000005,27.368831000000007,27.670084000000006,28.030272000000007,28.668997000000008,28.865095000000007
70-2804205,,,,,,0,0.347644,0.768764,1.021069,1.384763,2.538552,2.888926,3.612334,3.838722,4.134428,5.181421,5.7004980000000005,5.823924000000001,6.033968000000001,6.567279000000001,6.824979000000001,7.147673000000001,7.8177720000000015,8.132360000000002,8.738688000000002,9.164141,9.487010000000001,10.217705000000002,10.633053000000002,11.184785000000002,11.728080000000002,12.279307000000003,13.074209000000003,13.388008000000003,13.526107000000003,14.742754000000003,15.282282000000004,15.648473000000005,16.105278000000006,16.467287000000006,17.412263000000006,18.298425000000005,18.584685000000004,19.576152000000004,20.020581000000004,20.730021000000004,21.302240000000005,21.439174000000005,22.380000000000006,23.110317000000006,23.343045000000007,23.668724000000008,23.846868000000008,24.358004000000008,24.800933000000008,25.003542000000007,25.18515800000001,25.43947800000001,25.920810000000007,26.427740000000007,26.791989000000008,27.13292400000001,27.43417700000001,27.79436500000001,28.43309000000001,28.62918800000001
71-2804204,,,,,,,0,0.42112,0.6734249999999999,1.037119,2.190908,2.541282,3.26469,3.491078,3.786784,4.8337769999999995,5.352854,5.47628,5.686324,6.219635,6.477335,6.800029,7.470128000000001,7.784716,8.391044,8.816497,9.139366,9.870061000000002,10.285409000000001,10.837141,11.380436000000001,11.931663000000002,12.726565000000003,13.040364000000002,13.178463000000002,14.395110000000003,14.934638000000003,15.300829000000004,15.757634000000003,16.119643000000003,17.064619000000004,17.950781000000003,18.237041,19.228508,19.672937,20.382377,20.954596000000002,21.091530000000002,22.032356000000004,22.762673000000003,22.995401000000005,23.321080000000006,23.499224000000005,24.010360000000006,24.453289000000005,24.655898000000004,24.837514000000006,25.091834000000006,25.573166000000004,26.080096000000005,26.444345000000006,26.785280000000007,27.086533000000006,27.446721000000007,28.085446000000008,28.281544000000007
72-2806290,,,,,,,,0,0.252305,0.615999,1.769788,2.1201619999999997,2.8435699999999997,3.0699579999999997,3.3656639999999998,4.412656999999999,4.931734,5.05516,5.265204,5.798515,6.056215,6.378909,7.049008000000001,7.363596,7.969924000000001,8.395377,8.718246,9.448941000000001,9.864289000000001,10.416021,10.959316000000001,11.510543000000002,12.305445000000002,12.619244000000002,12.757343000000002,13.973990000000002,14.513518000000003,14.879709000000004,15.336514000000003,15.698523000000003,16.643499000000002,17.529661,17.815921,18.807388,19.251817,19.961257,20.533476,20.67041,21.611236,22.341553,22.574281000000003,22.899960000000004,23.078104000000003,23.589240000000004,24.032169000000003,24.234778000000002,24.416394000000004,24.670714000000004,25.152046000000002,25.658976000000003,26.023225000000004,26.364160000000005,26.665413000000004,27.025601000000005,27.664326000000006,27.860424000000005
73-2804202,,,,,,,,,0,0.363694,1.517483,1.8678569999999999,2.591265,2.817653,3.113359,4.160352,4.679429,4.802855,5.012899,5.54621,5.80391,6.126604,6.796703000000001,7.1112910000000005,7.717619000000001,8.143072,8.465941,9.196636000000002,9.611984000000001,10.163716,10.707011000000001,11.258238000000002,12.053140000000003,12.366939000000002,12.505038000000003,13.721685000000003,14.261213000000003,14.627404000000004,15.084209000000003,15.446218000000004,16.391194000000002,17.277356,17.563616,18.555083,18.999512,19.708952,20.281171,20.418105,21.358931000000002,22.089248,22.321976000000003,22.647655000000004,22.825799000000004,23.336935000000004,23.779864000000003,23.982473000000002,24.164089000000004,24.418409000000004,24.899741000000002,25.406671000000003,25.770920000000004,26.111855000000006,26.413108000000005,26.773296000000006,27.412021000000006,27.608119000000006
74-2806292,,,,,,,,,,0,1.153789,1.504163,2.2275709999999997,2.453959,2.749665,3.796658,4.315735,4.439161,4.649205,5.182516000000001,5.440216,5.762910000000001,6.433009,6.747597,7.353925,7.779378,8.102247,8.832942000000001,9.24829,9.800022,10.343317,10.894544000000002,11.689446000000002,12.003245000000001,12.141344000000002,13.357991000000002,13.897519000000003,14.263710000000003,14.720515000000002,15.082524000000003,16.027500000000003,16.913662000000002,17.199922,18.191389,18.635818,19.345258,19.917477,20.054411,20.995237000000003,21.725554000000002,21.958282000000004,22.283961000000005,22.462105000000005,22.973241000000005,23.416170000000005,23.618779000000004,23.800395,24.054715,24.536047,25.042977,25.407226,25.748161000000003,26.049414000000002,26.409602000000003,27.048327000000004,27.244425000000003
