순번_정류장ID,1-2806005,2-2807282,3-2806007,4-2805909,5-2806009,6-2806836,7-2800339,8-2805931,9-2805914,10-2805916,11-2805918,12-2805921,13-2805922,14-2805924,15-2805926,16-2805928,17-2804881,18-2805930
1-2806005,0,0.465037,1.694937,2.354153,3.015744,3.878075,5.136588,7.260831,8.470093,9.421699,10.569064000000001,11.422026,11.939601000000001,13.768365000000001,15.216325000000001,16.812595,20.338888,23.279515
2-2807282,,0,1.2299,1.889116,2.550707,3.4130380000000002,4.671551,6.795794,8.005056,8.956662,10.104027,10.956989,11.474564,13.303328,14.751288,16.347558,19.873851,22.814477999999998
3-2806007,,,0,0.659216,1.320807,2.183138,3.4416510000000002,5.565894,6.775156,7.726762,8.874127,9.727089,10.244664,12.073428,13.521388,15.117658,18.643951,21.584578
4-2805909,,,,0,0.661591,1.523922,2.782435,4.906677999999999,6.115939999999999,7.067545999999999,8.214910999999999,9.067872999999999,9.585448,11.414212,12.862172,14.458442,17.984735,20.925362
5-2806009,,,,,0,0.862331,2.120844,4.245087,5.454349,6.405955,7.553319999999999,8.406282,8.923857,10.752621,12.200581,13.796851,17.323144,20.263771
6-2806836,,,,,,0,1.258513,3.3827559999999997,4.5920179999999995,5.543623999999999,6.690988999999999,7.543950999999999,8.061525999999999,9.890289999999998,11.338249999999999,12.93452,16.460812999999998,19.401439999999997
7-2800339,,,,,,,0,2.124243,3.3335049999999997,4.285111,5.432475999999999,6.285437999999999,6.803012999999999,8.631777,10.079737,11.676007,15.202300000000001,18.142927
8-2805931,,,,,,,,0,1.209262,2.160868,3.3082329999999995,4.161194999999999,4.678769999999999,6.507533999999999,7.955493999999999,9.551763999999999,13.078056999999998,16.018683999999997
9-2805914,,,,,,,,,0,0.951606,2.0989709999999997,2.951933,3.469508,5.298272,6.746232,8.342502,11.868794999999999,14.809421999999998
10-2805916,,,,,,,,,,0,1.147365,2.000327,2.517902,4.346666,5.794626,7.390896,10.917189,13.857816
11-2805918,,,,,,,,,,,0,0.8529620000000001,1.3705370000000001,3.199301,4.647261,6.243531000000001,9.769824,12.710450999999999
12-2805921,,,,,,,,,,,,0,0.517575,2.346339,3.794299,5.390569,8.916862,11.857489000000001
13-2805922,,,,,,,,,,,,,0,1.8287639999999998,3.2767239999999997,4.872994,8.399287000000001,11.339914
14-2805924,,,,,,,,,,,,,,0,1.4479600000000001,3.04423,6.570523,9.51115
15-2805926,,,,,,,,,,,,,,,0,1.59627,5.1225629999999995,8.063189999999999
16-2805928,,,,,,,,,,,,,,,,0,3.526293,6.46692
17-2804881,,,,,,,,,,,,,,,,,0,2.940627
18-2805930,,,,,,,,,,,,,,,,,,0
