순번_정류장ID,45-2801790,46-2801977,47-2805598,48-2802051,49-2802098,50-2802121,51-2802100,52-2806709,53-2802089,54-2802073,55-2802060,56-2804815,57-2802071,58-2802062,59-2802081,60-2802066,61-2802069,62-2802087,63-2804799,64-2802048,65-2801823,66-2802110,67-2801894,68-2801891,69-2801853,70-2805585,71-2805678,72-2805882,73-2806908,74-2806077,75-2805649,76-2806515,77-2806517,78-2805906,79-2806422
45-2801790,0,0.393925,0.6333219999999999,1.092654,1.526067,1.9806970000000002,2.181134,2.497736,2.805489,3.05852,3.2126520000000003,3.4235580000000003,3.764746,4.107826,4.417660000000001,4.692813000000001,4.999461000000001,5.297927000000001,5.6849560000000015,6.191080000000001,6.519417000000002,6.721895000000002,7.119533000000001,7.322303000000002,7.538878000000001,7.894958000000002,8.267463000000001,8.516303,8.743033,9.26787,9.809423,10.250435000000001,10.596392000000002,10.929180000000002,11.260290000000003
46-2801977,,0,0.23939699999999997,0.6987289999999999,1.132142,1.586772,1.787209,2.103811,2.411564,2.664595,2.818727,3.029633,3.370821,3.713901,4.023735,4.298888000000001,4.605536000000001,4.904002000000001,5.291031000000001,5.797155000000001,6.125492000000001,6.327970000000001,6.725608000000001,6.928378000000001,7.144953000000001,7.501033000000001,7.873538000000002,8.122378000000001,8.349108000000001,8.873945,9.415498000000001,9.856510000000002,10.202467000000002,10.535255000000003,10.866365000000004
47-2805598,,,0,0.45933199999999996,0.8927449999999999,1.347375,1.547812,1.864414,2.172167,2.425198,2.57933,2.790236,3.131424,3.474504,3.784338,4.059491,4.366139,4.664605000000001,5.051634000000001,5.557758000000001,5.886095000000001,6.088573000000001,6.486211000000001,6.688981000000001,6.905556000000001,7.261636000000001,7.634141000000001,7.882981000000002,8.109711000000003,8.634548000000002,9.176101000000003,9.617113000000003,9.963070000000004,10.295858000000004,10.626968000000005
48-2802051,,,,0,0.433413,0.888043,1.0884800000000001,1.4050820000000002,1.712835,1.9658660000000001,2.1199980000000003,2.3309040000000003,2.672092,3.015172,3.325006,3.600159,3.906807,4.205273,4.592302,5.098426,5.426763,5.629241,6.026879,6.229649,6.446224,6.802304,7.174809000000001,7.423649000000001,7.650379000000001,8.175216,8.716769000000001,9.157781000000002,9.503738000000002,9.836526000000003,10.167636000000003
49-2802098,,,,,0,0.45463000000000003,0.6550670000000001,0.9716690000000001,1.279422,1.532453,1.686585,1.897491,2.238679,2.581759,2.891593,3.166746,3.473394,3.7718599999999998,4.158888999999999,4.665012999999999,4.9933499999999995,5.195828,5.593465999999999,5.7962359999999995,6.012810999999999,6.368891,6.741396,6.990236,7.216966,7.741803,8.283356,8.724368,9.070325,9.403113000000001,9.734223000000002
50-2802121,,,,,,0,0.20043699999999998,0.517039,0.824792,1.077823,1.231955,1.442861,1.784049,2.127129,2.436963,2.712116,3.018764,3.31723,3.704259,4.210383,4.5387200000000005,4.741198000000001,5.138836,5.3416060000000005,5.558181,5.914261000000001,6.286766000000001,6.535606000000001,6.762336000000001,7.287173000000001,7.828726000000001,8.269738000000002,8.615695000000002,8.948483000000003,9.279593000000004
51-2802100,,,,,,,0,0.316602,0.624355,0.877386,1.031518,1.242424,1.583612,1.926692,2.236526,2.511679,2.818327,3.116793,3.503822,4.009946,4.3382830000000006,4.540761000000001,4.938399,5.1411690000000005,5.357744,5.713824000000001,6.086329000000001,6.335169000000001,6.561899000000001,7.086736000000001,7.6282890000000005,8.069301000000001,8.415258000000001,8.748046000000002,9.079156000000003
52-2806709,,,,,,,,0,0.307753,0.560784,0.7149159999999999,0.9258219999999999,1.26701,1.61009,1.919924,2.195077,2.501725,2.800191,3.18722,3.6933439999999997,4.021681,4.224159,4.621797,4.824567,5.041142,5.397222,5.7697270000000005,6.018567000000001,6.245297000000001,6.7701340000000005,7.311687000000001,7.752699000000001,8.098656,8.431444,8.762554000000002
53-2802089,,,,,,,,,0,0.253031,0.407163,0.618069,0.959257,1.302337,1.612171,1.887324,2.193972,2.492438,2.879467,3.385591,3.7139279999999997,3.916406,4.314044,4.516814,4.733389,5.089469,5.4619740000000006,5.710814000000001,5.937544000000001,6.462381000000001,7.003934000000001,7.444946000000001,7.790903000000001,8.123691,8.454801000000002
54-2802073,,,,,,,,,,0,0.154132,0.365038,0.706226,1.049306,1.35914,1.634293,1.940941,2.239407,2.626436,3.13256,3.4608969999999997,3.663375,4.061013,4.263783,4.480358,4.836438,5.2089430000000005,5.457783000000001,5.684513000000001,6.209350000000001,6.750903000000001,7.191915000000001,7.537872000000001,7.870660000000001,8.201770000000002
