순번_정류장ID,64-2806940,65-2806941,66-2806942,67-2806943,68-2806944,69-2807134,70-2807135,71-2806946,72-2807137,73-2806947,74-2806948,75-2806949,76-2807147,77-2807148,78-2807149,79-2806951,80-2807138,81-2806973,82-2807139,83-2807409,84-2807123,85-2807141,86-2807155,87-2804229,88-2807153,89-2804227,90-2804225,91-2804223,92-2806333,93-2804220,94-2804217,95-2804215,96-2804342,97-2803719,98-2803711,99-2806217,100-2803708,101-2806218,102-2803710,103-2803712,104-2803713,105-2804231,106-2804232,107-2806331,108-2804233,109-2804235,110-2804237,111-2804239,112-2806328,113-2804241,114-2804335,115-2804773,116-2804244,117-2806230,118-2804257,119-2804259,120-2804758,121-2804760,122-2807395,123-2804261,124-2804337,125-2807368,126-2804602,127-2803580,128-2800263,129-2800267
64-2806940,0,0.32719000000000004,0.654603,1.015005,1.348919,1.645877,2.052616,2.286096,2.586846,2.890701,4.247197,4.8085819999999995,5.669294999999999,5.921301999999999,6.326542999999999,6.595183999999999,7.572886999999999,8.399764,8.854951999999999,9.323986999999999,11.106651999999999,11.485795,11.813252,12.075085,12.430582,12.765371,13.211338,13.431386999999999,14.364185999999998,15.136369999999998,15.516546999999997,16.220736,16.859669,17.09091,17.209968,17.562536,18.226473000000002,18.359639,18.559628,19.248654,20.177042999999998,20.408610999999997,20.763852999999997,21.477140999999996,21.930724999999995,22.190269999999995,22.791338999999994,23.250673999999993,23.758190999999993,24.641486999999994,25.714612999999993,26.898866999999992,27.49804199999999,27.806098999999993,28.262523999999992,28.69037399999999,28.999740999999993,29.24972899999999,29.461390999999992,29.55839599999999,29.93174099999999,30.158177999999992,30.307345999999992,30.52735699999999,30.779379999999993,31.614202999999993
65-2806941,,0,0.327413,0.6878150000000001,1.021729,1.3186870000000002,1.7254260000000001,1.9589060000000003,2.259656,2.563511,3.920007,4.481392,5.342104999999999,5.594111999999999,5.999352999999999,6.267993999999999,7.245696999999999,8.072574,8.527762,8.996796999999999,10.779461999999999,11.158604999999998,11.486061999999999,11.747894999999998,12.103391999999998,12.438180999999998,12.884147999999998,13.104196999999997,14.036995999999997,14.809179999999996,15.189356999999996,15.893545999999995,16.532478999999995,16.763719999999996,16.882777999999995,17.235345999999996,17.899282999999997,18.032448999999996,18.232437999999995,18.921463999999993,19.849852999999992,20.08142099999999,20.436662999999992,21.14995099999999,21.60353499999999,21.86307999999999,22.46414899999999,22.923483999999988,23.431000999999988,24.31429699999999,25.387422999999988,26.571676999999987,27.170851999999986,27.478908999999987,27.935333999999987,28.363183999999986,28.672550999999988,28.922538999999986,29.134200999999987,29.231205999999986,29.604550999999987,29.830987999999987,29.980155999999987,30.200166999999986,30.452189999999987,31.287012999999988
66-2806942,,,0,0.360402,0.6943159999999999,0.991274,1.398013,1.6314929999999999,1.932243,2.236098,3.592594,4.153979,5.014691999999999,5.266698999999999,5.671939999999999,5.940580999999999,6.918283999999999,7.7451609999999995,8.200349,8.669383999999999,10.452048999999999,10.831191999999998,11.158648999999999,11.420481999999998,11.775978999999998,12.110767999999998,12.556734999999998,12.776783999999997,13.709582999999997,14.481766999999996,14.861943999999996,15.566132999999995,16.205065999999995,16.436306999999996,16.555364999999995,16.907932999999996,17.571869999999997,17.705035999999996,17.905024999999995,18.594050999999993,19.522439999999992,19.754007999999992,20.109249999999992,20.82253799999999,21.27612199999999,21.53566699999999,22.13673599999999,22.596070999999988,23.103587999999988,23.98688399999999,25.060009999999988,26.244263999999987,26.843438999999986,27.151495999999987,27.607920999999987,28.035770999999986,28.345137999999988,28.595125999999986,28.806787999999987,28.903792999999986,29.277137999999987,29.503574999999987,29.652742999999987,29.872753999999986,30.124776999999987,30.959599999999988
67-2806943,,,,0,0.333914,0.630872,1.037611,1.2710910000000002,1.5718410000000003,1.8756960000000003,3.2321920000000004,3.7935770000000004,4.6542900000000005,4.906297,5.3115380000000005,5.580179,6.557882,7.384759000000001,7.839947,8.308982,10.091647,10.470790000000001,10.798247000000002,11.060080000000001,11.415577,11.750366000000001,12.196333000000001,12.416382,13.349181,14.121364999999999,14.501541999999999,15.205730999999998,15.844663999999998,16.075905,16.194962999999998,16.547531,17.211468,17.344634,17.544622999999998,18.233648999999996,19.162037999999995,19.393605999999995,19.748847999999995,20.462135999999994,20.915719999999993,21.175264999999992,21.77633399999999,22.23566899999999,22.74318599999999,23.626481999999992,24.69960799999999,25.88386199999999,26.48303699999999,26.79109399999999,27.24751899999999,27.67536899999999,27.98473599999999,28.23472399999999,28.44638599999999,28.54339099999999,28.91673599999999,29.14317299999999,29.29234099999999,29.51235199999999,29.76437499999999,30.59919799999999
68-2806944,,,,,0,0.296958,0.703697,0.937177,1.237927,1.541782,2.898278,3.459663,4.3203759999999996,4.572382999999999,4.977624,5.246264999999999,6.223967999999999,7.050844999999999,7.506032999999999,7.9750679999999985,9.757732999999998,10.136875999999997,10.464332999999998,10.726165999999997,11.081662999999997,11.416451999999998,11.862418999999997,12.082467999999997,13.015266999999996,13.787450999999995,14.167627999999995,14.871816999999995,15.510749999999994,15.741990999999995,15.861048999999996,16.213616999999996,16.877553999999996,17.010719999999996,17.210708999999994,17.899734999999993,18.828123999999992,19.05969199999999,19.41493399999999,20.12822199999999,20.58180599999999,20.84135099999999,21.442419999999988,21.901754999999987,22.409271999999987,23.29256799999999,24.365693999999987,25.549947999999986,26.149122999999985,26.457179999999987,26.913604999999986,27.341454999999986,27.650821999999987,27.900809999999986,28.112471999999986,28.209476999999985,28.582821999999986,28.809258999999987,28.958426999999986,29.178437999999986,29.430460999999987,30.265283999999987
69-2807134,,,,,,0,0.40673899999999996,0.640219,0.9409689999999999,1.244824,2.60132,3.162705,4.0234179999999995,4.275424999999999,4.6806659999999995,4.949306999999999,5.927009999999999,6.753886999999999,7.209074999999999,7.678109999999998,9.460774999999998,9.839917999999997,10.167374999999998,10.429207999999997,10.784704999999997,11.119493999999998,11.565460999999997,11.785509999999997,12.718308999999996,13.490492999999995,13.870669999999995,14.574858999999995,15.213791999999994,15.445032999999995,15.564090999999996,15.916658999999996,16.580595999999996,16.713761999999996,16.913750999999994,17.602776999999993,18.531165999999992,18.76273399999999,19.11797599999999,19.83126399999999,20.28484799999999,20.54439299999999,21.145461999999988,21.604796999999987,22.112313999999987,22.99560999999999,24.068735999999987,25.252989999999986,25.852164999999985,26.160221999999987,26.616646999999986,27.044496999999986,27.353863999999987,27.603851999999986,27.815513999999986,27.912518999999985,28.285863999999986,28.512300999999987,28.661468999999986,28.881479999999986,29.133502999999987,29.968325999999987
70-2807135,,,,,,,0,0.23348000000000002,0.53423,0.838085,2.194581,2.755966,3.616679,3.868686,4.273927,4.542567999999999,5.520270999999999,6.347147999999999,6.802335999999999,7.2713709999999985,9.054035999999998,9.433178999999999,9.760636,10.022469,10.377965999999999,10.712755,11.158722,11.378770999999999,12.311569999999998,13.083753999999997,13.463930999999997,14.168119999999996,14.807052999999996,15.038293999999997,15.157351999999998,15.509919999999997,16.173856999999998,16.307022999999997,16.507011999999996,17.196037999999994,18.124426999999994,18.355994999999993,18.711236999999993,19.424524999999992,19.87810899999999,20.13765399999999,20.73872299999999,21.19805799999999,21.70557499999999,22.58887099999999,23.66199699999999,24.846250999999988,25.445425999999987,25.75348299999999,26.209907999999988,26.637757999999987,26.94712499999999,27.197112999999987,27.408774999999988,27.505779999999987,27.879124999999988,28.10556199999999,28.254729999999988,28.474740999999987,28.72676399999999,29.56158699999999
71-2806946,,,,,,,,0,0.30075,0.6046050000000001,1.961101,2.522486,3.383199,3.6352059999999997,4.0404469999999995,4.309087999999999,5.286790999999999,6.113667999999999,6.5688559999999985,7.037890999999998,8.820555999999998,9.199698999999999,9.527156,9.788988999999999,10.144485999999999,10.479275,10.925241999999999,11.145290999999999,12.078089999999998,12.850273999999997,13.230450999999997,13.934639999999996,14.573572999999996,14.804813999999997,14.923871999999998,15.276439999999997,15.940376999999998,16.073542999999997,16.273531999999996,16.962557999999994,17.890946999999993,18.122514999999993,18.477756999999993,19.191044999999992,19.64462899999999,19.90417399999999,20.50524299999999,20.96457799999999,21.47209499999999,22.35539099999999,23.42851699999999,24.612770999999988,25.211945999999987,25.52000299999999,25.976427999999988,26.404277999999987,26.71364499999999,26.963632999999987,27.175294999999988,27.272299999999987,27.645644999999988,27.87208199999999,28.021249999999988,28.241260999999987,28.49328399999999,29.32810699999999
72-2807137,,,,,,,,,0,0.30385500000000004,1.660351,2.221736,3.082449,3.334456,3.7396969999999996,4.008337999999999,4.986040999999999,5.812918,6.2681059999999995,6.737140999999999,8.519805999999999,8.898948999999998,9.226405999999999,9.488238999999998,9.843735999999998,10.178524999999999,10.624491999999998,10.844540999999998,11.777339999999997,12.549523999999996,12.929700999999996,13.633889999999996,14.272822999999995,14.504063999999996,14.623121999999997,14.975689999999997,15.639626999999997,15.772792999999997,15.972781999999997,16.661807999999997,17.590196999999996,17.821764999999996,18.177006999999996,18.890294999999995,19.343878999999994,19.603423999999993,20.204492999999992,20.66382799999999,21.17134499999999,22.054640999999993,23.12776699999999,24.31202099999999,24.91119599999999,25.21925299999999,25.67567799999999,26.10352799999999,26.412894999999992,26.66288299999999,26.87454499999999,26.97154999999999,27.34489499999999,27.57133199999999,27.72049999999999,27.94051099999999,28.19253399999999,29.02735699999999
73-2806947,,,,,,,,,,0,1.356496,1.917881,2.778594,3.030601,3.435842,3.704483,4.682186000000001,5.509063000000001,5.964251000000001,6.433286000000001,8.215951,8.595094,8.922551,9.184384,9.539881,9.87467,10.320637,10.540685999999999,11.473484999999998,12.245668999999998,12.625845999999997,13.330034999999997,13.968967999999997,14.200208999999997,14.319266999999998,14.671834999999998,15.335771999999999,15.468937999999998,15.668926999999998,16.357953,17.286341999999998,17.517909999999997,17.873151999999997,18.586439999999996,19.040023999999995,19.299568999999995,19.900637999999994,20.359972999999993,20.867489999999993,21.750785999999994,22.823911999999993,24.008165999999992,24.60734099999999,24.915397999999993,25.371822999999992,25.79967299999999,26.109039999999993,26.35902799999999,26.570689999999992,26.66769499999999,27.04103999999999,27.267476999999992,27.416644999999992,27.63665599999999,27.888678999999993,28.723501999999993
