순번_정류장ID,1-2805726,2-2805739,3-2800372,4-2800317,5-2805948,6-2800371,7-2803056,8-2802651,9-2802638,10-2803669,11-2803046,12-2803045,13-2803071,14-2803082,15-2803093,16-2803107,17-2803121,18-2803113,19-2803106,20-2803048,21-2803109,22-2803227,23-2803239,24-2803252,25-2804953,26-2803256,27-2803249,28-2803230,29-2803233,30-2803234,31-2803237,32-2803241,33-2802745,34-2802737,35-2802629,36-2802719,37-2802709,38-2802703,39-2802693,40-2802688,41-2802684,42-2802674,43-2802665,44-2802662,45-2802659,46-2802650,47-2800819,48-2800815,49-2800810,50-2800806,51-2800793,52-2800785,53-2800771,54-2800764,55-2800756,56-2800736,57-2800710,58-2800705,59-2800697,60-2801603,61-2801583,62-2801565,63-2801546,64-2801527,65-2801514,66-2801509,67-2801497,68-2801482,69-2801450,70-2801424,71-2801411,72-2801401,73-2801160,74-2801367,75-2801346,76-2800173,77-2801259,78-2805069,79-2801243,80-2801242,81-2801247,82-2801249,83-2801253,84-2801083,85-2801057,86-2801043,87-2801010
1-2805726,0,0.327373,0.6277280000000001,1.8497130000000002,2.8644830000000003,3.4540380000000006,4.0288960000000005,4.531017,4.750001,5.110048,5.428113,5.55378,5.719332,6.021097999999999,6.424045,6.685607999999999,6.879345999999999,7.366745999999999,7.590536999999999,7.878327,8.364627,8.857516,9.23133,9.743112,10.009137,10.320698,10.590156,11.07642,11.483614000000001,11.736157,12.029069,12.443287999999999,12.953878999999999,13.196549999999998,13.822791999999998,14.083870999999998,14.381808999999999,14.870575999999998,15.269108999999998,15.499819999999998,15.739806999999997,15.952260999999996,16.165450999999997,16.402088999999997,16.573882999999995,16.899774999999995,17.130002999999995,17.382485999999997,17.835852999999997,18.135013999999998,18.535197999999998,18.726906999999997,19.073973999999996,19.260403999999998,19.405507999999998,19.708911999999998,20.071047999999998,20.147439999999996,20.658567999999995,21.637157999999996,21.962526999999994,22.231330999999994,22.522667999999992,22.947266999999993,23.195831999999992,23.37484599999999,23.67434699999999,24.09846899999999,24.507937999999992,25.022768999999993,25.30201999999999,25.589463999999992,25.83211199999999,26.137189999999993,26.651448999999992,27.289612999999992,27.991148999999993,28.246767999999992,28.43221699999999,28.60689099999999,28.92476099999999,29.20051999999999,29.47646899999999,30.24367299999999,30.47575499999999,30.88509899999999,31.75475299999999
2-2805739,,0,0.30035500000000004,1.5223400000000002,2.53711,3.126665,3.701523,4.203644,4.422628,4.782674999999999,5.100739999999999,5.226406999999999,5.391958999999999,5.693724999999999,6.096671999999999,6.358234999999999,6.5519729999999985,7.0393729999999985,7.263163999999999,7.550953999999999,8.037253999999999,8.530142999999999,8.903956999999998,9.415738999999999,9.681764,9.993324999999999,10.262782999999999,10.749047,11.156241,11.408783999999999,11.701695999999998,12.115914999999998,12.626505999999997,12.869176999999997,13.495418999999997,13.756497999999997,14.054435999999997,14.543202999999997,14.941735999999997,15.172446999999996,15.412433999999996,15.624887999999995,15.838077999999996,16.074715999999995,16.246509999999994,16.572401999999993,16.802629999999994,17.055112999999995,17.508479999999995,17.807640999999997,18.207824999999996,18.399533999999996,18.746600999999995,18.933030999999996,19.078134999999996,19.381538999999997,19.743674999999996,19.820066999999995,20.331194999999994,21.309784999999994,21.635153999999993,21.903957999999992,22.19529499999999,22.61989399999999,22.86845899999999,23.04747299999999,23.34697399999999,23.77109599999999,24.18056499999999,24.69539599999999,24.97464699999999,25.26209099999999,25.50473899999999,25.809816999999992,26.32407599999999,26.96223999999999,27.66377599999999,27.91939499999999,28.10484399999999,28.27951799999999,28.597387999999988,28.87314699999999,29.14909599999999,29.91629999999999,30.148381999999987,30.557725999999988,31.42737999999999
3-2800372,,,0,1.221985,2.2367550000000005,2.8263100000000003,3.401168,3.903289,4.122273,4.48232,4.8003849999999995,4.926051999999999,5.091603999999999,5.393369999999999,5.796316999999999,6.057879999999999,6.251617999999999,6.739017999999999,6.962808999999999,7.250598999999999,7.736898999999999,8.229788,8.603601999999999,9.115383999999999,9.381409,9.692969999999999,9.962428,10.448692,10.855886,11.108429,11.401340999999999,11.815559999999998,12.326150999999998,12.568821999999997,13.195063999999997,13.456142999999997,13.754080999999998,14.242847999999997,14.641380999999997,14.872091999999997,15.112078999999996,15.324532999999995,15.537722999999996,15.774360999999995,15.946154999999996,16.272046999999997,16.502274999999997,16.754758,17.208125,17.507286,17.90747,18.099179,18.446246,18.632676,18.77778,19.081184,19.44332,19.519712,20.030839999999998,21.00943,21.334798999999997,21.603602999999996,21.894939999999995,22.319538999999995,22.568103999999995,22.747117999999993,23.046618999999993,23.470740999999993,23.880209999999995,24.395040999999996,24.674291999999994,24.961735999999995,25.204383999999994,25.509461999999996,26.023720999999995,26.661884999999995,27.363420999999995,27.619039999999995,27.804488999999993,27.979162999999993,28.297032999999992,28.572791999999993,28.848740999999993,29.615944999999993,29.84802699999999,30.257370999999992,31.127024999999993
4-2800317,,,,0,1.0147700000000002,1.6043250000000002,2.179183,2.681304,2.9002879999999998,3.2603349999999995,3.5783999999999994,3.7040669999999993,3.8696189999999993,4.171384999999999,4.574331999999999,4.835894999999999,5.029632999999999,5.517032999999999,5.740823999999999,6.028613999999999,6.514913999999999,7.007802999999999,7.381616999999999,7.893399,8.159424,8.470984999999999,8.740442999999999,9.226707,9.633901,9.886444,10.179355999999999,10.593574999999998,11.104165999999998,11.346836999999997,11.973078999999997,12.234157999999997,12.532095999999997,13.020862999999997,13.419395999999997,13.650106999999997,13.890093999999996,14.102547999999995,14.315737999999996,14.552375999999995,14.724169999999996,15.050061999999995,15.280289999999995,15.532772999999995,15.986139999999995,16.285300999999997,16.685484999999996,16.877193999999996,17.224260999999995,17.410690999999996,17.555794999999996,17.859198999999997,18.221334999999996,18.297726999999995,18.808854999999994,19.787444999999995,20.112813999999993,20.381617999999992,20.67295499999999,21.09755399999999,21.34611899999999,21.52513299999999,21.82463399999999,22.24875599999999,22.65822499999999,23.173055999999992,23.45230699999999,23.73975099999999,23.98239899999999,24.287476999999992,24.80173599999999,25.43989999999999,26.14143599999999,26.39705499999999,26.58250399999999,26.75717799999999,27.07504799999999,27.35080699999999,27.62675599999999,28.39395999999999,28.626041999999988,29.03538599999999,29.90503999999999
5-2805948,,,,,0,0.589555,1.1644130000000001,1.6665340000000002,1.8855180000000002,2.245565,2.56363,2.689297,2.8548489999999997,3.1566149999999995,3.5595619999999997,3.8211249999999994,4.014862999999999,4.502262999999999,4.7260539999999995,5.013844,5.500144,5.993033,6.366847,6.878629,7.144654,7.456215,7.7256730000000005,8.211937,8.619131000000001,8.871674,9.164586,9.578805,10.089395999999999,10.332066999999999,10.958308999999998,11.219387999999999,11.517325999999999,12.006092999999998,12.404625999999999,12.635336999999998,12.875323999999997,13.087777999999997,13.300967999999997,13.537605999999997,13.709399999999997,14.035291999999997,14.265519999999997,14.518002999999997,14.971369999999997,15.270530999999997,15.670714999999996,15.862423999999995,16.209490999999996,16.395920999999998,16.541024999999998,16.844428999999998,17.206564999999998,17.282956999999996,17.794084999999995,18.772674999999996,19.098043999999994,19.366847999999994,19.658184999999992,20.082783999999993,20.331348999999992,20.51036299999999,20.80986399999999,21.23398599999999,21.643454999999992,22.158285999999993,22.437536999999992,22.724980999999993,22.96762899999999,23.272706999999993,23.786965999999993,24.425129999999992,25.126665999999993,25.382284999999992,25.56773399999999,25.74240799999999,26.06027799999999,26.33603699999999,26.61198599999999,27.37918999999999,27.61127199999999,28.02061599999999,28.89026999999999
6-2800371,,,,,,0,0.574858,1.0769790000000001,1.2959630000000002,1.6560100000000002,1.9740750000000002,2.0997420000000004,2.2652940000000004,2.5670600000000006,2.9700070000000007,3.2315700000000005,3.4253080000000007,3.9127080000000007,4.136499000000001,4.424289000000001,4.910589000000001,5.403478000000001,5.777292000000001,6.289074000000001,6.555099000000001,6.866660000000001,7.1361180000000015,7.622382000000002,8.029576000000002,8.282119000000002,8.575031000000001,8.98925,9.499841,9.742512,10.368754,10.629833,10.927771,11.416538,11.815071,12.045781999999999,12.285768999999998,12.498222999999998,12.711412999999999,12.948050999999998,13.119844999999998,13.445736999999998,13.675964999999998,13.928447999999998,14.381814999999998,14.680975999999998,15.081159999999997,15.272868999999996,15.619935999999996,15.806365999999995,15.951469999999995,16.254873999999994,16.617009999999993,16.693401999999992,17.20452999999999,18.18311999999999,18.50848899999999,18.77729299999999,19.068629999999988,19.49322899999999,19.741793999999988,19.920807999999987,20.220308999999986,20.644430999999987,21.053899999999988,21.56873099999999,21.847981999999988,22.13542599999999,22.378073999999987,22.68315199999999,23.19741099999999,23.835574999999988,24.53711099999999,24.792729999999988,24.978178999999987,25.152852999999986,25.470722999999985,25.746481999999986,26.022430999999987,26.789634999999986,27.021716999999985,27.431060999999985,28.300714999999986
7-2803056,,,,,,,0,0.502121,0.7211050000000001,1.0811520000000001,1.3992170000000002,1.5248840000000001,1.690436,1.992202,2.395149,2.6567119999999997,2.85045,3.33785,3.561641,3.849431,4.335731,4.82862,5.202434,5.714216,5.980241,6.291802000000001,6.561260000000001,7.047524000000001,7.454718000000001,7.707261000000001,8.000173,8.414392,8.924983,9.167653999999999,9.793895999999998,10.054974999999999,10.352913,10.841679999999998,11.240212999999999,11.470923999999998,11.710910999999998,11.923364999999997,12.136554999999998,12.373192999999997,12.544986999999997,12.870878999999997,13.101106999999997,13.353589999999997,13.806956999999997,14.106117999999997,14.506301999999996,14.698010999999996,15.045077999999997,15.231507999999996,15.376611999999996,15.680015999999997,16.042151999999998,16.118543999999996,16.629671999999996,17.608261999999996,17.933630999999995,18.202434999999994,18.493771999999993,18.918370999999993,19.166935999999993,19.34594999999999,19.64545099999999,20.06957299999999,20.479041999999993,20.993872999999994,21.273123999999992,21.560567999999993,21.803215999999992,22.108293999999994,22.622552999999993,23.260716999999993,23.962252999999993,24.217871999999993,24.40332099999999,24.57799499999999,24.89586499999999,25.17162399999999,25.44757299999999,26.21477699999999,26.44685899999999,26.85620299999999,27.72585699999999
8-2802651,,,,,,,,0,0.218984,0.5790310000000001,0.8970960000000001,1.022763,1.188315,1.490081,1.893028,2.154591,2.348329,2.835729,3.05952,3.3473100000000002,3.83361,4.326499,4.700313,5.212095000000001,5.4781200000000005,5.789681000000001,6.059139000000001,6.545403000000001,6.952597000000001,7.205140000000001,7.498052000000001,7.912271000000001,8.422862000000002,8.665533000000002,9.291775000000001,9.552854000000002,9.850792000000002,10.339559000000001,10.738092000000002,10.968803000000001,11.20879,11.421244,11.634434,11.871072,12.042866,12.368758,12.598986,12.851469,13.304836,13.603997,14.004180999999999,14.195889999999999,14.542956999999998,14.729386999999997,14.874490999999997,15.177894999999998,15.540030999999997,15.616422999999998,16.127550999999997,17.106140999999997,17.431509999999996,17.700313999999995,17.991650999999994,18.416249999999994,18.664814999999994,18.843828999999992,19.14332999999999,19.567451999999992,19.976920999999994,20.491751999999995,20.771002999999993,21.058446999999994,21.301094999999993,21.606172999999995,22.120431999999994,22.758595999999994,23.460131999999994,23.715750999999994,23.901199999999992,24.075873999999992,24.39374399999999,24.66950299999999,24.945451999999992,25.712655999999992,25.94473799999999,26.35408199999999,27.22373599999999
9-2802638,,,,,,,,,0,0.360047,0.678112,0.803779,0.969331,1.2710970000000001,1.674044,1.935607,2.1293450000000003,2.6167450000000003,2.840536,3.1283260000000004,3.6146260000000003,4.107515,4.481329000000001,4.993111000000001,5.259136000000001,5.570697000000001,5.840155000000001,6.326419000000001,6.733613000000001,6.986156000000001,7.279068000000001,7.6932870000000015,8.203878000000001,8.446549000000001,9.072791,9.333870000000001,9.631808000000001,10.120575,10.519108000000001,10.749819,10.989806,11.202259999999999,11.41545,11.652088,11.823882,12.149773999999999,12.380002,12.632484999999999,13.085852,13.385012999999999,13.785196999999998,13.976905999999998,14.323972999999999,14.510402999999998,14.655506999999998,14.958910999999999,15.321046999999998,15.397438999999999,15.908566999999998,16.887157,17.212525999999997,17.481329999999996,17.772666999999995,18.197265999999996,18.445830999999995,18.624844999999993,18.924345999999993,19.348467999999993,19.757936999999995,20.272767999999996,20.552018999999994,20.839462999999995,21.082110999999994,21.387188999999996,21.901447999999995,22.539611999999995,23.241147999999995,23.496766999999995,23.682215999999993,23.856889999999993,24.174759999999992,24.450518999999993,24.726467999999993,25.493671999999993,25.72575399999999,26.135097999999992,27.004751999999993
10-2803669,,,,,,,,,,0,0.318065,0.443732,0.609284,0.91105,1.313997,1.57556,1.769298,2.256698,2.480489,2.7682789999999997,3.2545789999999997,3.7474679999999996,4.121282,4.633064,4.899089,5.21065,5.480108,5.966372000000001,6.373566,6.6261090000000005,6.919021000000001,7.333240000000001,7.843831000000001,8.086502000000001,8.712744,8.973823000000001,9.271761000000001,9.760528,10.159061000000001,10.389772,10.629759,10.842213,11.055403,11.292041,11.463835,11.789727,12.019955,12.272438,12.725805,13.024966,13.425149999999999,13.616858999999998,13.963925999999997,14.150355999999997,14.295459999999997,14.598863999999997,14.960999999999997,15.037391999999997,15.548519999999996,16.527109999999997,16.852478999999995,17.121282999999995,17.412619999999993,17.837218999999994,18.085783999999993,18.264797999999992,18.56429899999999,18.988420999999992,19.397889999999993,19.912720999999994,20.191971999999993,20.479415999999993,20.722063999999992,21.027141999999994,21.541400999999993,22.179564999999993,22.881100999999994,23.136719999999993,23.32216899999999,23.49684299999999,23.81471299999999,24.09047199999999,24.366420999999992,25.13362499999999,25.36570699999999,25.77505099999999,26.64470499999999
