순번_정류장ID,39-2801192,40-2806417,41-2801564,42-2801450,43-2801438,44-2801461,45-2804438,46-2803644,47-2800676,48-2800667,49-2800657,50-2800340,51-2800624,52-2800619,53-2806215,54-2807077,55-2807079,56-2806633,57-2805743,58-2804896,59-2805037,60-2805221,61-2805232,62-2806173,63-2804998,64-2805341,65-2805225,66-2805227,67-2805329,68-2805818,69-2805330,70-2805838,71-2805334,72-2805757,73-2806170,74-2806829,75-2807268,76-2806683
39-2801192,0,0.44476800000000005,1.342208,1.7793450000000002,2.526491,3.277171,5.329176,6.059982000000001,6.4000330000000005,6.572564000000001,6.860714000000001,7.405963000000001,7.6862580000000005,8.475769,9.287384,9.646151,10.242626999999999,10.652728999999999,10.906206999999998,11.212903999999998,11.454208999999999,11.795683999999998,12.415827999999998,13.022451999999998,13.562453999999997,13.971888999999997,14.434570999999996,15.778189999999997,15.991632999999997,16.450300999999996,16.902433999999996,17.230985999999994,17.478061999999994,17.674274999999994,18.155098999999993,18.537222999999994,19.938976999999994,21.247199999999992
40-2806417,,0,0.89744,1.334577,2.0817229999999998,2.832403,4.884408,5.615214,5.955265,6.127796,6.415946,6.961195,7.24149,8.031001,8.842616,9.201383,9.797858999999999,10.207961,10.461438999999999,10.768135999999998,11.009440999999999,11.350915999999998,11.971059999999998,12.577683999999998,13.117685999999997,13.527120999999998,13.989802999999997,15.333421999999997,15.546864999999997,16.005532999999996,16.457665999999996,16.786217999999995,17.033293999999994,17.229506999999995,17.710330999999993,18.092454999999994,19.494208999999994,20.802431999999996
41-2801564,,,0,0.437137,1.184283,1.934963,3.986968,4.717774,5.057825,5.2303560000000004,5.518506,6.0637550000000005,6.34405,7.133561,7.945176,8.303943,8.900419,9.310521,9.563998999999999,9.870695999999999,10.112001,10.453475999999998,11.073619999999998,11.680243999999998,12.220245999999998,12.629680999999998,13.092362999999997,14.435981999999997,14.649424999999997,15.108092999999997,15.560225999999997,15.888777999999997,16.135854,16.332067,16.812890999999997,17.195014999999998,18.596769,19.904992
42-2801450,,,,0,0.747146,1.4978259999999999,3.5498309999999997,4.280637,4.6206879999999995,4.793219,5.081369,5.626618,5.906912999999999,6.6964239999999995,7.508038999999999,7.8668059999999995,8.463282,8.873384,9.126862,9.433558999999999,9.674864,10.016338999999999,10.636482999999998,11.243106999999998,11.783108999999998,12.192543999999998,12.655225999999997,13.998844999999998,14.212287999999997,14.670955999999997,15.123088999999997,15.451640999999997,15.698716999999997,15.894929999999997,16.375753999999997,16.757877999999998,18.159632,19.467855
43-2801438,,,,,0,0.75068,2.802685,3.5334909999999997,3.8735419999999996,4.046073,4.334223,4.879472,5.1597669999999995,5.949278,6.760892999999999,7.11966,7.716136,8.126237999999999,8.379715999999998,8.686412999999998,8.927717999999999,9.269192999999998,9.889336999999998,10.495960999999998,11.035962999999997,11.445397999999997,11.908079999999996,13.251698999999997,13.465141999999997,13.923809999999996,14.375942999999996,14.704494999999996,14.951570999999996,15.147783999999996,15.628607999999996,16.010731999999997,17.412485999999998,18.720709
44-2801461,,,,,,0,2.052005,2.7828109999999997,3.1228619999999996,3.295393,3.5835429999999997,4.128792,4.4090869999999995,5.198598,6.010212999999999,6.36898,6.965456,7.375558,7.629036,7.935733,8.177038,8.518512999999999,9.138656999999998,9.745280999999999,10.285282999999998,10.694717999999998,11.157399999999997,12.501018999999998,12.714461999999997,13.173129999999997,13.625262999999997,13.953814999999997,14.200890999999997,14.397103999999997,14.877927999999997,15.260051999999996,16.661805999999995,17.970028999999997
45-2804438,,,,,,,0,0.7308060000000001,1.0708570000000002,1.2433880000000002,1.5315380000000003,2.0767870000000004,2.357082,3.146593,3.958208,4.316975,4.913451,5.323553,5.577031000000001,5.8837280000000005,6.125033,6.466508,7.086652,7.693276,8.233278,8.642713,9.105395,10.449014,10.662457,11.121125,11.573258,11.90181,12.148886,12.345099,12.825923,13.208046999999999,14.609801,15.918023999999999
46-2803644,,,,,,,,0,0.34005100000000005,0.5125820000000001,0.8007320000000001,1.345981,1.626276,2.415787,3.2274019999999997,3.5861689999999995,4.182644999999999,4.592746999999999,4.846225,5.152921999999999,5.394226999999999,5.735701999999999,6.355845999999999,6.962469999999999,7.502471999999999,7.911906999999999,8.374588999999999,9.718207999999999,9.931650999999999,10.390318999999998,10.842451999999998,11.171003999999998,11.418079999999998,11.614292999999998,12.095116999999998,12.477240999999998,13.878994999999998,15.187217999999998
47-2800676,,,,,,,,,0,0.172531,0.460681,1.00593,1.286225,2.075736,2.887351,3.2461179999999996,3.8425939999999996,4.252695999999999,4.506174,4.8128709999999995,5.054175999999999,5.395650999999999,6.015794999999999,6.622418999999999,7.162420999999999,7.5718559999999995,8.034538,9.378157,9.5916,10.050267999999999,10.502400999999999,10.830953,11.078028999999999,11.274242,11.755066,12.137189999999999,13.538943999999999,14.847166999999999
48-2800667,,,,,,,,,,0,0.28815,0.833399,1.113694,1.9032049999999998,2.7148199999999996,3.0735869999999994,3.6700629999999994,4.080164999999999,4.3336429999999995,4.640339999999999,4.881644999999999,5.223119999999999,5.843263999999999,6.449887999999999,6.989889999999999,7.399324999999999,7.862006999999999,9.205625999999999,9.419068999999999,9.877736999999998,10.329869999999998,10.658421999999998,10.905497999999998,11.101710999999998,11.582534999999998,11.964658999999997,13.366412999999998,14.674635999999998
