순번_정류장ID,68-2806423,69-2806421,70-2805953,71-2806527,72-2806526,73-2806525,74-2807112,75-2806773,76-2801854,77-2807443,78-2807444,79-2807281,80-2807182,81-2801997,82-2802002,83-2802005,84-2802020,85-2801907,86-2802007,87-2801989,88-2801958,89-2801948,90-2801951,91-2801962,92-2801979,93-2801967,94-2801973,95-2801974,96-2801964,97-2801955,98-2801996,99-2802015,100-2802043,101-2802686,102-2802717,103-2802724,104-2802732,105-2802739,106-2802751,107-2802742,108-2802726,109-2802725,110-2802735,111-2802761,112-2802762,113-2803139,114-2803138,115-2803231,116-2803232,117-2803181,118-2803255,119-2804952,120-2803250,121-2803238,122-2803228,123-2803110,124-2803051,125-2803511,126-2803512,127-2803513,128-2803078,129-2803079,130-2803068,131-2803630,132-2805651,133-2800369
68-2806423,0,0.294321,0.614488,0.914582,1.308784,1.80477,2.13735,2.489102,2.7444059999999997,3.7693259999999995,4.514162,4.842677999999999,5.4856169999999995,5.938200999999999,6.165081999999999,6.721105999999999,7.007973999999999,7.4538709999999995,7.775672999999999,8.030448999999999,8.334150999999999,8.570146999999999,8.801694999999999,9.132337999999999,9.370265,9.696158,10.100743000000001,10.457720000000002,10.899616000000002,11.690489000000001,11.939693000000002,12.319618000000002,12.728582000000001,13.055736000000001,13.317303,13.690031000000001,13.954658000000002,14.336432000000002,14.703612000000001,15.490378000000002,15.943895000000001,16.391920000000002,17.177666000000002,17.553124,17.920636000000002,18.370594,18.713845,19.182619,19.587819,19.835855,20.195672,20.511407,20.984118,21.341977999999997,21.847419999999996,22.355581999999995,22.728473999999995,22.883627999999995,23.395001999999995,24.024239999999995,24.530904999999997,24.742115999999996,25.049391999999997,25.385156,26.249935999999998,26.694793999999998
69-2806421,,0,0.32016700000000003,0.6202610000000001,1.0144630000000001,1.5104490000000002,1.8430290000000003,2.1947810000000003,2.4500850000000005,3.4750050000000003,4.219841000000001,4.548357,5.191296,5.64388,5.870761,6.426785,6.713653,7.15955,7.481352,7.736128,8.03983,8.275826,8.507374,8.838017,9.075944,9.401837,9.806422000000001,10.163399000000002,10.605295000000002,11.396168000000001,11.645372000000002,12.025297000000002,12.434261000000001,12.761415000000001,13.022982,13.395710000000001,13.660337000000002,14.042111000000002,14.409291000000001,15.196057000000001,15.649574000000001,16.097599000000002,16.883345000000002,17.258803,17.626315,18.076273,18.419524,18.888298,19.293498,19.541534,19.901351,20.217086,20.689797,21.047656999999997,21.553098999999996,22.061260999999995,22.434152999999995,22.589306999999994,23.100680999999994,23.729918999999995,24.236583999999993,24.447794999999992,24.755070999999994,25.090834999999995,25.955614999999995,26.400472999999995
70-2805953,,,0,0.300094,0.694296,1.190282,1.5228620000000002,1.8746140000000002,2.129918,3.154838,3.8996739999999996,4.22819,4.871129,5.323713,5.550593999999999,6.106617999999999,6.393485999999999,6.839383,7.161185,7.415960999999999,7.719663,7.955659,8.187206999999999,8.51785,8.755776999999998,9.081669999999999,9.486255,9.843232,10.285128,11.076001,11.325205,11.70513,12.114094,12.441248,12.702815,13.075543,13.34017,13.721944,14.089124,14.87589,15.329407,15.777432,16.563178,16.938636,17.306148,17.756106,18.099356999999998,18.568130999999997,18.973330999999998,19.221366999999997,19.581183999999997,19.896918999999997,20.369629999999997,20.727489999999996,21.232931999999995,21.741093999999993,22.113985999999993,22.269139999999993,22.780513999999993,23.409751999999994,23.916416999999996,24.127627999999994,24.434903999999996,24.770667999999997,25.635447999999997,26.080305999999997
71-2806527,,,,0,0.394202,0.890188,1.222768,1.5745200000000001,1.8298240000000001,2.854744,3.59958,3.928096,4.571035,5.023619,5.2505,5.806524,6.093392,6.539289,6.861091,7.115867,7.419569,7.655565,7.887113,8.217756,8.455683,8.781576000000001,9.186161000000002,9.543138000000003,9.985034000000002,10.775907000000002,11.025111000000003,11.405036000000003,11.814000000000002,12.141154000000002,12.402721000000001,12.775449000000002,13.040076000000003,13.421850000000003,13.789030000000002,14.575796000000002,15.029313000000002,15.477338000000001,16.263084000000003,16.638542,17.006054000000002,17.456012,17.799263,18.268037,18.673237,18.921273,19.28109,19.596825,20.069536,20.427395999999998,20.932837999999997,21.440999999999995,21.813891999999996,21.969045999999995,22.480419999999995,23.109657999999996,23.616322999999994,23.827533999999993,24.134809999999995,24.470573999999996,25.335353999999995,25.780211999999995
72-2806526,,,,,0,0.495986,0.828566,1.180318,1.435622,2.4605420000000002,3.205378,3.533894,4.176833,4.629417,4.856298,5.412322,5.69919,6.145087,6.466889,6.721665,7.025367,7.261363,7.492911,7.823554000000001,8.061481,8.387374000000001,8.791959000000002,9.148936000000003,9.590832000000002,10.381705000000002,10.630909000000003,11.010834000000003,11.419798000000002,11.746952000000002,12.008519000000001,12.381247000000002,12.645874000000003,13.027648000000003,13.394828000000002,14.181594000000002,14.635111000000002,15.083136000000001,15.868882000000001,16.24434,16.611852000000003,17.06181,17.405061,17.873835,18.279035,18.527071,18.886888,19.202623,19.675334,20.033193999999998,20.538635999999997,21.046797999999995,21.419689999999996,21.574843999999995,22.086217999999995,22.715455999999996,23.222120999999994,23.433331999999993,23.740607999999995,24.076371999999996,24.941151999999995,25.386009999999995
73-2806525,,,,,,0,0.33258000000000004,0.684332,0.939636,1.964556,2.709392,3.037908,3.680847,4.133431,4.3603119999999995,4.916335999999999,5.2032039999999995,5.649101,5.970903,6.2256789999999995,6.529381,6.765377,6.996925,7.327568,7.565495,7.891388,8.295973,8.65295,9.094846,9.885719,10.134923,10.514848,10.923812,11.250966,11.512533,11.885261,12.149888,12.531662,12.898842,13.685608,14.139125,14.58715,15.372895999999999,15.748353999999999,16.115866,16.565824,16.909074999999998,17.377848999999998,17.783049,18.031084999999997,18.390901999999997,18.706636999999997,19.179347999999997,19.537207999999996,20.042649999999995,20.550811999999993,20.923703999999994,21.078857999999993,21.590231999999993,22.219469999999994,22.726134999999992,22.93734599999999,23.244621999999993,23.580385999999994,24.445165999999993,24.890023999999993
74-2807112,,,,,,,0,0.351752,0.607056,1.631976,2.376812,2.705328,3.3482670000000003,3.800851,4.027732,4.583756,4.870624,5.316521000000001,5.638323000000001,5.893099,6.196801000000001,6.432797000000001,6.664345000000001,6.994988000000001,7.232915000000001,7.558808000000001,7.963393000000001,8.32037,8.762266,9.553139,9.802343,10.182268,10.591232,10.918386,11.179953,11.552681,11.817308,12.199082,12.566262,13.353028,13.806545,14.25457,15.040315999999999,15.415773999999999,15.783285999999999,16.233244,16.576494999999998,17.045268999999998,17.450469,17.698504999999997,18.058321999999997,18.374056999999997,18.846767999999997,19.204627999999996,19.710069999999995,20.218231999999993,20.591123999999994,20.746277999999993,21.257651999999993,21.886889999999994,22.393554999999992,22.60476599999999,22.912041999999992,23.247805999999994,24.112585999999993,24.557443999999993
75-2806773,,,,,,,,0,0.255304,1.280224,2.02506,2.353576,2.996515,3.449099,3.67598,4.232004,4.518872,4.964769,5.286571,5.541347,5.845049,6.0810450000000005,6.312593000000001,6.643236000000001,6.881163000000001,7.207056000000001,7.6116410000000005,7.968618,8.410514000000001,9.201387,9.450591000000001,9.830516000000001,10.23948,10.566634,10.828201,11.200929,11.465556000000001,11.847330000000001,12.21451,13.001276,13.454793,13.902818,14.688564,15.064022,15.431534,15.881492,16.224743,16.693517,17.098717,17.346753,17.70657,18.022305,18.495016,18.852876,19.358317999999997,19.866479999999996,20.239371999999996,20.394525999999995,20.905899999999995,21.535137999999996,22.041802999999994,22.253013999999993,22.560289999999995,22.896053999999996,23.760833999999996,24.205691999999996
76-2801854,,,,,,,,,0,1.02492,1.769756,2.098272,2.7412110000000003,3.193795,3.4206760000000003,3.9767,4.263568,4.709465000000001,5.031267000000001,5.286043,5.589745000000001,5.825741000000001,6.057289000000001,6.387932000000001,6.625859000000001,6.951752000000001,7.356337000000001,7.7133140000000004,8.15521,8.946083,9.195287,9.575212,9.984176,10.31133,10.572897,10.945625,11.210252,11.592026,11.959206,12.745972,13.199489,13.647514,14.433259999999999,14.808717999999999,15.176229999999999,15.626187999999999,15.969439,16.438213,16.843413,17.091449,17.451266,17.767001,18.239712,18.597572,19.103013999999998,19.611175999999997,19.984067999999997,20.139221999999997,20.650595999999997,21.279833999999997,21.786499,21.997709999999998,22.304986,22.64075,23.50553,23.950388
77-2807443,,,,,,,,,,0,0.7448359999999999,1.0733519999999999,1.716291,2.168875,2.395756,2.95178,3.238648,3.684545,4.006347,4.2611229999999995,4.564825,4.800821,5.032369,5.363012,5.600939,5.926832,6.331417,6.688394,7.13029,7.921163,8.170367,8.550292,8.959256,9.28641,9.547977,9.920705,10.185332,10.567106,10.934286,11.721052,12.174569,12.622594,13.408339999999999,13.783797999999999,14.151309999999999,14.601268,14.944519,15.413293,15.818493,16.066529,16.426346,16.742081,17.214792,17.572651999999998,18.078093999999997,18.586255999999995,18.959147999999995,19.114301999999995,19.625675999999995,20.254913999999996,20.761578999999998,20.972789999999996,21.280065999999998,21.61583,22.48061,22.925468
