순번_정류장ID,1-2805981,2-2806097,3-2803148,4-2803149,5-2807454,6-2807455,7-2807484,8-2803150,9-2807034,10-2805982,11-2806072,12-2803328,13-2803305,14-2803293,15-2803289,16-2802621,17-2802809,18-2802806,19-2802840,20-2802849,21-2802836,22-2802837,23-2802838,24-2802852,25-2802874,26-2802868,27-2802856,28-2802823,29-2802783,30-2802757,31-2802733,32-2802706,33-2802710,34-2802716,35-2802707,36-2802715,37-2802729,38-2805440,39-2802632,40-2803129,41-2803120,42-2805594,43-2803100,44-2803087,45-2802667,46-2802631,47-2802668,48-2802655,49-2803050,50-2800814,51-2800787,52-2800773,53-2800760,54-2800741,55-2800718,56-2800724,57-2800716,58-2805583,59-2800690,60-2800677,61-2800668,62-2800335,63-2800638,64-2800628,65-2804911,66-2807266,67-2806214,68-2806245,69-2800586,70-2806902,71-2800582,72-2800571,73-2800554,74-2800547,75-2800525,76-2800520,77-2800513,78-2804977,79-2800507,80-2800503,81-2805796,82-2800506
1-2805981,0,0.331894,0.726369,1.230128,4.7377590000000005,5.236233,5.789607,8.423488,9.143645000000001,9.386177000000002,10.047653000000002,10.773819000000001,11.217181000000002,11.713625000000002,12.343364000000003,12.824483000000003,13.557314000000002,13.909886000000002,14.438383000000002,14.741378000000001,15.230269000000002,15.807364000000002,16.105554,16.341712,16.869605,17.18316,17.522941,17.848524,18.272545,18.747864,18.986163,19.408759,19.937815,20.197384,21.291413,21.520768999999998,22.01955,22.217983999999998,22.475651,22.776635,23.062894999999997,23.255571999999997,23.634362999999997,23.926012999999998,24.310475999999998,24.719106999999997,24.995779,25.649006,26.008678,26.327682,27.445799,27.947836000000002,28.222264000000003,28.510665000000003,28.879003000000004,29.049838000000005,29.328719000000003,29.513746000000005,29.709935000000005,30.160646000000003,30.576482000000002,30.952479000000004,31.167333000000003,31.444403,31.689835000000002,31.886998000000002,32.509919000000004,32.820401000000004,34.877392,34.998081,35.159662,35.624553999999996,36.098468999999994,36.230318999999994,36.995220999999994,37.35867699999999,37.84975399999999,38.04505799999999,38.27882799999999,38.51280299999999,38.64224499999999,39.74506599999999
2-2806097,,0,0.394475,0.8982340000000001,4.405865,4.904339,5.457713,8.091594,8.811751000000001,9.054283000000002,9.715759000000002,10.441925000000001,10.885287000000002,11.381731000000002,12.011470000000003,12.492589000000002,13.225420000000003,13.577992000000004,14.106489000000003,14.409484000000003,14.898375000000003,15.475470000000003,15.773660000000003,16.009818000000003,16.537711,16.851266000000003,17.191047,17.516630000000003,17.940651000000003,18.41597,18.654269000000003,19.076865,19.605921000000002,19.86549,20.959519,21.188875,21.687656,21.88609,22.143757,22.444741,22.731001,22.923678,23.302469,23.594119,23.978582,24.387213,24.663885,25.317112,25.676784,25.995788,27.113905000000003,27.615942000000004,27.890370000000004,28.178771000000005,28.547109000000006,28.717944000000006,28.996825000000005,29.181852000000006,29.378041000000007,29.828752000000005,30.244588000000004,30.620585000000005,30.835439000000004,31.112509000000003,31.357941000000004,31.555104000000004,32.178025000000005,32.488507000000006,34.54549800000001,34.66618700000001,34.827768000000006,35.292660000000005,35.766575,35.898425,36.663327,37.026783,37.51786,37.713164,37.946934,38.180909,38.310351,39.413171999999996
3-2803148,,,0,0.5037590000000001,4.0113900000000005,4.509864,5.063238,7.697119000000001,8.417276000000001,8.659808000000002,9.321284000000002,10.047450000000001,10.490812000000002,10.987256000000002,11.616995000000003,12.098114000000002,12.830945000000003,13.183517000000004,13.712014000000003,14.015009000000003,14.503900000000003,15.080995000000003,15.379185000000003,15.615343000000003,16.143236,16.456791000000003,16.796572,17.122155000000003,17.546176000000003,18.021495,18.259794000000003,18.68239,19.211446000000002,19.471015,20.565044,20.7944,21.293181,21.491615,21.749282,22.050266,22.336526,22.529203,22.907994,23.199644,23.584107,23.992738,24.26941,24.922637,25.282309,25.601313,26.719430000000003,27.221467000000004,27.495895000000004,27.784296000000005,28.152634000000006,28.323469000000006,28.602350000000005,28.787377000000006,28.983566000000007,29.434277000000005,29.850113000000004,30.226110000000006,30.440964000000005,30.718034000000003,30.963466000000004,31.160629000000004,31.783550000000005,32.094032000000006,34.15102300000001,34.27171200000001,34.433293000000006,34.898185000000005,35.3721,35.50395,36.268852,36.632308,37.123385,37.318689,37.552459,37.786434,37.915876,39.018696999999996
4-2803149,,,,0,3.507631,4.006105,4.559479,7.19336,7.913517000000001,8.156049000000001,8.817525000000002,9.543691,9.987053000000001,10.483497000000002,11.113236000000002,11.594355000000002,12.327186000000001,12.679758000000001,13.208255000000001,13.51125,14.000141000000001,14.577236000000001,14.875426000000001,15.111584,15.639477000000001,15.953032,16.292813,16.618396,17.042417,17.517736,17.756035,18.178631,18.707687,18.967256,20.061284999999998,20.290640999999997,20.789422,20.987855999999997,21.245523,21.546507,21.832766999999997,22.025443999999997,22.404234999999996,22.695884999999997,23.080347999999997,23.488978999999997,23.765651,24.418878,24.77855,25.097554,26.215671,26.717708000000002,26.992136000000002,27.280537000000002,27.648875000000004,27.819710000000004,28.098591000000003,28.283618000000004,28.479807000000005,28.930518000000003,29.346354,29.722351000000003,29.937205000000002,30.214275,30.459707,30.65687,31.279791000000003,31.590273000000003,33.64726400000001,33.767953000000006,33.929534000000004,34.394426,34.868341,35.000191,35.765093,36.128549,36.619626,36.81493,37.0487,37.282675,37.412116999999995,38.514937999999994
5-2807454,,,,,0,0.498474,1.0518480000000001,3.6857290000000003,4.405886000000001,4.648418,5.309894000000001,6.036060000000001,6.4794220000000005,6.975866000000001,7.605605000000001,8.086724,8.819555000000001,9.172127000000001,9.700624000000001,10.003619,10.492510000000001,11.069605000000001,11.367795000000001,11.603953,12.131846000000001,12.445401,12.785182,13.110765,13.534786,14.010105000000001,14.248404,14.671000000000001,15.200056000000002,15.459625000000003,16.553654,16.78301,17.281791000000002,17.480225,17.737892000000002,18.038876000000002,18.325136,18.517813,18.896604,19.188254,19.572717,19.981348,20.258020000000002,20.911247000000003,21.270919000000003,21.589923000000002,22.708040000000004,23.210077000000005,23.484505000000006,23.772906000000006,24.141244000000007,24.312079000000008,24.590960000000006,24.775987000000008,24.972176000000008,25.422887000000006,25.838723000000005,26.214720000000007,26.429574000000006,26.706644000000004,26.952076000000005,27.149239000000005,27.772160000000007,28.082642000000007,30.139633000000007,30.260322000000006,30.421903000000007,30.886795000000006,31.360710000000008,31.492560000000008,32.25746200000001,32.62091800000001,33.11199500000001,33.30729900000001,33.54106900000001,33.77504400000001,33.904486000000006,35.007307000000004
6-2807455,,,,,,0,0.553374,3.1872550000000004,3.9074120000000003,4.1499440000000005,4.811420000000001,5.537586000000001,5.980948000000001,6.477392000000001,7.107131000000001,7.58825,8.321081,8.673653,9.20215,9.505144999999999,9.994036,10.571131,10.869321,11.105478999999999,11.633372,11.946926999999999,12.286707999999999,12.612290999999999,13.036311999999999,13.511631,13.749929999999999,14.172526,14.701582,14.961151000000001,16.05518,16.284536,16.783317,16.981751,17.239418,17.540402,17.826662,18.019339,18.39813,18.68978,19.074243,19.482874,19.759546,20.412773,20.772445,21.091449,22.209566000000002,22.711603000000004,22.986031000000004,23.274432000000004,23.642770000000006,23.813605000000006,24.092486000000005,24.277513000000006,24.473702000000007,24.924413000000005,25.340249000000004,25.716246000000005,25.931100000000004,26.208170000000003,26.453602000000004,26.650765000000003,27.273686000000005,27.584168000000005,29.641159000000005,29.761848000000004,29.923429000000006,30.388321000000005,30.862236000000006,30.994086000000006,31.758988000000006,32.12244400000001,32.613521000000006,32.808825000000006,33.042595000000006,33.27657000000001,33.406012000000004,34.508833
7-2807484,,,,,,,0,2.633881,3.354038,3.5965700000000003,4.258046,4.984212,5.427574,5.924018,6.553757,7.034876,7.767707,8.120279,8.648776,8.951770999999999,9.440662,10.017757,10.315947,10.552105,11.079998,11.393553,11.733334000000001,12.058917000000001,12.482938,12.958257000000001,13.196556000000001,13.619152000000001,14.148208000000002,14.407777000000003,15.501806000000004,15.731162000000003,16.229943000000002,16.428377,16.686044000000003,16.987028000000002,17.273288,17.465965,17.844756,18.136406,18.520869,18.9295,19.206172000000002,19.859399000000003,20.219071000000003,20.538075000000003,21.656192000000004,22.158229000000006,22.432657000000006,22.721058000000006,23.089396000000008,23.260231000000008,23.539112000000006,23.724139000000008,23.92032800000001,24.371039000000007,24.786875000000006,25.162872000000007,25.377726000000006,25.654796000000005,25.900228000000006,26.097391000000005,26.720312000000007,27.030794000000007,29.087785000000007,29.208474000000006,29.370055000000008,29.834947000000007,30.30886200000001,30.44071200000001,31.205614000000008,31.569070000000007,32.06014700000001,32.25545100000001,32.48922100000001,32.72319600000001,32.852638000000006,33.955459000000005
8-2803150,,,,,,,,0,0.7201569999999999,0.9626889999999999,1.624165,2.350331,2.793693,3.290137,3.9198760000000004,4.400995,5.133826,5.486398,6.014895,6.31789,6.806781,7.383876,7.682066,7.9182239999999995,8.446117,8.759671999999998,9.099452999999999,9.425035999999999,9.849056999999998,10.324375999999999,10.562674999999999,10.985271,11.514327,11.773896,12.867925000000001,13.097281,13.596062,13.794496,14.052163,14.353147,14.639407,14.832084,15.210875,15.502525,15.886988,16.295619000000002,16.572291000000003,17.225518000000005,17.585190000000004,17.904194000000004,19.022311000000006,19.524348000000007,19.798776000000007,20.087177000000008,20.45551500000001,20.62635000000001,20.905231000000008,21.09025800000001,21.28644700000001,21.737158000000008,22.152994000000007,22.52899100000001,22.743845000000007,23.020915000000006,23.266347000000007,23.463510000000007,24.086431000000008,24.39691300000001,26.45390400000001,26.574593000000007,26.73617400000001,27.201066000000008,27.67498100000001,27.80683100000001,28.57173300000001,28.93518900000001,29.42626600000001,29.62157000000001,29.85534000000001,30.08931500000001,30.21875700000001,31.32157800000001
9-2807034,,,,,,,,,0,0.24253200000000003,0.9040080000000001,1.6301740000000002,2.0735360000000003,2.56998,3.199719,3.680838,4.4136690000000005,4.766241000000001,5.294738000000001,5.597733000000001,6.0866240000000005,6.663719,6.961909,7.198067,7.72596,8.039515,8.379296,8.704879,9.1289,9.604219,9.842518,10.265114,10.794170000000001,11.053739000000002,12.147768000000003,12.377124000000002,12.875905000000001,13.074339000000002,13.332006000000002,13.632990000000001,13.919250000000002,14.111927000000001,14.490718000000001,14.782368000000002,15.166831000000002,15.575462000000002,15.852134000000001,16.505361,16.865033,17.184037,18.302154,18.804191000000003,19.078619000000003,19.367020000000004,19.735358000000005,19.906193000000005,20.185074000000004,20.370101000000005,20.566290000000006,21.017001000000004,21.432837000000003,21.808834000000004,22.023688000000003,22.300758000000002,22.546190000000003,22.743353000000003,23.366274000000004,23.676756000000005,25.733747000000005,25.854436000000003,26.016017000000005,26.480909000000004,26.954824000000006,27.086674000000006,27.851576000000005,28.215032000000004,28.706109000000005,28.901413000000005,29.135183000000005,29.369158000000006,29.498600000000007,30.601421000000006
10-2805982,,,,,,,,,,0,0.6614760000000001,1.387642,1.831004,2.327448,2.9571870000000002,3.4383060000000003,4.171137,4.523709,5.052206,5.355201,5.844092,6.421187,6.719377,6.955534999999999,7.483427999999999,7.796982999999999,8.136764,8.462347,8.886368,9.361687,9.599986,10.022582,10.551638,10.811207000000001,11.905236000000002,12.134592000000001,12.633373,12.831807000000001,13.089474000000001,13.390458,13.676718000000001,13.869395,14.248186,14.539836000000001,14.924299000000001,15.332930000000001,15.609602,16.262829,16.622501,16.941505,18.059622,18.561659000000002,18.836087000000003,19.124488000000003,19.492826000000004,19.663661000000005,19.942542000000003,20.127569000000005,20.323758000000005,20.774469000000003,21.190305000000002,21.566302000000004,21.781156000000003,22.058226,22.303658000000002,22.500821000000002,23.123742000000004,23.434224000000004,25.491215000000004,25.611904000000003,25.773485000000004,26.238377000000003,26.712292000000005,26.844142000000005,27.609044000000004,27.972500000000004,28.463577000000004,28.658881000000004,28.892651000000004,29.126626000000005,29.256068000000006,30.358889000000005
