순번_정류장ID,1-2806962,2-2807131,3-2807129,4-2807127,5-2806963,6-2807124,7-2806986,8-2807294,9-2807295,10-2807411,11-2807002,12-2806989,13-2806991,14-2807000,15-2806992,16-2806993,17-2806995,18-2806997,19-2806998,20-2806999,21-2807001,22-2807002,23-2806989,24-2807296,25-2807412,26-2807297,27-2807298,28-2806964,29-2806987,30-2806965,31-2806966,32-2806967,33-2806968,34-2806969,35-2806970,36-2807408,37-2806971,38-2807122,39-2807113,40-2807410,41-2807114,42-2806973,43-2807115,44-2806952,45-2807116,46-2807117,47-2807120,48-2806975,49-2806976,50-2806977,51-2807136,52-2806955,53-2806956,54-2806945,55-2807161,56-2807162,57-2807163,58-2806957,59-2807146,60-2807164,61-2807159,62-2807160,63-2807158,64-2807165,65-2807133,66-2806958,67-2806959,68-2806978,69-2806960,70-2806961,1-2807226,2-2806618,3-2807497,4-2807227,5-2807553,6-2807546,7-2807542,8-2807517,9-2807514,10-2807503,11-2807224
29-2806987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.222737,0.772578,1.022337,1.371555,1.687184,2.295898,3.0415940000000004,3.6275890000000004,3.7575530000000006,4.235904000000001,4.738923000000001,5.385800000000001,6.515022,6.752506,7.169455,7.420569,8.287361,8.832877,10.191386,10.492379999999999,10.797023999999999,11.042072,11.420694999999998,11.467215999999999,11.739683,12.222418,12.718490999999998,13.197093999999998,14.418430999999998,15.690879999999998,16.176654,16.665762,17.148884000000002,17.421217000000002,17.713625,18.057445,18.42122,18.722157000000003,19.06613,20.362825,21.398596,37.952821,41.660078,67.429986,73.186414,75.313773,79.338657,82.111301,85.771725,88.223933,89.438349,91.681506
30-2806965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.549841,0.7996000000000001,1.1488180000000001,1.464447,2.073161,2.818857,3.404852,3.534816,4.013167,4.516186,5.163063,6.292285,6.529769,6.946718,7.197832,8.064624,8.61014,9.968649,10.269642999999999,10.574286999999998,10.819334999999999,11.197957999999998,11.244478999999998,11.516945999999999,11.999680999999999,12.495753999999998,12.974356999999998,14.195693999999998,15.468142999999998,15.953916999999997,16.443025,16.926147,17.19848,17.490887999999998,17.834708,18.198483,18.49942,18.843393,20.140088,21.175859,37.730084,41.437340999999996,67.20724899999999,72.96367699999999,75.09103599999999,79.11591999999999,81.88856399999999,85.548988,88.001196,89.215612,91.45876899999999
31-2806966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.249759,0.598977,0.914606,1.52332,2.269016,2.855011,2.9849750000000004,3.4633260000000003,3.9663450000000005,4.613222,5.742444000000001,5.979928000000001,6.396877000000001,6.647991000000001,7.514783000000001,8.060299,9.418808,9.719802,10.024446,10.269494,10.648117,10.694638,10.967105,11.44984,11.945913,12.424515999999999,13.645852999999999,14.918301999999999,15.404075999999998,15.893183999999998,16.376306,16.648639,16.941046999999998,17.284867,17.648642,17.949579,18.293552,19.590246999999998,20.626018,37.180243,40.887499999999996,66.65740799999999,72.41383599999999,74.54119499999999,78.56607899999999,81.33872299999999,84.999147,87.45135499999999,88.66577099999999,90.90892799999999
32-2806967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.349218,0.664847,1.273561,2.019257,2.605252,2.7352160000000003,3.2135670000000003,3.7165860000000004,4.363463,5.492685,5.730169,6.147118,6.398232,7.265024,7.8105400000000005,9.169049000000001,9.470043,9.774687,10.019735,10.398358,10.444879,10.717346000000001,11.200081,11.696154,12.174757,13.396094,14.668543,15.154316999999999,15.643424999999999,16.126547,16.39888,16.691288,17.035108,17.398883,17.699820000000003,18.043793,19.340488,20.376259,36.930484,40.637741,66.40764899999999,72.16407699999999,74.29143599999999,78.31631999999999,81.08896399999999,84.749388,87.201596,88.416012,90.65916899999999
33-2806968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.315629,0.9243429999999999,1.670039,2.256034,2.3859980000000003,2.8643490000000003,3.3673680000000004,4.014245000000001,5.143467000000001,5.380951000000001,5.797900000000001,6.0490140000000014,6.915806000000002,7.461322000000002,8.819831000000002,9.120825000000002,9.425469000000001,9.670517000000002,10.049140000000001,10.095661000000002,10.368128000000002,10.850863000000002,11.346936000000001,11.825539000000001,13.046876000000001,14.319325000000001,14.805099,15.294207,15.777329,16.049662,16.34207,16.68589,17.049665,17.350602000000002,17.694575,18.99127,20.027041,36.581266,40.288523,66.058431,71.814859,73.942218,77.967102,80.739746,84.40017,86.852378,88.066794,90.309951
34-2806969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.608714,1.3544100000000001,1.9404050000000002,2.0703690000000003,2.5487200000000003,3.0517390000000004,3.6986160000000003,4.827838,5.065322,5.482271,5.733385,6.600177,7.1456930000000005,8.504202000000001,8.805196,9.10984,9.354888,9.733511,9.780032,10.052499000000001,10.535234,11.031307,11.50991,12.731247,14.003696,14.489469999999999,14.978577999999999,15.461699999999999,15.734032999999998,16.026441,16.370261,16.734036,17.034973,17.378946,18.675641,19.711412,36.265637,39.972894,65.742802,71.49923,73.626589,77.651473,80.424117,84.084541,86.536749,87.751165,89.994322
35-2806970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.745696,1.331691,1.461655,1.940006,2.443025,3.089902,4.219124,4.456608,4.873557,5.124671,5.991463,6.5369790000000005,7.895488,8.196482,8.501126,8.746174,9.124797,9.171318,9.443785,9.92652,10.422592999999999,10.901195999999999,12.122532999999999,13.394981999999999,13.880755999999998,14.369863999999998,14.852985999999998,15.125318999999998,15.417726999999998,15.761546999999997,16.125321999999997,16.426258999999998,16.770231999999996,18.066926999999996,19.102697999999997,35.65692299999999,39.36417999999999,65.13408799999999,70.89051599999999,73.01787499999999,77.04275899999999,79.81540299999999,83.475827,85.928035,87.142451,89.38560799999999
36-2807408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5859949999999999,0.7159589999999999,1.19431,1.6973289999999999,2.344206,3.4734279999999997,3.7109119999999995,4.127860999999999,4.378975,5.245767,5.791283,7.149792,7.450786,7.75543,8.000478,8.379100999999999,8.425621999999999,8.698089,9.180824,9.676896999999999,10.155499999999998,11.376836999999998,12.649285999999998,13.135059999999998,13.624167999999997,14.107289999999997,14.379622999999997,14.672030999999997,15.015850999999996,15.379625999999996,15.680562999999996,16.024535999999994,17.321230999999994,18.357001999999994,34.911227,38.618483999999995,64.388392,70.14482,72.272179,76.297063,79.069707,82.730131,85.182339,86.396755,88.639912
37-2806971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.129964,0.608315,1.111334,1.7582110000000002,2.887433,3.124917,3.5418659999999997,3.7929799999999996,4.659771999999999,5.2052879999999995,6.563796999999999,6.864790999999999,7.169434999999999,7.414482999999999,7.793105999999999,7.839626999999999,8.112093999999999,8.594828999999999,9.090901999999998,9.569504999999998,10.790841999999998,12.063290999999998,12.549064999999997,13.038172999999997,13.521294999999997,13.793627999999996,14.086035999999996,14.429855999999996,14.793630999999996,15.094567999999995,15.438540999999995,16.735235999999997,17.771006999999997,34.325232,38.032489,63.802397,69.558825,71.686184,75.711068,78.483712,82.144136,84.596344,85.81076,88.053917
38-2807122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.478351,0.9813700000000001,1.628247,2.757469,2.9949529999999998,3.4119019999999995,3.6630159999999994,4.529807999999999,5.075323999999999,6.433832999999999,6.734826999999999,7.039470999999999,7.284518999999999,7.663141999999999,7.709662999999999,7.982129999999999,8.464865,8.960937999999999,9.439540999999998,10.660877999999999,11.933326999999998,12.419100999999998,12.908208999999998,13.391330999999997,13.663663999999997,13.956071999999997,14.299891999999996,14.663666999999997,14.964603999999996,15.308576999999996,16.605271999999996,17.641042999999996,34.195268,37.902525,63.672433,69.428861,71.55622,75.581104,78.353748,82.014172,84.46638,85.680796,87.923953
39-2807113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.503019,1.149896,2.279118,2.516602,2.9335509999999996,3.1846649999999994,4.051456999999999,4.596972999999999,5.955481999999999,6.256475999999999,6.561119999999999,6.806167999999999,7.184790999999999,7.231311999999999,7.503778999999999,7.986513999999999,8.482586999999999,8.961189999999998,10.182526999999999,11.454975999999998,11.940749999999998,12.429857999999998,12.912979999999997,13.185312999999997,13.477720999999997,13.821540999999996,14.185315999999997,14.486252999999996,14.830225999999996,16.126920999999996,17.162691999999996,33.716916999999995,37.424173999999994,63.194081999999995,68.95051,71.07786899999999,75.10275299999999,77.87539699999999,81.535821,83.988029,85.202445,87.445602
40-2807410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.646877,1.7760989999999999,2.0135829999999997,2.4305319999999995,2.6816459999999993,3.548437999999999,4.093953999999999,5.452462999999999,5.753456999999999,6.058100999999999,6.303148999999999,6.681771999999999,6.728292999999999,7.000759999999999,7.483494999999999,7.979567999999999,8.458170999999998,9.679507999999998,10.951956999999998,11.437730999999998,11.926838999999998,12.409960999999997,12.682293999999997,12.974701999999997,13.318521999999996,13.682296999999997,13.983233999999996,14.327206999999996,15.623901999999996,16.659672999999994,33.21389799999999,36.92115499999999,62.691062999999986,68.44749099999999,70.57484999999998,74.59973399999998,77.37237799999998,81.03280199999999,83.48500999999999,84.69942599999999,86.94258299999998
41-2807114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.129222,1.366706,1.783655,2.034769,2.901561,3.447077,4.805586,5.10658,5.411224,5.6562719999999995,6.034895,6.081416,6.353883,6.836618,7.332691,7.811293999999999,9.032630999999999,10.305079999999998,10.790853999999998,11.279961999999998,11.763083999999997,12.035416999999997,12.327824999999997,12.671644999999996,13.035419999999997,13.336356999999996,13.680329999999996,14.977024999999996,16.012795999999994,32.567021,36.274277999999995,62.044185999999996,67.800614,69.927973,73.952857,76.725501,80.385925,82.838133,84.052549,86.295706
42-2806973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.23748400000000003,0.654433,0.9055470000000001,1.772339,2.317855,3.6763640000000004,3.9773580000000006,4.282002,4.52705,4.905673,4.952194,5.224661,5.707396,6.203469,6.682072,7.903409,9.175858,9.661631999999999,10.150739999999999,10.633861999999999,10.906194999999999,11.198602999999999,11.542422999999998,11.906197999999998,12.207134999999997,12.551107999999997,13.847802999999997,14.883573999999998,31.437799,35.145056,60.914964,66.671392,68.798751,72.823635,75.596279,79.256703,81.708911,82.923327,85.166484
43-2807115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.41694899999999996,0.668063,1.5348549999999999,2.080371,3.43888,3.7398740000000004,4.044518,4.289566,4.668189,4.71471,4.987177,5.469912,5.965985,6.4445879999999995,7.665925,8.938374,9.424147999999999,9.913255999999999,10.396377999999999,10.668710999999998,10.961118999999998,11.304938999999997,11.668713999999998,11.969650999999997,12.313623999999997,13.610318999999997,14.646089999999997,31.200314999999996,34.907571999999995,60.67747999999999,66.43390799999999,68.56126699999999,72.58615099999999,75.35879499999999,79.01921899999999,81.47142699999999,82.68584299999999,84.92899999999999
44-2806952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.251114,1.117906,1.6634220000000002,3.0219310000000004,3.3229250000000006,3.6275690000000007,3.872617000000001,4.251240000000001,4.297761000000001,4.570228000000001,5.052963000000001,5.549036000000001,6.027639000000001,7.248976000000001,8.521425,9.007199,9.496307,9.979429,10.251762,10.54417,10.887989999999999,11.251764999999999,11.552701999999998,11.896674999999998,13.193369999999998,14.229140999999998,30.783365999999997,34.490623,60.260531,66.016959,68.144318,72.169202,74.941846,78.60227,81.054478,82.268894,84.512051
45-2807116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.866792,1.412308,2.770817,3.0718110000000003,3.3764550000000004,3.6215030000000006,4.000126000000001,4.046647000000001,4.319114000000001,4.801849000000001,5.297922000000001,5.776525,6.9978620000000005,8.270311,8.756084999999999,9.245192999999999,9.728314999999998,10.000647999999998,10.293055999999998,10.636875999999997,11.000650999999998,11.301587999999997,11.645560999999997,12.942255999999997,13.978026999999997,30.532251999999996,34.239509,60.009417,65.765845,67.893204,71.918088,74.690732,78.351156,80.803364,82.01778,84.260937
46-2807117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.545516,1.9040249999999999,2.205019,2.509663,2.7547110000000004,3.1333340000000005,3.1798550000000003,3.4523220000000006,3.9350570000000005,4.4311300000000005,4.909733,6.13107,7.403519,7.889293,8.378401,8.861523,9.133856,9.426264,9.770083999999999,10.133859,10.434795999999999,10.778768999999999,12.075463999999998,13.111234999999999,29.665459999999996,33.372716999999994,59.142624999999995,64.899053,67.026412,71.051296,73.82394,77.484364,79.936572,81.150988,83.394145
47-2807120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.358509,1.659503,1.964147,2.2091950000000002,2.5878180000000004,2.634339,2.9068060000000004,3.3895410000000004,3.8856140000000003,4.364217,5.585554,6.858003,7.343777,7.832885,8.316007,8.58834,8.880748,9.224568,9.588343,9.88928,10.233253,11.529948,12.565719,29.119943999999997,32.827200999999995,58.59710899999999,64.35353699999999,66.48089599999999,70.50577999999999,73.27842399999999,76.938848,79.39105599999999,80.60547199999999,82.84862899999999
48-2806975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.300994,0.605638,0.850686,1.229309,1.27583,1.548297,2.031032,2.527105,3.0057080000000003,4.227045,5.499494,5.9852680000000005,6.474376,6.957498,7.229831,7.522239,7.866059,8.229834,8.530771,8.874744,10.171439,11.20721,27.761435,31.468691999999997,57.23859999999999,62.99502799999999,65.12238699999999,69.14727099999999,71.91991499999999,75.580339,78.032547,79.246963,81.49011999999999
49-2806976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.304644,0.5496920000000001,0.928315,0.974836,1.247303,1.730038,2.226111,2.704714,3.926051,5.1985,5.684274,6.173382,6.656504,6.928837,7.221245,7.565065,7.92884,8.229777,8.57375,9.870445,10.906216,27.460441,31.167697999999998,56.937605999999995,62.694033999999995,64.821393,68.846277,71.618921,75.279345,77.731553,78.945969,81.189126
50-2806977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.245048,0.623671,0.670192,0.942659,1.425394,1.921467,2.40007,3.621407,4.8938559999999995,5.37963,5.868738,6.351859999999999,6.624192999999999,6.916600999999999,7.260420999999999,7.6241959999999995,7.925133,8.269105999999999,9.565800999999999,10.601571999999999,27.155797,30.863053999999998,56.63296199999999,62.38938999999999,64.51674899999999,68.54163299999999,71.31427699999999,74.974701,77.426909,78.641325,80.88448199999999
51-2807136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.378623,0.42514399999999997,0.697611,1.1803460000000001,1.676419,2.155022,3.3763590000000003,4.648808000000001,5.134582000000001,5.623690000000001,6.106812000000001,6.379145,6.671553,7.015373,7.379148000000001,7.680085000000001,8.024058,9.320753,10.356524,26.910749,30.618005999999998,56.387913999999995,62.144341999999995,64.271701,68.296585,71.06922899999999,74.729653,77.181861,78.396277,80.639434
52-2806955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.046521,0.318988,0.801723,1.297796,1.776399,2.997736,4.270185,4.755959,5.245067,5.7281889999999995,6.000521999999999,6.292929999999999,6.636749999999999,7.000525,7.301462,7.645435,8.94213,9.977901000000001,26.532125999999998,30.239382999999997,56.00929099999999,61.76571899999999,63.89307799999999,67.91796199999999,70.69060599999999,74.35103,76.803238,78.017654,80.26081099999999
53-2806956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.272467,0.755202,1.251275,1.7298779999999998,2.951215,4.223663999999999,4.709438,5.1985459999999994,5.681667999999999,5.954000999999999,6.246408999999999,6.590228999999999,6.954003999999999,7.254941,7.598914,8.895609,9.93138,26.485605,30.192861999999998,55.96276999999999,61.71919799999999,63.84655699999999,67.87144099999999,70.64408499999999,74.304509,76.756717,77.971133,80.21428999999999
54-2806945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.482735,0.9788079999999999,1.457411,2.678748,3.951197,4.436971,4.926079,5.4092009999999995,5.681533999999999,5.973941999999999,6.317761999999999,6.681537,6.982474,7.326447,8.623142,9.658913,26.213138,29.920395,55.690303,61.446731,63.57409,67.598974,70.371618,74.032042,76.48425,77.698666,79.941823
55-2807161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.49607299999999993,0.9746759999999999,2.1960129999999998,3.4684619999999997,3.954236,4.443344,4.926466,5.198798999999999,5.491206999999999,5.835026999999999,6.198802,6.499739,6.843712,8.140407,9.176178,25.730403,29.437659999999997,55.207567999999995,60.963995999999995,63.09135499999999,67.116239,69.88888299999999,73.549307,76.001515,77.215931,79.459088
56-2807162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.478603,1.6999400000000002,2.972389,3.4581630000000003,3.947271,4.4303930000000005,4.702726,4.995134,5.338954,5.702729000000001,6.003666000000001,6.347639000000001,7.644334000000001,8.680105000000001,25.23433,28.941587,54.711495,60.467923,62.595282,66.620166,69.39281,73.053234,75.505442,76.719858,78.963015
57-2807163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.2213370000000001,2.493786,2.97956,3.468668,3.95179,4.224123,4.516531,4.860351,5.224126,5.525063,5.869036,7.165731000000001,8.201502000000001,24.755727,28.462984,54.23289199999999,59.98931999999999,62.11667899999999,66.14156299999999,68.91420699999999,72.574631,75.026839,76.241255,78.48441199999999
58-2806957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.272449,1.7582229999999999,2.247331,2.730453,3.002786,3.295194,3.639014,4.002789,4.303726,4.647699,5.944394000000001,6.980165000000001,23.534390000000002,27.241647,53.011555,58.767983,60.895342,64.920226,67.69287,71.353294,73.805502,75.019918,77.263075
59-2807146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.485774,0.974882,1.458004,1.730337,2.022745,2.366565,2.73034,3.031277,3.3752500000000003,4.671945000000001,5.707716000000001,22.261941,25.969198,51.73910599999999,57.49553399999999,59.62289299999999,63.64777699999999,66.42042099999999,70.080845,72.533053,73.747469,75.99062599999999
60-2807164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.489108,0.97223,1.244563,1.536971,1.880791,2.2445660000000003,2.545503,2.889476,4.186171,5.221942,21.776167,25.483424,51.253332,57.00976,59.137119,63.162003,65.934647,69.595071,72.047279,73.261695,75.504852
61-2807159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.48312200000000005,0.755455,1.047863,1.391683,1.755458,2.056395,2.4003680000000003,3.6970630000000004,4.732834,21.287059,24.994315999999998,50.764224,56.520652,58.648011,62.672895,65.445539,69.105963,71.558171,72.772587,75.015744
62-2807160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.272333,0.5647409999999999,0.908561,1.272336,1.573273,1.917246,3.213941,4.249712000000001,20.803936999999998,24.511193999999996,50.28110199999999,56.03752999999999,58.16488899999999,62.18977299999999,64.96241699999999,68.622841,71.07504899999999,72.28946499999999,74.53262199999999
63-2807158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.292408,0.636228,1.000003,1.30094,1.644913,2.9416080000000004,3.9773790000000004,20.531603999999998,24.238860999999996,50.008768999999994,55.76519699999999,57.89255599999999,61.91743999999999,64.69008399999998,68.35050799999999,70.80271599999999,72.01713199999999,74.26028899999999
64-2807165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.34381999999999996,0.707595,1.008532,1.352505,2.6492000000000004,3.6849710000000004,20.239196,23.946452999999998,49.71636099999999,55.47278899999999,57.60014799999999,61.62503199999999,64.39767599999999,68.0581,70.510308,71.724724,73.96788099999999
65-2807133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.363775,0.664712,1.008685,2.3053800000000004,3.3411510000000004,19.895376,23.602632999999997,49.372541,55.128969,57.256327999999996,61.281212,64.053856,67.71428,70.166488,71.380904,73.624061
66-2806958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.300937,0.6449100000000001,1.9416050000000002,2.9773760000000005,19.531601,23.238857999999997,49.008765999999994,54.765193999999994,56.89255299999999,60.91743699999999,63.69008099999999,67.350505,69.802713,71.017129,73.260286
67-2806959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.34397300000000003,1.6406680000000002,2.6764390000000002,19.230663999999997,22.937920999999996,48.70782899999999,54.46425699999999,56.59161599999999,60.61649999999999,63.38914399999999,67.049568,69.50177599999999,70.71619199999999,72.95934899999999
68-2806978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.2966950000000002,2.332466,18.886691,22.593947999999997,48.363856,54.120284,56.247643,60.272527,63.045170999999996,66.705595,69.157803,70.372219,72.615376
69-2806960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.035771,17.589996,21.297252999999998,47.067161,52.823589,54.950948,58.975832,61.748476,65.4089,67.861108,69.075524,71.318681
70-2806961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16.554225,20.261481999999997,46.031389999999995,51.787817999999994,53.91517699999999,57.94006099999999,60.71270499999999,64.37312899999999,66.82533699999999,68.03975299999999,70.28290999999999
1-2807226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.707257,29.477164999999996,35.233593,37.360952,41.385836,44.15848,47.818903999999996,50.271111999999995,51.485527999999995,53.728685
2-2806618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.769907999999997,31.526335999999997,33.653695,37.678579,40.451223,44.111647,46.563855,47.778271,50.021428
3-2807497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.756428,7.883787,11.908670999999998,14.681314999999998,18.341738999999997,20.793946999999996,22.008362999999996,24.251519999999996
4-2807227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.127359,6.1522429999999995,8.924886999999998,12.585310999999997,15.037518999999998,16.251934999999996,18.495091999999996
5-2807553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.024883999999999,6.797527999999999,10.457951999999999,12.91016,14.124576,16.367733
6-2807546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.7726439999999997,6.433068,8.885276,10.099692,12.342849
7-2807542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.660424,6.112632,7.327048,9.570205
8-2807517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.452208,3.666624,5.909781000000001
9-2807514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.214416,3.457573
10-2807503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.243157
11-2807224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
