순번_정류장ID,41-2801790,42-2801977,43-2805598,44-2802051,45-2802098,46-2802129,47-2802158,48-2802168,49-2802175,50-2802828,51-2802193,52-2802196,53-2802200,54-2802204,55-2805533,56-2802215,57-2802212,58-2802208,59-2802210,60-2802213,61-2802220,62-2801901,63-2805900,64-2801903,65-2803532,66-2801819,67-2803807,68-2804958,69-2803816,70-2805434,71-2804900,72-2805978
41-2801790,0,0.393925,0.6333219999999999,1.092654,1.464691,1.9796040000000001,2.304541,2.657262,2.9774819999999997,4.106834,4.896828,5.28857,5.419737,5.759455999999999,6.225122999999999,6.612631999999999,7.271909999999998,7.617087999999998,7.759758999999998,7.976894999999998,8.272937999999998,8.978490999999998,9.187969999999998,9.479695999999999,9.714158,9.999521999999999,10.231368999999999,10.685778999999998,11.048834999999999,11.221378999999999,11.631948999999999,12.415066999999999
42-2801977,,0,0.23939699999999997,0.6987289999999999,1.0707659999999999,1.5856789999999998,1.9106159999999999,2.263337,2.583557,3.712909,4.502903,4.894645,5.025811999999999,5.365530999999999,5.831197999999999,6.218706999999998,6.877984999999998,7.223162999999998,7.365833999999998,7.582969999999998,7.879012999999998,8.584565999999997,8.794044999999997,9.085770999999998,9.320232999999998,9.605596999999998,9.837443999999998,10.291853999999997,10.654909999999997,10.827453999999998,11.238023999999998,12.021141999999998
43-2805598,,,0,0.45933199999999996,0.831369,1.346282,1.671219,2.02394,2.34416,3.4735120000000004,4.2635060000000005,4.655248,4.786415,5.1261339999999995,5.591800999999999,5.979309999999999,6.638587999999999,6.983765999999998,7.126436999999998,7.343572999999998,7.639615999999998,8.345168999999999,8.554647999999998,8.846373999999999,9.080836,9.3662,9.598047,10.052456999999999,10.415512999999999,10.588057,10.998626999999999,11.781744999999999
44-2802051,,,,0,0.372037,0.8869500000000001,1.2118870000000002,1.5646080000000002,1.8848280000000002,3.0141800000000005,3.8041740000000006,4.195916,4.327083,4.666802,5.1324689999999995,5.519977999999999,6.179255999999999,6.5244339999999985,6.6671049999999985,6.8842409999999985,7.180283999999999,7.885836999999999,8.095315999999999,8.387042,8.621504,8.906868,9.138715,9.593124999999999,9.956180999999999,10.128725,10.539295,11.322413
45-2802098,,,,,0,0.5149130000000001,0.83985,1.192571,1.512791,2.642143,3.432137,3.823879,3.955046,4.294765,4.760432,5.147940999999999,5.807218999999999,6.152396999999999,6.295067999999999,6.512203999999999,6.808246999999999,7.513799999999999,7.723278999999999,8.015004999999999,8.249467,8.534830999999999,8.766677999999999,9.221087999999998,9.584143999999998,9.756687999999999,10.167257999999999,10.950375999999999
46-2802129,,,,,,0,0.324937,0.677658,0.997878,2.12723,2.917224,3.308966,3.440133,3.779852,4.245519,4.6330279999999995,5.292305999999999,5.637483999999999,5.780154999999999,5.997290999999999,6.293333999999999,6.998886999999999,7.208365999999999,7.500091999999999,7.734553999999998,8.019917999999999,8.251764999999999,8.706174999999998,9.069230999999998,9.241774999999999,9.652344999999999,10.435462999999999
47-2802158,,,,,,,0,0.352721,0.672941,1.8022930000000001,2.5922870000000002,2.9840290000000005,3.1151960000000005,3.4549150000000006,3.9205820000000005,4.308091,4.967369,5.3125469999999995,5.4552179999999995,5.6723539999999995,5.9683969999999995,6.67395,6.883429,7.175154999999999,7.409616999999999,7.694980999999999,7.9268279999999995,8.381238,8.744294,8.916838,9.327408,10.110526
48-2802168,,,,,,,,0,0.32022,1.449572,2.239566,2.6313079999999998,2.762475,3.102194,3.5678609999999997,3.95537,4.614648,4.959826,5.102497,5.319633,5.615676,6.321229,6.530708,6.822433999999999,7.056895999999999,7.34226,7.574107,8.028516999999999,8.391573,8.564117,8.974687,9.757805
49-2802175,,,,,,,,,0,1.1293520000000001,1.919346,2.311088,2.442255,2.781974,3.247641,3.63515,4.294428,4.639606,4.782277,4.999413,5.295456,6.001009,6.210488,6.5022139999999995,6.736675999999999,7.02204,7.253887,7.708297,8.071353,8.243897,8.654467,9.437585
50-2802828,,,,,,,,,,0,0.789994,1.181736,1.312903,1.652622,2.118289,2.505798,3.165076,3.510254,3.652925,3.870061,4.166104,4.871657,5.081136,5.372862,5.607323999999999,5.892688,6.124535,6.578945,6.942001,7.114545000000001,7.525115,8.308233000000001
