순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2806301,11-2803848,12-2806298,13-2803849,14-2803851,15-2803852,16-2803854,17-2806296,18-2803605,19-2803855,20-2803856,21-2806231,22-2803857,23-2803610,24-2803612,25-2804732,26-2804339
1-2800269,0,0.356205,0.924562,1.311193,1.551218,1.715384,1.9771450000000002,2.3670080000000002,3.1310610000000003,3.4507010000000005,3.7316260000000003,4.240632000000001,4.831437000000001,5.312276000000001,5.472403000000001,5.806229000000001,6.300540000000001,6.620947000000001,7.059047000000001,7.414408000000002,7.766622000000002,8.965508000000002,9.315882000000002,9.803044000000002,10.235514000000002,11.921673000000002
2-2805488,,0,0.568357,0.954988,1.1950129999999999,1.359179,1.62094,2.010803,2.774856,3.0944960000000004,3.3754210000000002,3.8844270000000005,4.475232,4.956071,5.116198,5.450024,5.944335,6.264742,6.702842,7.058203000000001,7.410417000000001,8.609303,8.959677000000001,9.446839,9.879309000000001,11.565468000000001
3-2807373,,,0,0.386631,0.626656,0.790822,1.052583,1.4424460000000001,2.206499,2.526139,2.807064,3.31607,3.906875,4.387714,4.547841,4.881667,5.375978,5.696385,6.134485000000001,6.489846000000001,6.842060000000001,8.040946000000002,8.391320000000002,8.878482000000002,9.310952000000002,10.997111000000002
4-2800272,,,,0,0.240025,0.40419099999999997,0.665952,1.055815,1.819868,2.139508,2.420433,2.9294390000000003,3.5202440000000004,4.001083,4.1612100000000005,4.495036000000001,4.989347,5.309754000000001,5.747854000000001,6.103215000000001,6.455429000000001,7.654315000000001,8.004689,8.491851,8.924321,10.61048
5-2803582,,,,,0,0.164166,0.42592700000000006,0.81579,1.5798429999999999,1.899483,2.180408,2.689414,3.280219,3.7610580000000002,3.9211850000000004,4.2550110000000005,4.749322,5.069729000000001,5.507829000000001,5.863190000000001,6.215404000000001,7.414290000000001,7.764664000000002,8.251826000000001,8.684296000000002,10.370455000000002
6-2803603,,,,,,0,0.261761,0.651624,1.415677,1.7353170000000002,2.016242,2.5252480000000004,3.1160530000000004,3.5968920000000004,3.7570190000000006,4.090845000000001,4.5851560000000005,4.905563000000001,5.343663000000001,5.699024000000001,6.0512380000000014,7.250124000000001,7.600498000000002,8.087660000000001,8.520130000000002,10.206289000000002
7-2803602,,,,,,,0,0.389863,1.153916,1.4735559999999999,1.7544809999999997,2.2634869999999996,2.8542919999999996,3.3351309999999996,3.4952579999999998,3.829084,4.323395,4.643802,5.081902,5.437263000000001,5.789477000000001,6.9883630000000005,7.338737,7.825899,8.258369,9.944528
8-2800274,,,,,,,,0,0.764053,1.083693,1.364618,1.8736240000000002,2.464429,2.945268,3.105395,3.4392210000000003,3.9335320000000005,4.253939000000001,4.692039000000001,5.047400000000001,5.3996140000000015,6.598500000000001,6.948874000000002,7.436036000000001,7.868506000000002,9.554665000000002
9-2803847,,,,,,,,,0,0.31964000000000004,0.600565,1.109571,1.700376,2.181215,2.341342,2.675168,3.169479,3.489886,3.9279859999999998,4.283347,4.635561,5.834447,6.1848209999999995,6.671982999999999,7.1044529999999995,8.790612
10-2806301,,,,,,,,,,0,0.280925,0.789931,1.3807360000000002,1.8615750000000002,2.0217020000000003,2.3555280000000005,2.8498390000000002,3.170246,3.608346,3.9637070000000003,4.315921,5.514807,5.865181,6.352342999999999,6.784813,8.470972
11-2803848,,,,,,,,,,,0,0.5090060000000001,1.099811,1.58065,1.740777,2.074603,2.5689140000000004,2.8893210000000003,3.327421,3.6827820000000004,4.0349960000000005,5.233882,5.584256,6.0714179999999995,6.503888,8.190047
12-2806298,,,,,,,,,,,,0,0.590805,1.071644,1.231771,1.565597,2.059908,2.380315,2.818415,3.173776,3.52599,4.724876,5.0752500000000005,5.562412,5.9948820000000005,7.6810410000000005
13-2803849,,,,,,,,,,,,,0,0.480839,0.640966,0.9747920000000001,1.469103,1.78951,2.22761,2.5829709999999997,2.9351849999999997,4.134071,4.484444999999999,4.971606999999999,5.404076999999999,7.090235999999999
14-2803851,,,,,,,,,,,,,,0,0.160127,0.493953,0.9882639999999999,1.308671,1.7467709999999999,2.102132,2.454346,3.653232,4.0036059999999996,4.490767999999999,4.923238,6.6093969999999995
15-2803852,,,,,,,,,,,,,,,0,0.333826,0.8281369999999999,1.1485439999999998,1.5866439999999997,1.9420049999999998,2.2942189999999996,3.493105,3.843479,4.330641,4.763111,6.44927
16-2803854,,,,,,,,,,,,,,,,0,0.49431099999999994,0.8147179999999999,1.252818,1.608179,1.960393,3.159279,3.509653,3.9968150000000002,4.429285,6.115444
17-2806296,,,,,,,,,,,,,,,,,0,0.320407,0.758507,1.113868,1.466082,2.664968,3.015342,3.502504,3.934974,5.621133
18-2803605,,,,,,,,,,,,,,,,,,0,0.4381,0.793461,1.145675,2.344561,2.694935,3.182097,3.614567,5.300726
19-2803855,,,,,,,,,,,,,,,,,,,0,0.35536100000000004,0.7075750000000001,1.9064610000000002,2.256835,2.7439970000000002,3.176467,4.862626000000001
20-2803856,,,,,,,,,,,,,,,,,,,,0,0.35221399999999997,1.5511000000000001,1.901474,2.388636,2.821106,4.507265
21-2806231,,,,,,,,,,,,,,,,,,,,,0,1.1988860000000001,1.54926,2.036422,2.468892,4.155051
22-2803857,,,,,,,,,,,,,,,,,,,,,,0,0.35037399999999996,0.837536,1.270006,2.956165
23-2803610,,,,,,,,,,,,,,,,,,,,,,,0,0.487162,0.919632,2.605791
24-2803612,,,,,,,,,,,,,,,,,,,,,,,,0,0.43246999999999997,2.118629
25-2804732,,,,,,,,,,,,,,,,,,,,,,,,,0,1.686159
26-2804339,,,,,,,,,,,,,,,,,,,,,,,,,,0
