순번_정류장ID,17-2802710,18-2802734,19-2802756,20-2805155,21-2802794,22-2802852,23-2802880,24-2802890,25-2802893,26-2802896,27-2805500,28-2802934,29-2806811
17-2802710,0,0.7785770000000001,1.103064,1.371571,1.738915,2.182896,2.616898,2.860881,3.182385,3.532091,4.049673,4.43831,4.672123
18-2802734,,0,0.32448699999999997,0.592994,0.960338,1.404319,1.838321,2.082304,2.403808,2.753514,3.271096,3.659733,3.893546
19-2802756,,,0,0.268507,0.6358509999999999,1.079832,1.513834,1.757817,2.079321,2.429027,2.946609,3.335246,3.569059
20-2805155,,,,0,0.367344,0.8113250000000001,1.245327,1.4893100000000001,1.8108140000000001,2.16052,2.678102,3.066739,3.300552
21-2802794,,,,,0,0.443981,0.8779830000000001,1.121966,1.44347,1.793176,2.310758,2.699395,2.933208
22-2802852,,,,,,0,0.43400200000000005,0.6779850000000001,0.9994890000000001,1.3491950000000001,1.8667770000000001,2.255414,2.489227
23-2802880,,,,,,,0,0.243983,0.5654870000000001,0.9151930000000001,1.4327750000000001,1.821412,2.055225
24-2802890,,,,,,,,0,0.321504,0.6712100000000001,1.188792,1.577429,1.811242
25-2802893,,,,,,,,,0,0.349706,0.8672880000000001,1.255925,1.489738
26-2802896,,,,,,,,,,0,0.517582,0.906219,1.140032
27-2805500,,,,,,,,,,,0,0.388637,0.6224500000000001
28-2802934,,,,,,,,,,,,0,0.23381300000000002
29-2806811,,,,,,,,,,,,,0
