순번_정류장ID,26-2802176,27-2802169,28-2802154,29-2801846,30-2802103,31-2802052,32-2805597,33-2801843,34-2801957,35-2801966,36-2801978,37-2801975,38-2801972,39-2801965,40-2801844,41-2801942,42-2801929,43-2801921,44-2801927,45-2801924,46-2801916
26-2802176,0,0.372182,0.7728999999999999,1.195717,1.497128,1.968946,2.296751,2.797291,3.254877,3.663704,4.079963,4.4643690000000005,4.785766000000001,5.318435000000001,5.594921000000001,5.795063000000001,6.0879330000000005,6.243514,6.582791,6.722911,7.453171
27-2802169,,0,0.40071799999999996,0.8235349999999999,1.124946,1.596764,1.924569,2.425109,2.882695,3.291522,3.707781,4.092187,4.413584,4.9462530000000005,5.222739000000001,5.422881,5.715751,5.871332,6.210609,6.350728999999999,7.080989
28-2802154,,,0,0.422817,0.7242280000000001,1.1960460000000002,1.523851,2.024391,2.481977,2.890804,3.3070630000000003,3.691469,4.012866,4.545535,4.822021,5.022163,5.315033,5.470613999999999,5.8098909999999995,5.950010999999999,6.680270999999999
29-2801846,,,,0,0.30141100000000004,0.773229,1.101034,1.601574,2.05916,2.467987,2.884246,3.268652,3.590049,4.122718,4.399204,4.599346,4.8922159999999995,5.047796999999999,5.387073999999999,5.527193999999999,6.257453999999999
30-2802103,,,,,0,0.471818,0.799623,1.300163,1.757749,2.166576,2.582835,2.967241,3.288638,3.821307,4.097793,4.297935,4.590805,4.746385999999999,5.085662999999999,5.225782999999999,5.956042999999999
31-2802052,,,,,,0,0.327805,0.828345,1.285931,1.694758,2.111017,2.4954229999999997,2.81682,3.3494889999999997,3.6259749999999995,3.8261169999999995,4.118987,4.2745679999999995,4.6138449999999995,4.753964999999999,5.4842249999999995
32-2805597,,,,,,,0,0.50054,0.958126,1.366953,1.783212,2.167618,2.489015,3.021684,3.29817,3.498312,3.791182,3.9467630000000002,4.28604,4.426159999999999,5.15642
33-2801843,,,,,,,,0,0.457586,0.866413,1.282672,1.667078,1.988475,2.521144,2.79763,2.997772,3.290642,3.4462230000000003,3.7855000000000003,3.9256200000000003,4.655880000000001
34-2801957,,,,,,,,,0,0.408827,0.825086,1.209492,1.530889,2.063558,2.340044,2.540186,2.833056,2.988637,3.3279140000000003,3.4680340000000003,4.198294000000001
35-2801966,,,,,,,,,,0,0.416259,0.800665,1.122062,1.654731,1.931217,2.131359,2.4242289999999995,2.5798099999999997,2.9190869999999998,3.059207,3.7894669999999997
36-2801978,,,,,,,,,,,0,0.38440599999999997,0.705803,1.2384719999999998,1.5149579999999998,1.7150999999999998,2.00797,2.163551,2.502828,2.642948,3.373208
37-2801975,,,,,,,,,,,,0,0.321397,0.854066,1.130552,1.330694,1.623564,1.779145,2.118422,2.258542,2.9888019999999997
38-2801972,,,,,,,,,,,,,0,0.532669,0.809155,1.0092969999999999,1.3021669999999999,1.4577479999999998,1.7970249999999999,1.937145,2.667405
39-2801965,,,,,,,,,,,,,,0,0.276486,0.47662800000000005,0.769498,0.925079,1.264356,1.404476,2.134736
40-2801844,,,,,,,,,,,,,,,0,0.20014200000000001,0.493012,0.648593,0.98787,1.12799,1.85825
41-2801942,,,,,,,,,,,,,,,,0,0.29286999999999996,0.44845099999999993,0.787728,0.927848,1.658108
42-2801929,,,,,,,,,,,,,,,,,0,0.155581,0.494858,0.634978,1.3652380000000002
43-2801921,,,,,,,,,,,,,,,,,,0,0.339277,0.47939699999999996,1.209657
44-2801927,,,,,,,,,,,,,,,,,,,0,0.14012,0.87038
45-2801924,,,,,,,,,,,,,,,,,,,,0,0.73026
46-2801916,,,,,,,,,,,,,,,,,,,,,0
