순번_정류장ID,1-2805948,2-2805949,3-2800371,4-2803055,5-2802647,6-2802648,7-2802649,8-2806700,9-2806703,10-2806704,11-2806706,12-2802639,13-2802660,14-2802612,15-2802672,16-2802683,17-2802685,18-2802695,19-2802697,20-2802704,21-2802707,22-2802715,23-2802729,24-2805440,25-2802632,26-2803118,27-2803111,28-2803105,29-2803087,30-2802667,31-2802631,32-2802668,33-2807082,34-2807083,35-2807316
1-2805948,0,0.301201,0.614852,1.3168449999999998,1.7717049999999999,2.080616,3.231465,3.463988,3.775232,4.143298,4.45775,4.659266,4.889240999999999,5.145652999999999,5.655411999999999,5.8748059999999995,6.278624,6.461577,6.737833,7.025379,7.254735,7.753516,7.95195,8.209617,8.544839,8.826372,9.025865999999999,9.330977999999998,9.715440999999998,10.124071999999998,10.400743999999998,10.677428999999998,11.009435999999999,11.809335999999998,12.590329999999998
2-2805949,,0,0.313651,1.015644,1.470504,1.779415,2.930264,3.1627870000000002,3.474031,3.842097,4.156549,4.358065,4.5880399999999995,4.8444519999999995,5.354210999999999,5.573605,5.977423,6.160376,6.436632,6.724178,6.953534,7.4523150000000005,7.650749,7.908416,8.243638,8.525171,8.724665,9.029777,9.41424,9.822871,10.099542999999999,10.376228,10.708235,11.508135,12.289128999999999
3-2800371,,,0,0.701993,1.156853,1.4657639999999998,2.616613,2.849136,3.16038,3.5284459999999997,3.842898,4.044414,4.274388999999999,4.530800999999999,5.040559999999999,5.259954,5.663772,5.846725,6.122981,6.410527,6.639883,7.138664,7.337098,7.594765,7.929987,8.21152,8.411014,8.716126,9.100589,9.50922,9.785891999999999,10.062577,10.394584,11.194484,11.975477999999999
4-2803055,,,,0,0.45486000000000004,0.763771,1.91462,2.147143,2.4583869999999997,2.826453,3.140905,3.342421,3.572396,3.828808,4.338567,4.557961000000001,4.961779000000001,5.144732000000001,5.420988000000001,5.708534000000001,5.937890000000001,6.436671000000001,6.635105000000001,6.892772000000001,7.227994000000001,7.509527,7.709021,8.014133,8.398596,8.807227,9.083898999999999,9.360584,9.692591,10.492491000000001,11.273485
5-2802647,,,,,0,0.308911,1.45976,1.692283,2.003527,2.371593,2.686045,2.887561,3.117536,3.373948,3.883707,4.103101,4.506919,4.689872,4.966128,5.253674,5.48303,5.981811,6.180245,6.437912,6.773134,7.054666999999999,7.254160999999999,7.559272999999999,7.9437359999999995,8.352367,8.629038999999999,8.905724,9.237731,10.037631000000001,10.818625
6-2802648,,,,,,0,1.150849,1.383372,1.6946160000000001,2.062682,2.3771340000000003,2.57865,2.808625,3.0650370000000002,3.574796,3.79419,4.198008,4.380961,4.657217,4.944763,5.174119,5.6729,5.871334,6.129001,6.464223,6.745755999999999,6.945249999999999,7.250361999999999,7.634824999999999,8.043455999999999,8.320127999999999,8.596813,8.92882,9.72872,10.509713999999999
7-2802649,,,,,,,0,0.232523,0.543767,0.911833,1.226285,1.427801,1.6577760000000001,1.9141880000000002,2.423947,2.643341,3.0471589999999997,3.2301119999999997,3.5063679999999997,3.7939139999999996,4.023269999999999,4.522050999999999,4.720484999999999,4.978151999999999,5.313373999999999,5.594906999999998,5.794400999999998,6.099512999999998,6.483975999999998,6.892606999999998,7.169278999999998,7.445963999999997,7.777970999999997,8.577870999999998,9.358864999999998
8-2806700,,,,,,,,0,0.311244,0.6793100000000001,0.993762,1.195278,1.425253,1.6816650000000002,2.191424,2.410818,2.814636,2.997589,3.273845,3.561391,3.790747,4.289528,4.487962,4.745628999999999,5.080850999999999,5.362383999999999,5.561877999999998,5.866989999999999,6.251452999999999,6.660083999999999,6.936755999999998,7.213440999999998,7.545447999999998,8.345347999999998,9.126341999999998
9-2806703,,,,,,,,,0,0.368066,0.682518,0.884034,1.114009,1.370421,1.8801799999999997,2.0995739999999996,2.503392,2.6863449999999998,2.962601,3.2501469999999997,3.479503,3.978284,4.176718,4.434385,4.769607,5.051139999999999,5.250633999999999,5.555745999999999,5.940208999999999,6.348839999999999,6.625511999999999,6.902196999999998,7.234203999999998,8.034104,8.815097999999999
10-2806704,,,,,,,,,,0,0.314452,0.515968,0.745943,1.002355,1.512114,1.731508,2.135326,2.318279,2.594535,2.882081,3.111437,3.610218,3.8086520000000004,4.066319,4.401541,4.6830739999999995,4.882567999999999,5.187679999999999,5.572143,5.980773999999999,6.257445999999999,6.534130999999999,6.8661379999999985,7.666037999999999,8.447031999999998
