순번_정류장ID,48-2801658,49-2801672,50-2801684,51-2801718,52-2801745,53-2801752,54-2801759,55-2801768,56-2801790,57-2801977,58-2802024,59-2802051,60-2802098,61-2802129,62-2802158,63-2802168,64-2801848,65-2802825,66-2802870,67-2802906,68-2802937,69-2802951,70-2802613,71-2802982,72-2802977,73-2802973,74-2802967,75-2802963,76-2802956,77-2802984,78-2803020,79-2802429,80-2802369,81-2802529,82-2802539,83-2802558,84-2802569,85-2802560,86-2802555,87-2802556,88-2802566,89-2802366,90-2802585
48-2801658,0,0.362136,0.801631,1.2840129999999998,1.8444889999999998,2.255541,2.752416,2.979976,3.4788140000000003,4.001773,4.442616,4.6350940000000005,5.094426,5.466463,5.981376,6.306313,6.924311,7.276115000000001,7.586012000000001,8.241728000000002,8.819627000000002,9.168491000000003,9.921415000000003,10.216672000000003,10.419211000000002,10.710858000000002,10.984931000000001,11.478128000000002,11.820177000000001,12.318373000000001,12.800213000000001,13.801300000000001,14.806959,14.987214000000002,15.277642000000002,16.000678,16.672277,17.348445,17.689405,17.998888,18.514444,18.823699,19.1322
49-2801672,,0,0.43949499999999997,0.921877,1.4823529999999998,1.8934049999999998,2.3902799999999997,2.6178399999999997,3.116678,3.639637,4.08048,4.272958,4.73229,5.104327,5.61924,5.944177,6.562175,6.913978999999999,7.223876,7.879592,8.457491,8.806355,9.559279,9.854536,10.057075,10.348721999999999,10.622794999999998,11.115991999999999,11.458040999999998,11.956236999999998,12.438076999999998,13.439163999999998,14.444822999999998,14.625077999999998,14.915505999999999,15.638542,16.310140999999998,16.986309,17.327268999999998,17.636751999999998,18.152307999999998,18.461562999999998,18.770063999999998
50-2801684,,,0,0.482382,1.0428579999999998,1.4539099999999998,1.9507849999999998,2.1783449999999998,2.677183,3.200142,3.640985,3.833463,4.292795,4.664832,5.179745,5.504682,6.12268,6.474484,6.784381000000001,7.440097000000001,8.017996,8.36686,9.119784000000001,9.415041,9.61758,9.909227,10.1833,10.676497,11.018545999999999,11.516741999999999,11.998581999999999,12.999668999999999,14.005327999999999,14.185583,14.476011,15.199047,15.870646,16.546814,16.887774,17.197257,17.712813,18.022068,18.330569
51-2801718,,,,0,0.560476,0.971528,1.468403,1.6959629999999999,2.194801,2.71776,3.1586030000000003,3.351081,3.810413,4.18245,4.697363,5.0223,5.6402980000000005,5.992102000000001,6.301999000000001,6.957715000000001,7.535614000000001,7.8844780000000005,8.637402,8.932659,9.135197999999999,9.426844999999998,9.700917999999998,10.194114999999998,10.536163999999998,11.034359999999998,11.516199999999998,12.517286999999998,13.522945999999997,13.703200999999998,13.993628999999999,14.716664999999999,15.388264,16.064432,16.405392,16.714875,17.230431,17.539686,17.848187
52-2801745,,,,,0,0.41105200000000003,0.907927,1.135487,1.634325,2.157284,2.5981270000000003,2.7906050000000002,3.249937,3.6219740000000002,4.136887000000001,4.461824000000001,5.079822000000001,5.431626000000001,5.741523000000002,6.397239000000002,6.975138000000001,7.324002000000001,8.076926,8.372183,8.574722,8.866368999999999,9.140441999999998,9.633638999999999,9.975687999999998,10.473883999999998,10.955723999999998,11.956810999999998,12.962469999999998,13.142724999999999,13.433152999999999,14.156189,14.827788,15.503956,15.844916000000001,16.154399,16.669955,16.979210000000002,17.287711
53-2801752,,,,,,0,0.496875,0.7244349999999999,1.2232729999999998,1.746232,2.187075,2.379553,2.838885,3.210922,3.725835,4.050772,4.66877,5.020574,5.330471,5.986187,6.564086,6.9129499999999995,7.665874,7.961131,8.16367,8.455316999999999,8.729389999999999,9.222586999999999,9.564635999999998,10.062831999999998,10.544671999999998,11.545758999999999,12.551417999999998,12.731672999999999,13.022101,13.745137,14.416736,15.092904,15.433864000000002,15.743347000000002,16.258903,16.568158,16.876659
54-2801759,,,,,,,0,0.22755999999999998,0.726398,1.249357,1.6902000000000001,1.882678,2.34201,2.7140470000000003,3.2289600000000003,3.553897,4.171895,4.523699000000001,4.833596000000001,5.489312000000001,6.067211,6.416075,7.168999,7.464256000000001,7.6667950000000005,7.958442000000001,8.232515000000001,8.725712000000001,9.067761,9.565957000000001,10.047797000000001,11.048884000000001,12.054543,12.234798000000001,12.525226000000002,13.248262000000002,13.919861000000003,14.596029000000003,14.936989000000004,15.246472000000004,15.762028000000004,16.071283000000005,16.379784000000004
55-2801768,,,,,,,,0,0.498838,1.021797,1.4626400000000002,1.655118,2.11445,2.4864870000000003,3.0014000000000003,3.326337,3.944335,4.296139,4.6060360000000005,5.261752,5.839651,6.188515,6.941439,7.236696,7.439235,7.730882,8.004955,8.498152000000001,8.840201,9.338397,9.820237,10.821324,11.826983,12.007238000000001,12.297666000000001,13.020702000000002,13.692301000000002,14.368469000000003,14.709429000000004,15.018912000000004,15.534468000000004,15.843723000000004,16.152224000000004
56-2801790,,,,,,,,,0,0.5229590000000001,0.963802,1.15628,1.615612,1.987649,2.502562,2.827499,3.445497,3.797301,4.107198,4.762914,5.340813000000001,5.6896770000000005,6.442601000000001,6.737858000000001,6.940397000000001,7.232044000000001,7.5061170000000015,7.999314000000002,8.341363000000001,8.839559000000001,9.321399000000001,10.322486000000001,11.328145000000001,11.508400000000002,11.798828000000002,12.521864000000003,13.193463000000003,13.869631000000004,14.210591000000004,14.520074000000005,15.035630000000005,15.344885000000005,15.653386000000005
57-2801977,,,,,,,,,,0,0.44084300000000004,0.633321,1.0926529999999999,1.4646899999999998,1.979603,2.30454,2.922538,3.274342,3.5842389999999997,4.239955,4.8178540000000005,5.166718,5.9196420000000005,6.214899000000001,6.417438000000001,6.709085000000001,6.983158000000001,7.476355000000002,7.818404000000002,8.316600000000001,8.798440000000001,9.799527000000001,10.805186,10.985441000000002,11.275869000000002,11.998905000000002,12.670504000000003,13.346672000000003,13.687632000000004,13.997115000000004,14.512671000000005,14.821926000000005,15.130427000000005
