순번_정류장ID,44-2806497,45-2806499,46-2806432,47-2807109,48-2805773,49-2807228,50-2806723,51-2806721,52-2805032,53-2805030,54-2806669,55-2803663,56-2802597,57-2802594,58-2802591,59-2802590,60-2805039,61-2804863,62-2805788,63-2805012,64-2805011,65-2805397,66-2805059,67-2805587,68-2806638,69-2806639,70-2807323,71-2807088,72-2806766,73-2806761,74-2806763,75-2806765,76-2803770,77-2805655,78-2802345,79-2802359,80-2803520,81-2807446,82-2806725,83-2805822
44-2806497,0,2.333557,2.876178,3.3990739999999997,3.8060289999999997,4.108987,4.598532,5.28234,5.739108999999999,6.120841999999999,6.896855999999999,7.3981379999999985,7.6350479999999985,7.832292999999998,8.033493999999997,8.447978999999998,8.750961999999998,8.959933999999997,9.298264999999997,9.411246999999998,9.625651999999997,9.831794999999998,10.054234999999998,11.366682999999998,11.578691999999998,12.171548999999999,12.781502,13.11362,13.463928,13.672315999999999,13.833185999999998,14.221745999999998,15.022384999999998,15.220458999999998,15.867252999999998,16.324478,16.911759999999997,17.534436999999997,17.908709999999996,18.696750999999995
45-2806499,,0,0.542621,1.065517,1.472472,1.77543,2.264975,2.948783,3.405552,3.7872850000000002,4.563299000000001,5.064581,5.301491,5.498736,5.699937,6.114422,6.4174050000000005,6.626377000000001,6.964708000000001,7.0776900000000005,7.292095000000001,7.498238000000001,7.720678,9.033126000000001,9.245135000000001,9.837992000000002,10.447945,10.780063,11.130371,11.338759,11.499628999999999,11.888188999999999,12.688827999999999,12.886902,13.533695999999999,13.990920999999998,14.578202999999998,15.200879999999998,15.575152999999998,16.363194
46-2806432,,,0,0.522896,0.929851,1.232809,1.7223540000000002,2.406162,2.862931,3.244664,4.020678,4.52196,4.75887,4.956115,5.157316,5.571801,5.874784,6.083756,6.422087,6.535069,6.749474,6.955617,7.178057,8.490505,8.702514,9.295371000000001,9.905324,10.237442,10.58775,10.796138,10.957007999999998,11.345567999999998,12.146206999999999,12.344280999999999,12.991074999999999,13.448299999999998,14.035581999999998,14.658258999999997,15.032531999999998,15.820572999999998
47-2807109,,,,0,0.406955,0.709913,1.199458,1.8832659999999999,2.340035,2.721768,3.497782,3.9990639999999997,4.235974,4.433218999999999,4.6344199999999995,5.0489049999999995,5.351888,5.56086,5.899191,6.012173,6.226578,6.432721,6.655161,7.9676089999999995,8.179618,8.772475,9.382428,9.714546,10.064854,10.273242,10.434111999999999,10.822671999999999,11.623311,11.821385,12.468179,12.925403999999999,13.512685999999999,14.135362999999998,14.509635999999999,15.297676999999998
48-2805773,,,,,0,0.302958,0.792503,1.476311,1.93308,2.314813,3.090827,3.5921089999999998,3.8290189999999997,4.026263999999999,4.227465,4.64195,4.944933,5.153905,5.492236,5.605218,5.819623,6.025766,6.248206,7.5606539999999995,7.772663,8.36552,8.975473000000001,9.307591,9.657899,9.866287,10.027156999999999,10.415716999999999,11.216356,11.41443,12.061224,12.518448999999999,13.105730999999999,13.728407999999998,14.102680999999999,14.890721999999998
49-2807228,,,,,,0,0.489545,1.173353,1.630122,2.011855,2.787869,3.2891510000000004,3.5260610000000003,3.7233060000000004,3.9245070000000006,4.338992000000001,4.641975000000001,4.8509470000000015,5.189278000000002,5.302260000000001,5.5166650000000015,5.7228080000000014,5.945248000000001,7.257696000000001,7.469705000000001,8.062562000000002,8.672515,9.004633,9.354941,9.563329,9.724198999999999,10.112758999999999,10.913397999999999,11.111472,11.758265999999999,12.215490999999998,12.802772999999998,13.425449999999998,13.799722999999998,14.587763999999998
50-2806723,,,,,,,0,0.683808,1.140577,1.52231,2.298324,2.799606,3.0365159999999998,3.233761,3.434962,3.849447,4.15243,4.361402,4.699733,4.812715,5.02712,5.233263,5.455703,6.768151,6.98016,7.573017,8.182970000000001,8.515088,8.865396,9.073784,9.234653999999999,9.623213999999999,10.423853,10.621927,11.268721,11.725945999999999,12.313227999999999,12.935904999999998,13.310177999999999,14.098218999999999
51-2806721,,,,,,,,0,0.456769,0.838502,1.614516,2.115798,2.352708,2.549953,2.751154,3.165639,3.468622,3.677594,4.015925,4.128907,4.343312,4.549455,4.771895,6.084343,6.296352,6.889208999999999,7.499161999999999,7.83128,8.181588,8.389975999999999,8.550845999999998,8.939405999999998,9.740044999999999,9.938118999999999,10.584912999999998,11.042137999999998,11.629419999999998,12.252096999999997,12.626369999999998,13.414410999999998
52-2805032,,,,,,,,,0,0.381733,1.157747,1.659029,1.895939,2.093184,2.294385,2.70887,3.0118530000000003,3.2208250000000005,3.5591560000000007,3.672138000000001,3.886543000000001,4.092686000000001,4.315126000000001,5.627574000000001,5.839583000000001,6.4324400000000015,7.0423930000000015,7.374511000000002,7.724819000000002,7.933207000000002,8.094077000000002,8.482637000000002,9.283276000000003,9.481350000000003,10.128144000000002,10.585369000000002,11.172651000000002,11.795328000000001,12.169601000000002,12.957642000000002
53-2805030,,,,,,,,,,0,0.776014,1.277296,1.514206,1.7114509999999998,1.9126519999999998,2.327137,2.63012,2.839092,3.177423,3.2904050000000002,3.5048100000000004,3.7109530000000004,3.9333930000000006,5.245841,5.4578500000000005,6.050707000000001,6.660660000000001,6.992778000000001,7.343086000000001,7.551474000000002,7.712344000000002,8.100904000000002,8.901543000000002,9.099617000000002,9.746411000000002,10.203636000000001,10.790918000000001,11.413595,11.787868000000001,12.575909000000001
