순번_정류장ID,1-2805759,2-2805529,3-2805839,4-2805561,5-2805841,6-2805450,7-2806913,8-2805580,9-2805332,10-2805742,11-2805229,12-2805231,13-2804894,14-2805053,15-2804947,16-2806520,17-2804948,18-2800583,19-2800579,20-2806074,21-2800570,22-2800558,23-2800552,24-2800338,25-2800544,26-2800541,27-2800530,28-2800523,29-2800519,30-2800517,31-2800515,32-2800508,33-2800506
1-2805759,0,0.305613,0.556927,0.9043969999999999,1.1416089999999999,1.741021,2.177728,2.477269,2.825691,3.034169,3.338721,4.122092,4.429152,4.635858,4.922199,5.124231,7.5872589999999995,7.908206,8.384564,8.871372,9.114493,9.398481,9.673540000000001,10.497125,10.7439,11.22404,11.508927,11.753145,11.912185,12.091831999999998,12.658267999999998,12.952140999999997,13.505761999999997
2-2805529,,0,0.251314,0.598784,0.835996,1.4354079999999998,1.8721149999999998,2.1716559999999996,2.5200779999999994,2.7285559999999993,3.0331079999999995,3.8164789999999993,4.123538999999999,4.330244999999999,4.616585999999999,4.818617999999999,7.2816459999999985,7.602592999999999,8.078950999999998,8.565758999999998,8.808879999999998,9.092868,9.367927,10.191512,10.438286999999999,10.918427,11.203313999999999,11.447531999999999,11.606571999999998,11.786218999999997,12.352654999999997,12.646527999999996,13.200148999999996
3-2805839,,,0,0.34747,0.5846819999999999,1.184094,1.620801,1.920342,2.268764,2.477242,2.781794,3.5651650000000004,3.8722250000000003,4.078931,4.365272,4.567304,7.030332,7.351279,7.827637,8.314445000000001,8.557566000000001,8.841554000000002,9.116613000000003,9.940198000000002,10.186973000000002,10.667113000000002,10.952000000000002,11.196218000000002,11.355258000000001,11.534905,12.101341,12.395214,12.948834999999999
4-2805561,,,,0,0.23721199999999998,0.8366239999999999,1.2733309999999998,1.5728719999999998,1.9212939999999998,2.129772,2.434324,3.217695,3.524755,3.731461,4.017802,4.219834,6.682862,7.003809,7.480167000000001,7.966975000000001,8.210096,8.494084,8.769143000000001,9.592728000000001,9.839503,10.319643000000001,10.60453,10.848748,11.007788,11.187434999999999,11.753870999999998,12.047743999999998,12.601364999999998
5-2805841,,,,,0,0.599412,1.0361189999999998,1.3356599999999998,1.6840819999999999,1.8925599999999998,2.1971119999999997,2.9804829999999995,3.2875429999999994,3.4942489999999995,3.7805899999999997,3.9826219999999997,6.44565,6.766597,7.242955,7.729763,7.9728840000000005,8.256872000000001,8.531931000000002,9.355516000000001,9.602291000000001,10.082431000000001,10.367318000000001,10.611536000000001,10.770576,10.950223,11.516658999999999,11.810531999999998,12.364152999999998
6-2805450,,,,,,0,0.43670699999999996,0.736248,1.08467,1.293148,1.5977,2.381071,2.688131,2.894837,3.181178,3.38321,5.846238,6.167185,6.643543,7.130351,7.3734720000000005,7.65746,7.932519,8.756104,9.002879,9.483019,9.767906,10.012124,10.171164,10.350810999999998,10.917246999999998,11.211119999999998,11.764740999999997
7-2806913,,,,,,,0,0.299541,0.647963,0.856441,1.160993,1.944364,2.251424,2.45813,2.7444710000000003,2.9465030000000003,5.409531,5.730478000000001,6.206836000000001,6.693644000000001,6.936765000000001,7.220753000000001,7.495812000000001,8.319397,8.566172,9.046312,9.331199,9.575417,9.734456999999999,9.914103999999998,10.480539999999998,10.774412999999997,11.328033999999997
8-2805580,,,,,,,,0,0.34842199999999995,0.5569,0.8614519999999999,1.644823,1.951883,2.158589,2.4449300000000003,2.6469620000000003,5.10999,5.430937,5.907295,6.394103,6.637224000000001,6.921212000000001,7.196271,8.019856,8.266631,8.746771,9.031658,9.275876,9.434916,9.614562999999999,10.180998999999998,10.474871999999998,11.028492999999997
9-2805332,,,,,,,,,0,0.20847800000000002,0.51303,1.296401,1.6034609999999998,1.8101669999999999,2.096508,2.29854,4.7615680000000005,5.082515000000001,5.558873000000001,6.045681000000001,6.288802000000001,6.572790000000001,6.847849000000001,7.671434000000001,7.918209000000002,8.398349000000001,8.683236,8.927454000000001,9.086494,9.266141,9.832576999999999,10.126449999999998,10.680070999999998
10-2805742,,,,,,,,,,0,0.304552,1.087923,1.3949829999999999,1.601689,1.8880299999999999,2.0900619999999996,4.553089999999999,4.8740369999999995,5.350395,5.837203,6.080324,6.364312,6.639371,7.462956,7.7097310000000006,8.189871,8.474758,8.718976,8.878015999999999,9.057662999999998,9.624098999999998,9.917971999999997,10.471592999999997
