순번_정류장ID,24-2801636,25-2801601,26-2801501,27-2801450,28-2801438,29-2805321,30-2801461,31-2801462,32-2801469,33-2801446,34-2801417,35-2801384,36-2801345,37-2801322,38-2801148,39-2801137,40-2801143,41-2801152,42-2805018,43-2805405
24-2801636,0,0.29488600000000004,0.931324,1.416432,1.8535689999999998,2.452185,2.600715,2.787591,3.258578,3.436081,3.7462150000000003,4.080781,4.402801,4.664417,4.954796,5.251187,5.6968049999999995,6.060289999999999,6.725991,7.0338389999999995
25-2801601,,0,0.6364380000000001,1.121546,1.5586829999999998,2.157299,2.305829,2.492705,2.963692,3.141195,3.4513290000000003,3.7858950000000005,4.107915,4.369531,4.65991,4.956301,5.4019189999999995,5.765403999999999,6.431105,6.7389529999999995
26-2801501,,,0,0.485108,0.922245,1.520861,1.669391,1.8562670000000001,2.327254,2.504757,2.8148910000000003,3.1494570000000004,3.471477,3.733093,4.023472,4.319863,4.765480999999999,5.128965999999999,5.794667,6.1025149999999995
27-2801450,,,,0,0.437137,1.0357530000000001,1.1842830000000002,1.3711590000000002,1.8421460000000003,2.0196490000000002,2.3297830000000004,2.6643490000000005,2.9863690000000007,3.247985000000001,3.538364000000001,3.834755000000001,4.280373000000001,4.643858000000001,5.309559000000001,5.617407000000001
28-2801438,,,,,0,0.598616,0.7471460000000001,0.9340220000000001,1.4050090000000002,1.5825120000000001,1.892646,2.227212,2.549232,2.810848,3.101227,3.397618,3.843236,4.206721,4.872422,5.18027
29-2805321,,,,,,0,0.14853,0.335406,0.8063929999999999,0.9838959999999999,1.2940299999999998,1.6285959999999997,1.9506159999999997,2.2122319999999998,2.502611,2.7990019999999998,3.24462,3.6081049999999997,4.2738059999999995,4.5816539999999994
30-2801461,,,,,,,0,0.186876,0.657863,0.8353659999999999,1.1455,1.4800659999999999,1.8020859999999999,2.0637019999999997,2.354081,2.6504719999999997,3.09609,3.4595749999999996,4.1252759999999995,4.433123999999999
31-2801462,,,,,,,,0,0.470987,0.64849,0.958624,1.29319,1.61521,1.8768259999999999,2.167205,2.463596,2.909214,3.272699,3.9383999999999997,4.246248
32-2801469,,,,,,,,,0,0.177503,0.487637,0.822203,1.144223,1.4058389999999998,1.6962179999999998,1.9926089999999999,2.438227,2.8017119999999998,3.4674129999999996,3.7752609999999995
33-2801446,,,,,,,,,,0,0.310134,0.6447,0.96672,1.228336,1.518715,1.815106,2.260724,2.624209,3.28991,3.597758
34-2801417,,,,,,,,,,,0,0.334566,0.6565859999999999,0.9182019999999999,1.208581,1.504972,1.95059,2.314075,2.9797759999999998,3.2876239999999997
35-2801384,,,,,,,,,,,,0,0.32202,0.5836359999999999,0.874015,1.1704059999999998,1.616024,1.979509,2.64521,2.953058
36-2801345,,,,,,,,,,,,,0,0.26161599999999996,0.551995,0.848386,1.294004,1.657489,2.32319,2.6310379999999998
37-2801322,,,,,,,,,,,,,,0,0.290379,0.58677,1.032388,1.3958730000000001,2.0615740000000002,2.369422
38-2801148,,,,,,,,,,,,,,,0,0.29639099999999996,0.7420089999999999,1.105494,1.771195,2.079043
39-2801137,,,,,,,,,,,,,,,,0,0.445618,0.809103,1.474804,1.7826520000000001
40-2801143,,,,,,,,,,,,,,,,,0,0.363485,1.029186,1.337034
41-2801152,,,,,,,,,,,,,,,,,,0,0.665701,0.973549
42-2805018,,,,,,,,,,,,,,,,,,,0,0.307848
43-2805405,,,,,,,,,,,,,,,,,,,,0
