순번_정류장ID,1-2803028,2-2803017,3-2803013,4-2803004,5-2802997,6-2802990,7-2802966,8-2802940,9-2802926,10-2802921,11-2802901,12-2802885,13-2802851,14-2802823,15-2802783,16-2802757,17-2802733,18-2802706
1-2803028,0,0.246757,0.49980199999999997,0.730355,0.876547,1.109281,1.490442,1.777046,1.900865,2.052544,2.227951,2.399603,2.691656,2.874054,3.298075,3.7733939999999997,4.011692999999999,4.434289
2-2803017,,0,0.25304499999999996,0.483598,0.62979,0.862524,1.243685,1.5302889999999998,1.654108,1.805787,1.9811940000000001,2.1528460000000003,2.4448990000000004,2.6272970000000004,3.051318,3.526637,3.764936,4.187532
3-2803013,,,0,0.230553,0.376745,0.609479,0.99064,1.277244,1.4010630000000002,1.5527420000000003,1.7281490000000004,1.8998010000000003,2.191854,2.3742520000000003,2.798273,3.273592,3.511891,3.934487
4-2803004,,,,0,0.14619200000000002,0.37892600000000004,0.7600870000000001,1.046691,1.1705100000000002,1.3221890000000003,1.4975960000000004,1.6692480000000003,1.9613010000000002,2.1436990000000002,2.5677200000000004,3.0430390000000003,3.2813380000000003,3.7039340000000003
5-2802997,,,,,0,0.23273400000000002,0.6138950000000001,0.900499,1.024318,1.1759970000000002,1.3514040000000003,1.5230560000000002,1.815109,1.9975070000000001,2.4215280000000003,2.896847,3.135146,3.557742
6-2802990,,,,,,0,0.381161,0.6677649999999999,0.791584,0.943263,1.11867,1.290322,1.5823749999999999,1.764773,2.1887939999999997,2.6641129999999995,2.9024119999999995,3.3250079999999995
7-2802966,,,,,,,0,0.28660399999999997,0.410423,0.562102,0.737509,0.909161,1.201214,1.383612,1.807633,2.282952,2.521251,2.943847
8-2802940,,,,,,,,0,0.12381900000000001,0.275498,0.450905,0.622557,0.91461,1.097008,1.521029,1.9963479999999998,2.234647,2.657243
9-2802926,,,,,,,,,0,0.151679,0.327086,0.498738,0.790791,0.9731890000000001,1.39721,1.872529,2.110828,2.533424
10-2802921,,,,,,,,,,0,0.175407,0.347059,0.639112,0.82151,1.245531,1.72085,1.959149,2.381745
11-2802901,,,,,,,,,,,0,0.171652,0.46370500000000003,0.6461030000000001,1.070124,1.5454430000000001,1.7837420000000002,2.206338
12-2802885,,,,,,,,,,,,0,0.292053,0.474451,0.8984719999999999,1.3737909999999998,1.6120899999999998,2.0346859999999998
13-2802851,,,,,,,,,,,,,0,0.182398,0.606419,1.081738,1.3200370000000001,1.742633
14-2802823,,,,,,,,,,,,,,0,0.424021,0.8993399999999999,1.1376389999999998,1.5602349999999998
15-2802783,,,,,,,,,,,,,,,0,0.47531899999999994,0.7136179999999999,1.1362139999999998
16-2802757,,,,,,,,,,,,,,,,0,0.23829899999999998,0.660895
17-2802733,,,,,,,,,,,,,,,,,0,0.422596
18-2802706,,,,,,,,,,,,,,,,,,0
