순번_정류장ID,41-2802694,42-2802692,43-2802713,44-2807035,45-2802749,46-2802741,47-2802145,48-2804880,49-2802150,50-2802161,51-2802171,52-2802825,53-2802870,54-2802378,55-2802395,56-2802397,57-2802399,58-2802406,59-2802412,60-2802372,61-2802474,62-2802487,63-2802530,64-2802542,65-2802546,66-2802562,67-2807041,68-2802373
51-2802171,,,,,,,,,,,0,0.309897,0.875035,1.318377,1.6052119999999999,1.804306,2.449007,2.800282,3.254694,3.6497770000000003,3.868418,4.284589,4.6325140000000005,4.790066,5.113840000000001,5.4360800000000005,6.414227,6.805383
52-2802825,,,,,,,,,,,,0,0.565138,1.00848,1.295315,1.494409,2.13911,2.490385,2.944797,3.33988,3.558521,3.9746919999999997,4.322616999999999,4.480168999999999,4.803942999999999,5.126182999999999,6.104329999999999,6.495485999999999
53-2802870,,,,,,,,,,,,,0,0.443342,0.7301770000000001,0.9292710000000001,1.573972,1.925247,2.3796589999999997,2.774742,2.9933829999999997,3.4095539999999995,3.7574789999999996,3.9150309999999995,4.238804999999999,4.561044999999999,5.539191999999999,5.930347999999999
54-2802378,,,,,,,,,,,,,,0,0.286835,0.485929,1.13063,1.481905,1.936317,2.3314,2.550041,2.9662119999999996,3.3141369999999997,3.4716889999999996,3.7954629999999994,4.117703,5.0958499999999995,5.487005999999999
55-2802395,,,,,,,,,,,,,,,0,0.199094,0.843795,1.1950699999999999,1.649482,2.044565,2.263206,2.6793769999999997,3.0273019999999997,3.1848539999999996,3.5086279999999994,3.8308679999999993,4.809015,5.200170999999999
56-2802397,,,,,,,,,,,,,,,,0,0.644701,0.995976,1.450388,1.845471,2.064112,2.480283,2.828208,2.98576,3.3095339999999998,3.6317739999999996,4.609921,5.0010769999999996
57-2802399,,,,,,,,,,,,,,,,,0,0.351275,0.805687,1.2007700000000001,1.4194110000000002,1.8355820000000003,2.183507,2.341059,2.664833,2.9870729999999996,3.9652199999999995,4.356375999999999
58-2802406,,,,,,,,,,,,,,,,,,0,0.454412,0.849495,1.068136,1.484307,1.832232,1.989784,2.313558,2.635798,3.6139449999999997,4.005101
59-2802412,,,,,,,,,,,,,,,,,,,0,0.395083,0.6137239999999999,1.029895,1.37782,1.535372,1.859146,2.181386,3.1595329999999997,3.5506889999999998
60-2802372,,,,,,,,,,,,,,,,,,,,0,0.21864099999999997,0.6348119999999999,0.982737,1.1402889999999999,1.464063,1.786303,2.76445,3.155606
61-2802474,,,,,,,,,,,,,,,,,,,,,0,0.416171,0.764096,0.921648,1.245422,1.567662,2.545809,2.9369650000000003
62-2802487,,,,,,,,,,,,,,,,,,,,,,0,0.347925,0.505477,0.829251,1.151491,2.129638,2.520794
63-2802530,,,,,,,,,,,,,,,,,,,,,,,0,0.157552,0.4813259999999999,0.803566,1.7817129999999999,2.172869
64-2802542,,,,,,,,,,,,,,,,,,,,,,,,0,0.32377399999999995,0.646014,1.624161,2.015317
65-2802546,,,,,,,,,,,,,,,,,,,,,,,,,0,0.32224,1.300387,1.691543
66-2802562,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.978147,1.369303
67-2807041,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.391156
68-2802373,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
