순번_정류장ID,41-2802694,42-2802692,43-2802713,44-2807035,45-2802749,46-2802741,47-2802145,48-2804880,49-2802150,50-2802161,51-2802171,52-2802825,53-2802870,54-2802378,55-2802395,56-2802397,57-2802399,58-2802406,59-2802412,60-2802372,61-2802474,62-2802487,63-2802530,64-2802542,65-2802546,66-2802562,67-2807041,68-2802373
41-2802694,0,0.35978899999999997,0.608084,0.9444819999999999,1.1376439999999999,1.4667189999999999,1.698645,2.0604459999999998,2.283231,2.593079,2.975205,3.2851019999999997,3.85024,4.293582,4.580417,4.779510999999999,5.424211999999999,5.775486999999999,6.229898999999999,6.624981999999998,6.843622999999998,7.2597939999999985,7.607718999999999,7.7652709999999985,8.089044999999999,8.411285,9.389432,9.780588
42-2802692,,0,0.248295,0.5846929999999999,0.777855,1.10693,1.338856,1.700657,1.923442,2.23329,2.615416,2.925313,3.490451,3.933793,4.2206280000000005,4.419722,5.064423,5.415698,5.8701099999999995,6.265192999999999,6.483833999999999,6.900004999999999,7.247929999999999,7.405481999999999,7.7292559999999995,8.051496,9.029643,9.420799
43-2802713,,,0,0.336398,0.52956,0.858635,1.0905610000000001,1.4523620000000002,1.6751470000000002,1.984995,2.367121,2.677018,3.242156,3.685498,3.972333,4.1714269999999996,4.816127999999999,5.167402999999999,5.621814999999999,6.0168979999999985,6.235538999999998,6.651709999999999,6.999634999999999,7.157186999999999,7.480960999999999,7.803200999999999,8.781348,9.172504
44-2807035,,,,0,0.193162,0.5222370000000001,0.7541630000000001,1.1159640000000002,1.3387490000000002,1.648597,2.030723,2.34062,2.905758,3.3491,3.635935,3.835029,4.47973,4.831005,5.285417,5.680499999999999,5.899140999999999,6.315312,6.663237,6.8207889999999995,7.144563,7.466803,8.44495,8.836106000000001
45-2802749,,,,,0,0.329075,0.5610010000000001,0.9228020000000001,1.1455870000000001,1.455435,1.837561,2.147458,2.712596,3.155938,3.442773,3.641867,4.286568,4.637843,5.092255,5.487337999999999,5.705978999999999,6.1221499999999995,6.470075,6.6276269999999995,6.951401,7.273641,8.251788,8.642944
46-2802741,,,,,,0,0.23192600000000002,0.5937270000000001,0.8165120000000001,1.12636,1.508486,1.8183829999999999,2.383521,2.826863,3.113698,3.312792,3.957493,4.308768,4.763179999999999,5.158262999999999,5.376903999999999,5.793074999999999,6.140999999999999,6.298551999999999,6.622325999999999,6.944565999999999,7.922712999999999,8.313868999999999
47-2802145,,,,,,,0,0.36180100000000004,0.584586,0.8944340000000001,1.2765600000000001,1.5864570000000002,2.1515950000000004,2.5949370000000003,2.8817720000000002,3.0808660000000003,3.7255670000000003,4.076842,4.531254,4.926336999999999,5.144977999999999,5.5611489999999995,5.9090739999999995,6.066625999999999,6.3904,6.7126399999999995,7.690786999999999,8.081942999999999
48-2804880,,,,,,,,0,0.22278499999999998,0.532633,0.9147590000000001,1.224656,1.789794,2.233136,2.519971,2.719065,3.363766,3.7150410000000003,4.169453,4.5645359999999995,4.783176999999999,5.199348,5.547273,5.704825,6.028599,6.350839,7.328986,7.720141999999999
49-2802150,,,,,,,,,0,0.309848,0.6919740000000001,1.001871,1.567009,2.010351,2.297186,2.49628,3.140981,3.4922560000000002,3.9466680000000003,4.341751,4.560392,4.9765630000000005,5.3244880000000006,5.4820400000000005,5.805814000000001,6.128054000000001,7.106201,7.497357
50-2802161,,,,,,,,,,0,0.382126,0.692023,1.257161,1.7005029999999999,1.9873379999999998,2.186432,2.831133,3.1824079999999997,3.6368199999999997,4.031903,4.250544,4.666715,5.01464,5.172192,5.495966,5.818206,6.796353,7.1875089999999995
