순번_정류장ID,1-2807429,2-2805676,3-2805630,4-2807038,5-2805632,6-2805634,7-2806163,8-2803653,9-2803162,10-2805974,11-2803161,12-2805513,13-2806606,14-2805639,15-2805702,16-2805700,17-2805698,18-2806024,19-2806031,20-2806083,21-2805637,22-2805693,23-2807325,24-2806483,25-2807342,26-2806037,27-2807039,28-2805148,29-2805812,30-2807052,31-2803178,32-2803303,33-2803307,34-2803312,35-2803302,36-2803298,37-2803288,38-2803285,39-2803650,40-2803291,41-2803296,42-2803179,43-2804433,44-2806619
1-2807429,0,1.157504,1.578001,1.9000080000000001,2.243885,2.87156,3.175047,3.610992,3.993381,4.191714999999999,4.963748999999999,5.765912999999999,6.256767999999999,6.615778999999999,6.950134999999999,7.142187999999998,7.939613999999998,8.148184999999998,8.516738999999998,8.827927999999998,9.197296999999999,9.650749,11.550469999999999,12.742088999999998,13.409771999999998,13.962822,14.256955,14.471563,15.076264,15.81573,16.323684,17.008016,17.261743000000003,17.791093000000004,18.114102000000003,18.258415000000003,18.860051000000002,19.310356000000002,19.552583000000002,19.814622000000004,19.963148000000004,20.259790000000002,29.511604000000002,29.844836
2-2805676,,0,0.420497,0.742504,1.086381,1.714056,2.017543,2.4534879999999997,2.8358769999999995,3.0342109999999995,3.8062449999999997,4.608409,5.099264,5.4582749999999995,5.792630999999999,5.984683999999999,6.7821099999999985,6.990680999999999,7.359234999999998,7.670423999999998,8.039792999999998,8.493244999999998,10.392965999999998,11.584584999999997,12.252267999999997,12.805317999999998,13.099450999999998,13.314058999999999,13.918759999999999,14.658225999999999,15.166179999999999,15.850511999999998,16.104239,16.633589,16.956598,17.100911,17.702547,18.152852,18.395079,18.657118,18.805644,19.102286,28.3541,28.687331999999998
3-2805630,,,0,0.32200700000000004,0.665884,1.2935590000000001,1.5970460000000002,2.032991,2.41538,2.613714,3.385748,4.187912,4.678767,5.037777999999999,5.372133999999999,5.564186999999999,6.361612999999998,6.5701839999999985,6.938737999999998,7.249926999999998,7.619295999999998,8.072747999999997,9.972468999999997,11.164087999999996,11.831770999999996,12.384820999999997,12.678953999999997,12.893561999999998,13.498262999999998,14.237728999999998,14.745682999999998,15.430014999999997,15.683741999999997,16.213091999999996,16.536100999999995,16.680413999999995,17.282049999999995,17.732354999999995,17.974581999999995,18.236620999999996,18.385146999999996,18.681788999999995,27.933602999999994,28.266834999999993
4-2807038,,,,0,0.343877,0.971552,1.275039,1.710984,2.093373,2.291707,3.0637410000000003,3.865905,4.35676,4.715771,5.050127,5.242179999999999,6.039605999999999,6.248176999999999,6.616730999999999,6.9279199999999985,7.297288999999998,7.750740999999999,9.650462,10.842080999999999,11.509763999999999,12.062814,12.356947,12.571555,13.176256,13.915722,14.423676,15.108008,15.361735,15.891085,16.214094,16.358407,16.960043,17.410348,17.652575,17.914614,18.06314,18.359782,27.611596,27.944827999999998
5-2805632,,,,,0,0.627675,0.931162,1.367107,1.7494960000000002,1.9478300000000002,2.7198640000000003,3.522028,4.012883,4.371894,4.70625,4.898302999999999,5.695728999999999,5.904299999999999,6.272853999999999,6.5840429999999985,6.953411999999998,7.406863999999999,9.306584999999998,10.498203999999998,11.165886999999998,11.718936999999999,12.013069999999999,12.227678,12.832379,13.571845,14.079799,14.764130999999999,15.017857999999999,15.547207999999998,15.870216999999998,16.014529999999997,16.616165999999996,17.066470999999996,17.308697999999996,17.570736999999998,17.719262999999998,18.015904999999997,27.267718999999996,27.600950999999995
6-2805634,,,,,,0,0.303487,0.739432,1.121821,1.320155,2.092189,2.8943529999999997,3.3852079999999996,3.7442189999999997,4.078575,4.270627999999999,5.068053999999999,5.276624999999999,5.645178999999999,5.9563679999999986,6.325736999999998,6.779188999999999,8.678909999999998,9.870528999999998,10.538211999999998,11.091261999999999,11.385394999999999,11.600003,12.204704,12.94417,13.452124,14.136455999999999,14.390182999999999,14.919532999999998,15.242541999999998,15.386854999999999,15.988490999999998,16.438795999999996,16.681022999999996,16.943061999999998,17.091587999999998,17.388229999999997,26.640043999999996,26.973275999999995
7-2806163,,,,,,,0,0.43594499999999997,0.8183339999999999,1.016668,1.7887019999999998,2.5908659999999997,3.081721,3.440732,3.775088,3.9671410000000003,4.764567,4.9731380000000005,5.341692,5.652881,6.02225,6.475702,8.375423,9.567041999999999,10.234725,10.787775,11.081908,11.296516,11.901217,12.640683000000001,13.148637,13.832969,14.086696,14.616046,14.939055000000002,15.083368000000002,15.685004000000001,16.135309,16.377536,16.639575,16.788101,17.084743,26.336557,26.669788999999998
8-2803653,,,,,,,,0,0.382389,0.580723,1.352757,2.154921,2.6457759999999997,3.004787,3.339143,3.531196,4.328622,4.537193,4.905747,5.216936,5.586304999999999,6.039757,7.939477999999999,9.131096999999999,9.798779999999999,10.35183,10.645963,10.860571,11.465272,12.204738,12.712692,13.397024,13.650751,14.180101,14.503110000000001,14.647423000000002,15.249059,15.699364000000001,15.941591,16.20363,16.352156,16.648798,25.900612,26.233843999999998
9-2803162,,,,,,,,,0,0.19833399999999998,0.970368,1.772532,2.263387,2.622398,2.956754,3.148807,3.9462330000000003,4.154804,4.523358,4.834547,5.2039159999999995,5.657368,7.5570889999999995,8.748707999999999,9.416390999999999,9.969441,10.263574,10.478182,11.082883,11.822349,12.330303,13.014635,13.268362,13.797712,14.120721000000001,14.265034000000002,14.866670000000001,15.316975000000001,15.559202,15.821241,15.969767000000001,16.266409,25.518223,25.851454999999998
10-2805974,,,,,,,,,,0,0.772034,1.574198,2.065053,2.424064,2.75842,2.950473,3.7478990000000003,3.9564700000000004,4.325024,4.636213,5.0055819999999995,5.459034,7.358755,8.550374,9.218057,9.771107,10.065240000000001,10.279848000000001,10.884549000000002,11.624015000000002,12.131969000000002,12.816301000000001,13.070028,13.599378000000002,13.922387000000002,14.066700000000003,14.668336000000002,15.118641000000002,15.360868000000002,15.622907000000001,15.771433000000002,16.068075,25.319889,25.653121
