순번_정류장ID,1-2806423,2-2806421,3-2807340,4-2806518,5-2806516,6-2805650,7-2806076,8-2806907,9-2805881,10-2805657,11-2805658,12-2802147,13-2801897,14-2801895,15-2802108,16-2801822,17-2802019,18-2801998,19-2801981,20-2801879,21-2801856,22-2801959,23-2801976,24-2801880,25-2802017,26-2802049,27-2804800,28-2802084,29-2802061,30-2802077,31-2802090,32-2802083,33-2802070,34-2802055,35-2802063,36-2802086,37-2806708,38-2802099,39-2802119,40-2802103,41-2802052,42-2805597,43-2801952,44-2801176
1-2806423,0,0.322629,0.5859909999999999,0.9924929999999998,1.3986229999999997,1.9322049999999997,2.472825,2.7209659999999998,3.023561,3.300891,3.5474170000000003,3.880707,4.1630650000000005,4.334328,4.572725,4.911488,5.611776000000001,5.836864000000001,5.953410000000001,6.163521000000001,6.376223000000001,6.577899000000001,6.854297000000002,7.1104090000000015,7.277294000000001,7.623407000000001,7.945494000000001,8.148139,8.824637000000001,9.124937000000001,9.392276,9.751545,9.849239,10.045235,10.281323,10.755168000000001,11.058411000000001,11.27433,11.736802,12.084100000000001,12.555918000000002,12.883723000000002,13.635397000000001,14.232945
2-2806421,,0,0.263362,0.669864,1.0759940000000001,1.6095760000000001,2.150196,2.398337,2.7009320000000003,2.9782620000000004,3.224788,3.558078,3.840436,4.011699,4.250096,4.588859,5.289147,5.514235,5.630781,5.840892,6.053594,6.25527,6.531668000000001,6.787780000000001,6.954665,7.300778,7.622865,7.82551,8.502008,8.802308,9.069647,9.428916,9.52661,9.722605999999999,9.958694,10.432539,10.735782,10.951701,11.414173,11.761471,12.233289000000001,12.561094,13.312768,13.910316
3-2807340,,,0,0.406502,0.812632,1.346214,1.886834,2.134975,2.43757,2.7149,2.9614260000000003,3.294716,3.577074,3.7483370000000003,3.986734,4.325497,5.025785000000001,5.250873000000001,5.367419000000001,5.577530000000001,5.790232000000001,5.991908000000001,6.268306000000002,6.524418000000002,6.691303000000001,7.037416000000001,7.359503000000001,7.562148000000001,8.238646000000001,8.538946000000001,8.806285,9.165554,9.263248,9.459244,9.695332,10.169177000000001,10.472420000000001,10.688339000000001,11.150811000000001,11.498109000000001,11.969927000000002,12.297732000000002,13.049406000000001,13.646954000000001
4-2806518,,,,0,0.40613,0.939712,1.480332,1.728473,2.031068,2.308398,2.5549239999999998,2.8882139999999996,3.1705719999999995,3.3418349999999997,3.5802319999999996,3.918995,4.619282999999999,4.844371,4.960916999999999,5.171028,5.38373,5.585406,5.861804,6.117916,6.284801,6.630914,6.9530009999999995,7.155646,7.8321439999999996,8.132444,8.399783,8.759051999999999,8.856746,9.052741999999999,9.288829999999999,9.762675,10.065918,10.281837,10.744309,11.091607,11.563425,11.89123,12.642904,13.240452
5-2806516,,,,,0,0.533582,1.074202,1.322343,1.624938,1.902268,2.148794,2.482084,2.764442,2.935705,3.174102,3.512865,4.213153,4.4382410000000005,4.554787,4.7648980000000005,4.977600000000001,5.179276000000001,5.455674000000001,5.711786000000001,5.878671000000001,6.2247840000000005,6.546871,6.749516000000001,7.426014,7.726314,7.993653,8.352922,8.450616,8.646612,8.8827,9.356545,9.659788,9.875707,10.338179,10.685477,11.157295000000001,11.485100000000001,12.236774,12.834322
6-2805650,,,,,,0,0.54062,0.7887609999999999,1.091356,1.368686,1.615212,1.9485020000000002,2.2308600000000003,2.4021230000000005,2.6405200000000004,2.9792830000000006,3.6795710000000006,3.9046590000000005,4.021205,4.2313160000000005,4.444018000000001,4.645694000000001,4.922092000000001,5.178204000000001,5.345089000000001,5.6912020000000005,6.013289,6.215934000000001,6.892432,7.192732,7.460071,7.81934,7.917034,8.11303,8.349118,8.822963000000001,9.126206000000002,9.342125000000001,9.804597000000001,10.151895000000001,10.623713000000002,10.951518000000002,11.703192000000001,12.300740000000001
7-2806076,,,,,,,0,0.24814099999999997,0.550736,0.828066,1.074592,1.407882,1.6902400000000002,1.8615030000000001,2.0999,2.438663,3.138951,3.364039,3.480585,3.690696,3.903398,4.105074,4.3814720000000005,4.637584,4.804469,5.150582,5.472669,5.675314,6.351812,6.652112,6.919451,7.27872,7.376414,7.57241,7.808497999999999,8.282343,8.585586,8.801504999999999,9.263976999999999,9.611275,10.083093,10.410898,11.162571999999999,11.760119999999999
8-2806907,,,,,,,,0,0.302595,0.579925,0.826451,1.1597410000000001,1.4420990000000002,1.6133620000000002,1.8517590000000002,2.190522,2.89081,3.115898,3.232444,3.442555,3.655257,3.856933,4.133331,4.389443,4.556328,4.902441,5.224527999999999,5.427173,6.103670999999999,6.403970999999999,6.671309999999999,7.0305789999999995,7.128272999999999,7.324268999999999,7.560356999999999,8.034201999999999,8.337444999999999,8.553363999999998,9.015835999999998,9.363133999999999,9.834952,10.162757,10.914430999999999,11.511978999999998
9-2805881,,,,,,,,,0,0.27733,0.5238560000000001,0.8571460000000002,1.139504,1.310767,1.549164,1.887927,2.588215,2.813303,2.929849,3.13996,3.352662,3.554338,3.830736,4.086848,4.2537329999999995,4.599845999999999,4.921932999999999,5.124578,5.801075999999999,6.101375999999999,6.368714999999999,6.727983999999999,6.825677999999999,7.021673999999999,7.257761999999999,7.731606999999999,8.034849999999999,8.250768999999998,8.713240999999998,9.060538999999999,9.532357,9.860161999999999,10.611835999999998,11.209383999999998
10-2805657,,,,,,,,,,0,0.24652600000000002,0.5798160000000001,0.8621740000000001,1.0334370000000002,1.2718340000000001,1.6105970000000003,2.3108850000000003,2.5359730000000003,2.6525190000000003,2.8626300000000002,3.0753320000000004,3.2770080000000004,3.5534060000000003,3.809518,3.9764030000000004,4.322516,4.644603,4.8472480000000004,5.523746,5.824046,6.091385,6.450654,6.548348,6.744344,6.9804319999999995,7.454276999999999,7.7575199999999995,7.973439,8.435911,8.783209000000001,9.255027000000002,9.582832000000002,10.334506000000001,10.932054
11-2805658,,,,,,,,,,,0,0.33329000000000003,0.615648,0.7869109999999999,1.0253079999999999,1.364071,2.064359,2.289447,2.405993,2.616104,2.828806,3.030482,3.30688,3.562992,3.729877,4.07599,4.398077,4.600722,5.27722,5.57752,5.844859,6.204128,6.301822,6.497818,6.733905999999999,7.207750999999999,7.510993999999999,7.726913,8.189385,8.536683,9.008501,9.336306,10.08798,10.685528
12-2802147,,,,,,,,,,,,0,0.282358,0.453621,0.692018,1.0307810000000002,1.7310690000000002,1.9561570000000001,2.072703,2.282814,2.4955160000000003,2.6971920000000003,2.97359,3.229702,3.3965870000000002,3.7427,4.064787,4.267432,4.94393,5.24423,5.511569,5.870838,5.968532,6.164528,6.400615999999999,6.874460999999999,7.177703999999999,7.393623,7.856095,8.203393,8.675211000000001,9.003016,9.75469,10.352238
13-2801897,,,,,,,,,,,,,0,0.171263,0.40965999999999997,0.7484230000000001,1.448711,1.673799,1.790345,2.0004560000000002,2.2131580000000004,2.4148340000000004,2.6912320000000003,2.947344,3.1142290000000004,3.4603420000000003,3.7824290000000005,3.9850740000000004,4.6615720000000005,4.9618720000000005,5.229211,5.588480000000001,5.686174,5.88217,6.118258,6.592103,6.895346,7.111265,7.573737,7.921035000000001,8.392853,8.720658,9.472332,10.06988
14-2801895,,,,,,,,,,,,,,0,0.23839699999999997,0.57716,1.2774480000000001,1.502536,1.6190820000000001,1.829193,2.0418950000000002,2.243571,2.519969,2.776081,2.942966,3.289079,3.611166,3.813811,4.490309,4.790609,5.057948,5.417217,5.514911,5.710907,5.946994999999999,6.420839999999999,6.724082999999999,6.940002,7.402474,7.749772,8.22159,8.549395,9.301069,9.898617
15-2802108,,,,,,,,,,,,,,,0,0.33876300000000004,1.0390510000000002,1.2641390000000001,1.3806850000000002,1.590796,1.803498,2.0051740000000002,2.281572,2.537684,2.7045690000000002,3.050682,3.372769,3.575414,4.251912,4.552212,4.819551,5.17882,5.276514,5.47251,5.708597999999999,6.182442999999999,6.485685999999999,6.701605,7.164077,7.511375,7.983193,8.310998,9.062672,9.660219999999999
16-2801822,,,,,,,,,,,,,,,,0,0.700288,0.925376,1.041922,1.252033,1.464735,1.6664109999999999,1.9428089999999998,2.198921,2.365806,2.711919,3.0340059999999998,3.2366509999999997,3.9131489999999998,4.213449,4.4807879999999995,4.840057,4.937751,5.133747,5.369834999999999,5.843679999999999,6.146922999999999,6.362842,6.825314,7.172612,7.64443,7.9722349999999995,8.723908999999999,9.321456999999999
17-2802019,,,,,,,,,,,,,,,,,0,0.225088,0.341634,0.551745,0.7644470000000001,0.9661230000000001,1.242521,1.4986329999999999,1.6655179999999998,2.011631,2.333718,2.536363,3.212861,3.513161,3.7805,4.139769,4.237463,4.433459,4.669547,5.1433919999999995,5.446635,5.662554,6.125026,6.472324,6.944142,7.271947,8.023621,8.621169
18-2801998,,,,,,,,,,,,,,,,,,0,0.116546,0.32665700000000003,0.539359,0.741035,1.017433,1.273545,1.4404299999999999,1.786543,2.10863,2.3112749999999997,2.987773,3.288073,3.5554119999999996,3.9146809999999994,4.012375,4.208371,4.444458999999999,4.918303999999999,5.221546999999999,5.437466,5.899938,6.247236,6.719054,7.0468589999999995,7.798532999999999,8.396080999999999
19-2801981,,,,,,,,,,,,,,,,,,,0,0.21011100000000002,0.422813,0.624489,0.900887,1.1569989999999999,1.3238839999999998,1.669997,1.992084,2.194729,2.871227,3.171527,3.438866,3.798135,3.895829,4.091825,4.327913,4.8017579999999995,5.105001,5.32092,5.783392,6.13069,6.602508,6.930313,7.6819869999999995,8.279535
