순번_정류장ID,39-2803875,40-2800253,41-2803871,42-2804720,43-2806360,44-2803868,45-2803866,46-2803863,47-2803864,48-2800255,49-2803615,50-2803614,51-2803859,52-2806227,53-2803858,54-2803611,55-2803609,56-2806232,57-2803608,58-2803607,59-2803606,60-2806297,61-2803616,62-2803853,63-2803850,64-2803617,65-2806299,66-2803618,67-2806300,68-2803600,69-2800273,70-2803601,71-2804331,72-2803581,73-2800271,74-2805489,75-2807150,76-2804581,77-2804582,78-2807389,79-2804032
39-2803875,0,0.324397,0.502733,0.8446069999999999,2.2513259999999997,2.6482699999999997,3.011757,3.4507429999999997,3.652449,3.784116,4.326488,5.290809,5.667940000000001,5.895227,6.581279,6.930578000000001,8.113349000000001,8.489601,8.810448000000001,9.322372000000001,9.615654000000001,10.158623,10.483362,10.682253,11.084142,11.672132,12.202321,12.472859,12.790227999999999,13.490989999999998,13.933918999999998,14.136527999999998,14.318143999999998,14.572463999999998,15.053795999999998,15.560725999999999,15.924974999999998,16.265909999999998,16.567162999999997,16.708843999999996,17.566075999999995
40-2800253,,0,0.178336,0.52021,1.926929,2.323873,2.68736,3.126346,3.328052,3.459719,4.002091,4.966412,5.343543,5.57083,6.256882,6.606181,7.788952,8.165204,8.486051,8.997975,9.291257,9.834226,10.158964999999998,10.357855999999998,10.759744999999999,11.347734999999998,11.877923999999998,12.148461999999999,12.465830999999998,13.166592999999997,13.609521999999997,13.812130999999997,13.993746999999997,14.248066999999997,14.729398999999997,15.236328999999998,15.600577999999997,15.941512999999997,16.242765999999996,16.384446999999994,17.241678999999994
41-2803871,,,0,0.34187399999999996,1.748593,2.145537,2.509024,2.94801,3.149716,3.2813830000000004,3.8237550000000002,4.788076,5.1652070000000005,5.392494,6.078546,6.4278450000000005,7.610616,7.986868,8.307715,8.819639,9.112921,9.65589,9.980628999999999,10.179519999999998,10.581408999999999,11.169398999999999,11.699587999999999,11.970125999999999,12.287494999999998,12.988256999999997,13.431185999999997,13.633794999999997,13.815410999999997,14.069730999999997,14.551062999999997,15.057992999999998,15.422241999999997,15.763176999999997,16.064429999999998,16.206110999999996,17.063342999999996
42-2804720,,,,0,1.406719,1.803663,2.16715,2.606136,2.807842,2.939509,3.4818810000000004,4.446202,4.823333000000001,5.05062,5.736672,6.085971000000001,7.2687420000000005,7.6449940000000005,7.965841,8.477765,8.771047,9.314015999999999,9.638754999999998,9.837645999999998,10.239534999999998,10.827524999999998,11.357713999999998,11.628251999999998,11.945620999999997,12.646382999999997,13.089311999999996,13.291920999999997,13.473536999999997,13.727856999999997,14.209188999999997,14.716118999999997,15.080367999999996,15.421302999999996,15.722555999999997,15.864236999999997,16.721469
43-2806360,,,,,0,0.396944,0.7604310000000001,1.199417,1.401123,1.5327899999999999,2.0751619999999997,3.0394829999999997,3.4166139999999996,3.6439009999999996,4.329953,4.679252,5.862023,6.238275,6.5591219999999995,7.071045999999999,7.364327999999999,7.907296999999999,8.232035999999999,8.430926999999999,8.832816,9.420805999999999,9.950994999999999,10.221532999999999,10.538901999999998,11.239663999999998,11.682592999999997,11.885201999999998,12.066817999999998,12.321137999999998,12.802469999999998,13.309399999999998,13.673648999999997,14.014583999999997,14.315836999999998,14.457517999999999,15.314749999999998
44-2803868,,,,,,0,0.363487,0.802473,1.004179,1.135846,1.678218,2.6425389999999997,3.0196699999999996,3.2469569999999996,3.9330089999999998,4.282308,5.465078999999999,5.841330999999999,6.162177999999999,6.674101999999999,6.967383999999999,7.510352999999999,7.8350919999999995,8.033983,8.435872,9.023862,9.554051,9.824589,10.141957999999999,10.842719999999998,11.285648999999998,11.488257999999998,11.669873999999998,11.924193999999998,12.405525999999998,12.912455999999999,13.276704999999998,13.617639999999998,13.918892999999997,14.060573999999997,14.917805999999997
45-2803866,,,,,,,0,0.438986,0.640692,0.772359,1.314731,2.279052,2.656183,2.88347,3.569522,3.918821,5.101592,5.477844,5.798691,6.310614999999999,6.603897,7.146866,7.471605,7.670496,8.072385,8.660375,9.190564,9.461102,9.778471,10.479232999999999,10.922161999999998,11.124770999999999,11.306386999999999,11.560706999999999,12.042038999999999,12.548969,12.913217999999999,13.254152999999999,13.555405999999998,13.697086999999998,14.554318999999998
46-2803863,,,,,,,,0,0.201706,0.33337300000000003,0.8757450000000001,1.840066,2.217197,2.444484,3.130536,3.479835,4.662606,5.038858,5.359705,5.8716289999999995,6.164911,6.70788,7.032619,7.23151,7.633399,8.221389,8.751578,9.022116,9.339485,10.040246999999999,10.483175999999998,10.685785,10.867401,11.121720999999999,11.603053,12.109983,12.474231999999999,12.815166999999999,13.116419999999998,13.258100999999998,14.115332999999998
47-2803864,,,,,,,,,0,0.131667,0.674039,1.63836,2.015491,2.242778,2.92883,3.278129,4.4609,4.837152,5.157998999999999,5.669922999999999,5.9632049999999985,6.506173999999999,6.830912999999999,7.029803999999999,7.431692999999998,8.019682999999999,8.549871999999999,8.820409999999999,9.137778999999998,9.838540999999998,10.281469999999997,10.484078999999998,10.665694999999998,10.920014999999998,11.401346999999998,11.908276999999998,12.272525999999997,12.613460999999997,12.914713999999996,13.056394999999997,13.913626999999996
48-2800255,,,,,,,,,,0,0.5423720000000001,1.5066929999999998,1.8838239999999997,2.1111109999999997,2.797163,3.1464619999999996,4.329232999999999,4.7054849999999995,5.026331999999999,5.538255999999999,5.831537999999998,6.374506999999999,6.699245999999999,6.898136999999998,7.300025999999998,7.888015999999999,8.418204999999999,8.688742999999999,9.006111999999998,9.706873999999997,10.149802999999997,10.352411999999998,10.534027999999998,10.788347999999997,11.269679999999997,11.776609999999998,12.140858999999997,12.481793999999997,12.783046999999996,12.924727999999996,13.781959999999996
