순번_정류장ID,1-2803524,2-2803769,3-2804876,4-2803770,5-2803520,6-2806051,7-2806052,8-2803665,9-2803663,10-2802587,11-2802565,12-2802511,13-2802454,14-2802253,15-2802263,16-2803792,17-2801816,18-2803533,19-2801904,20-2802219,21-2802209,22-2802202,23-2802186,24-2804814,25-2802120,26-2802066,27-2802044,28-2801932,29-2801690,30-2800164
11-2802565,,,,,,,,,,,0,0.569118,1.615678,2.431584,2.86014,3.1900779999999997,3.665729,4.281115,5.561082,5.92783,6.367765,7.507948000000001,7.996671000000001,8.993898000000002,9.704692000000001,10.055259000000001,11.511272000000002,13.943248,15.076249,16.342962
12-2802511,,,,,,,,,,,,0,1.04656,1.862466,2.291022,2.6209599999999997,3.096611,3.7119969999999998,4.991963999999999,5.358712,5.798647,6.938829999999999,7.427553,8.42478,9.135574,9.486141,10.942154,13.374130000000001,14.507131000000001,15.773844
13-2802454,,,,,,,,,,,,,0,0.815906,1.244462,1.5744,2.050051,2.665437,3.945404,4.312152,4.752087,5.89227,6.380993,7.378220000000001,8.089014,8.439581,9.895594000000001,12.327570000000001,13.460571000000002,14.727284000000001
14-2802253,,,,,,,,,,,,,,0,0.42855600000000005,0.758494,1.234145,1.849531,3.129498,3.4962459999999997,3.936181,5.076364,5.565087,6.562314000000001,7.273108000000001,7.623675,9.079688,11.511664,12.644665,13.911378
15-2802263,,,,,,,,,,,,,,,0,0.329938,0.8055890000000001,1.420975,2.7009420000000004,3.0676900000000002,3.5076250000000004,4.647808,5.136531000000001,6.133758,6.844552,7.195119,8.651132,11.083108,12.216109,13.482821999999999
16-2803792,,,,,,,,,,,,,,,,0,0.47565100000000005,1.091037,2.371004,2.737752,3.177687,4.31787,4.806593,5.80382,6.514614,6.865181,8.321194,10.75317,11.886171000000001,13.152884
17-2801816,,,,,,,,,,,,,,,,,0,0.615386,1.895353,2.262101,2.702036,3.842219,4.330942,5.328169000000001,6.038963000000001,6.389530000000001,7.845543000000001,10.277519000000002,11.410520000000002,12.677233000000001
18-2803533,,,,,,,,,,,,,,,,,,0,1.279967,1.6467150000000002,2.08665,3.226833,3.715556,4.712783,5.423577,5.774144,7.230157,9.662133,10.795134000000001,12.061847
19-2801904,,,,,,,,,,,,,,,,,,,0,0.366748,0.806683,1.946866,2.435589,3.432816,4.14361,4.494177,5.950189999999999,8.382165999999998,9.515166999999998,10.781879999999997
20-2802219,,,,,,,,,,,,,,,,,,,,0,0.439935,1.580118,2.068841,3.066068,3.776862,4.127429,5.583442,8.015418,9.148419,10.415132
21-2802209,,,,,,,,,,,,,,,,,,,,,0,1.140183,1.628906,2.6261330000000003,3.336927,3.687494,5.143507,7.575482999999999,8.708483999999999,9.975196999999998
22-2802202,,,,,,,,,,,,,,,,,,,,,,0,0.48872299999999996,1.48595,2.196744,2.5473109999999997,4.003323999999999,6.435299999999999,7.568300999999999,8.835014
23-2802186,,,,,,,,,,,,,,,,,,,,,,,0,0.9972270000000001,1.708021,2.058588,3.514601,5.946577,7.079578,8.346290999999999
24-2804814,,,,,,,,,,,,,,,,,,,,,,,,0,0.7107939999999999,1.061361,2.5173740000000002,4.94935,6.082351,7.349064
25-2802120,,,,,,,,,,,,,,,,,,,,,,,,,0,0.350567,1.80658,4.238556,5.371557,6.63827
26-2802066,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.456013,3.8879889999999997,5.020989999999999,6.287703
27-2802044,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.4319759999999997,3.564977,4.83169
28-2801932,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.133001,2.399714
29-2801690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.266713
30-2800164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
