순번_정류장ID,1-2803524,2-2803769,3-2804876,4-2803770,5-2803520,6-2806051,7-2806052,8-2803665,9-2803663,10-2802587,11-2802565,12-2802511,13-2802454,14-2802253,15-2802263,16-2803792,17-2801816,18-2803533,19-2801904,20-2802219,21-2802209,22-2802202,23-2802186,24-2804814,25-2802120,26-2802066,27-2802044,28-2801932,29-2801690,30-2800164
1-2803524,0,0.5543359999999999,1.060737,2.317468,3.376832,3.7692639999999997,4.682655,5.389346,7.152334,8.080995999999999,9.351766,9.920884,10.967443999999999,11.783349999999999,12.211905999999999,12.541844,13.017495,13.632881000000001,14.912848,15.279596,15.719531,16.859714,17.348437,18.345664,19.056458,19.407025,20.863038,23.295014,24.428015,25.694727999999998
2-2803769,,0,0.506401,1.7631320000000001,2.822496,3.214928,4.128319,4.8350100000000005,6.5979980000000005,7.526660000000001,8.79743,9.366548,10.413108,11.229014,11.65757,11.987508,12.463159000000001,13.078545000000002,14.358512000000001,14.72526,15.165195,16.305378,16.794101,17.791328,18.502122,18.852689,20.308702,22.740678,23.873679,25.140392
3-2804876,,,0,1.256731,2.316095,2.7085269999999997,3.6219179999999995,4.328608999999999,6.091596999999999,7.020258999999999,8.291029,8.860147,9.906706999999999,10.722612999999999,11.151169,11.481107,11.956758,12.572144000000002,13.852111,14.218859,14.658794,15.798977,16.2877,17.284927,17.995721,18.346288,19.802301,22.234277,23.367278,24.633990999999998
4-2803770,,,,0,1.059364,1.4517959999999999,2.3651869999999997,3.071878,4.834866,5.763528,7.034298,7.603415999999999,8.649975999999999,9.465881999999999,9.894438,10.224376,10.700026999999999,11.315413,12.595379999999999,12.962127999999998,13.402062999999998,14.542245999999999,15.030968999999999,16.028195999999998,16.738989999999998,17.089557,18.545569999999998,20.977545999999997,22.110546999999997,23.377259999999996
5-2803520,,,,,0,0.392432,1.305823,2.012514,3.775502,4.7041640000000005,5.974934000000001,6.544052000000001,7.590612,8.406518,8.835074,9.165012,9.640663,10.256049,11.536016,11.902764,12.342699,13.482882,13.971605,14.968832,15.679626,16.030193,17.486206,19.918181999999998,21.051182999999998,22.317895999999998
6-2806051,,,,,,0,0.913391,1.620082,3.38307,4.311732,5.582502,6.151619999999999,7.198179999999999,8.014085999999999,8.442642,8.77258,9.248231,9.863617000000001,11.143584,11.510332,11.950267,13.09045,13.579173,14.576400000000001,15.287194000000001,15.637761000000001,17.093774,19.52575,20.658751,21.925463999999998
7-2806052,,,,,,,0,0.706691,2.469679,3.3983410000000003,4.669111000000001,5.2382290000000005,6.284789,7.100695,7.529251,7.859189000000001,8.33484,8.950226,10.230193,10.596941,11.036876,12.177059,12.665782,13.663009,14.373803,14.72437,16.180383,18.612358999999998,19.745359999999998,21.012072999999997
8-2803665,,,,,,,,0,1.762988,2.69165,3.9624200000000003,4.531538,5.578098000000001,6.394004000000001,6.822560000000001,7.152498000000001,7.628149000000001,8.243535000000001,9.523502,9.89025,10.330185,11.470368,11.959091,12.956318000000001,13.667112000000001,14.017679000000001,15.473692000000002,17.905668000000002,19.038669000000002,20.305382
9-2803663,,,,,,,,,0,0.9286620000000001,2.1994320000000003,2.7685500000000003,3.8151100000000002,4.631016000000001,5.059572000000001,5.389510000000001,5.865161000000001,6.480547000000001,7.7605140000000015,8.127262000000002,8.567197000000002,9.707380000000002,10.196103000000003,11.193330000000003,11.904124000000003,12.254691000000003,13.710704000000003,16.142680000000002,17.275681000000002,18.542394
10-2802587,,,,,,,,,,0,1.2707700000000002,1.8398880000000002,2.886448,3.702354,4.13091,4.460848,4.936499,5.551885,6.8318520000000005,7.198600000000001,7.638535000000001,8.778718000000001,9.267441000000002,10.264668000000002,10.975462000000002,11.326029000000002,12.782042000000002,15.214018000000003,16.347019000000003,17.613732000000002
