순번_정류장ID,1-2803221,2-2807330,3-2805699,4-2805701,5-2807440,6-2806806,7-2805975,8-2803158,9-2807014,10-2805505,11-2805506,12-2807016,13-2805507,14-2806531,15-2807017,16-2807019,17-2807021,18-2805467,19-2806561,20-2807023,21-2806563,22-2805480,23-2805481,24-2803760,25-2806556,26-2807429,27-2806558,28-2805186,29-2805187,30-2805516,31-2805470,32-2806564,33-2806802,34-2803678,35-2803679,36-2805705
1-2803221,0,0.554261,2.080134,2.2901670000000003,2.487842,2.701196,3.5553589999999997,3.8172339999999996,4.137143999999999,4.503240999999999,4.980673999999999,5.233926999999999,5.425318999999998,5.707626999999999,6.015928999999999,6.560427999999999,7.159273999999999,7.706270999999999,8.124303999999999,8.257227999999998,9.012503999999998,9.290024999999998,9.797021999999998,10.214982999999998,10.676459999999999,11.252125,11.905513,12.122179999999998,12.569898999999998,13.155155999999998,13.624594999999998,13.959233999999997,14.231265999999996,14.632838999999997,14.920765999999997,16.261744999999998
2-2807330,,0,1.525873,1.735906,1.933581,2.146935,3.001098,3.2629729999999997,3.582883,3.9489799999999997,4.426413,4.679666,4.871058,5.153366,5.461668,6.0061670000000005,6.6050130000000005,7.152010000000001,7.570043000000001,7.702967000000001,8.458243000000001,8.735764000000001,9.242761000000002,9.660722000000002,10.122199000000002,10.697864000000003,11.351252000000002,11.567919000000002,12.015638000000001,12.600895000000001,13.070334,13.404973,13.677005,14.078578,14.366505,15.707484000000001
3-2805699,,,0,0.210033,0.40770799999999996,0.621062,1.475225,1.7371,2.05701,2.423107,2.90054,3.153793,3.345185,3.627493,3.9357949999999997,4.480294,5.07914,5.626137,6.04417,6.177094,6.932370000000001,7.209891000000001,7.716888000000001,8.134849,8.596326000000001,9.171991000000002,9.825379000000002,10.042046000000001,10.489765,11.075022,11.544461,11.8791,12.151131999999999,12.552705,12.840632,14.181611
4-2805701,,,,0,0.197675,0.411029,1.2651919999999999,1.527067,1.8469769999999999,2.2130739999999998,2.6905069999999998,2.9437599999999997,3.1351519999999997,3.4174599999999997,3.7257619999999996,4.270261,4.869107,5.416104,5.834137,5.967061,6.7223370000000005,6.999858000000001,7.506855000000001,7.924816000000001,8.386293,8.961958000000001,9.615346,9.832013,10.279732,10.864989,11.334427999999999,11.669066999999998,11.941098999999998,12.342671999999999,12.630598999999998,13.971578
5-2807440,,,,,0,0.213354,1.0675169999999998,1.329392,1.6493019999999998,2.015399,2.492832,2.746085,2.937477,3.219785,3.5280869999999998,4.072585999999999,4.671431999999999,5.2184289999999995,5.636462,5.769386,6.524662,6.802183,7.3091800000000005,7.7271410000000005,8.188618,8.764283,9.417671,9.634338,10.082056999999999,10.667314,11.136752999999999,11.471391999999998,11.743423999999997,12.144996999999998,12.432923999999998,13.773902999999999
6-2806806,,,,,,0,0.8541629999999999,1.1160379999999999,1.4359479999999998,1.8020449999999997,2.2794779999999997,2.5327309999999996,2.7241229999999996,3.0064309999999996,3.3147329999999995,3.8592319999999996,4.4580779999999995,5.005075,5.423108,5.556032,6.311308,6.5888290000000005,7.095826000000001,7.513787000000001,7.975264000000001,8.550929000000002,9.204317000000001,9.420984,9.868703,10.45396,10.923399,11.258037999999999,11.530069999999998,11.931643,12.21957,13.560549
7-2805975,,,,,,,0,0.261875,0.581785,0.947882,1.4253149999999999,1.6785679999999998,1.8699599999999998,2.152268,2.4605699999999997,3.0050689999999998,3.6039149999999998,4.150912,4.568945,4.701869,5.457145000000001,5.734666000000001,6.241663000000001,6.659624000000001,7.121101000000001,7.696766000000001,8.350154000000002,8.566821000000001,9.01454,9.599797,10.069236,10.403875,10.675906999999999,11.07748,11.365407,12.706386
8-2803158,,,,,,,,0,0.31990999999999997,0.686007,1.16344,1.416693,1.608085,1.890393,2.198695,2.743194,3.34204,3.889037,4.30707,4.439994,5.195270000000001,5.472791000000001,5.979788000000001,6.397749000000001,6.859226000000001,7.434891000000001,8.088279000000002,8.304946000000001,8.752665,9.337922,9.807361,10.142,10.414031999999999,10.815605,11.103532,12.444511
9-2807014,,,,,,,,,0,0.366097,0.84353,1.096783,1.288175,1.570483,1.8787850000000001,2.423284,3.02213,3.5691270000000004,3.9871600000000003,4.120084,4.875360000000001,5.152881000000001,5.659878000000001,6.077839000000001,6.539316000000001,7.114981000000001,7.768369000000001,7.985036000000001,8.432755,9.018012,9.487451,9.82209,10.094121999999999,10.495695,10.783622,12.124601
10-2805505,,,,,,,,,,0,0.477433,0.730686,0.922078,1.204386,1.512688,2.057187,2.656033,3.20303,3.621063,3.753987,4.509263,4.786784,5.293781,5.711742,6.1732190000000005,6.748884,7.402272,7.618939,8.066658,8.651915,9.121354,9.455993,9.728024999999999,10.129598,10.417525,11.758504
