순번_정류장ID,1-2805963,2-2801100,3-2801118,4-2801127,5-2801140,6-2801304,7-2801324,8-2801332,9-2801379,10-2801433,11-2801465,12-2805642,13-2801527,14-2801514,15-2801509,16-2801497,17-2801482,18-2801492,19-2801524,20-2801602,21-2801658,22-2801672,23-2801684,24-2801718,25-2801745,26-2801752,27-2801759,28-2801768,29-2801790,30-2801996,31-2802015,32-2802043,33-2802686,34-2802717,35-2802724,36-2802732,37-2802739,38-2802751,39-2802742,40-2802722,41-2802707,42-2802715,43-2802729,44-2805440,45-2802632,46-2803129,47-2803120,48-2805594,49-2803115,50-2803134,51-2803231,52-2803226,53-2803113,54-2803106,55-2803048,56-2803109,57-2803227,58-2803239,59-2803240,60-2803236,61-2803248,62-2804859,63-2803205,64-2806612,65-2803265
1-2805963,0,1.3698299999999999,1.6932679999999998,1.9522239999999997,2.2525319999999995,2.8064729999999996,3.1025809999999994,3.2510119999999993,3.6143049999999994,4.123626,4.455812,4.846412,5.336969,5.585534,5.764548,6.064049,6.4881709999999995,6.801341,7.101915,7.575413,8.165619,8.527754999999999,8.96725,9.449632,10.010107999999999,10.421159999999999,10.918034999999998,11.145594999999998,11.644432999999998,12.394224999999997,12.643428999999998,13.023353999999998,13.432317999999997,13.759471999999997,14.021038999999996,14.393766999999997,14.658393999999998,15.040167999999998,15.407347999999997,16.094058999999998,16.788918999999996,17.018274999999996,17.517055999999997,17.715489999999996,17.973156999999997,18.274140999999997,18.560400999999995,18.753077999999995,19.048855999999994,19.498854999999992,19.907580999999993,20.307869999999994,20.783447999999993,21.00723899999999,21.295028999999992,21.781328999999992,22.274217999999994,22.648031999999994,23.020967999999993,23.174006999999992,23.91676199999999,24.018223999999993,24.31710199999999,24.65810399999999,25.07156199999999
2-2801100,,0,0.323438,0.5823940000000001,0.8827020000000001,1.4366430000000001,1.7327510000000002,1.8811820000000001,2.244475,2.753796,3.085982,3.476582,3.967139,4.215704,4.394717999999999,4.6942189999999995,5.118340999999999,5.4315109999999995,5.732085,6.205583,6.795789,7.1579250000000005,7.5974200000000005,8.079802,8.640278,9.05133,9.548205,9.775765,10.274602999999999,11.024394999999998,11.273598999999999,11.653523999999999,12.062487999999998,12.389641999999998,12.651208999999998,13.023936999999998,13.288564,13.670338,14.037517999999999,14.724229,15.419089,15.648444999999999,16.147226,16.34566,16.603327,16.904311,17.190571,17.383248,17.679025999999997,18.129024999999995,18.537750999999997,18.938039999999997,19.413617999999996,19.637408999999995,19.925198999999996,20.411498999999996,20.904387999999997,21.278201999999997,21.651137999999996,21.804176999999996,22.546931999999995,22.648393999999996,22.947271999999995,23.288273999999994,23.701731999999993
3-2801118,,,0,0.258956,0.559264,1.113205,1.409313,1.557744,1.921037,2.430358,2.762544,3.153144,3.643701,3.8922660000000002,4.07128,4.370781,4.794903,5.108073,5.408647,5.882145,6.472351000000001,6.834487000000001,7.273982000000001,7.756364000000001,8.316840000000001,8.727892,9.224767,9.452327,9.951165,10.700956999999999,10.950161,11.330086,11.739049999999999,12.066203999999999,12.327770999999998,12.700498999999999,12.965126,13.3469,13.71408,14.400791,15.095651,15.325007,15.823787999999999,16.022222,16.279889,16.580873,16.867133,17.05981,17.355587999999997,17.805586999999996,18.214312999999997,18.614601999999998,19.090179999999997,19.313970999999995,19.601760999999996,20.088060999999996,20.580949999999998,20.954763999999997,21.327699999999997,21.480738999999996,22.223493999999995,22.324955999999997,22.623833999999995,22.964835999999995,23.378293999999993
4-2801127,,,,0,0.300308,0.854249,1.150357,1.298788,1.6620810000000001,2.171402,2.503588,2.894188,3.384745,3.6333100000000003,3.8123240000000003,4.1118250000000005,4.535947,4.849117000000001,5.149691000000001,5.623189000000001,6.213395000000001,6.575531000000002,7.0150260000000015,7.497408000000002,8.057884000000001,8.468936000000001,8.965811,9.193371,9.692209,10.442001,10.691205,11.07113,11.480094,11.807248,12.068814999999999,12.441543,12.70617,13.087944,13.455124,14.141835,14.836695,15.066051,15.564832,15.763266,16.020933,16.321917,16.608176999999998,16.800853999999998,17.096631999999996,17.546630999999994,17.955356999999996,18.355645999999997,18.831223999999995,19.055014999999994,19.342804999999995,19.829104999999995,20.321993999999997,20.695807999999996,21.068743999999995,21.221782999999995,21.964537999999994,22.065999999999995,22.364877999999994,22.705879999999993,23.119337999999992
5-2801140,,,,,0,0.553941,0.850049,0.99848,1.361773,1.8710939999999998,2.20328,2.59388,3.084437,3.333002,3.512016,3.8115170000000003,4.235639,4.548809,4.849383,5.322881000000001,5.913087000000001,6.275223,6.714718,7.197100000000001,7.757576,8.168628,8.665503,8.893063,9.391900999999999,10.141692999999998,10.390896999999999,10.770821999999999,11.179785999999998,11.506939999999998,11.768506999999998,12.141234999999998,12.405861999999999,12.787636,13.154815999999999,13.841527,14.536387,14.765742999999999,15.264523999999998,15.462957999999999,15.720624999999998,16.021608999999998,16.307868999999997,16.500545999999996,16.796323999999995,17.246322999999993,17.655048999999995,18.055337999999995,18.530915999999994,18.754706999999993,19.042496999999994,19.528796999999994,20.021685999999995,20.395499999999995,20.768435999999994,20.921474999999994,21.664229999999993,21.765691999999994,22.064569999999993,22.405571999999992,22.81902999999999
6-2801304,,,,,,0,0.296108,0.444539,0.807832,1.317153,1.649339,2.039939,2.530496,2.779061,2.958075,3.2575760000000002,3.6816980000000004,3.9948680000000003,4.295442,4.768940000000001,5.359146000000001,5.721282,6.160777,6.643159000000001,7.203635,7.614687,8.111562,8.339122,8.837959999999999,9.587751999999998,9.836955999999999,10.216880999999999,10.625844999999998,10.952998999999998,11.214565999999998,11.587293999999998,11.851920999999999,12.233694999999999,12.600874999999998,13.287586,13.982446,14.211801999999999,14.710582999999998,14.909016999999999,15.166683999999998,15.467667999999998,15.753927999999998,15.946604999999998,16.242382999999997,16.692381999999995,17.101107999999996,17.501396999999997,17.976974999999996,18.200765999999994,18.488555999999996,18.974855999999996,19.467744999999997,19.841558999999997,20.214494999999996,20.367533999999996,21.110288999999995,21.211750999999996,21.510628999999994,21.851630999999994,22.265088999999993
7-2801324,,,,,,,0,0.148431,0.511724,1.021045,1.353231,1.7438310000000001,2.234388,2.482953,2.661967,2.961468,3.38559,3.69876,3.999334,4.472832,5.063038000000001,5.425174,5.864669,6.347051,6.907527,7.318579,7.815454,8.043014,8.541851999999999,9.291643999999998,9.540847999999999,9.920772999999999,10.329736999999998,10.656890999999998,10.918457999999998,11.291185999999998,11.555812999999999,11.937586999999999,12.304766999999998,12.991477999999999,13.686338,13.915693999999998,14.414474999999998,14.612908999999998,14.870575999999998,15.171559999999998,15.457819999999998,15.650496999999998,15.946274999999998,16.396274,16.805,17.205289,17.680867,17.904657999999998,18.192448,18.678748,19.171637,19.545451,19.918387,20.071426,20.814180999999998,20.915643,21.214520999999998,21.555522999999997,21.968980999999996
8-2801332,,,,,,,,0,0.363293,0.872614,1.2048,1.5954000000000002,2.085957,2.334522,2.513536,2.8130370000000005,3.2371590000000006,3.5503290000000005,3.8509030000000006,4.324401000000001,4.914607000000001,5.2767430000000015,5.7162380000000015,6.198620000000002,6.759096000000001,7.170148000000001,7.667023000000001,7.894583000000001,8.393421,9.143213,9.392417,9.772342,10.181306,10.50846,10.770026999999999,11.142755,11.407382,11.789156,12.156336,12.843047,13.537907,13.767263,14.266043999999999,14.464478,14.722145,15.023128999999999,15.309389,15.502066,15.797844,16.247843,16.656569,17.056858000000002,17.532436,17.756227,18.044017,18.530317,19.023206000000002,19.39702,19.769956,19.922995,20.66575,20.767212,21.06609,21.407092,21.820549999999997
9-2801379,,,,,,,,,0,0.509321,0.841507,1.232107,1.722664,1.971229,2.1502429999999997,2.449744,2.873866,3.187036,3.48761,3.9611080000000003,4.5513140000000005,4.913450000000001,5.352945000000001,5.835327000000001,6.395803000000001,6.8068550000000005,7.303730000000001,7.53129,8.030128,8.779919999999999,9.029124,9.409049,9.818012999999999,10.145166999999999,10.406733999999998,10.779461999999999,11.044089,11.425863,11.793042999999999,12.479754,13.174614,13.40397,13.902750999999999,14.101185,14.358851999999999,14.659835999999999,14.946095999999999,15.138772999999999,15.434550999999999,15.884549999999999,16.293276,16.693565,17.169143,17.392933999999997,17.680723999999998,18.167023999999998,18.659913,19.033727,19.406662999999998,19.559701999999998,20.302456999999997,20.403919,20.702796999999997,21.043798999999996,21.457256999999995
10-2801433,,,,,,,,,,0,0.33218600000000004,0.722786,1.213343,1.461908,1.640922,1.940423,2.364545,2.677715,2.978289,3.4517870000000004,4.041993000000001,4.404129000000001,4.843624000000001,5.326006000000001,5.886482000000001,6.297534000000001,6.794409000000001,7.021969,7.5208070000000005,8.270599,8.519803000000001,8.899728000000001,9.308692,9.635846,9.897413,10.270141,10.534768000000001,10.916542000000002,11.283722000000001,11.970433000000002,12.665293000000002,12.894649000000001,13.39343,13.591864000000001,13.849531,14.150515,14.436775,14.629452,14.92523,15.375229000000001,15.783955,16.184244,16.659822,16.883612999999997,17.171402999999998,17.657702999999998,18.150592,18.524406,18.897342,19.050380999999998,19.793135999999997,19.894598,20.193475999999997,20.534477999999996,20.947935999999995
11-2801465,,,,,,,,,,,0,0.3906,0.881157,1.129722,1.308736,1.608237,2.032359,2.345529,2.646103,3.1196010000000003,3.7098070000000005,4.071943000000001,4.511438000000001,4.993820000000001,5.554296000000001,5.9653480000000005,6.462223000000001,6.689783,7.188621,7.938413000000001,8.187617000000001,8.567542000000001,8.976506,9.30366,9.565227,9.937955,10.202582000000001,10.584356000000001,10.951536,11.638247000000002,12.333107000000002,12.562463000000001,13.061244,13.259678000000001,13.517345,13.818329,14.104589,14.297266,14.593044,15.043043,15.451769,15.852058000000001,16.327636000000002,16.551427,16.839217,17.325517,17.818406000000003,18.192220000000002,18.565156,18.718195,19.46095,19.562412000000002,19.86129,20.202292,20.61575
12-2805642,,,,,,,,,,,,0,0.49055699999999997,0.739122,0.918136,1.2176369999999999,1.641759,1.954929,2.255503,2.7290010000000002,3.3192070000000005,3.6813430000000005,4.120838000000001,4.603220000000001,5.163696000000002,5.574748000000001,6.0716230000000015,6.299183000000001,6.798021000000001,7.547813000000001,7.797017000000001,8.176942,8.585906,8.91306,9.174627,9.547355,9.811982,10.193756,10.560936,11.247647,11.942507,12.171863,12.670644,12.869078,13.126745,13.427729,13.713989,13.906666,14.202444,14.652443,15.061169,15.461458,15.937036,16.160827,16.448617000000002,16.934917000000002,17.427806000000004,17.801620000000003,18.174556000000003,18.327595000000002,19.07035,19.171812000000003,19.47069,19.811692,20.22515
13-2801527,,,,,,,,,,,,,0,0.248565,0.42757900000000004,0.7270800000000001,1.151202,1.464372,1.764946,2.238444,2.8286499999999997,3.1907859999999997,3.6302809999999996,4.1126629999999995,4.673138999999999,5.084190999999999,5.581065999999999,5.8086259999999985,6.307463999999999,7.057255999999999,7.306459999999999,7.686384999999999,8.095348999999999,8.422502999999999,8.684069999999998,9.056797999999999,9.321425,9.703199,10.070378999999999,10.75709,11.45195,11.681306,12.180086999999999,12.378521,12.636187999999999,12.937171999999999,13.223431999999999,13.416108999999999,13.711886999999999,14.161885999999999,14.570611999999999,14.970901,15.446479,15.67027,15.95806,16.44436,16.937249,17.311063,17.683999,17.837038,18.579793,18.681255,18.980133,19.321134999999998,19.734592999999997
14-2801514,,,,,,,,,,,,,,0,0.179014,0.478515,0.902637,1.215807,1.516381,1.989879,2.580085,2.942221,3.381716,3.864098,4.424574,4.8356259999999995,5.332501,5.560060999999999,6.058898999999999,6.808691,7.057894999999999,7.437819999999999,7.8467839999999995,8.173938,8.435505,8.808233,9.07286,9.454634,9.821814,10.508525,11.203385,11.432741,11.931522,12.129956,12.387623,12.688607,12.974867,13.167544,13.463322,13.913321,14.322047,14.722336,15.197914,15.421705000000001,15.709495,16.195795,16.688684000000002,17.062498,17.435434,17.588473,18.331228,18.43269,18.731568,19.07257,19.486027999999997
15-2801509,,,,,,,,,,,,,,,0,0.299501,0.723623,1.036793,1.337367,1.810865,2.401071,2.763207,3.202702,3.685084,4.245559999999999,4.656611999999999,5.153486999999999,5.381046999999999,5.879884999999999,6.629676999999999,6.878880999999999,7.258805999999999,7.667769999999999,7.994923999999999,8.256490999999999,8.629218999999999,8.893846,9.27562,9.6428,10.329511,11.024371,11.253727,11.752507999999999,11.950942,12.208609,12.509592999999999,12.795853,12.988529999999999,13.284308,13.734307,14.143032999999999,14.543322,15.0189,15.242691,15.530481,16.016781,16.509670000000003,16.883484000000003,17.256420000000002,17.409459000000002,18.152214,18.253676000000002,18.552554,18.893556,19.307014
16-2801497,,,,,,,,,,,,,,,,0,0.424122,0.7372920000000001,1.037866,1.511364,2.1015699999999997,2.4637059999999997,2.9032009999999997,3.3855829999999996,3.9460589999999995,4.357111,4.853986,5.0815459999999995,5.580384,6.330176,6.57938,6.959305,7.368269,7.695423,7.95699,8.329718,8.594345,8.976119,9.343299,10.03001,10.724870000000001,10.954226,11.453007,11.651441,11.909108,12.210092,12.496352,12.689029,12.984807,13.434806,13.843532,14.243821,14.719399000000001,14.943190000000001,15.23098,15.71728,16.210169,16.583983,16.956919,17.109958,17.852712999999998,17.954175,18.253052999999998,18.594054999999997,19.007512999999996
17-2801482,,,,,,,,,,,,,,,,,0,0.31317,0.613744,1.0872419999999998,1.6774479999999998,2.0395839999999996,2.4790789999999996,2.9614609999999995,3.5219369999999994,3.9329889999999996,4.429863999999999,4.657423999999999,5.156261999999999,5.906053999999999,6.155257999999999,6.535182999999999,6.944146999999999,7.271300999999999,7.532868,7.905596,8.170223,8.551997,8.919177,9.605888,10.300748,10.530104,11.028884999999999,11.227319,11.484986,11.785969999999999,12.07223,12.264907,12.560685,13.010684,13.41941,13.819699,14.295277,14.519068,14.806858,15.293158,15.786047,16.159861,16.532797,16.685836,17.428590999999997,17.530053,17.828930999999997,18.169932999999997,18.583390999999995
18-2801492,,,,,,,,,,,,,,,,,,0,0.30057399999999995,0.7740719999999999,1.3642779999999999,1.726414,2.165909,2.648291,3.208767,3.619819,4.116694,4.344253999999999,4.8430919999999995,5.592884,5.8420879999999995,6.222013,6.630977,6.958131,7.219698,7.592426000000001,7.8570530000000005,8.238827,8.606007,9.292718,9.987578000000001,10.216934,10.715715,10.914149,11.171816,11.4728,11.75906,11.951737,12.247515,12.697514,13.10624,13.506529,13.982107000000001,14.205898000000001,14.493688,14.979988,15.472877,15.846691,16.219627,16.372666,17.115420999999998,17.216883,17.515760999999998,17.856762999999997,18.270220999999996
19-2801524,,,,,,,,,,,,,,,,,,,0,0.473498,1.063704,1.42584,1.865335,2.347717,2.908193,3.319245,3.81612,4.04368,4.542518,5.2923100000000005,5.541514,5.921439,6.3304030000000004,6.657557000000001,6.919124000000001,7.291852000000001,7.556479000000001,7.938253000000001,8.305433,8.992144000000001,9.687004000000002,9.916360000000001,10.415141,10.613575,10.871242,11.172226,11.458486,11.651163,11.946941,12.39694,12.805666,13.205955000000001,13.681533000000002,13.905324000000002,14.193114000000001,14.679414000000001,15.172303000000001,15.546117,15.919053,16.072092,16.814847,16.916309000000002,17.215187,17.556189,17.969647
20-2801602,,,,,,,,,,,,,,,,,,,,0,0.590206,0.952342,1.391837,1.874219,2.434695,2.8457470000000002,3.3426220000000004,3.5701820000000004,4.06902,4.818812,5.068016,5.447941,5.856905,6.184059,6.445626000000001,6.818354000000001,7.082981000000001,7.464755000000001,7.831935000000001,8.518646000000002,9.213506000000002,9.442862000000002,9.941643000000001,10.140077000000002,10.397744000000001,10.698728000000001,10.984988000000001,11.177665000000001,11.473443000000001,11.923442000000001,12.332168000000001,12.732457000000002,13.208035000000002,13.431826000000003,13.719616000000002,14.205916000000002,14.698805000000002,15.072619000000001,15.445555,15.598594,16.341349,16.442811000000003,16.741689,17.082691,17.496149
21-2801658,,,,,,,,,,,,,,,,,,,,,0,0.362136,0.801631,1.2840129999999998,1.8444889999999998,2.255541,2.752416,2.979976,3.4788140000000003,4.228606,4.47781,4.857735,5.266699,5.593853,5.8554200000000005,6.228148000000001,6.492775000000001,6.874549000000001,7.241729000000001,7.928440000000001,8.6233,8.852656,9.351436999999999,9.549871,9.807538,10.108521999999999,10.394782,10.587458999999999,10.883237,11.333236,11.741962,12.142251,12.617829,12.84162,13.12941,13.61571,14.108599,14.482413,14.855348999999999,15.008387999999998,15.751142999999999,15.852604999999999,16.151483,16.492485,16.905942999999997
22-2801672,,,,,,,,,,,,,,,,,,,,,,0,0.43949499999999997,0.921877,1.4823529999999998,1.8934049999999998,2.3902799999999997,2.6178399999999997,3.116678,3.8664699999999996,4.115673999999999,4.4955989999999995,4.904563,5.231717,5.493284,5.8660120000000004,6.130639,6.5124130000000005,6.879593000000001,7.566304000000001,8.261164,8.49052,8.989301,9.187735,9.445402,9.746386,10.032646,10.225323,10.521101,10.9711,11.379826,11.780115,12.255693,12.479484000000001,12.767274,13.253574,13.746463,14.120277,14.493212999999999,14.646251999999999,15.389007,15.490469,15.789347,16.130349,16.543806999999997
23-2801684,,,,,,,,,,,,,,,,,,,,,,,0,0.482382,1.0428579999999998,1.4539099999999998,1.9507849999999998,2.1783449999999998,2.677183,3.4269749999999997,3.676179,4.0561039999999995,4.465068,4.792222,5.053789,5.4265170000000005,5.691144,6.0729180000000005,6.440098000000001,7.126809000000001,7.821669000000001,8.051025000000001,8.549806,8.748240000000001,9.005907,9.306891,9.593151,9.785828,10.081606,10.531605,10.940331,11.340620000000001,11.816198000000002,12.039989000000002,12.327779000000001,12.814079000000001,13.306968000000001,13.680782,14.053718,14.206757,14.949512,15.050974,15.349852,15.690854,16.104312
24-2801718,,,,,,,,,,,,,,,,,,,,,,,,0,0.560476,0.971528,1.468403,1.6959629999999999,2.194801,2.9445930000000002,3.1937970000000004,3.5737220000000005,3.9826860000000006,4.30984,4.571407000000001,4.944135000000001,5.208762000000001,5.590536000000001,5.957716000000001,6.644427000000001,7.3392870000000014,7.568643000000002,8.067424,8.265858000000001,8.523525000000001,8.824509,9.110769000000001,9.303446000000001,9.599224000000001,10.049223000000001,10.457949000000001,10.858238000000002,11.333816000000002,11.557607000000003,11.845397000000002,12.331697000000002,12.824586000000002,13.198400000000001,13.571336,13.724375,14.467130000000001,14.568592,14.86747,15.208472,15.62193
25-2801745,,,,,,,,,,,,,,,,,,,,,,,,,0,0.41105200000000003,0.907927,1.135487,1.634325,2.384117,2.633321,3.013246,3.42221,3.7493640000000004,4.010931,4.383659000000001,4.648286000000001,5.030060000000001,5.397240000000001,6.083951000000001,6.778811000000001,7.008167000000001,7.506948000000001,7.705382000000001,7.963049000000001,8.264033000000001,8.550293000000002,8.742970000000001,9.038748000000002,9.488747000000002,9.897473000000002,10.297762000000002,10.773340000000003,10.997131000000003,11.284921000000002,11.771221000000002,12.264110000000002,12.637924000000002,13.010860000000001,13.163899,13.906654000000001,14.008116000000001,14.306994000000001,14.647996000000001,15.061454000000001
