순번_정류장ID,36-2805557,37-2802243,38-2802239,39-2801829,40-2801831,41-2802240,42-2801840,43-2805656,44-2803799,45-2805020,46-2803798,47-2804955,48-2803800,49-2803817,50-2804957,51-2803810,52-2801820,53-2802268,54-2802276,55-2802285,56-2802289,57-2802300,58-2802306,59-2803637,60-2803539,61-2803540,62-2802319,63-2802316,64-2802312,65-2802309,66-2802565,67-2802545,68-2802367,69-2802541,70-2802547,71-2802552,72-2802557,73-2807355,74-2807353,75-2807352,76-2807349
36-2805557,0,0.123727,0.533749,0.685956,1.5318580000000002,1.8052150000000002,1.9801790000000001,2.1861870000000003,2.5332600000000003,2.8041300000000002,3.284349,3.460576,3.6606270000000003,4.0908430000000005,4.314326,4.607804000000001,4.937214000000001,5.2716840000000005,5.8180250000000004,6.089933,6.445094,6.693167,6.981394,7.300859,7.802928,8.34117,8.877897,9.279525000000001,9.737759,10.612417,11.232703,11.67027,12.118393000000001,12.295665000000001,12.471281000000001,12.928161000000001,13.479559000000002,13.817294000000002,14.169458000000002,14.654918000000002,15.195945000000002
37-2802243,,0,0.41002200000000005,0.5622290000000001,1.408131,1.681488,1.856452,2.06246,2.409533,2.680403,3.160622,3.336849,3.5369,3.9671160000000003,4.190599000000001,4.484077000000001,4.813487000000001,5.147957000000001,5.694298000000001,5.966206000000001,6.321367,6.56944,6.857667,7.177132,7.679201,8.217443,8.75417,9.155798,9.614032000000002,10.488690000000002,11.108976000000002,11.546543000000002,11.994666000000002,12.171938000000003,12.347554000000002,12.804434000000002,13.355832000000003,13.693567000000003,14.045731000000004,14.531191000000003,15.072218000000003
38-2802239,,,0,0.15220699999999998,0.998109,1.271466,1.4464299999999999,1.6524379999999999,1.9995109999999998,2.270381,2.7506,2.926827,3.126878,3.557094,3.780577,4.074055,4.403465000000001,4.737935,5.284276,5.556184,5.911345,6.159418,6.447645,6.76711,7.269178999999999,7.807421,8.344148,8.745776000000001,9.20401,10.078668,10.698954,11.136521,11.584644,11.761916000000001,11.937532000000001,12.394412,12.945810000000002,13.283545000000002,13.635709000000002,14.121169000000002,14.662196000000002
39-2801829,,,,0,0.845902,1.119259,1.2942230000000001,1.500231,1.847304,2.1181740000000002,2.598393,2.77462,2.9746710000000003,3.4048870000000004,3.6283700000000003,3.9218480000000002,4.251258,4.585728,5.1320689999999995,5.403976999999999,5.759137999999999,6.007210999999999,6.295437999999999,6.614902999999999,7.116971999999999,7.655213999999999,8.191941,8.593569,9.051803,9.926461,10.546747,10.984314,11.432437,11.609709,11.785325,12.242205,12.793603000000001,13.131338000000001,13.483502000000001,13.968962000000001,14.509989000000001
40-2801831,,,,,0,0.273357,0.448321,0.654329,1.0014020000000001,1.272272,1.752491,1.928718,2.128769,2.5589850000000003,2.782468,3.075946,3.4053560000000003,3.7398260000000003,4.286167000000001,4.5580750000000005,4.913236,5.161309,5.449536,5.769001,6.27107,6.809312,7.346039,7.747667,8.205901,9.080559000000001,9.700845000000001,10.138412,10.586535000000001,10.763807000000002,10.939423000000001,11.396303000000001,11.947701000000002,12.285436000000002,12.637600000000003,13.123060000000002,13.664087000000002
41-2802240,,,,,,0,0.174964,0.380972,0.728045,0.998915,1.479134,1.6553609999999999,1.8554119999999998,2.285628,2.509111,2.8025889999999998,3.1319989999999995,3.4664689999999996,4.01281,4.284718,4.639879,4.887951999999999,5.176178999999999,5.4956439999999995,5.997712999999999,6.5359549999999995,7.0726819999999995,7.474309999999999,7.932543999999999,8.807201999999998,9.427487999999999,9.865054999999998,10.313177999999999,10.49045,10.666065999999999,11.122945999999999,11.674344,12.012079,12.364243,12.849703,13.39073
42-2801840,,,,,,,0,0.206008,0.553081,0.8239510000000001,1.30417,1.480397,1.680448,2.110664,2.3341469999999997,2.6276249999999997,2.9570349999999994,3.2915049999999995,3.8378459999999994,4.109754,4.4649149999999995,4.712987999999999,5.001214999999999,5.320679999999999,5.822748999999999,6.360990999999999,6.897717999999999,7.299345999999999,7.757579999999999,8.632238,9.252524,9.690090999999999,10.138214,10.315486,10.491102,10.947982,11.49938,11.837115,12.189279,12.674739,13.215766
43-2805656,,,,,,,,0,0.347073,0.617943,1.0981619999999999,1.2743889999999998,1.4744399999999998,1.9046559999999997,2.1281389999999996,2.4216169999999995,2.7510269999999997,3.0854969999999997,3.6318379999999997,3.9037459999999995,4.258907,4.5069799999999995,4.7952069999999996,5.114672,5.616740999999999,6.154983,6.69171,7.093337999999999,7.551571999999999,8.426229999999999,9.046515999999999,9.484082999999998,9.932205999999999,10.109478,10.285093999999999,10.741973999999999,11.293372,11.631107,11.983271,12.468731,13.009758
44-2803799,,,,,,,,,0,0.27087,0.7510889999999999,0.9273159999999999,1.127367,1.557583,1.781066,2.074544,2.4039539999999997,2.7384239999999997,3.2847649999999997,3.5566729999999995,3.9118339999999994,4.159907,4.448134,4.767599,5.269667999999999,5.80791,6.344637,6.746264999999999,7.204498999999999,8.079156999999999,8.699442999999999,9.137009999999998,9.585132999999999,9.762405,9.938020999999999,10.394900999999999,10.946299,11.284034,11.636198,12.121658,12.662685
45-2805020,,,,,,,,,,0,0.48021899999999995,0.656446,0.856497,1.286713,1.510196,1.803674,2.133084,2.4675540000000002,3.013895,3.285803,3.640964,3.889037,4.177264,4.496729,4.998798,5.53704,6.073767,6.475395,6.933629,7.808287,8.428573,8.86614,9.314263,9.491535,9.667151,10.124031,10.675429000000001,11.013164000000002,11.365328000000002,11.850788000000001,12.391815000000001
46-2803798,,,,,,,,,,,0,0.176227,0.376278,0.806494,1.0299770000000001,1.323455,1.652865,1.987335,2.533676,2.8055839999999996,3.1607449999999995,3.4088179999999992,3.6970449999999992,4.016509999999999,4.518578999999999,5.056820999999999,5.593547999999999,5.995175999999999,6.453409999999999,7.328067999999999,7.948353999999999,8.385921,8.834044,9.011316,9.186932,9.643812,10.195210000000001,10.532945000000002,10.885109000000002,11.370569000000001,11.911596000000001
47-2804955,,,,,,,,,,,,0,0.200051,0.630267,0.85375,1.1472280000000001,1.4766380000000001,1.8111080000000002,2.357449,2.6293569999999997,2.9845179999999996,3.2325909999999993,3.5208179999999993,3.8402829999999994,4.342351999999999,4.880593999999999,5.417320999999999,5.818948999999999,6.277182999999999,7.151840999999999,7.772126999999999,8.209693999999999,8.657817,8.835089,9.010705,9.467585,10.018983,10.356718,10.708882000000001,11.194342,11.735369
48-2803800,,,,,,,,,,,,,0,0.430216,0.653699,0.947177,1.2765870000000001,1.6110570000000002,2.157398,2.429306,2.784467,3.03254,3.320767,3.640232,4.142301,4.680543,5.21727,5.618898,6.077132,6.95179,7.572076,8.009643,8.457766000000001,8.635038000000002,8.810654000000001,9.267534000000001,9.818932000000002,10.156667000000002,10.508831000000002,10.994291000000002,11.535318000000002
49-2803817,,,,,,,,,,,,,,0,0.223483,0.516961,0.846371,1.180841,1.727182,1.99909,2.354251,2.6023240000000003,2.8905510000000003,3.2100160000000004,3.7120850000000005,4.250327,4.787054,5.188682,5.646916,6.521574,7.14186,7.579427,8.02755,8.204822,8.380438,8.837318,9.388716,9.726451,10.078615000000001,10.564075,11.105102
50-2804957,,,,,,,,,,,,,,,0,0.293478,0.622888,0.9573579999999999,1.503699,1.775607,2.1307679999999998,2.3788409999999995,2.6670679999999996,2.9865329999999997,3.4886019999999998,4.026844,4.563571,4.965198999999999,5.423432999999999,6.298090999999999,6.9183769999999996,7.355943999999999,7.804066999999999,7.981338999999999,8.156955,8.613835,9.165233,9.502968000000001,9.855132000000001,10.340592000000001,10.881619
51-2803810,,,,,,,,,,,,,,,,0,0.32941,0.66388,1.210221,1.482129,1.83729,2.085363,2.37359,2.693055,3.1951240000000003,3.733366,4.270093,4.671721,5.129955,6.004613,6.624899,7.062466,7.5105889999999995,7.687861,7.863477,8.320357,8.871755,9.20949,9.561654,10.047114,10.588141
