순번_정류장ID,1-2804802,2-2800361,3-2800359,4-2800357,5-2804804,6-2804927,7-2804806,8-2805728,9-2804808,10-2806859,11-2800313,12-2806263,13-2806261,14-2806259,15-2806257,16-2806255,17-2806253,18-2806697,19-2806698,20-2800474,21-2800329,22-2800365,23-2800454,24-2800461,25-2800463,26-2805581,27-2800353,28-2803672,29-2800309,30-2800480,31-2800491,32-2800494,33-2800496,34-2800499,35-2804977,36-2800507,37-2800503,38-2805796,39-2800509,40-2800511,41-2800514,42-2800516,43-2800518,44-2800522,45-2800531,46-2800546,47-2800539,48-2800537,49-2800533,50-2800529,51-2800527,52-2800997,53-2800991,54-2800982,55-2800836,56-2800835,57-2800965,58-2800843,59-2800956,60-2800966,61-2800995,62-2801013,63-2801023,64-2801040,65-2801058,66-2801268,67-2801281,68-2801289,69-2801311,70-2801342,71-2801346,72-2801335,73-2801377,74-2801423,75-2801448,76-2801486,77-2801519,78-2801571,79-2801610
1-2804802,0,0.7571180000000001,1.127374,1.5015660000000002,2.712934,3.1503010000000002,4.382947,4.772329999999999,5.283135999999999,5.7933759999999985,6.162018999999998,6.4460359999999985,6.588781999999998,6.9673859999999985,7.6340379999999985,8.216326999999998,8.437113999999998,9.302060999999998,9.658154999999999,10.724536999999998,11.049468999999998,11.297004999999999,11.487138999999999,12.054089,12.251183999999999,12.793496,13.132907999999999,13.268927999999999,13.674190999999999,13.887754999999999,14.136180999999999,14.493414,14.925262,15.211524,16.653424,16.887194,17.121169000000002,17.250611000000003,18.235589000000004,18.512685000000005,18.800584000000004,18.951204000000004,19.140501000000004,19.320840000000004,19.680975000000004,20.402106000000003,20.691100000000002,21.179493,21.650716,22.071027,22.386850000000003,23.955443000000002,24.361183000000004,24.644069000000005,24.972177000000006,25.291281000000005,25.618569000000004,25.799265000000005,26.394408000000006,26.574576000000004,27.018921000000002,27.281757000000002,27.390496000000002,27.756854000000004,28.257302000000003,29.234262,29.749538,29.977971,30.263892,30.701211999999998,31.136011999999997,31.352943999999997,31.706244999999996,32.210739999999994,32.484508999999996,32.791875,33.07411,33.236070999999995,33.587292999999995
2-2800361,,0,0.370256,0.744448,1.955816,2.393183,3.625829,4.015212,4.5260180000000005,5.036258,5.404901,5.688918,5.831664,6.210268,6.87692,7.459209,7.679996,8.544943,8.901037,9.967419,10.292351,10.539887,10.730021,11.296971000000001,11.494066,12.036378000000001,12.37579,12.51181,12.917073,13.130637,13.379063,13.736296000000001,14.168144000000002,14.454406000000002,15.896306000000003,16.130076000000003,16.364051000000003,16.493493000000004,17.478471000000006,17.755567000000006,18.043466000000006,18.194086000000006,18.383383000000006,18.563722000000006,18.923857000000005,19.644988000000005,19.933982000000004,20.422375000000002,20.893598,21.313909000000002,21.629732000000004,23.198325000000004,23.604065000000006,23.886951000000007,24.215059000000007,24.534163000000007,24.861451000000006,25.042147000000007,25.637290000000007,25.817458000000006,26.261803000000004,26.524639000000004,26.633378000000004,26.999736000000006,27.500184000000004,28.477144000000003,28.992420000000003,29.220853,29.506774,29.944094,30.378894,30.595826,30.949126999999997,31.453621999999996,31.727390999999997,32.034757,32.316992,32.478953,32.830175
3-2800359,,,0,0.374192,1.58556,2.022927,3.255573,3.644956,4.155762,4.666002,5.034644999999999,5.318662,5.461408,5.840012,6.506664,7.088953,7.30974,8.174686999999999,8.530781,9.597162999999998,9.922094999999999,10.169630999999999,10.359765,10.926715,11.123809999999999,11.666122,12.005533999999999,12.141554,12.546816999999999,12.760380999999999,13.008807,13.36604,13.797888,14.084150000000001,15.526050000000001,15.759820000000001,15.993795,16.123237,17.108215,17.385311,17.67321,17.82383,18.013127,18.193466,18.553601,19.274732,19.563726,20.052118999999998,20.523341999999996,20.943652999999998,21.259476,22.828069,23.233809,23.516695000000002,23.844803000000002,24.163907000000002,24.491195,24.671891000000002,25.267034000000002,25.447202,25.891547,26.154383,26.263122,26.62948,27.129928,28.106887999999998,28.622163999999998,28.850596999999997,29.136517999999995,29.573837999999995,30.008637999999994,30.225569999999994,30.578870999999992,31.08336599999999,31.357134999999992,31.66450099999999,31.94673599999999,32.10869699999999,32.45991899999999
4-2800357,,,,0,1.211368,1.648735,2.881381,3.2707640000000002,3.7815700000000003,4.29181,4.6604529999999995,4.94447,5.087216,5.46582,6.132472,6.714761,6.935548,7.800495,8.156589,9.222971000000001,9.547903000000002,9.795439000000002,9.985573000000002,10.552523000000003,10.749618000000002,11.291930000000002,11.631342000000002,11.767362000000002,12.172625000000002,12.386189000000002,12.634615000000002,12.991848000000003,13.423696000000003,13.709958000000004,15.151858000000004,15.385628000000004,15.619603000000003,15.749045000000002,16.734023000000004,17.011119000000004,17.299018000000004,17.449638000000004,17.638935000000004,17.819274000000004,18.179409000000003,18.900540000000003,19.189534000000002,19.677927,20.14915,20.569461,20.885284000000002,22.453877000000002,22.859617000000004,23.142503000000005,23.470611000000005,23.789715000000005,24.117003000000004,24.297699000000005,24.892842000000005,25.073010000000004,25.517355000000002,25.780191000000002,25.888930000000002,26.255288000000004,26.755736000000002,27.732696000000004,28.247972000000004,28.476405000000003,28.762326,29.199646,29.634446,29.851378,30.204679,30.709173999999997,30.982943,31.290308999999997,31.572543999999997,31.734505,32.085727
5-2804804,,,,,0,0.437367,1.670013,2.059396,2.570202,3.080442,3.449085,3.733102,3.875848,4.254452,4.921104,5.503393,5.72418,6.5891269999999995,6.945220999999999,8.011603,8.336535,8.584071,8.774205,9.341155,9.53825,10.080562,10.419974,10.555994,10.961257,11.174821,11.423247,11.78048,12.212328000000001,12.498590000000002,13.940490000000002,14.174260000000002,14.408235000000001,14.537677,15.522655,15.799751,16.08765,16.23827,16.427567,16.607906,16.968041,17.689172,17.978165999999998,18.466558999999997,18.937781999999995,19.358092999999997,19.673916,21.242509,21.648249,21.931135,22.259243,22.578347,22.905635,23.086331,23.681474,23.861642,24.305987,24.568823,24.677561999999998,25.04392,25.544368,26.521327999999997,27.036603999999997,27.265036999999996,27.550957999999994,27.988277999999994,28.423077999999993,28.640009999999993,28.99331099999999,29.49780599999999,29.77157499999999,30.07894099999999,30.36117599999999,30.52313699999999,30.87435899999999
6-2804927,,,,,,0,1.232646,1.622029,2.132835,2.643075,3.011718,3.295735,3.438481,3.817085,4.483737,5.066026,5.2868129999999995,6.1517599999999995,6.507853999999999,7.574235999999999,7.8991679999999995,8.146704,8.336838,8.903788,9.100883,9.643195,9.982607,10.118627,10.52389,10.737454,10.98588,11.343113,11.774961000000001,12.061223000000002,13.503123000000002,13.736893000000002,13.970868000000001,14.10031,15.085288,15.362384,15.650283,15.800903,15.9902,16.170538999999998,16.530673999999998,17.251804999999997,17.540798999999996,18.029191999999995,18.500414999999993,18.920725999999995,19.236548999999997,20.805141999999996,21.210881999999998,21.493768,21.821876,22.14098,22.468268,22.648964,23.244107,23.424274999999998,23.868619999999996,24.131455999999996,24.240194999999996,24.606552999999998,25.107000999999997,26.083960999999995,26.599236999999995,26.827669999999994,27.113590999999992,27.550910999999992,27.98571099999999,28.20264299999999,28.55594399999999,29.060438999999988,29.33420799999999,29.641573999999988,29.923808999999988,30.08576999999999,30.43699199999999
7-2804806,,,,,,,0,0.389383,0.9001890000000001,1.4104290000000002,1.7790720000000002,2.063089,2.205835,2.584439,3.251091,3.83338,4.054167,4.9191139999999995,5.275207999999999,6.341589999999999,6.666521999999999,6.914057999999999,7.1041919999999985,7.671141999999999,7.868236999999999,8.410549,8.749960999999999,8.885981,9.291243999999999,9.504807999999999,9.753233999999999,10.110467,10.542315,10.828577000000001,12.270477000000001,12.504247000000001,12.738222,12.867664,13.852642,14.129738,14.417637,14.568257,14.757553999999999,14.937892999999999,15.298027999999999,16.019159,16.308152999999997,16.796545999999996,17.267768999999994,17.688079999999996,18.003902999999998,19.572495999999997,19.978236,20.261122,20.58923,20.908334,21.235622,21.416318,22.011461,22.191629,22.635973999999997,22.898809999999997,23.007548999999997,23.373907,23.874354999999998,24.851315,25.366591,25.595024,25.880944999999997,26.318264999999997,26.753064999999996,26.969996999999996,27.323297999999994,27.827792999999993,28.101561999999994,28.408927999999992,28.691162999999992,28.853123999999994,29.204345999999994
8-2805728,,,,,,,,0,0.5108060000000001,1.0210460000000001,1.3896890000000002,1.6737060000000001,1.8164520000000002,2.195056,2.861708,3.4439970000000004,3.6647840000000005,4.529731,4.885825,5.952207,6.277139,6.524675,6.714809,7.281759,7.478854,8.021166000000001,8.360578,8.496598,8.901861,9.115425,9.363851,9.721084000000001,10.152932000000002,10.439194000000002,11.881094000000003,12.114864000000003,12.348839000000002,12.478281,13.463259,13.740355000000001,14.028254,14.178874,14.368171,14.54851,14.908645,15.629776,15.91877,16.407163,16.878386,17.298697,17.614520000000002,19.183113000000002,19.588853000000004,19.871739000000005,20.199847000000005,20.518951000000005,20.846239000000004,21.026935000000005,21.622078000000005,21.802246000000004,22.246591000000002,22.509427000000002,22.618166000000002,22.984524000000004,23.484972000000003,24.461932000000004,24.977208000000005,25.205641000000004,25.491562000000002,25.928882,26.363682,26.580614,26.933915,27.438409999999998,27.712179,28.019544999999997,28.301779999999997,28.463741,28.814963
9-2804808,,,,,,,,,0,0.5102399999999999,0.8788829999999999,1.1628999999999998,1.3056459999999999,1.6842499999999998,2.3509019999999996,2.933191,3.153978,4.018924999999999,4.375018999999999,5.441400999999999,5.7663329999999995,6.013869,6.204002999999999,6.7709529999999996,6.968048,7.5103599999999995,7.849772,7.985792,8.391055,8.604619,8.853045,9.210278,9.642126000000001,9.928388000000002,11.370288000000002,11.604058000000002,11.838033000000001,11.967475,12.952453,13.229549,13.517448,13.668068,13.857365,14.037704,14.397839,15.11897,15.407964,15.896357,16.36758,16.787891000000002,17.103714000000004,18.672307000000004,19.078047000000005,19.360933000000006,19.689041000000007,20.008145000000006,20.335433000000005,20.516129000000006,21.111272000000007,21.291440000000005,21.735785000000003,21.998621000000004,22.107360000000003,22.473718000000005,22.974166000000004,23.951126000000002,24.466402000000002,24.694835,24.980756,25.418076,25.852876,26.069808,26.423108999999997,26.927603999999995,27.201372999999997,27.508738999999995,27.790973999999995,27.952934999999997,28.304156999999996
10-2806859,,,,,,,,,,0,0.368643,0.65266,0.7954060000000001,1.17401,1.840662,2.4229510000000003,2.6437380000000004,3.5086850000000003,3.8647790000000004,4.931161,5.256093,5.503629,5.693763,6.260713,6.457808,7.00012,7.339532,7.475552,7.880815,8.094379,8.342805,8.700038000000001,9.131886000000002,9.418148000000002,10.860048000000003,11.093818000000002,11.327793000000002,11.457235,12.442213,12.719309,13.007208,13.157828,13.347125,13.527464,13.887599,14.60873,14.897724,15.386117,15.85734,16.277651000000002,16.593474000000004,18.162067000000004,18.567807000000006,18.850693000000007,19.178801000000007,19.497905000000006,19.825193000000006,20.005889000000007,20.601032000000007,20.781200000000005,21.225545000000004,21.488381000000004,21.597120000000004,21.963478000000006,22.463926000000004,23.440886000000006,23.956162000000006,24.184595000000005,24.470516000000003,24.907836000000003,25.342636000000002,25.559568000000002,25.912869,26.417364,26.691133,26.998499,27.280734,27.442695,27.793917
