순번_정류장ID,1-2806577,2-2800269,3-2805488,4-2800272,5-2803603,6-2803602,7-2800274,8-2803847,9-2803852,10-2803855,11-2803857,12-2803610,13-2803612,14-2803613,15-2803860,16-2803861,17-2800256,18-2806225,19-2806899,20-2803870,21-2803874,22-2803973,23-2803979,24-2806018,25-2804334,26-2803989,27-2806004,28-2803991,29-2803993,30-2803995,31-2800298,32-2805077,33-2800301,34-2804454,35-2800294,36-2806305,37-2804057,38-2800292,39-2800259,40-2800007,41-2800058,42-2800055,43-2805220,44-2804455,45-2804456,46-2804526,47-2804457,48-2800045,49-2800035,50-2805398,51-2805723,52-2805418,53-2800053,54-2800024,55-2804994,56-2806654,57-2805643,58-2800426,59-2800439,60-2800456,61-2800452,62-2800451,63-2800454,64-2800461,65-2800463,66-2800466,67-2800470,68-2800353,69-2803672,70-2800309,71-2800480,72-2800491,73-2800494,74-2800496,75-2800499,76-2805303,77-2800512,78-2800521,79-2800524,80-2800548,81-2800553,82-2800566,83-2800584,84-2800596,85-2806246,86-2800622,87-2800627,88-2800336,89-2800658,90-2800669,91-2800670,92-2800682,93-2800695,94-2800714,95-2800701,96-2800704,97-2800726,98-2800751,99-2800765,100-2800790,101-2800792,102-2801771,103-2801773,104-2801774,105-2801787,106-2801806,107-2801954,108-2801977,109-2802024,110-2802051,111-2802098,112-2802129,113-2802152,114-2802163,115-2802174,116-2802831
1-2806577,0,0.41885600000000006,1.3434180000000002,1.9700750000000002,2.1342410000000003,2.396002,2.7858650000000003,5.731133,7.039804,8.185479,9.384365,9.734739000000001,10.684535,10.980241,12.027234,12.546311,12.669737,13.670791,15.838268,16.331668,16.799052,17.912135,18.757552999999998,19.47806,21.511633,22.297026,22.697672999999998,23.113021,23.42682,23.564919,24.305611,24.89647,25.369733,25.824736,26.331379000000002,27.458296,27.756766,28.506968,30.30872,31.152704,31.89268,32.261635999999996,33.195069999999994,34.004276,34.364993,34.694122,35.14161,37.171911,38.450285,38.960942,39.421612,40.268933000000004,42.215186,42.495088,42.932664,43.277351,43.340698,43.895732,44.767418,45.055663,45.226627,45.469788,46.036738,46.233833,46.580360999999996,46.839321,47.365558,47.501578,47.906841,48.120405,48.368831,48.726064,49.157912,49.444174000000004,50.466269000000004,50.946378,51.394683,51.657914,52.514119,52.645403,53.046393,53.552498,54.943494,55.248227,56.729901,57.07504,57.51995,57.779937000000004,57.956120000000006,58.04197200000001,58.45445900000001,58.90709300000001,59.26047700000001,59.81546200000001,60.13963800000001,60.50407600000001,60.91145500000001,61.12960100000001,61.87801300000001,62.09013300000001,62.91100600000001,63.339028000000006,63.51483400000001,64.019463,64.535464,65.06551900000001,65.43390300000002,65.87474600000002,66.06722400000001,66.52655600000001,66.89859300000002,67.55251200000002,67.90810000000002,68.34680900000002,68.61690800000002,69.40525900000003
2-2800269,,0,0.9245620000000001,1.5512190000000001,1.7153850000000002,1.9771460000000003,2.3670090000000004,5.312277,6.620948,7.766623,8.965509,9.315883000000001,10.265679,10.561385,11.608378,12.127455,12.250881,13.251935,15.419412,15.912811999999999,16.380195999999998,17.493278999999998,18.338696999999996,19.059203999999998,21.092776999999998,21.878169999999997,22.278816999999997,22.694164999999998,23.007963999999998,23.146062999999998,23.886754999999997,24.477613999999996,24.950876999999995,25.405879999999996,25.912522999999997,27.039439999999995,27.337909999999994,28.088111999999995,29.889863999999996,30.733847999999995,31.473823999999993,31.842779999999994,32.776213999999996,33.58542,33.946137,34.275266,34.722754,36.753055,38.031429,38.542086000000005,39.002756000000005,39.850077000000006,41.796330000000005,42.076232000000005,42.513808000000004,42.858495000000005,42.921842000000005,43.476876000000004,44.348562,44.636807000000005,44.807771,45.050932,45.617882,45.814977,46.161505,46.420465,46.946702,47.082722000000004,47.487985,47.701549,47.949975,48.307208,48.739056000000005,49.025318000000006,50.047413000000006,50.527522000000005,50.975827,51.239058,52.095263,52.226547000000004,52.627537000000004,53.133642,54.524638,54.829371,56.311045,56.656184,57.101094,57.361081000000006,57.53726400000001,57.62311600000001,58.03560300000001,58.48823700000001,58.84162100000001,59.39660600000001,59.720782000000014,60.085220000000014,60.49259900000001,60.71074500000001,61.45915700000001,61.67127700000001,62.49215000000001,62.92017200000001,63.09597800000001,63.60060700000001,64.11660800000001,64.64666300000002,65.01504700000002,65.45589000000002,65.64836800000002,66.10770000000002,66.47973700000003,67.13365600000003,67.48924400000003,67.92795300000003,68.19805200000003,68.98640300000004
3-2805488,,,0,0.626657,0.790823,1.052584,1.442447,4.387715,5.696386,6.842061,8.040947000000001,8.391321000000001,9.341117,9.636823,10.683816,11.202893,11.326319,12.327373,14.49485,14.988249999999999,15.455634,16.568717,17.414134999999998,18.134642,20.168215,20.953608,21.354255,21.769603,22.083402,22.221501,22.962193,23.553052,24.026315,24.481318,24.987961000000002,26.114878,26.413348,27.16355,28.965302,29.809286,30.549262,30.918218,31.851651999999998,32.660858,33.021575,33.350704,33.798192,35.828493,37.106867,37.617524,38.078194,38.925515000000004,40.871768,41.15167,41.589246,41.933933,41.99728,42.552314,43.424,43.712245,43.883209,44.12637,44.69332,44.890415,45.236943,45.495903,46.02214,46.15816,46.563423,46.776987,47.025413,47.382646,47.814494,48.100756000000004,49.122851000000004,49.60296,50.051265,50.314496,51.170701,51.301985,51.702975,52.20908,53.600076,53.904809,55.386483,55.731622,56.176532,56.436519000000004,56.612702000000006,56.69855400000001,57.11104100000001,57.56367500000001,57.91705900000001,58.47204400000001,58.79622000000001,59.16065800000001,59.56803700000001,59.78618300000001,60.53459500000001,60.74671500000001,61.56758800000001,61.995610000000006,62.17141600000001,62.67604500000001,63.19204600000001,63.72210100000001,64.09048500000002,64.53132800000002,64.72380600000001,65.18313800000001,65.55517500000002,66.20909400000002,66.56468200000002,67.00339100000002,67.27349000000002,68.06184100000003
4-2800272,,,,0,0.164166,0.42592700000000006,0.81579,3.7610580000000002,5.069729000000001,6.215404,7.41429,7.764664,8.714459999999999,9.010165999999998,10.057158999999999,10.576235999999998,10.699661999999998,11.700715999999998,13.868192999999998,14.361592999999997,14.828976999999998,15.942059999999998,16.787477999999997,17.507984999999998,19.541558,20.326950999999998,20.727597999999997,21.142946,21.456744999999998,21.594844,22.335535999999998,22.926395,23.399658,23.854661,24.361304,25.488221,25.786690999999998,26.536893,28.338645,29.182629,29.922604999999997,30.291560999999998,31.224994999999996,32.034200999999996,32.394918,32.724047,33.171535,35.201836,36.48021,36.990867,37.451537,38.298858,40.245111,40.525013,40.962589,41.307276,41.370623,41.925657,42.797343,43.085588,43.256552,43.499713,44.066663,44.263757999999996,44.610285999999995,44.869246,45.395483,45.531503,45.936766,46.15033,46.398756,46.755989,47.187837,47.474099,48.496194,48.976303,49.424608,49.687839,50.544044,50.675328,51.076318,51.582423,52.973419,53.278152,54.759826,55.104965,55.549875,55.809862,55.986045000000004,56.07189700000001,56.484384000000006,56.93701800000001,57.29040200000001,57.84538700000001,58.16956300000001,58.53400100000001,58.94138000000001,59.15952600000001,59.90793800000001,60.12005800000001,60.940931000000006,61.368953000000005,61.544759000000006,62.04938800000001,62.56538900000001,63.09544400000001,63.46382800000001,63.90467100000001,64.097149,64.556481,64.92851800000001,65.58243700000001,65.93802500000001,66.37673400000001,66.64683300000002,67.43518400000002
5-2803603,,,,,0,0.261761,0.651624,3.596892,4.905563,6.051238,7.250124,7.600498,8.550294,8.845999999999998,9.892992999999999,10.412069999999998,10.535495999999998,11.536549999999998,13.704026999999998,14.197426999999998,14.664810999999997,15.777893999999996,16.623311999999995,17.343818999999996,19.377391999999997,20.162784999999996,20.563431999999995,20.978779999999997,21.292578999999996,21.430677999999997,22.171369999999996,22.762228999999998,23.235491999999997,23.690495,24.197138,25.324054999999998,25.622524999999996,26.372726999999998,28.174478999999998,29.018462999999997,29.758438999999996,30.127394999999996,31.060828999999995,31.870034999999994,32.230751999999995,32.559881,33.007369,35.03767,36.316044,36.826701,37.287371,38.134692,40.080945,40.360847,40.798423,41.14311,41.206457,41.761491,42.633176999999996,42.921422,43.092386,43.335547,43.902497,44.099591999999994,44.44611999999999,44.705079999999995,45.231317,45.367337,45.7726,45.986163999999995,46.23459,46.591823,47.023671,47.309933,48.332028,48.812137,49.260442,49.523672999999995,50.379878,50.511162,50.912152,51.418257,52.809253,53.113986,54.595659999999995,54.940799,55.385709,55.645696,55.821879,55.907731000000005,56.320218000000004,56.77285200000001,57.126236000000006,57.68122100000001,58.00539700000001,58.36983500000001,58.77721400000001,58.995360000000005,59.74377200000001,59.955892000000006,60.776765000000005,61.204787,61.380593000000005,61.885222000000006,62.40122300000001,62.931278000000006,63.299662000000005,63.740505000000006,63.93298300000001,64.39231500000001,64.76435200000002,65.41827100000002,65.77385900000002,66.21256800000002,66.48266700000002,67.27101800000003
6-2803602,,,,,,0,0.389863,3.335131,4.643802,5.789477,6.988363,7.338737,8.288533,8.584238999999998,9.631231999999999,10.150308999999998,10.273734999999999,11.274788999999998,13.442265999999998,13.935665999999998,14.403049999999997,15.516132999999996,16.361550999999995,17.082057999999996,19.115630999999997,19.901023999999996,20.301670999999995,20.717018999999997,21.030817999999996,21.168916999999997,21.909608999999996,22.500467999999998,22.973730999999997,23.428734,23.935377,25.062293999999998,25.360763999999996,26.110965999999998,27.912717999999998,28.756701999999997,29.496677999999996,29.865633999999996,30.799067999999995,31.608273999999994,31.968990999999995,32.29812,32.745608,34.775909,36.054283,36.56494,37.02561,37.872931,39.819184,40.099086,40.536662,40.881349,40.944696,41.49973,42.371415999999996,42.659661,42.830625,43.073786,43.640736,43.837830999999994,44.18435899999999,44.443318999999995,44.969556,45.105576,45.510839,45.724402999999995,45.972829,46.330062,46.76191,47.048172,48.070267,48.550376,48.998681,49.261911999999995,50.118117,50.249401,50.650391,51.156496,52.547492,52.852225,54.333898999999995,54.679038,55.123948,55.383935,55.560118,55.645970000000005,56.058457000000004,56.51109100000001,56.864475000000006,57.41946000000001,57.74363600000001,58.10807400000001,58.51545300000001,58.733599000000005,59.48201100000001,59.694131000000006,60.515004000000005,60.943026,61.118832000000005,61.623461000000006,62.13946200000001,62.669517000000006,63.037901000000005,63.478744000000006,63.67122200000001,64.130554,64.50259100000001,65.15651000000001,65.51209800000001,65.95080700000001,66.22090600000001,67.00925700000002
7-2800274,,,,,,,0,2.945268,4.253939,5.399614,6.5985,6.948874,7.89867,8.194376,9.241369,9.760446,9.883872,10.884926,13.052403,13.545803,14.013186999999999,15.126269999999998,15.971687999999999,16.692194999999998,18.725768,19.511160999999998,19.911807999999997,20.327156,20.640954999999998,20.779054,21.519745999999998,22.110605,22.583868,23.038871,23.545514,24.672431,24.970900999999998,25.721103,27.522855,28.366839,29.106814999999997,29.475770999999998,30.409204999999996,31.218410999999996,31.579127999999997,31.908257,32.355745,34.386046,35.66442,36.175077,36.635747,37.483068,39.429321,39.709223,40.146799,40.491486,40.554833,41.109867,41.981553,42.269798,42.440762,42.683923,43.250873,43.447967999999996,43.794495999999995,44.053456,44.579693,44.715713,45.120976,45.33454,45.582966,45.940199,46.372047,46.658309,47.680404,48.160513,48.608818,48.872049,49.728254,49.859538,50.260528,50.766633,52.157629,52.462362,53.944036,54.289175,54.734085,54.994072,55.170255000000004,55.25610700000001,55.668594000000006,56.12122800000001,56.47461200000001,57.02959700000001,57.35377300000001,57.71821100000001,58.12559000000001,58.34373600000001,59.09214800000001,59.30426800000001,60.125141000000006,60.553163000000005,60.728969000000006,61.23359800000001,61.74959900000001,62.27965400000001,62.64803800000001,63.08888100000001,63.28135900000001,63.74069100000001,64.11272800000002,64.76664700000002,65.12223500000002,65.56094400000002,65.83104300000002,66.61939400000003
8-2803847,,,,,,,,0,1.308671,2.454346,3.653232,4.0036059999999996,4.953402,5.249108,6.296101,6.815178,6.938604000000001,7.9396580000000005,10.107135,10.600534999999999,11.067919,12.181002,13.02642,13.746927,15.7805,16.565893,16.96654,17.381888,17.695687,17.833786,18.574478,19.165337,19.6386,20.093603,20.600246000000002,21.727163,22.025633,22.775835,24.577587,25.421571,26.161547,26.530503,27.463936999999998,28.273142999999997,28.63386,28.962989,29.410477,31.440778,32.719152,33.229809,33.690479,34.537800000000004,36.484053,36.763955,37.201531,37.546218,37.609565,38.164599,39.036285,39.32453,39.495494,39.738655,40.305605,40.5027,40.849228,41.108188,41.634425,41.770445,42.175708,42.389272,42.637698,42.994931,43.426779,43.713041000000004,44.735136000000004,45.215245,45.66355,45.926781,46.782986,46.91427,47.31526,47.821365,49.212361,49.517094,50.998768,51.343907,51.788817,52.048804000000004,52.224987000000006,52.31083900000001,52.72332600000001,53.17596000000001,53.52934400000001,54.08432900000001,54.40850500000001,54.77294300000001,55.18032200000001,55.39846800000001,56.14688000000001,56.35900000000001,57.17987300000001,57.607895000000006,57.78370100000001,58.28833000000001,58.80433100000001,59.33438600000001,59.70277000000001,60.14361300000001,60.33609100000001,60.795423000000014,61.16746000000001,61.821379000000015,62.17696700000001,62.615676000000015,62.88577500000002,63.674126000000015
9-2803852,,,,,,,,,0,1.145675,2.344561,2.694935,3.644731,3.940437,4.98743,5.506507,5.629933,6.630987,8.798464,9.291863999999999,9.759248,10.872330999999999,11.717749,12.438255999999999,14.471829,15.257221999999999,15.657868999999998,16.073217,16.387016,16.525115,17.265807,17.856665999999997,18.329928999999996,18.784931999999998,19.291574999999998,20.418491999999997,20.716961999999995,21.467163999999997,23.268915999999997,24.112899999999996,24.852875999999995,25.221831999999996,26.155265999999994,26.964471999999994,27.325188999999995,27.654317999999996,28.101805999999996,30.132106999999998,31.410480999999997,31.921137999999996,32.38180799999999,33.22912899999999,35.17538199999999,35.45528399999999,35.89285999999999,36.23754699999999,36.30089399999999,36.85592799999999,37.72761399999999,38.01585899999999,38.18682299999999,38.42998399999999,38.99693399999999,39.194028999999986,39.540556999999986,39.79951699999999,40.32575399999999,40.46177399999999,40.86703699999999,41.08060099999999,41.32902699999999,41.68625999999999,42.11810799999999,42.40436999999999,43.42646499999999,43.90657399999999,44.35487899999999,44.61810999999999,45.47431499999999,45.60559899999999,46.00658899999999,46.51269399999999,47.90368999999999,48.20842299999999,49.69009699999999,50.03523599999999,50.48014599999999,50.74013299999999,50.916315999999995,51.002168,51.414654999999996,51.867289,52.220673,52.775658,53.099834,53.464272,53.871651,54.089797,54.838209,55.050329,55.871202,56.299223999999995,56.47503,56.979659,57.49566,58.025715,58.394099,58.834942,59.02742,59.486752,59.858789,60.512708,60.868296,61.307005000000004,61.577104000000006,62.365455000000004
10-2803855,,,,,,,,,,0,1.1988860000000001,1.54926,2.499056,2.794762,3.841755,4.360832,4.4842580000000005,5.485312,7.652789,8.146189,8.613572999999999,9.726655999999998,10.572073999999999,11.292580999999998,13.326153999999999,14.111546999999998,14.512193999999997,14.927541999999997,15.241340999999997,15.379439999999997,16.120131999999998,16.710991,17.184254,17.639257,18.1459,19.272817,19.571286999999998,20.321489,22.123241,22.967225,23.707200999999998,24.076157,25.009590999999997,25.818796999999996,26.179513999999998,26.508643,26.956131,28.986432,30.264806,30.775463,31.236133,32.083453999999996,34.029706999999995,34.309608999999995,34.747184999999995,35.091871999999995,35.155218999999995,35.710252999999994,36.58193899999999,36.870183999999995,37.04114799999999,37.28430899999999,37.85125899999999,38.04835399999999,38.39488199999999,38.65384199999999,39.18007899999999,39.316098999999994,39.72136199999999,39.93492599999999,40.18335199999999,40.54058499999999,40.972432999999995,41.258694999999996,42.280789999999996,42.760898999999995,43.20920399999999,43.47243499999999,44.32863999999999,44.459923999999994,44.860913999999994,45.36701899999999,46.75801499999999,47.06274799999999,48.54442199999999,48.88956099999999,49.33447099999999,49.594457999999996,49.770641,49.856493,50.26898,50.721614,51.074998,51.629983,51.954159000000004,52.318597000000004,52.725976,52.944122,53.692534,53.904654,54.725527,55.153549,55.329355,55.833984,56.349985000000004,56.88004,57.248424,57.689267,57.881745,58.341077000000006,58.713114000000004,59.367033000000006,59.722621000000004,60.16133000000001,60.43142900000001,61.21978000000001
