순번_정류장ID,1-2805726,2-2805739,3-2800372,4-2800317,5-2804990,6-2807301,7-2803514,8-2803074,9-2803510,10-2803069,11-2803073,12-2803072,13-2803088,14-2803109,15-2803227,16-2803239,17-2803252,18-2804953,19-2803256,20-2803249,21-2803230,22-2803233,23-2803234,24-2803237,25-2803241,26-2802763,27-2802635,28-2802730,29-2802727,30-2802734,31-2802752,32-2802748,33-2802738,34-2802728,35-2802711,36-2802065,37-2802040,38-2801999,39-2801905,40-2801957,41-2801963,42-2801978,43-2801975,44-2801972,45-2801971,46-2801844,47-2801950,48-2801961,49-2801987,50-2802003,51-2801807,52-2801906,53-2802004,54-2802000,55-2807183,56-2803806,57-2806862,58-2807442,59-2801891,60-2806772,61-2807111,62-2806524,63-2806523,64-2806522,65-2805906,66-2806422,67-2806424
1-2805726,0,0.327373,0.6277280000000001,1.0797130000000001,1.580489,2.1029590000000002,2.625897,3.086125,3.601853,4.249965,4.659815,4.974278,5.24794,5.837623,6.330512,6.704326,7.216108,7.482133,7.793694,8.063152,8.549416,8.956610000000001,9.209153,9.502065,9.916284,10.471995,11.289517,11.788416,12.243431,12.663193,13.162233,13.464769,13.852218,14.355869,14.777199,15.214597999999999,15.524522,15.943434,16.203727999999998,17.013249,17.301692,17.838335999999998,18.222741999999997,18.544138999999998,19.034343999999997,19.353293999999998,19.570287999999998,19.895991,20.129521999999998,20.308939999999996,20.876443999999996,21.771404999999994,21.965574999999994,22.350126999999993,23.051304999999992,23.384758999999992,24.18320899999999,25.155073999999992,25.408219999999993,25.710419999999992,26.09884599999999,26.59009399999999,26.97235799999999,27.26056599999999,27.57007999999999,27.90286799999999,28.23397799999999
2-2805739,,0,0.30035500000000004,0.75234,1.253116,1.7755859999999999,2.298524,2.758752,3.2744799999999996,3.922592,4.3324419999999995,4.646904999999999,4.920566999999999,5.510249999999999,6.003138999999999,6.376952999999999,6.888735,7.15476,7.466321,7.735779,8.222043,8.629237,8.88178,9.174691999999999,9.588910999999998,10.144621999999998,10.962143999999999,11.461042999999998,11.916057999999998,12.335819999999998,12.834859999999999,13.137395999999999,13.524845,14.028495999999999,14.449825999999998,14.887224999999997,15.197148999999998,15.616060999999998,15.876354999999998,16.685875999999997,16.974318999999998,17.510962999999997,17.895368999999995,18.216765999999996,18.706970999999996,19.025920999999997,19.242914999999996,19.568617999999997,19.802148999999996,19.981566999999995,20.549070999999994,21.444031999999993,21.638201999999993,22.022753999999992,22.72393199999999,23.05738599999999,23.85583599999999,24.82770099999999,25.08084699999999,25.38304699999999,25.77147299999999,26.26272099999999,26.644984999999988,26.93319299999999,27.24270699999999,27.57549499999999,27.90660499999999
3-2800372,,,0,0.451985,0.952761,1.475231,1.9981689999999999,2.4583969999999997,2.974125,3.622237,4.032087,4.34655,4.6202119999999995,5.2098949999999995,5.702783999999999,6.076598,6.58838,6.854405,7.165966,7.435424,7.9216880000000005,8.328882,8.581425,8.874336999999999,9.288555999999998,9.844266999999999,10.661788999999999,11.160687999999999,11.615702999999998,12.035464999999999,12.534505,12.837041,13.22449,13.728140999999999,14.149470999999998,14.586869999999998,14.896793999999998,15.315705999999999,15.575999999999999,16.385520999999997,16.673963999999998,17.210607999999997,17.595013999999995,17.916410999999997,18.406615999999996,18.725565999999997,18.942559999999997,19.268262999999997,19.501793999999997,19.681211999999995,20.248715999999995,21.143676999999993,21.337846999999993,21.722398999999992,22.42357699999999,22.75703099999999,23.55548099999999,24.52734599999999,24.78049199999999,25.08269199999999,25.47111799999999,25.96236599999999,26.344629999999988,26.63283799999999,26.94235199999999,27.27513999999999,27.60624999999999
4-2800317,,,,0,0.500776,1.0232459999999999,1.5461839999999998,2.0064119999999996,2.5221399999999994,3.1702519999999996,3.5801019999999997,3.8945649999999996,4.168227,4.75791,5.250799,5.624613,6.136395,6.40242,6.713981,6.983439000000001,7.469703000000001,7.8768970000000005,8.12944,8.422352,8.836571,9.392282,10.209804,10.708703,11.163718,11.58348,12.08252,12.385056,12.772505,13.276156,13.697486,14.134884999999999,14.444809,14.863721,15.124015,15.933536,16.221979,16.758623,17.143029,17.464426,17.954631,18.273581,18.490575,18.816278,19.049809,19.229226999999998,19.796730999999998,20.691691999999996,20.885861999999996,21.270413999999995,21.971591999999994,22.305045999999994,23.103495999999993,24.075360999999994,24.328506999999995,24.630706999999994,25.019132999999993,25.51038099999999,25.89264499999999,26.180852999999992,26.490366999999992,26.823154999999993,27.15426499999999
5-2804990,,,,,0,0.52247,1.0454080000000001,1.505636,2.021364,2.6694760000000004,3.0793260000000005,3.3937890000000004,3.6674510000000002,4.257134000000001,4.7500230000000006,5.123837000000001,5.635619000000001,5.901644000000001,6.213205000000001,6.482663000000001,6.968927000000002,7.376121000000001,7.628664000000001,7.921576000000002,8.335795000000001,8.891506000000001,9.709028000000002,10.207927000000002,10.662942000000001,11.082704000000001,11.581744000000002,11.884280000000002,12.271729000000002,12.775380000000002,13.196710000000001,13.634109,13.944033000000001,14.362945000000002,14.623239000000002,15.432760000000002,15.721203000000003,16.257847,16.642253,16.96365,17.453855,17.772805,17.989799,18.315502000000002,18.549033,18.728451,19.295955,20.190915999999998,20.385085999999998,20.769637999999997,21.470815999999996,21.804269999999995,22.602719999999994,23.574584999999995,23.827730999999996,24.129930999999996,24.518356999999995,25.009604999999993,25.391868999999993,25.680076999999994,25.989590999999994,26.322378999999994,26.653488999999993
6-2807301,,,,,,0,0.522938,0.983166,1.498894,2.147006,2.5568560000000002,2.871319,3.144981,3.734664,4.227553,4.601367000000001,5.113149000000001,5.379174000000001,5.690735000000001,5.960193000000001,6.446457000000001,6.853651000000001,7.106194000000001,7.3991060000000015,7.813325000000002,8.369036000000001,9.186558000000002,9.685457000000001,10.140472,10.560234000000001,11.059274000000002,11.361810000000002,11.749259000000002,12.252910000000002,12.674240000000001,13.111639,13.421563,13.840475000000001,14.100769000000001,14.910290000000002,15.198733,15.735377000000002,16.119783,16.441180000000003,16.931385000000002,17.250335000000003,17.467329000000003,17.793032000000004,18.026563000000003,18.205981,18.773485,19.668446,19.862616,20.247168,20.948345999999997,21.281799999999997,22.080249999999996,23.052114999999997,23.305260999999998,23.607460999999997,23.995886999999996,24.487134999999995,24.869398999999994,25.157606999999995,25.467120999999995,25.799908999999996,26.131018999999995
7-2803514,,,,,,,0,0.46022799999999997,0.9759559999999999,1.6240679999999998,2.033918,2.348381,2.6220429999999997,3.2117259999999996,3.7046149999999995,4.078429,4.590211,4.856236,5.167797,5.437255,5.923519000000001,6.330713,6.583256,6.876168000000001,7.290387000000001,7.8460980000000005,8.66362,9.162519,9.617534,10.037296,10.536336,10.838872,11.226321,11.729972,12.151302,12.588700999999999,12.898625,13.317537,13.577831,14.387352,14.675795,15.212439000000002,15.596845000000002,15.918242000000001,16.408447000000002,16.727397000000003,16.944391000000003,17.270094000000004,17.503625000000003,17.683043,18.250547,19.145508,19.339678,19.72423,20.425407999999997,20.758861999999997,21.557311999999996,22.529176999999997,22.782322999999998,23.084522999999997,23.472948999999996,23.964196999999995,24.346460999999994,24.634668999999995,24.944182999999995,25.276970999999996,25.608080999999995
8-2803074,,,,,,,,0,0.515728,1.16384,1.57369,1.888153,2.161815,2.7514979999999998,3.2443869999999997,3.6182009999999996,4.129982999999999,4.396007999999999,4.7075689999999994,4.977027,5.463291,5.8704849999999995,6.123028,6.41594,6.830159,7.38587,8.203392,8.702290999999999,9.157305999999998,9.577067999999999,10.076108,10.378644,10.766093,11.269744,11.691073999999999,12.128472999999998,12.438396999999998,12.857308999999999,13.117602999999999,13.927124,14.215567,14.752211,15.136617000000001,15.458014,15.948219,16.267169,16.484163,16.809866,17.043397,17.222814999999997,17.790318999999997,18.685279999999995,18.879449999999995,19.264001999999994,19.965179999999993,20.298633999999993,21.09708399999999,22.068948999999993,22.322094999999994,22.624294999999993,23.012720999999992,23.50396899999999,23.88623299999999,24.17444099999999,24.48395499999999,24.816742999999992,25.14785299999999
9-2803510,,,,,,,,,0,0.648112,1.057962,1.372425,1.646087,2.23577,2.728659,3.102473,3.614255,3.88028,4.191841,4.461299,4.947563000000001,5.354757,5.6073,5.900212000000001,6.314431000000001,6.870142,7.687664000000001,8.186563000000001,8.641578,9.061340000000001,9.560380000000002,9.862916000000002,10.250365000000002,10.754016000000002,11.175346000000001,11.612745,11.922669,12.341581000000001,12.601875000000001,13.411396000000002,13.699839,14.236483000000002,14.620889000000002,14.942286000000001,15.432491,15.751441,15.968435,16.294138,16.527669,16.707086999999998,17.274590999999997,18.169551999999996,18.363721999999996,18.748273999999995,19.449451999999994,19.782905999999993,20.581355999999992,21.553220999999994,21.806366999999995,22.108566999999994,22.496992999999993,22.98824099999999,23.37050499999999,23.65871299999999,23.96822699999999,24.301014999999992,24.63212499999999
10-2803069,,,,,,,,,,0,0.40985,0.724313,0.9979750000000001,1.587658,2.080547,2.454361,2.9661429999999998,3.2321679999999997,3.543729,3.813187,4.299451,4.706645,4.959188,5.2521,5.6663190000000005,6.22203,7.0395520000000005,7.538451,7.993466,8.413228,8.912268000000001,9.214804,9.602253000000001,10.105904,10.527234,10.964633,11.274557,11.693469,11.953763,12.763284,13.051727,13.588371,13.972777,14.294174,14.784379,15.103328999999999,15.320322999999998,15.646025999999999,15.879556999999998,16.058974999999997,16.626478999999996,17.521439999999995,17.715609999999995,18.100161999999994,18.801339999999993,19.134793999999992,19.93324399999999,20.905108999999992,21.158254999999993,21.460454999999993,21.84888099999999,22.34012899999999,22.72239299999999,23.01060099999999,23.32011499999999,23.65290299999999,23.98401299999999
11-2803073,,,,,,,,,,,0,0.314463,0.588125,1.177808,1.670697,2.044511,2.556293,2.822318,3.1338790000000003,3.4033370000000005,3.8896010000000008,4.296795,4.5493380000000005,4.842250000000001,5.256469000000001,5.812180000000001,6.629702000000001,7.128601000000001,7.583616000000001,8.003378000000001,8.502418000000002,8.804954000000002,9.192403000000002,9.696054000000002,10.117384000000001,10.554783,10.864707000000001,11.283619000000002,11.543913000000002,12.353434000000002,12.641877000000001,13.178521000000002,13.562927000000002,13.884324000000001,14.374529,14.693479,14.910473,15.236176,15.469707,15.649125,16.216629,17.11159,17.30576,17.690312,18.391489999999997,18.724943999999997,19.523393999999996,20.495258999999997,20.748404999999998,21.050604999999997,21.439030999999996,21.930278999999995,22.312542999999994,22.600750999999995,22.910264999999995,23.243052999999996,23.574162999999995
12-2803072,,,,,,,,,,,,0,0.273662,0.863345,1.3562340000000002,1.730048,2.24183,2.507855,2.8194160000000004,3.0888740000000006,3.575138000000001,3.982332000000001,4.234875000000001,4.527787000000001,4.942006000000001,5.497717000000001,6.315239000000001,6.814138000000001,7.269153000000001,7.6889150000000015,8.187955000000002,8.490491000000002,8.877940000000002,9.381591000000002,9.802921000000001,10.24032,10.550244000000001,10.969156000000002,11.229450000000002,12.038971000000002,12.327414000000001,12.864058000000002,13.248464000000002,13.569861000000001,14.060066,14.379016,14.59601,14.921713,15.155244,15.334662,15.902166,16.797127,16.991297,17.375849,18.077026999999998,18.410480999999997,19.208930999999996,20.180795999999997,20.433942,20.736141999999997,21.124567999999996,21.615815999999995,21.998079999999995,22.286287999999995,22.595801999999996,22.928589999999996,23.259699999999995
13-2803088,,,,,,,,,,,,,0,0.589683,1.0825719999999999,1.4563859999999997,1.9681679999999997,2.234193,2.545754,2.815212,3.301476,3.70867,3.961213,4.254125,4.668344,5.224055,6.041577,6.540476,6.9954909999999995,7.415253,7.914293,8.216829,8.604278,9.107929,9.529259,9.966657999999999,10.276582,10.695494,10.955788,11.765309,12.053752,12.590396,12.974802,13.296199,13.786404,14.105353999999998,14.322347999999998,14.648050999999999,14.881581999999998,15.060999999999998,15.628503999999998,16.523464999999998,16.717634999999998,17.102186999999997,17.803364999999996,18.136818999999996,18.935268999999995,19.907133999999996,20.160279999999997,20.462479999999996,20.850905999999995,21.342153999999994,21.724417999999993,22.012625999999994,22.322139999999994,22.654927999999995,22.986037999999994
