순번_정류장ID,50-2805077,51-2800301,52-2804454,53-2800294,54-2806305,55-2804529,56-2807416,57-2806355,58-2803939,59-2803941,60-2804767,61-2803998,62-2804000,63-2804002,64-2804004,65-2804006,66-2804008,67-2804011,68-2804012,69-2804014,70-2804016,71-2806404,72-2804019,73-2806406,74-2804020,75-2804705,76-2804027,77-2806303,78-2800283,79-2800281,80-2800280,81-2800278,82-2806663,83-2804031,84-2800260,85-2800275,86-2804713,87-2803598,88-2803600,89-2800273,90-2803601,91-2804331,92-2803581,93-2800271,94-2805489,95-2807150,96-2804581,97-2804582,98-2800267,99-2804032
50-2805077,0,0.473263,0.928266,1.4349090000000002,1.8054680000000003,3.190059,3.8113340000000004,4.082066,4.851988,5.393089000000001,5.935706000000001,6.323378000000001,6.707840000000001,6.961111000000001,7.308376000000001,7.600843000000001,7.998999000000001,8.369773000000002,8.808498000000002,9.108609000000001,9.438096000000002,9.867321000000002,10.058066000000002,10.370230000000001,10.570731,10.781675,11.209714,11.601494,12.045923,12.755363000000001,13.327582000000001,13.464516000000001,14.405342000000001,15.046659000000002,15.279387000000002,15.605066,15.78321,16.294346,16.737275,16.939884,17.121499999999997,17.375819999999997,17.857151999999996,18.364081999999996,18.728330999999997,19.069266,19.370518999999998,19.730707,20.369432,20.56553
51-2800301,,0,0.455003,0.961646,1.332205,2.716796,3.3380710000000002,3.6088030000000004,4.378725,4.9198260000000005,5.462443,5.850115000000001,6.234577000000001,6.4878480000000005,6.835113000000001,7.127580000000001,7.525736000000001,7.896510000000001,8.335235,8.635346,8.964833,9.394058000000001,9.584803,9.896967,10.097468,10.308411999999999,10.736450999999999,11.128231,11.572659999999999,12.2821,12.854319,12.991253,13.932079,14.573396,14.806124,15.131803,15.309947,15.821083,16.264012,16.466621,16.648237,16.902557,17.383889,17.890819,18.255068,18.596003000000003,18.897256000000002,19.257444000000003,19.896169000000004,20.092267000000003
52-2804454,,,0,0.5066430000000001,0.877202,2.261793,2.8830679999999997,3.1538,3.9237219999999997,4.464823,5.00744,5.395112,5.779574,6.032845,6.38011,6.672577,7.070733000000001,7.4415070000000005,7.880232,8.180343,8.509830000000001,8.939055000000002,9.129800000000001,9.441964,9.642465,9.853409,10.281448,10.673228,11.117657,11.827097,12.399316,12.53625,13.477076,14.118393000000001,14.351121000000001,14.6768,14.854944,15.36608,15.809009,16.011618,16.193233999999997,16.447553999999997,16.928885999999995,17.435815999999996,17.800064999999996,18.141,18.442252999999997,18.802440999999998,19.441166,19.637264
53-2800294,,,,0,0.370559,1.75515,2.3764250000000002,2.6471570000000004,3.417079,3.9581800000000005,4.500797,4.888469000000001,5.272931000000001,5.5262020000000005,5.873467000000001,6.165934000000001,6.564090000000001,6.934864000000001,7.373589000000001,7.673700000000001,8.003187,8.432412000000001,8.623157,8.935321,9.135822,9.346765999999999,9.774804999999999,10.166585,10.611013999999999,11.320454,11.892673,12.029607,12.970433,13.61175,13.844478,14.170157,14.348301,14.859437,15.302366,15.504975,15.686591,15.940911,16.422242999999998,16.929173,17.293422,17.634357,17.93561,18.295798,18.934523000000002,19.130621
54-2806305,,,,,0,1.384591,2.005866,2.2765980000000003,3.04652,3.5876210000000004,4.130238,4.5179100000000005,4.902372000000001,5.155643,5.502908000000001,5.795375000000001,6.193531000000001,6.564305000000001,7.003030000000001,7.303141000000001,7.632628000000001,8.061853000000001,8.252598,8.564762,8.765263,8.976206999999999,9.404245999999999,9.796026,10.240454999999999,10.949895,11.522114,11.659048,12.599874,13.241191,13.473919,13.799598,13.977742,14.488878,14.931807,15.134416,15.316032,15.570352,16.051683999999998,16.558614,16.922863,17.263798,17.565051,17.925239,18.563964000000002,18.760062
55-2804529,,,,,,0,0.621275,0.892007,1.661929,2.20303,2.745647,3.1333189999999997,3.517781,3.771052,4.118317,4.4107840000000005,4.808940000000001,5.179714000000001,5.618439,5.918550000000001,6.248037000000001,6.677262000000001,6.868007,7.1801710000000005,7.380672000000001,7.591616,8.019655,8.411435,8.855864,9.565304000000001,10.137523000000002,10.274457000000002,11.215283000000001,11.856600000000002,12.089328000000002,12.415007000000001,12.593151,13.104287000000001,13.547216,13.749825000000001,13.931441000000001,14.185761000000001,14.667093000000001,15.174023000000002,15.538272000000001,15.879207000000001,16.18046,16.540648,17.179373000000002,17.375471
56-2807416,,,,,,,0,0.27073200000000003,1.040654,1.581755,2.124372,2.512044,2.896506,3.1497770000000003,3.4970420000000004,3.7895090000000007,4.187665000000001,4.558439000000001,4.997164000000001,5.297275000000001,5.626762000000001,6.055987000000001,6.246732000000001,6.558896000000001,6.759397000000001,6.970341,7.39838,7.79016,8.234589,8.944029,9.516248000000001,9.653182000000001,10.594008,11.235325000000001,11.468053000000001,11.793732,11.971876,12.483012,12.925941,13.12855,13.310166,13.564486,14.045818,14.552748000000001,14.916997,15.257932,15.559185,15.919373,16.558098,16.754196
57-2806355,,,,,,,,0,0.769922,1.311023,1.85364,2.2413119999999997,2.625774,2.8790449999999996,3.22631,3.518777,3.916933,4.287707,4.726432,5.026543,5.3560300000000005,5.785255,5.976,6.288164,6.488665,6.699609,7.127648,7.519428,7.963857,8.673297,9.245516,9.38245,10.323276,10.964593,11.197321,11.523,11.701144,12.21228,12.655209,12.857818,13.039434,13.293754,13.775086,14.282016,14.646265,14.9872,15.288453,15.648641000000001,16.287366000000002,16.483464
58-2803939,,,,,,,,,0,0.541101,1.0837180000000002,1.4713900000000002,1.855852,2.1091230000000003,2.4563880000000005,2.7488550000000007,3.147011000000001,3.517785000000001,3.9565100000000006,4.256621000000001,4.586108000000001,5.015333000000001,5.206078000000001,5.518242000000001,5.718743000000001,5.929687,6.357726,6.749506,7.193935000000001,7.9033750000000005,8.475594000000001,8.612528000000001,9.553354,10.194671000000001,10.427399000000001,10.753078,10.931222,11.442358,11.885287,12.087896,12.269512,12.523832,13.005164,13.512094000000001,13.876343,14.217278,14.518531,14.878719,15.517444000000001,15.713542
59-2803941,,,,,,,,,,0,0.542617,0.9302889999999999,1.3147509999999998,1.5680219999999998,1.9152869999999997,2.2077539999999996,2.6059099999999997,2.9766839999999997,3.4154089999999995,3.7155199999999997,4.045007,4.474232,4.6649769999999995,4.977141,5.177642,5.388585999999999,5.816624999999999,6.208404999999999,6.6528339999999995,7.362273999999999,7.934492999999999,8.071426999999998,9.012252999999998,9.653569999999998,9.886297999999998,10.211976999999997,10.390120999999997,10.901256999999998,11.344185999999997,11.546794999999998,11.728410999999998,11.982730999999998,12.464062999999998,12.970992999999998,13.335241999999997,13.676176999999997,13.977429999999998,14.337617999999999,14.976343,15.172441
