순번_정류장ID,74-2804915,75-2804429,76-2804431,77-2801643,78-2801646,79-2801640,80-2801579,81-2801190,82-2801548,83-2801570,84-2806782,85-2801633,86-2801192,87-2801604,88-2801564,89-2801520,90-2801485,91-2801450,92-2804871,93-2801387,94-2801347,95-2801317,96-2801300,97-2801306,98-2801320,99-2801303,100-2801139,101-2801146,102-2801150,103-2801154,104-2801156,105-2806243,106-2806241,107-2806215,108-2800622,109-2800627,110-2800336,111-2800658,112-2800670,113-2800682,114-2800695,115-2800723,116-2800745,117-2800759,118-2800776,119-2800796,120-2800813,121-2803049,122-2802654,123-2807098,124-2802671,125-2802630,126-2803042,127-2803043,128-2803115,129-2803134,130-2803133,131-2803125,132-2803232,133-2803181,134-2803254,135-2803258,136-2803273,137-2803279,138-2803294,139-2803308,140-2805810,141-2803318,142-2803315,143-2803309,144-2803313,145-2803324,146-2803330,147-2803333,148-2803341,149-2807624,150-2803344
74-2804915,0,0.369925,0.629262,0.796046,0.89208,1.145702,1.712478,1.930555,2.307488,2.61275,3.027679,3.2806100000000002,3.5321640000000003,4.1506300000000005,4.417095000000001,4.684302000000001,4.995310000000001,5.314535000000001,5.653134000000001,5.947535000000001,6.3334670000000015,6.659545000000001,7.196220000000001,7.466497000000001,7.862460000000001,8.112351000000002,8.568904000000002,8.953708000000002,9.325354000000003,9.638024000000003,10.082720000000004,10.872556000000003,11.230367000000003,11.840094000000002,12.956284000000002,13.301423000000002,13.746333000000002,14.006320000000002,14.268355000000003,14.680842000000004,15.133476000000003,15.479664000000003,15.817676000000002,16.011805000000003,16.402713000000002,16.791871,17.687640000000002,18.042367000000002,18.330584,19.04419,19.304402,19.72404,20.089966,20.454737,20.823748000000002,21.273747,21.657387,22.20834,22.642247,23.047447000000002,23.378743,23.741466,24.253169,24.608392,25.357197999999997,25.8254,26.550805999999998,26.989324999999997,27.768394999999998,28.361306,28.765624,29.110091,29.388566,29.538064000000002,30.295038,30.651456000000003,30.890752000000003
75-2804429,,0,0.259337,0.42612099999999997,0.5221549999999999,0.7757769999999999,1.342553,1.5606300000000002,1.9375630000000001,2.2428250000000003,2.657754,2.910685,3.162239,3.780705,4.04717,4.314377,4.6253850000000005,4.944610000000001,5.283209000000001,5.577610000000001,5.963542000000001,6.289620000000001,6.826295000000001,7.096572000000001,7.492535000000001,7.742426000000001,8.198979000000001,8.583783000000002,8.955429000000002,9.268099000000003,9.712795000000003,10.502631000000003,10.860442000000003,11.470169000000002,12.586359000000002,12.931498000000001,13.376408000000001,13.636395000000002,13.898430000000001,14.310917000000002,14.763551000000001,15.109739000000001,15.447751,15.64188,16.032788,16.421946,17.317715,17.672442,17.960659,18.674265,18.934476999999998,19.354114999999997,19.720041,20.084812,20.453823,20.903821999999998,21.287461999999998,21.838414999999998,22.272322,22.677522,23.008817999999998,23.371540999999997,23.883243999999998,24.238466999999996,24.987272999999995,25.455474999999996,26.180880999999996,26.619399999999995,27.398469999999996,27.991380999999997,28.395698999999997,28.740166,29.018641,29.168139,29.925113,30.281531,30.520827
76-2804431,,,0,0.166784,0.262818,0.51644,1.0832160000000002,1.3012930000000003,1.6782260000000002,1.9834880000000001,2.3984170000000002,2.6513480000000005,2.9029020000000005,3.5213680000000007,3.787833000000001,4.055040000000001,4.366048000000001,4.685273000000001,5.023872000000002,5.318273000000001,5.704205000000002,6.030283000000002,6.566958000000001,6.8372350000000015,7.233198000000002,7.483089000000001,7.939642000000001,8.324446000000002,8.696092000000002,9.008762000000003,9.453458000000003,10.243294000000002,10.601105000000002,11.210832000000002,12.327022000000001,12.672161000000001,13.117071000000001,13.377058000000002,13.639093000000003,14.051580000000003,14.504214000000003,14.850402000000003,15.188414000000002,15.382543000000002,15.773451000000001,16.162609,17.058378,17.413105,17.701322,18.414928,18.67514,19.094777999999998,19.460704,19.825475,20.194486,20.644485,21.028125,21.579078,22.012985,22.418185,22.749481,23.112204,23.623907,23.979129999999998,24.727936,25.196138,25.921544,26.360063,27.139133,27.732044000000002,28.136362000000002,28.480829000000004,28.759304000000004,28.908802000000005,29.665776000000005,30.022194000000006,30.261490000000006
77-2801643,,,,0,0.09603400000000001,0.34965599999999997,0.916432,1.134509,1.511442,1.8167039999999999,2.231633,2.4845639999999998,2.736118,3.354584,3.621049,3.888256,4.199264,4.518489000000001,4.857088000000001,5.151489000000001,5.537421000000001,5.863499000000001,6.400174000000001,6.670451000000001,7.066414000000001,7.316305000000001,7.772858000000001,8.157662000000002,8.529308000000002,8.841978000000003,9.286674000000003,10.076510000000003,10.434321000000002,11.044048000000002,12.160238000000001,12.505377000000001,12.950287000000001,13.210274000000002,13.472309000000003,13.884796000000003,14.337430000000003,14.683618000000003,15.021630000000002,15.215759000000002,15.606667000000002,15.995825000000002,16.891594,17.246321000000002,17.534538,18.248144,18.508356,18.927993999999998,19.29392,19.658691,20.027702,20.477701,20.861341,21.412294,21.846201,22.251401,22.582697,22.94542,23.457123,23.812345999999998,24.561152,25.029354,25.75476,26.193279,26.972349,27.565260000000002,27.969578000000002,28.314045000000004,28.592520000000004,28.742018000000005,29.498992000000005,29.855410000000006,30.094706000000006
78-2801646,,,,,0,0.25362199999999996,0.820398,1.038475,1.415408,1.72067,2.135599,2.3885300000000003,2.6400840000000003,3.2585500000000005,3.5250150000000007,3.7922220000000006,4.103230000000001,4.422455000000001,4.7610540000000015,5.055455000000001,5.4413870000000015,5.767465000000001,6.304140000000001,6.574417000000001,6.970380000000001,7.220271000000001,7.676824000000002,8.061628000000002,8.433274000000003,8.745944000000003,9.190640000000004,9.980476000000003,10.338287000000003,10.948014000000002,12.064204000000002,12.409343000000002,12.854253000000002,13.114240000000002,13.376275000000003,13.788762000000004,14.241396000000003,14.587584000000003,14.925596000000002,15.119725000000003,15.510633000000002,15.899791000000002,16.795560000000002,17.150287000000002,17.438504000000002,18.15211,18.412322,18.83196,19.197886,19.562657,19.931668000000002,20.381667,20.765307,21.31626,21.750167,22.155367000000002,22.486663,22.849386,23.361089,23.716312,24.465117999999997,24.93332,25.658725999999998,26.097244999999997,26.876314999999998,27.469226,27.873544,28.218011,28.496486,28.645984000000002,29.402958,29.759376000000003,29.998672000000003
79-2801640,,,,,,0,0.5667760000000001,0.784853,1.161786,1.467048,1.881977,2.1349080000000002,2.3864620000000003,3.0049280000000005,3.2713930000000007,3.5386000000000006,3.849608000000001,4.168833000000001,4.507432000000001,4.801833000000001,5.1877650000000015,5.513843000000001,6.050518000000001,6.320795000000001,6.716758000000001,6.966649000000001,7.423202000000002,7.808006000000002,8.179652,8.492322000000001,8.937018000000002,9.726854000000001,10.084665000000001,10.694392,11.810582,12.155721,12.600631,12.860618,13.122653,13.53514,13.987774,14.333962,14.671973999999999,14.866102999999999,15.257010999999999,15.646168999999999,16.541938,16.896665,17.184881999999998,17.898487999999997,18.158699999999996,18.578337999999995,18.944263999999997,19.309034999999998,19.678046,20.128044999999997,20.511684999999996,21.062637999999996,21.496544999999998,21.901745,22.233040999999997,22.595763999999996,23.107466999999996,23.462689999999995,24.211495999999997,24.679698,25.405103999999998,25.843622999999997,26.622692999999998,27.215604,27.619922,27.964389,28.242864,28.392362000000002,29.149336,29.505754000000003,29.745050000000003
80-2801579,,,,,,,0,0.218077,0.59501,0.900272,1.315201,1.568132,1.8196860000000001,2.438152,2.7046170000000003,2.9718240000000002,3.2828320000000004,3.6020570000000003,3.940656,4.235057,4.620989000000001,4.9470670000000005,5.483742,5.754019,6.1499820000000005,6.399873,6.856426000000001,7.241230000000001,7.612876000000001,7.925546000000001,8.370242000000001,9.160078,9.517889,10.127616,11.243806,11.588944999999999,12.033854999999999,12.293842,12.555876999999999,12.968364,13.420997999999999,13.767185999999999,14.105197999999998,14.299326999999998,14.690234999999998,15.079392999999998,15.975161999999997,16.329888999999998,16.618105999999997,17.331711999999996,17.591923999999995,18.011561999999994,18.377487999999996,18.742258999999997,19.111269999999998,19.561268999999996,19.944908999999996,20.495861999999995,20.929768999999997,21.334968999999997,21.666264999999996,22.028987999999995,22.540690999999995,22.895913999999994,23.644719999999992,24.112921999999994,24.838327999999994,25.276846999999993,26.055916999999994,26.648827999999995,27.053145999999995,27.397612999999996,27.676087999999996,27.825585999999998,28.582559999999997,28.938978,29.178274
81-2801190,,,,,,,,0,0.376933,0.682195,1.097124,1.350055,1.601609,2.220075,2.48654,2.753747,3.0647550000000003,3.38398,3.722579,4.01698,4.402912000000001,4.7289900000000005,5.265665,5.535942,5.931905,6.181796,6.638349,7.023153,7.394799,7.707469,8.152165,8.942001,9.299812,9.909538999999999,11.025728999999998,11.370867999999998,11.815777999999998,12.075764999999999,12.337799999999998,12.750286999999998,13.202920999999998,13.549108999999998,13.887120999999997,14.081249999999997,14.472157999999997,14.861315999999997,15.757084999999996,16.111811999999997,16.400028999999996,17.113634999999995,17.373846999999994,17.793484999999993,18.159410999999995,18.524181999999996,18.893192999999997,19.343191999999995,19.726831999999995,20.277784999999994,20.711691999999996,21.116891999999996,21.448187999999995,21.810910999999994,22.322613999999994,22.677836999999993,23.42664299999999,23.894844999999993,24.620250999999993,25.058769999999992,25.837839999999993,26.430750999999994,26.835068999999994,27.179535999999995,27.458010999999996,27.607508999999997,28.364482999999996,28.720900999999998,28.960196999999997
82-2801548,,,,,,,,,0,0.305262,0.720191,0.973122,1.224676,1.843142,2.109607,2.376814,2.687822,3.007047,3.345646,3.640047,4.025979,4.352057,4.888732,5.159009,5.554972,5.804863,6.2614160000000005,6.6462200000000005,7.017866000000001,7.330536,7.775232000000001,8.565068,8.922879,9.532606,10.648795999999999,10.993934999999999,11.438844999999999,11.698832,11.960867,12.373354,12.825988,13.172176,13.510188,13.704317,14.095225,14.484383,15.380151999999999,15.734879,16.023096,16.736701999999998,16.996913999999997,17.416551999999996,17.782477999999998,18.147249,18.51626,18.966258999999997,19.349898999999997,19.900851999999997,20.334759,20.739959,21.071254999999997,21.433977999999996,21.945680999999997,22.300903999999996,23.049709999999997,23.517912,24.243318,24.681836999999998,25.460907,26.053818,26.458136,26.802603,27.081078,27.230576000000003,27.987550000000002,28.343968000000004,28.583264000000003
83-2801570,,,,,,,,,,0,0.414929,0.66786,0.919414,1.53788,1.8043449999999999,2.071552,2.3825600000000002,2.701785,3.040384,3.334785,3.720717,4.046795,4.58347,4.853747,5.24971,5.499601,5.956154,6.340958,6.712604,7.025274,7.46997,8.259806,8.617617,9.227343999999999,10.343533999999998,10.688672999999998,11.133582999999998,11.393569999999999,11.655604999999998,12.068091999999998,12.520725999999998,12.866913999999998,13.204925999999997,13.399054999999997,13.789962999999997,14.179120999999997,15.074889999999996,15.429616999999997,15.717833999999996,16.431439999999995,16.691651999999994,17.111289999999993,17.477215999999995,17.841986999999996,18.210997999999996,18.660996999999995,19.044636999999994,19.595589999999994,20.029496999999996,20.434696999999996,20.765992999999995,21.128715999999994,21.640418999999994,21.995641999999993,22.74444799999999,23.212649999999993,23.938055999999992,24.376574999999992,25.155644999999993,25.748555999999994,26.152873999999994,26.497340999999995,26.775815999999995,26.925313999999997,27.682287999999996,28.038705999999998,28.278001999999997
