순번_정류장ID,1-2801360,2-2800384,3-2800607,4-2800618,5-2800623,6-2800631,7-2800642,8-2800664,9-2800333,10-2800681,11-2800696,12-2800701,13-2800704,14-2800713,15-2800751,16-2800770,17-2800781,18-2800790,19-2800792,20-2800794,21-2800800,22-2801771,23-2801773,24-2801774,25-2801787,26-2801806,27-2801954
1-2801360,0,0.206589,0.477664,0.792621,1.050853,1.367044,1.76405,2.049397,2.3486029999999998,2.8153599999999996,3.0214989999999995,3.3456749999999995,3.6085059999999993,4.117490999999999,4.440097,4.751265999999999,5.084047999999999,5.296167999999999,5.4524339999999984,5.809297999999998,6.117040999999999,6.545062999999999,6.720868999999999,7.225497999999998,7.741498999999998,8.271553999999998,8.929978999999998
2-2800384,,0,0.271075,0.5860320000000001,0.8442640000000001,1.1604550000000002,1.5574610000000002,1.8428080000000002,2.142014,2.608771,2.81491,3.139086,3.4019169999999996,3.9109019999999997,4.233508,4.544677,4.877459,5.089579,5.245844999999999,5.602708999999999,5.910451999999999,6.338474,6.514279999999999,7.018908999999999,7.534909999999999,8.064964999999999,8.723389999999998
3-2800607,,,0,0.31495700000000004,0.5731890000000001,0.8893800000000001,1.286386,1.571733,1.870939,2.3376959999999998,2.5438349999999996,2.8680109999999996,3.1308419999999995,3.6398269999999995,3.9624329999999994,4.2736019999999995,4.606383999999999,4.818503999999999,4.9747699999999995,5.331633999999999,5.639377,6.067399,6.243205,6.747833999999999,7.263834999999999,7.793889999999999,8.452314999999999
4-2800618,,,,0,0.258232,0.574423,0.971429,1.256776,1.5559819999999998,2.0227389999999996,2.2288779999999995,2.5530539999999995,2.8158849999999993,3.3248699999999993,3.6474759999999993,3.9586449999999993,4.291427,4.503546999999999,4.659813,5.016677,5.32442,5.752442,5.928248,6.4328769999999995,6.948878,7.478933,8.137357999999999
5-2800623,,,,,0,0.316191,0.713197,0.9985439999999999,1.2977499999999997,1.7645069999999996,1.9706459999999997,2.294822,2.5576529999999997,3.0666379999999998,3.3892439999999997,3.7004129999999997,4.033195,4.245315,4.401581,4.758445,5.066188,5.494210000000001,5.670016,6.174645,6.690646,7.220701,7.879126
6-2800631,,,,,,0,0.39700599999999997,0.682353,0.981559,1.448316,1.654455,1.978631,2.241462,2.750447,3.073053,3.384222,3.7170039999999998,3.929124,4.08539,4.442254,4.7499970000000005,5.178019000000001,5.3538250000000005,5.858454,6.374455,6.90451,7.562935
7-2800642,,,,,,,0,0.28534699999999996,0.5845529999999999,1.05131,1.257449,1.581625,1.844456,2.353441,2.676047,2.987216,3.319998,3.532118,3.688384,4.045248,4.352991,4.781013000000001,4.956819,5.461448000000001,5.977449000000001,6.507504000000001,7.165929000000001
8-2800664,,,,,,,,0,0.29920599999999997,0.765963,0.9721019999999999,1.296278,1.559109,2.0680940000000003,2.3907000000000003,2.7018690000000003,3.034651,3.2467710000000003,3.4030370000000003,3.759901,4.0676440000000005,4.495666000000001,4.6714720000000005,5.176101000000001,5.692102000000001,6.222157000000001,6.880582000000001
9-2800333,,,,,,,,,0,0.466757,0.6728959999999999,0.997072,1.259903,1.768888,2.091494,2.402663,2.735445,2.947565,3.103831,3.460695,3.7684379999999997,4.19646,4.372266,4.876894999999999,5.3928959999999995,5.922950999999999,6.581376
10-2800681,,,,,,,,,,0,0.206139,0.530315,0.7931459999999999,1.302131,1.6247369999999999,1.935906,2.268688,2.480808,2.637074,2.993938,3.301681,3.7297029999999998,3.905509,4.410138,4.926139,5.456194,6.114619
11-2800696,,,,,,,,,,,0,0.324176,0.5870070000000001,1.095992,1.418598,1.729767,2.062549,2.2746690000000003,2.4309350000000003,2.787799,3.095542,3.523564,3.69937,4.203999,4.72,5.250055,5.90848
12-2800701,,,,,,,,,,,,0,0.262831,0.7718160000000001,1.094422,1.405591,1.7383730000000002,1.9504930000000003,2.1067590000000003,2.463623,2.771366,3.199388,3.375194,3.879823,4.395824,4.925879,5.584304
13-2800704,,,,,,,,,,,,,0,0.508985,0.831591,1.14276,1.475542,1.687662,1.843928,2.200792,2.5085349999999997,2.9365569999999996,3.1123629999999998,3.6169919999999998,4.132993,4.663048,5.321473
14-2800713,,,,,,,,,,,,,,0,0.322606,0.633775,0.966557,1.178677,1.334943,1.691807,1.9995500000000002,2.427572,2.603378,3.108007,3.6240080000000003,4.154063000000001,4.812488000000001
15-2800751,,,,,,,,,,,,,,,0,0.31116900000000003,0.643951,0.856071,1.012337,1.3692010000000001,1.6769440000000002,2.104966,2.2807720000000002,2.7854010000000002,3.3014020000000004,3.8314570000000003,4.489882000000001
16-2800770,,,,,,,,,,,,,,,,0,0.332782,0.544902,0.701168,1.058032,1.3657750000000002,1.793797,1.969603,2.4742319999999998,2.990233,3.520288,4.178713
17-2800781,,,,,,,,,,,,,,,,,0,0.21211999999999998,0.368386,0.72525,1.0329929999999998,1.4610149999999997,1.6368209999999996,2.14145,2.657451,3.187506,3.845931
18-2800790,,,,,,,,,,,,,,,,,,0,0.15626600000000002,0.5131300000000001,0.8208730000000001,1.248895,1.424701,1.92933,2.445331,2.975386,3.6338109999999997
19-2800792,,,,,,,,,,,,,,,,,,,0,0.356864,0.664607,1.092629,1.268435,1.773064,2.289065,2.81912,3.477545
20-2800794,,,,,,,,,,,,,,,,,,,,0,0.307743,0.735765,0.911571,1.4162,1.932201,2.462256,3.1206810000000003
21-2800800,,,,,,,,,,,,,,,,,,,,,0,0.428022,0.603828,1.108457,1.6244580000000002,2.154513,2.812938
22-2801771,,,,,,,,,,,,,,,,,,,,,,0,0.175806,0.680435,1.196436,1.7264910000000002,2.3849160000000005
23-2801773,,,,,,,,,,,,,,,,,,,,,,,0,0.504629,1.0206300000000001,1.550685,2.20911
24-2801774,,,,,,,,,,,,,,,,,,,,,,,,0,0.516001,1.046056,1.7044810000000001
25-2801787,,,,,,,,,,,,,,,,,,,,,,,,,0,0.530055,1.1884800000000002
26-2801806,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.658425
27-2801954,,,,,,,,,,,,,,,,,,,,,,,,,,,0
